player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Julius Peppers,1010,ED,CAR,4,0,1.0,0,0,5,,64.9,84.3,63.8,58.3,76.0,0.0,0,0,31,32,6.5,2,2
James Harrison,1251,ED,PIT,2,0,,0,0,25,60.5,68.7,71.1,68.9,60.0,,,0,0,3,3,0.0,0,0
Terence Newman,1321,CB,MIN,4,1,2.0,0,0,18,71.2,71.1,80.3,75.2,58.4,84.9,0.0,0,1,42,43,0.0,0,1
Terrell Suggs,1326,ED,BLT,4,3,2.3,1,0,3,65.0,70.4,24.0,69.0,70.6,68.0,0.0,0,2,74,79,2.7,2,3
Karlos Dansby,1754,LB,ARZ,4,3,2.4,0,0,1,53.0,57.6,81.1,46.5,65.8,61.6,0.0,0,0,104,106,11.5,12,15
Mike Adams,1972,S,CAR,4,0,4.7,0,0,5,61.7,65.1,82.8,57.5,70.5,90.0,0.0,0,1,75,78,5.3,4,7
Adam Jones,2223,CB,CIN,3,0,9.0,0,0,7,53.4,56.1,81.4,,69.3,81.8,0.0,0,3,40,40,0.0,0,1
Thomas Davis Sr.,2231,LB,CAR,4,0,6.0,0,0,5,81.0,76.3,80.7,69.0,56.7,76.6,11.1,1,0,66,69,6.1,4,8
Derrick Johnson,2232,LB,KC,4,2,1.8,0,0,16,71.1,67.9,82.8,48.2,61.9,70.4,0.0,0,0,90,93,8.9,8,12
Lorenzo Alexander,2476,ED,BUF,4,1,3.7,0,0,4,29.0,49.7,29.3,73.6,63.1,27.6,27.3,3,1,55,57,7.3,4,7
Ahmad Brooks,2945,ED,GB,3,0,-1.5,0,0,12,,59.1,81.2,53.8,63.6,40.2,33.3,1,0,33,34,6.1,2,2
Haloti Ngata,2957,DI,DET,4,1,4.3,0,0,11,54.3,63.3,38.2,74.0,59.3,72.0,0.0,0,1,45,45,6.7,3,4
Johnathan Joseph,2969,CB,HST,4,1,7.0,0,0,13,66.0,62.6,80.6,,44.2,29.7,50.0,2,0,59,61,0.0,0,1
Frostee Rucker,3036,DI,ARZ,4,0,1.5,0,0,1,63.4,56.0,49.8,56.0,56.2,27.3,33.3,3,1,63,65,4.8,3,6
Domata Peko Sr.,3068,DI,DEN,4,1,2.2,0,0,10,,75.2,81.4,56.7,77.2,71.6,0.0,0,0,53,55,9.4,5,6
Elvis Dumervil,3071,ED,SF,4,0,,0,0,28,60.0,60.7,18.6,70.4,35.1,43.7,,0,1,9,9,0.0,0,0
Kyle Williams,3079,DI,BUF,4,3,2.3,0,0,4,62.3,62.4,53.1,57.4,65.8,74.5,8.3,1,1,60,63,10.0,6,8
Antoine Bethea,3152,S,ARZ,4,0,1.0,0,0,1,73.6,75.9,81.0,67.6,62.1,67.6,0.0,0,1,55,55,1.8,1,1
Tom Johnson,3378,DI,MIN,4,2,3.8,1,0,18,,57.4,21.3,56.8,66.0,48.2,14.3,1,2,50,52,6.0,3,4
Brent Grimes,3589,CB,TB,2,0,2.0,0,0,30,71.5,72.8,79.9,,72.9,73.2,0.0,0,0,41,42,2.4,1,1
Lawrence Timmons,3631,LB,MIA,1,3,-0.5,0,0,17,63.6,75.2,75.7,67.0,80.8,60.6,0.0,0,0,28,29,7.1,2,2
Reggie Nelson,3637,S,OAK,4,2,11.5,0,0,23,56.3,63.0,84.5,61.3,74.0,74.2,7.1,1,1,106,110,1.9,2,11
Alan Branch,3649,DI,NE,4,0,1.0,0,0,19,39.2,51.7,78.9,57.3,57.1,70.4,0.0,0,0,40,41,7.5,3,3
Paul Posluszny,3650,LB,JAX,4,3,6.4,0,0,15,86.3,74.2,77.7,52.0,60.0,83.1,0.0,0,0,65,67,1.5,1,5
Eric Weddle,3653,S,BLT,4,7,12.6,0,0,3,67.7,63.3,85.8,50.8,50.0,52.0,12.5,2,0,108,114,0.9,1,7
David Harris,3663,LB,NE,3,0,,0,0,19,60.4,64.3,70.8,58.3,63.6,,,0,0,4,4,0.0,0,0
Justin Durant,3664,LB,DAL,2,0,-2.0,0,0,9,69.2,58.3,77.2,54.4,48.2,41.7,33.3,1,0,28,28,7.1,2,2
Charles Johnson,3699,ED,CAR,4,0,3.3,0,0,5,54.8,43.3,44.0,49.3,55.7,29.2,33.3,2,2,38,40,5.3,2,4
Brandon Mebane,3701,DI,LAC,4,3,3.9,0,0,27,60.0,48.1,84.0,57.1,45.6,56.2,16.7,2,0,84,88,4.8,4,7
Brian Robison,3718,ED,MIN,4,0,3.0,0,0,18,55.4,59.0,36.7,63.2,57.7,73.0,25.0,1,1,46,47,4.3,2,3
Corey Graham,3784,S,PHI,2,0,12.0,0,0,24,57.0,51.1,74.9,,44.5,28.0,50.0,1,0,18,18,0.0,0,1
William Gay,3786,CB,PIT,3,0,2.5,0,0,25,73.0,74.5,0.0,,86.1,66.5,0.0,0,1,6,7,33.3,2,2
Chris Long,4316,ED,PHI,4,0,6.0,0,0,24,60.0,48.1,29.9,61.0,45.7,24.9,66.7,2,1,21,21,0.0,0,1
Dominique Rodgers-Cromartie,4330,CB,NYG,4,4,6.7,0,0,21,74.4,72.1,81.3,66.7,58.0,41.3,26.7,4,0,85,89,5.9,5,7
Aqib Talib,4334,CB,DEN,4,0,5.5,0,0,10,81.8,81.0,82.5,,64.2,70.9,0.0,0,0,72,74,0.0,0,2
Calais Campbell,4364,ED,JAX,4,2,2.5,0,1,15,60.0,87.5,85.7,81.6,74.6,77.1,0.0,0,0,86,88,8.1,7,8
Pat Sims,4391,DI,CIN,4,5,4.0,0,0,7,60.0,60.6,22.3,62.8,62.5,72.5,0.0,0,1,49,50,2.0,1,3
Cliff Avril,4406,ED,SEA,4,1,2.0,0,0,29,47.6,43.8,0.0,54.9,63.9,44.6,0.0,0,4,51,53,2.0,1,1
Tyvon Branch,4414,S,ARZ,4,3,3.5,0,1,1,77.8,83.1,81.3,73.0,77.7,90.2,5.3,1,0,105,107,9.5,10,15
William Hayes,4417,ED,MIA,3,0,0.5,1,0,17,60.0,85.9,28.2,78.7,82.9,73.0,0.0,0,1,35,37,5.7,2,2
Quintin Demps,4431,S,CHI,3,3,1.5,1,0,6,45.6,48.6,80.7,,67.7,28.4,16.7,1,1,66,71,3.0,2,2
Brandon Carr,4454,CB,BLT,4,1,7.5,0,0,3,61.7,63.2,22.0,,74.6,69.3,0.0,0,2,103,109,1.0,1,2
Orlando Scandrick,4457,CB,DAL,3,0,6.0,0,0,9,59.2,62.2,81.6,47.7,77.1,67.0,0.0,0,2,51,53,3.9,2,3
Erik Walden,4481,ED,TEN,4,1,5.0,0,0,31,66.8,65.0,31.2,69.2,56.9,62.4,14.3,1,1,50,52,6.0,3,5
Ahtyba Rubin,4504,DI,DEN,1,0,,0,0,10,,55.9,71.2,56.2,60.0,,,0,0,1,1,0.0,0,0
Wesley Woodyard,4583,LB,TEN,4,9,2.9,0,0,31,60.4,74.7,79.7,60.6,83.0,71.7,3.4,1,0,97,101,11.3,11,19
