player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
DeAndre Hopkins,7808,WR,HST,11,119,0,13,11.6,1,60.0,31.3,5,16,3.6,1,23,0,76.7,81.8,1,72,0.0,0,183,27,87.4,160,103.7,45,37.8,3,417,167,6.2,15.4,2.61,0,15.2,2,56.5,28.6,6,21,4.9,2,26,0,73.5,83.5,2,36,0.0,0,257,39,93.4,240,86.0,69,58.0,3,569,96,2.5,14.6,2.37
Antonio Brown,5718,WR,PIT,11,119,0,25,12.5,2,64.4,46.7,7,15,0.0,0,21,1,87.3,85.1,4,51,0.0,0,160,29,90.0,144,86.5,45,37.8,5,332,110,3.8,11.4,2.31,0,16.5,7,70.0,60.0,9,15,3.9,2,33,1,79.3,92.2,2,50,0.0,0,248,49,95.6,237,108.5,70,58.8,2,848,244,5.0,17.3,3.58
Jarvis Landry,8698,WR,MIA,11,112,0,17,8.1,5,64.9,55.6,5,9,7.7,2,14,1,65.2,76.8,1,29,0.0,0,154,24,92.2,142,89.1,37,33.0,2,233,99,4.1,9.7,1.64,0,6.1,8,68.7,22.2,2,9,6.1,3,22,1,70.3,75.7,3,49,0.0,0,248,46,96.4,239,64.6,67,59.8,0,385,212,4.6,8.4,1.61
Adam Thielen,8288,WR,MIN,11,103,0,18,9.3,2,59.5,50.0,6,12,3.8,1,18,0,75.5,88.4,0,65,0.0,0,147,25,90.5,133,98.8,42,40.8,1,395,151,6.0,15.8,2.97,0,11.6,3,78.6,77.8,7,9,4.3,2,26,3,77.0,77.6,0,49,0.4,1,245,44,93.1,228,117.5,56,54.4,1,603,162,3.7,13.7,2.64
Larry Fitzgerald,1724,WR,ARZ,11,101,0,1,8.0,0,65.1,56.3,9,16,3.4,1,18,0,76.1,72.7,0,33,0.0,0,182,28,91.2,166,97.9,43,42.6,2,269,115,4.1,9.6,1.62,0,9.2,6,77.2,45.5,5,11,2.2,1,25,1,90.2,76.2,0,37,0.4,1,285,44,93.0,265,115.5,57,56.4,2,511,186,4.2,11.6,1.93
Julio Jones,6158,WR,ATL,11,99,0,2,13.9,6,54.1,18.2,2,11,0.0,0,15,0,83.6,91.5,1,34,0.0,0,105,20,96.2,101,72.0,37,37.4,0,321,115,5.8,16.1,3.18,0,15.8,1,76.8,72.7,8,11,6.5,3,32,0,63.7,91.8,0,53,0.0,0,190,43,95.8,182,130.1,56,56.6,2,710,184,4.3,16.5,3.9
Keenan Allen,7857,WR,LAC,11,97,0,27,9.4,6,68.1,50.0,4,8,11.1,4,25,0,51.3,89.8,1,42,0.6,1,154,32,91.6,141,101.4,47,48.5,2,420,149,4.7,13.1,2.98,0,10.4,3,72.1,50.0,5,10,11.4,4,22,0,49.9,75.9,1,50,0.5,1,206,31,94.2,194,98.3,43,44.3,0,473,182,5.9,15.3,2.44
Dez Bryant,5549,WR,DAL,11,96,0,9,10.8,4,55.8,43.8,7,16,7.7,2,19,0,63.2,79.9,2,27,0.0,0,154,24,92.9,143,69.4,43,44.8,2,255,91,3.8,10.6,1.78,0,13.7,6,57.1,21.4,3,14,15.2,5,14,0,37.9,68.4,1,36,0.0,0,218,28,92.2,201,75.3,49,51.0,1,321,102,3.6,11.5,1.6
Michael Thomas,10681,WR,NO,11,96,0,20,9.7,3,76.5,70.0,7,10,0.0,0,14,0,86.5,82.8,1,33,0.0,0,114,26,93.0,106,97.4,34,35.4,1,278,106,4.1,10.7,2.62,0,10.3,5,72.9,42.9,6,14,4.4,2,30,0,76.3,79.9,2,30,0.0,0,248,43,94.0,233,85.6,59,61.5,0,522,181,4.2,12.1,2.24
Demaryius Thomas,5547,WR,DEN,11,93,0,10,12.3,3,61.1,50.0,5,10,12.0,3,16,1,51.0,78.9,1,29,0.0,0,109,22,90.8,99,91.6,36,38.7,2,273,89,4.0,12.4,2.76,0,9.4,2,63.0,66.7,6,9,8.1,3,20,0,54.3,67.1,5,40,0.0,0,271,34,95.2,258,44.4,54,58.1,0,368,116,3.4,10.8,1.43
Mike Evans,8642,WR,TB,10,92,0,30,12.3,1,53.3,43.8,7,16,0.0,0,14,0,81.7,77.6,0,20,0.0,0,128,16,95.3,122,106.1,30,32.6,3,189,23,1.4,11.8,1.55,0,15.1,0,60.7,42.1,8,19,5.6,2,26,0,70.9,76.3,2,41,0.0,0,264,34,95.5,252,80.9,56,60.9,1,499,54,1.6,14.7,1.98
Doug Baldwin,6615,WR,SEA,11,85,0,29,10.7,3,67.7,33.3,2,6,4.5,1,14,0,72.1,80.5,1,36,0.6,1,155,21,87.7,136,123.7,31,36.5,4,290,89,4.2,13.8,2.13,0,11.9,5,70.6,11.1,1,9,0.0,0,18,0,90.0,78.3,1,54,1.2,3,247,36,91.5,226,85.6,51,60.0,0,402,127,3.5,11.2,1.78
A.J. Green,6156,WR,CIN,11,84,0,7,15.1,2,55.2,55.6,5,9,0.0,0,11,1,81.7,76.7,1,70,0.0,0,131,16,93.1,122,105.4,29,34.5,3,259,111,6.9,16.2,2.12,0,13.2,4,66.0,56.3,9,16,5.7,2,24,0,69.6,86.6,4,77,0.0,0,194,33,98.5,191,74.3,50,59.5,1,526,130,3.9,15.9,2.75
Davante Adams,8688,WR,GB,11,83,0,12,11.7,3,53.7,41.7,5,12,8.3,2,17,0,60.3,78.5,0,42,0.0,0,174,22,93.1,162,101.8,41,49.4,3,301,109,5.0,13.7,1.86,0,9.5,5,77.5,42.9,3,7,6.1,2,17,0,68.1,68.5,0,55,0.0,0,245,31,95.5,234,131.1,40,48.2,3,379,103,3.3,12.2,1.62
Travis Kelce,7844,TE,KC,11,83,0,16,10.7,3,70.8,20.0,1,5,5.6,1,12,0,69.0,90.8,0,44,10.2,10,98,17,83.7,82,145.3,24,28.9,3,257,88,5.2,15.1,3.13,0,8.3,9,77.2,50.0,3,6,6.4,3,29,0,68.0,78.8,1,33,5.0,15,299,44,92.0,275,102.2,57,68.7,1,510,224,5.1,11.6,1.85
Alshon Jeffery,7048,WR,PHI,11,82,0,24,12.2,1,46.3,40.0,8,20,9.5,2,17,0,60.3,75.8,0,37,0.0,0,182,19,91.2,166,95.8,41,50.0,3,302,76,4.0,15.9,1.82,0,16.8,0,60.0,53.3,8,15,4.5,1,12,0,71.3,66.6,0,53,0.0,0,183,21,96.2,176,97.0,35,42.7,1,297,84,4.0,14.1,1.69
Devin Funchess,9474,WR,CAR,11,81,0,5,12.8,3,60.6,54.5,6,11,0.0,0,17,0,60.5,73.0,3,35,0.0,0,144,20,89.6,129,75.9,33,40.7,3,245,80,4.0,12.3,1.9,0,13.3,1,62.2,50.0,3,6,6.7,2,14,0,66.6,70.5,0,33,0.0,0,221,28,95.9,212,97.0,45,55.6,1,385,158,5.6,13.8,1.82
Golden Tate,5585,WR,DET,11,81,0,11,7.8,6,64.7,50.0,3,6,4.3,1,16,0,72.1,89.1,2,45,0.0,0,134,22,93.3,125,76.8,34,42.0,1,290,142,6.5,13.2,2.32,0,6.0,11,86.4,0.0,0,2,2.6,1,13,1,81.8,70.9,0,40,0.0,0,230,38,93.9,216,111.4,44,54.3,1,392,254,6.7,10.3,1.81
Christian McCaffrey,11763,HB,CAR,11,79,0,5,1.9,2,57.7,100.0,2,2,6.3,1,7,0,65.9,69.4,2,14,14.5,19,131,15,76.3,100,34.0,26,32.9,0,99,91,6.1,6.6,0.99,0,2.1,10,83.3,50.0,1,2,0.0,0,15,0,90.1,83.1,0,37,5.7,12,211,40,90.0,190,97.4,48,60.8,0,354,330,8.3,8.9,1.86
Amari Cooper,9437,WR,OAK,11,79,0,23,10.7,4,48.8,22.2,2,9,25.0,7,13,1,28.3,61.4,2,39,0.0,0,172,21,90.7,156,64.9,43,54.4,2,268,101,4.8,12.8,1.72,0,12.7,2,59.4,14.3,1,7,9.5,2,10,0,58.3,59.2,2,45,0.0,0,211,19,96.7,204,63.7,32,40.5,1,213,101,5.3,11.2,1.04
Evan Engram,11778,TE,NYG,11,79,0,21,10.9,4,50.0,25.0,3,12,18.2,4,14,0,35.5,73.0,0,26,6.4,9,140,18,87.9,123,107.8,36,45.6,4,233,95,5.3,12.9,1.89,0,7.1,3,59.5,44.4,4,9,16.7,5,11,0,29.7,53.8,3,31,2.8,7,250,25,92.4,231,52.7,42,53.2,1,230,108,4.3,9.2,1.0
Marvin Jones Jr.,7158,WR,DET,11,78,0,11,13.0,1,51.9,45.5,5,11,6.7,1,9,0,65.6,68.9,2,43,0.0,0,158,14,94.3,149,70.3,27,34.6,2,202,66,4.7,14.4,1.36,0,17.4,6,55.6,38.5,5,13,7.4,2,19,0,63.4,75.7,0,43,0.0,0,280,25,93.9,263,123.2,45,57.7,4,488,74,3.0,19.5,1.86
Brandin Cooks,8655,WR,NE,11,77,0,19,16.4,2,46.4,18.2,2,11,13.3,2,10,0,65.6,66.0,0,54,0.0,0,173,13,90.2,156,78.3,28,36.4,0,252,62,4.8,19.4,1.62,0,15.1,2,79.5,66.7,4,6,10.3,4,21,0,53.6,77.7,0,64,0.0,0,250,35,94.4,236,141.5,44,57.1,3,595,122,3.5,17.0,2.52
Jimmy Graham,5619,TE,SEA,11,77,0,29,7.2,2,60.0,58.3,7,12,16.7,3,12,0,41.6,67.9,1,29,3.7,5,135,15,85.2,115,98.7,25,32.5,4,142,59,3.9,9.5,1.23,0,8.6,3,69.0,45.5,5,11,9.4,3,12,0,56.8,66.0,2,33,6.3,14,223,29,87.9,196,75.7,42,54.5,1,282,113,3.9,9.7,1.44
