player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,CAR,7,0,0,,0,1,5,60.9,77.0,86.5,65.0,80.0,64.6,2,7,0,,16.7,1,0,0,0.0,0,8,0,0,1,199,199,0,14,172,13,0,0,130,68,0,12,5,0,17,0,0,0,
James Harrison,1251,ED,PIT,4,0,0,100.0,0,0,25,64.8,75.0,76.3,84.3,50.1,35.4,1,2,0,5,50.0,1,0,0,87.5,1,1,2,2,8,29,24,0,0,24,0,0,5,14,7,1,1,1,1,4,0,5,1,5.0
Terence Newman,1321,CB,MIN,7,3,0,60.9,0,0,18,72.8,72.4,81.3,72.2,61.1,75.2,0,0,0,27,4.8,1,1,1,111.3,14,0,35,39,184,269,7,0,0,7,0,2,262,4,81,186,8,17,23,0,2,163,51,11.6
Terrell Suggs,1326,ED,BLT,7,4,1,100.0,1,2,3,78.1,79.0,46.8,67.0,82.8,69.0,5,15,0,6,10.0,2,0,2,91.7,1,5,2,0,4,348,346,0,0,346,0,0,2,185,159,0,15,14,1,25,0,6,4,6.0
Karlos Dansby,1754,LB,ARZ,7,7,0,74.2,0,0,1,47.9,52.2,83.0,65.1,57.1,59.8,0,5,0,35,11.1,5,1,0,115.8,23,0,413,2,233,448,12,0,0,12,0,0,436,27,188,20,24,33,31,5,2,226,125,9.8
Mike Adams,1972,S,CAR,7,0,0,75.0,0,0,5,66.1,68.8,84.6,63.1,68.1,71.6,2,0,0,25,11.8,4,2,1,132.6,12,0,113,5,243,397,45,0,0,45,0,180,352,13,141,54,10,30,16,2,3,109,54,9.1
Adam Jones,2223,CB,CIN,4,0,0,35.3,0,0,7,55.2,57.8,81.7,,69.5,81.8,0,0,0,11,0.0,0,4,3,44.0,6,0,7,140,102,148,0,0,0,0,0,0,148,0,46,1,2,9,17,0,0,41,8,6.8
Thomas Davis Sr.,2231,LB,CAR,7,5,0,86.7,1,0,5,83.7,78.7,33.5,75.3,61.6,81.6,2,2,0,12,3.1,1,0,1,85.8,13,2,263,2,150,317,34,0,0,34,0,0,283,35,132,18,18,26,15,6,0,69,51,5.3
Derrick Johnson,2232,LB,KC,7,5,0,37.5,0,0,16,78.0,65.7,85.2,46.8,48.1,47.1,0,3,0,20,20.5,8,2,0,48.2,6,0,418,6,267,457,17,0,0,17,0,4,440,18,172,12,12,26,16,3,0,57,30,9.5
Lorenzo Alexander,2476,ED,BUF,6,3,0,85.0,0,1,4,33.1,55.0,47.8,69.5,68.9,30.3,5,11,0,39,24.3,9,0,1,118.3,17,2,163,0,99,295,115,0,0,115,0,0,180,91,105,17,14,25,20,18,1,168,118,9.9
