player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Antonio Brown,5718,WR,PIT,8,89,0,25,0,3.2,0,90.0,,0,0,0.0,0,3,0,91.6,66.5,0,16,0.0,0,44,9,95.5,42,90.8,10,11.2,0,58,50,5.6,6.4,1.38,12.9,4,76.9,66.7,2,3,0.0,0,7,1,91.0,92.8,1,51,0.0,0,41,10,97.6,40,111.9,13,14.6,1,213,106,10.6,21.3,5.33
Jarvis Landry,8698,WR,MIA,7,77,0,17,0,-2.3,2,100.0,,0,0,0.0,0,2,0,92.3,82.7,0,18,0.0,0,25,12,96.0,24,80.6,12,15.6,0,40,67,5.6,3.3,1.67,4.8,3,69.7,20.0,1,5,0.0,0,15,0,67.1,78.5,2,18,0.0,0,156,23,94.9,148,70.0,33,42.9,1,198,101,4.4,8.6,1.34
DeAndre Hopkins,7808,WR,HST,7,74,0,13,0,-2.3,0,100.0,,0,0,0.0,0,3,0,88.7,90.1,0,72,0.0,0,14,3,92.9,13,158.3,3,4.1,1,89,96,32.0,29.7,6.85,16.6,0,40.0,0.0,0,1,0.0,0,2,0,83.4,79.9,1,24,0.0,0,45,2,91.1,41,28.3,5,6.8,0,39,2,1.0,19.5,0.95
Adam Thielen,8288,WR,MIN,8,72,0,18,0,-1.7,1,100.0,,0,0,0.0,0,0,0,88.7,54.6,0,9,0.0,0,34,3,94.1,32,79.2,3,4.2,0,9,14,4.7,3.0,0.28,9.3,4,65.9,50.0,6,12,3.6,1,13,2,90.4,74.8,0,44,0.0,0,175,27,90.9,159,91.1,41,56.9,0,336,100,3.7,12.4,2.11
Pierre Garcon,4519,WR,SF,8,65,0,28,0,-3.4,0,80.0,,0,0,0.0,0,2,0,90.6,63.3,0,13,0.0,0,22,4,95.5,21,85.8,5,7.7,0,23,36,9.0,5.8,1.1,7.1,0,73.3,,0,0,0.0,0,7,0,90.4,70.5,0,25,0.0,0,70,11,95.7,67,94.6,15,23.1,0,113,39,3.5,10.3,1.69
Mike Evans,8642,WR,TB,7,64,0,30,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,45.1,0,4,0.0,0,20,1,95.0,19,83.3,1,1.6,0,4,6,6.0,4.0,0.21,14.8,1,66.7,60.0,3,5,11.1,1,6,0,75.4,75.6,1,31,0.0,0,55,8,94.5,52,91.7,12,18.8,1,118,16,2.0,14.8,2.27
Christian McCaffrey,11763,HB,CAR,8,64,0,5,0,-3.9,1,86.4,,0,0,0.0,0,5,0,93.0,95.1,0,16,5.9,2,34,19,94.1,32,102.8,22,34.4,1,111,184,9.7,5.8,3.47,7.9,0,69.2,100.0,1,1,0.0,0,5,0,90.4,90.6,1,37,0.0,0,54,9,98.1,53,87.8,13,20.3,2,64,32,3.6,7.1,1.21
Keenan Allen,7857,WR,LAC,8,64,0,27,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,47.1,0,1,0.0,0,15,1,93.3,14,79.2,1,1.6,0,1,3,3.0,1.0,0.07,11.5,1,76.2,50.0,2,4,5.9,1,14,0,38.8,78.9,1,28,0.7,1,146,16,92.5,135,107.8,21,32.8,1,233,62,3.9,14.6,1.73
Amari Cooper,9437,WR,OAK,8,62,0,23,0,0.0,0,100.0,,0,0,0.0,0,0,0,78.7,41.9,0,5,0.0,0,28,1,96.4,27,87.5,1,1.6,0,5,5,5.0,5.0,0.19,11.0,1,66.7,33.3,1,3,12.5,2,9,0,27.0,57.5,1,45,0.0,0,63,14,90.5,57,86.2,21,33.9,1,164,84,6.0,11.7,2.88
Larry Fitzgerald,1724,WR,ARZ,7,61,0,1,0,-1.8,2,91.7,,0,0,0.0,0,3,0,92.0,79.1,0,16,0.0,0,25,11,96.0,24,91.7,12,19.7,0,72,92,8.4,6.5,3.0,9.7,1,72.2,50.0,5,10,3.7,1,16,0,90.9,71.5,0,33,0.0,0,209,26,92.8,194,115.5,36,59.0,2,300,122,4.7,11.5,1.55
A.J. Green,6156,WR,CIN,7,60,0,7,0,-2.8,0,75.0,0.0,0,1,0.0,0,0,0,88.7,54.2,0,5,0.0,0,30,3,100.0,30,77.1,4,6.7,0,9,17,5.7,3.0,0.3,11.5,0,83.3,100.0,1,1,16.7,1,3,1,76.3,76.1,1,20,0.0,0,30,5,100.0,30,106.3,6,10.0,2,57,12,2.4,11.4,1.9
Doug Baldwin,6615,WR,SEA,7,60,0,29,0,-3.5,0,100.0,,0,0,0.0,0,0,0,84.5,51.8,0,5,0.0,0,10,2,90.0,9,79.2,2,3.3,0,2,9,4.5,1.0,0.22,9.5,5,72.7,16.7,1,6,0.0,0,13,0,91.0,82.4,0,34,0.6,1,165,24,90.3,149,103.6,33,55.0,1,244,76,3.2,10.2,1.64
Dez Bryant,5549,WR,DAL,7,59,0,9,0,-2.5,2,100.0,,0,0,0.0,0,0,0,84.5,87.7,0,2,0.0,0,11,2,100.0,11,79.2,2,3.4,0,-1,4,2.0,-0.5,-0.09,10.7,3,52.9,25.0,1,4,18.2,2,5,0,28.0,66.3,0,18,0.0,0,67,9,94.0,63,62.4,17,28.8,0,66,22,2.4,7.3,1.05
Alshon Jeffery,7048,WR,PHI,8,58,0,24,0,-4.0,0,100.0,,0,0,0.0,0,0,0,84.5,46.4,0,5,0.0,0,24,2,95.8,23,79.2,2,3.4,0,5,13,6.5,2.5,0.22,13.9,0,50.0,0.0,0,2,0.0,0,3,0,70.3,70.7,0,24,0.0,0,47,5,91.5,43,102.5,10,17.2,1,61,28,5.6,12.2,1.42
Michael Thomas,10681,WR,NO,7,57,0,20,0,-3.6,1,80.0,,0,0,0.0,0,2,0,90.2,54.6,0,12,0.0,0,49,4,93.9,46,89.2,5,8.8,0,27,43,10.8,6.8,0.59,5.2,2,64.7,100.0,2,2,0.0,0,7,0,74.3,81.2,0,14,0.0,0,51,11,92.2,47,77.6,17,29.8,0,88,71,6.5,8.0,1.87
