team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
OAK,23,5,167,0,14,167,89.8,24,10
TB,30,4,167,7,22,167,89.5,32,3
NO,20,4,154,9,18,154,89.3,30,3
PHI,24,5,206,6,26,206,88.3,40,8
SF,28,5,211,7,37,211,87.2,49,5
PIT,25,5,205,7,37,205,86.8,49,5
BUF,4,5,171,6,24,171,86.5,38,8
JAX,15,5,151,10,27,151,86.4,39,2
WAS,32,4,136,7,22,136,86.4,33,4
TEN,31,5,168,4,35,168,86.0,43,4
CLV,8,5,231,12,45,231,85.9,61,4
DAL,9,5,195,9,38,195,85.9,51,4
BLT,3,5,160,4,33,160,85.9,41,4
MIN,18,5,177,12,31,177,85.6,47,4
ATL,2,4,146,7,25,146,84.2,39,7
CAR,5,5,173,5,34,173,84.1,47,8
KC,16,5,187,5,41,187,84.0,53,7
GB,12,5,220,3,50,220,83.9,62,9
LAC,27,5,201,10,52,201,83.6,64,2
NYJ,22,5,168,6,29,168,83.6,45,10
MIA,17,4,145,4,35,145,83.1,44,5
LA,26,5,173,10,40,173,82.7,55,5
NYG,21,5,218,10,47,218,82.3,67,10
CHI,6,5,178,12,46,178,82.0,61,3
CIN,7,5,181,3,48,181,81.5,59,8
DET,11,5,197,5,58,197,81.0,69,6
IND,14,5,175,9,41,175,80.0,60,10
DEN,10,4,152,9,32,152,79.9,51,10
NE,19,5,216,17,49,216,79.6,77,11
SEA,29,5,209,15,63,209,78.0,85,7
ARZ,1,5,247,21,68,247,76.7,102,13
HST,13,5,189,8,60,189,75.1,81,13
