player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Antonio Brown,5718,WR,PIT,6,71,0,25,11.9,2,60.9,40.0,4,10,0.0,0,10,0,80.6,84.4,4,51,0.0,0,73,14,91.8,67,62.9,23,32.4,1,194,78,5.6,13.9,2.9,0,15.1,6,71.1,50.0,4,8,3.0,1,19,1,79.6,91.2,1,50,0.0,0,147,32,94.6,139,97.5,45,63.4,0,491,164,5.1,15.3,3.53
DeAndre Hopkins,7808,WR,HST,6,63,0,13,9.5,1,68.4,33.3,2,6,0.0,0,10,0,80.0,71.8,0,21,0.0,0,94,13,85.1,80,120.3,19,30.2,2,119,16,1.2,9.2,1.49,0,14.2,1,51.2,15.4,2,13,4.5,1,12,0,71.5,74.5,2,34,0.0,0,143,21,92.3,132,57.5,41,65.1,1,245,38,1.8,11.7,1.86
Larry Fitzgerald,1724,WR,ARZ,6,58,0,1,6.3,0,71.4,62.5,5,8,0.0,0,9,0,81.1,68.4,0,33,0.0,0,103,15,92.2,95,102.1,21,36.2,1,124,65,4.3,8.3,1.31,0,9.8,3,75.0,37.5,3,8,3.6,1,17,1,86.5,77.4,0,37,0.6,1,166,27,92.2,153,122.6,36,62.1,2,341,128,4.7,12.6,2.23
Pierre Garcon,4519,WR,SF,6,55,0,28,9.0,3,60.9,50.0,4,8,0.0,0,11,0,80.6,78.2,0,30,0.0,0,100,14,93.0,93,86.1,23,41.8,0,184,68,4.9,13.1,1.98,0,12.0,1,59.4,25.0,1,4,0.0,0,11,0,84.1,74.4,0,59,0.0,0,128,19,96.9,124,84.1,32,58.2,0,250,69,3.6,13.2,2.02
Jarvis Landry,8698,WR,MIA,5,54,0,17,6.4,2,64.3,33.3,1,3,10.0,1,6,0,58.5,71.9,1,15,0.0,0,61,9,93.4,57,71.7,14,25.9,1,74,37,4.1,8.2,1.3,0,5.6,6,73.0,16.7,1,6,10.0,3,13,0,55.9,75.7,0,18,0.0,0,106,27,96.2,102,84.7,37,68.5,0,194,108,4.0,7.2,1.9
Keenan Allen,7857,WR,LAC,6,53,0,27,8.9,1,64.3,33.3,1,3,5.3,1,15,0,69.0,85.2,1,21,0.0,0,90,18,93.3,84,71.7,28,52.8,0,208,73,4.1,11.6,2.48,0,9.5,1,61.9,50.0,3,6,23.5,4,8,0,29.0,60.5,1,50,0.8,1,122,13,92.6,113,76.7,21,39.6,0,216,112,8.6,16.6,1.91
Adam Thielen,8288,WR,MIN,6,52,0,18,10.7,2,66.7,66.7,2,3,0.0,0,6,0,78.0,85.8,0,44,0.0,0,58,10,89.7,52,101.5,15,28.8,0,158,55,5.5,15.8,3.04,0,11.0,2,84.8,85.7,6,7,0.0,0,14,3,87.6,71.5,0,45,0.0,0,157,28,92.4,145,108.3,33,63.5,0,330,63,2.3,11.8,2.28
Christian McCaffrey,11763,HB,CAR,6,48,0,5,2.7,0,66.7,100.0,1,1,11.1,1,4,0,54.9,69.3,1,14,15.6,10,64,8,78.1,50,43.4,12,25.0,0,59,38,4.8,7.4,1.18,0,2.8,7,81.8,0.0,0,1,0.0,0,10,0,86.9,84.3,0,37,5.6,7,126,27,89.7,113,95.3,33,68.8,0,227,210,7.8,8.4,2.01
A.J. Green,6156,WR,CIN,5,48,0,7,12.9,1,64.3,60.0,3,5,0.0,0,6,1,77.3,69.5,1,25,0.0,0,66,9,95.5,63,85.7,14,29.2,1,121,44,4.9,13.4,1.92,0,13.8,4,64.5,50.0,4,8,4.8,1,13,0,70.5,87.9,3,77,0.0,0,103,20,97.1,100,76.3,31,64.6,1,367,115,5.8,18.4,3.67
Alshon Jeffery,7048,WR,PHI,6,46,0,24,10.7,1,47.6,22.2,2,9,9.1,1,10,0,60.2,75.3,0,37,0.0,0,97,10,92.8,90,88.2,21,45.7,1,154,37,3.7,15.4,1.71,0,17.9,0,59.1,50.0,5,10,0.0,0,6,0,80.0,61.7,0,24,0.0,0,116,13,96.6,112,80.7,22,47.8,0,155,47,3.6,11.9,1.38
Zach Ertz,7816,TE,PHI,6,46,0,24,8.4,0,62.5,33.3,2,6,0.0,0,12,0,81.1,86.1,1,23,14.0,14,100,15,79.0,79,78.8,24,52.2,1,162,37,2.5,10.8,2.05,0,9.5,0,94.4,100.0,1,1,0.0,0,8,1,82.2,74.4,0,53,5.3,6,113,17,92.0,104,137.3,18,39.1,1,239,74,4.4,14.1,2.3
Golden Tate,5585,WR,DET,6,45,0,11,8.0,6,68.0,50.0,2,4,5.6,1,12,0,67.7,89.9,1,45,0.0,0,98,17,94.9,93,93.6,25,55.6,1,229,121,7.1,13.5,2.46,0,2.8,6,94.4,,0,0,5.6,1,4,0,67.7,64.4,0,22,0.0,0,115,17,92.2,106,95.1,18,40.0,0,123,89,5.2,7.2,1.16
Mike Evans,8642,WR,TB,5,44,0,30,11.1,1,52.9,50.0,4,8,0.0,0,8,0,77.3,68.2,0,18,0.0,0,83,9,94.0,78,110.4,17,38.6,2,102,11,1.2,11.3,1.31,0,15.3,0,73.9,60.0,6,10,0.0,0,11,0,82.2,76.3,2,41,0.0,0,112,17,97.3,109,87.6,23,52.3,1,252,20,1.2,14.8,2.31
Dez Bryant,5549,WR,DAL,5,44,0,9,11.6,1,42.9,37.5,3,8,18.2,2,8,0,41.1,68.5,2,14,0.0,0,73,9,93.2,68,47.2,21,47.7,2,87,22,2.4,9.7,1.28,0,15.3,4,60.0,20.0,1,5,7.7,1,7,0,62.1,71.4,0,36,0.0,0,112,12,93.8,105,105.6,20,45.5,1,177,62,5.2,14.8,1.69
Davante Adams,8688,WR,GB,6,44,0,12,10.0,2,54.5,33.3,2,6,0.0,0,11,0,79.4,75.1,0,41,0.0,0,113,12,91.2,103,115.2,22,50.0,3,148,74,6.2,12.3,1.44,0,10.0,2,70.0,0.0,0,3,12.5,2,8,0,49.6,62.4,0,33,0.0,0,137,14,94.9,130,112.3,20,45.5,1,169,44,3.1,12.1,1.3
Devin Funchess,9474,WR,CAR,6,43,0,5,10.5,2,60.0,60.0,3,5,0.0,0,11,0,63.2,72.5,3,16,0.0,0,76,12,92.1,70,70.8,20,46.5,2,120,41,3.4,10.0,1.71,0,13.9,0,63.6,,0,0,6.7,1,5,0,65.6,66.3,0,24,0.0,0,131,14,95.4,125,88.3,22,51.2,0,175,45,3.2,12.5,1.4
Demaryius Thomas,5547,WR,DEN,5,41,0,10,12.7,0,53.3,33.3,2,6,11.1,1,4,1,54.9,70.2,0,29,0.0,0,42,8,88.1,37,77.1,15,36.6,0,110,43,5.4,13.8,2.97,0,11.4,0,79.2,100.0,3,3,5.0,1,13,0,58.1,76.3,2,40,0.0,0,131,19,95.4,125,78.3,24,58.5,0,267,55,2.9,14.1,2.14
Odell Beckham Jr.,8647,WR,NYG,4,41,0,21,9.6,0,41.7,50.0,3,6,50.0,5,3,0,25.5,50.7,0,16,0.0,0,43,5,95.3,41,79.5,12,29.3,1,43,14,2.8,8.6,1.05,0,14.3,4,67.9,71.4,5,7,5.0,1,11,0,70.5,75.6,1,48,0.0,0,103,19,95.1,98,92.7,28,68.3,1,249,57,3.0,13.1,2.54
Chris Hogan,6468,WR,NE,6,41,0,19,14.3,0,46.7,0.0,0,4,12.5,1,4,0,52.1,53.0,0,27,0.0,0,118,7,91.5,108,104.7,15,36.6,2,87,45,6.4,12.4,0.81,0,12.5,0,65.2,33.3,1,3,6.3,1,9,0,65.9,63.9,1,47,0.0,0,130,15,93.1,121,91.4,23,56.1,1,213,80,5.3,14.2,1.76
Travis Kelce,7844,TE,KC,6,41,0,16,11.0,3,75.0,25.0,1,4,0.0,0,8,0,79.4,92.2,0,44,9.4,5,53,12,84.9,45,130.7,16,39.0,1,174,65,5.4,14.5,3.87,0,7.4,4,84.0,50.0,2,4,4.5,1,12,0,71.3,73.2,0,26,5.9,9,153,21,91.5,140,116.0,25,61.0,1,216,99,4.7,10.3,1.54
Tyreek Hill,10799,WR,KC,6,41,0,16,13.1,1,70.0,0.0,0,1,12.5,1,4,0,52.5,71.5,0,38,1.9,1,54,7,92.6,50,99.6,10,24.4,0,94,30,4.3,13.4,1.88,0,10.6,2,74.2,50.0,2,4,4.2,1,14,0,73.5,79.9,0,75,0.0,0,136,23,96.3,131,125.2,31,75.6,2,296,124,5.4,12.9,2.26
Andre Ellington,7968,HB,ARZ,6,40,0,1,2.7,0,72.7,0.0,0,1,11.1,1,4,0,54.5,56.8,0,22,11.7,9,77,8,81.8,63,88.4,11,27.5,0,68,51,6.4,8.5,1.08,0,2.6,1,72.0,0.0,0,1,10.0,2,8,0,58.3,70.2,1,24,0.0,0,82,18,92.7,76,74.4,25,62.5,0,174,146,8.1,9.7,2.29
Emmanuel Sanders,5606,WR,DEN,5,40,0,10,13.7,1,60.0,50.0,2,4,0.0,0,3,0,74.6,71.5,0,33,0.0,0,39,6,89.7,35,81.7,10,25.0,0,71,19,3.2,11.8,2.03,0,11.5,2,61.5,0.0,0,4,11.1,2,10,0,40.3,63.5,0,29,0.0,0,130,16,96.2,125,83.7,26,65.0,0,189,63,3.9,11.8,1.51
Rishard Matthews,7211,WR,TEN,6,40,0,31,9.3,0,57.1,66.7,2,3,0.0,0,6,0,76.5,72.7,0,27,0.0,0,64,8,90.6,58,83.9,14,35.0,0,115,39,4.9,14.4,1.98,0,12.5,2,65.2,50.0,3,6,0.0,0,10,0,81.1,71.5,2,55,0.0,0,123,15,96.7,119,76.4,23,57.5,1,230,100,6.7,15.3,1.93
Brandin Cooks,8655,WR,NE,6,39,0,19,15.5,0,50.0,25.0,2,8,18.2,2,7,0,60.2,66.1,0,54,0.0,0,121,9,90.9,110,85.9,18,46.2,0,182,32,3.6,20.2,1.65,0,16.7,1,71.4,75.0,3,4,16.7,3,11,0,38.1,74.4,0,42,0.0,0,124,15,93.5,116,145.4,21,53.8,2,290,52,3.5,19.3,2.5
