player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Julius Peppers,1010,ED,CAR,14,0,0,5,63.7,3,10,281,98.0,8.5,24,1,6.6,12,301,295,25,0,70.2,2,8,135,96.6,11.9,16,10.4,9,148,143,19
Dwight Freeney,1019,ED,DET,7,1,0,11,66.9,2,9,145,99.4,13.8,20,0,5.9,3,157,156,14,0,64.3,2,5,72,100.0,16.7,12,9.0,3,81,81,10
James Harrison,1251,ED,PIT,5,0,0,25,77.8,1,2,17,64.3,23.5,4,0,14.7,1,28,18,4,0,79.6,1,2,10,91.7,30.0,3,25.0,1,12,11,4
Terence Newman,1321,CB,MIN,14,0,0,18,60.3,0,2,10,3.3,10.0,1,1,10.0,0,329,11,2,0,55.9,0,0,2,1.4,0.0,0,0.0,0,140,2,0
Terrell Suggs,1326,ED,BLT,14,3,1,3,73.8,8,48,421,97.2,17.8,75,3,9.5,12,460,447,68,0,81.0,5,34,200,97.3,25.0,50,14.8,10,223,217,49
Karlos Dansby,1754,LB,ARZ,14,0,0,1,63.9,2,7,54,12.4,11.1,6,1,10.2,1,477,59,10,0,62.3,0,5,35,17.3,14.3,5,10.0,1,214,37,6
Mike Adams,1972,S,CAR,14,0,0,5,53.7,2,1,29,5.2,3.4,1,2,5.2,0,556,29,3,0,56.5,1,0,11,4.3,9.1,1,4.5,0,255,11,1
Thomas Davis Sr.,2231,LB,CAR,14,0,1,5,71.9,3,16,97,22.3,20.6,20,4,11.9,2,471,105,21,0,71.5,1,10,51,27.5,27.5,14,12.7,1,207,57,12
Derrick Johnson,2232,LB,KC,14,0,0,16,43.0,0,4,31,6.7,6.5,2,0,6.5,0,493,33,4,0,45.6,0,3,17,8.7,11.8,2,8.8,0,207,18,3
Lorenzo Alexander,2476,ED,BUF,14,0,0,4,64.0,10,14,162,48.6,17.3,28,3,9.3,3,352,171,27,0,66.1,7,11,105,70.7,19.0,20,11.4,3,157,111,21
Ahmad Brooks,2945,ED,GB,10,2,0,12,57.4,4,10,181,98.4,8.8,16,2,5.0,2,192,189,16,1,60.7,2,7,95,99.0,12.6,12,5.8,1,101,100,10
Haloti Ngata,2957,DI,DET,5,1,0,11,75.5,1,4,82,97.8,11.0,9,1,5.5,2,93,91,7,0,80.4,1,4,38,100.0,18.4,7,11.8,2,43,43,7
Tamba Hali,2965,ED,KC,4,0,0,16,60.1,1,4,58,98.5,6.9,4,0,4.3,0,66,65,5,0,56.8,0,2,32,100.0,6.3,2,3.1,0,37,37,2
