team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
OAK,23,12,444,5,69,444,88.3,89,15
NO,20,12,425,23,52,425,88.1,88,13
TEN,31,12,413,12,69,413,87.8,91,10
BUF,4,12,437,13,73,437,87.2,99,13
PIT,25,12,457,19,81,457,86.9,110,10
PHI,24,12,462,25,64,462,86.5,107,18
MIA,17,12,465,20,82,465,86.5,114,12
MIN,18,12,430,27,79,430,86.3,112,6
ATL,2,12,415,20,70,415,86.0,103,13
BLT,3,12,430,12,78,430,86.0,105,15
LA,26,12,420,16,78,420,85.7,107,13
JAX,15,12,427,21,85,427,85.7,114,8
KC,16,12,460,15,97,460,85.7,122,10
TB,30,12,504,21,90,504,85.2,130,19
CAR,5,12,431,16,96,431,84.2,124,12
DAL,9,12,417,19,81,417,84.2,116,16
GB,12,12,465,19,97,465,84.1,132,16
SF,28,12,522,27,100,522,84.0,147,20
CIN,7,12,403,9,88,403,83.7,114,17
CLV,8,12,524,26,106,524,83.6,152,20
LAC,27,12,449,26,111,449,83.4,143,6
NE,19,12,474,33,93,474,83.3,142,16
SEA,29,12,515,23,123,515,83.3,159,13
DET,11,12,482,17,116,482,82.9,149,16
CHI,6,12,382,22,84,382,82.7,119,13
NYG,21,12,468,19,97,468,82.5,140,24
WAS,32,12,467,26,98,467,82.4,144,20
NYJ,22,12,433,23,92,433,82.1,135,20
DEN,10,12,506,24,110,506,81.4,161,27
IND,14,12,456,23,104,456,81.2,149,22
ARZ,1,12,508,30,114,508,81.1,168,24
HST,13,12,470,28,148,470,75.5,203,27
