player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
DeAndre Hopkins,7808,WR,HST,3,36,0,13,0,,0,,,0,0,,0,0,0,,53.6,0,0,0.0,0,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,65.4,58.5,0,0,0.0,0,18,0,83.3,15,0.0,0,0.0,0,0,0,,,0.0
Antonio Brown,5718,WR,PIT,3,35,0,25,0,2.0,0,100.0,,0,0,0.0,0,0,0,78.7,46.8,0,5,0.0,0,15,1,93.3,14,87.5,1,2.9,0,5,3,3.0,5.0,0.36,8.6,3,80.0,0.0,0,1,0.0,0,5,1,90.2,90.1,0,50,0.0,0,23,8,100.0,23,117.5,10,28.6,0,122,72,9.0,15.3,5.3
Larry Fitzgerald,1724,WR,ARZ,3,33,0,1,0,-1.8,1,83.3,,0,0,0.0,0,1,0,90.6,82.1,0,16,0.0,0,12,5,91.7,11,89.6,6,18.2,0,33,43,8.6,6.6,3.0,9.6,1,64.0,37.5,3,8,5.9,1,9,0,89.0,68.8,0,33,0.0,0,103,16,92.2,95,82.6,25,75.8,0,163,71,4.4,10.2,1.72
A.J. Green,6156,WR,CIN,3,28,0,7,0,-2.0,0,100.0,,0,0,0.0,0,0,0,84.5,69.2,0,3,0.0,0,10,2,100.0,10,79.2,2,7.1,0,4,8,4.0,2.0,0.4,10.0,0,100.0,100.0,1,1,0.0,0,2,0,84.9,78.1,0,14,0.0,0,10,3,100.0,10,147.9,3,10.7,1,30,6,2.0,10.0,3.0
Alshon Jeffery,7048,WR,PHI,3,28,0,24,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,48.6,0,0,0.0,0,11,1,100.0,11,79.2,1,3.6,0,0,4,4.0,0.0,0.0,13.8,0,75.0,0.0,0,1,0.0,0,3,0,59.2,63.2,0,24,0.0,0,19,3,94.7,18,156.3,4,14.3,1,51,14,4.7,17.0,2.83
Emmanuel Sanders,5606,WR,DEN,3,28,0,10,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,55.1,0,-1,0.0,0,5,1,100.0,5,79.2,1,3.6,0,-1,1,1.0,-1.0,-0.2,12.0,0,60.0,,0,0,25.0,1,0,0,57.4,54.8,0,7,0.0,0,29,3,96.6,28,64.6,5,17.9,0,11,4,1.3,3.7,0.39
Keenan Allen,7857,WR,LAC,3,27,0,27,0,,0,,,0,0,,0,0,0,,48.8,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,8.6,1,87.5,100.0,2,2,12.5,1,6,0,48.4,78.7,0,24,0.0,0,69,7,91.3,63,149.0,8,29.6,1,82,24,3.4,11.7,1.3
Doug Baldwin,6615,WR,SEA,3,27,0,29,0,,0,,,0,0,,0,0,0,,51.7,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,8.3,3,76.9,0.0,0,1,0.0,0,8,0,86.9,81.7,0,34,1.5,1,68,10,94.1,64,101.8,13,48.1,0,111,40,4.0,11.1,1.73
Golden Tate,5585,WR,DET,3,26,0,11,0,-1.1,1,100.0,,0,0,0.0,0,1,0,91.1,92.8,0,10,0.0,0,11,7,90.9,10,87.5,7,26.9,0,35,43,6.1,5.0,3.5,7.8,2,85.0,100.0,1,1,0.0,0,9,0,71.4,77.2,0,19,0.0,0,98,17,92.9,91,117.9,20,76.9,1,166,78,4.6,9.8,1.82
Julio Jones,6158,WR,ATL,3,26,0,2,0,,0,,,0,0,,0,0,0,,46.3,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,14.4,0,60.0,0.0,0,1,0.0,0,2,0,78.0,63.9,0,15,0.0,0,17,3,100.0,17,83.8,5,19.2,0,38,13,4.3,12.7,2.24
Jarvis Landry,8698,WR,MIA,2,26,0,17,0,-3.0,0,100.0,,0,0,0.0,0,1,0,90.6,77.6,0,18,0.0,0,8,5,100.0,8,86.7,5,19.2,0,24,39,7.8,4.8,3.0,5.0,0,71.4,0.0,0,2,0.0,0,5,0,62.3,66.8,1,18,0.0,0,53,10,98.1,52,53.0,14,53.8,0,71,47,4.7,7.1,1.37
Stefon Diggs,9579,WR,MIN,3,25,0,18,0,-3.5,0,50.0,,0,0,50.0,1,0,0,24.2,29.4,0,6,0.0,0,14,1,92.9,13,56.3,2,8.0,0,6,8,8.0,6.0,0.46,8.2,0,60.0,100.0,1,1,0.0,0,1,0,69.0,91.1,0,17,0.0,0,24,3,87.5,21,112.5,5,20.0,1,25,7,2.3,8.3,1.19
Dez Bryant,5549,WR,DAL,3,25,0,9,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,53.4,0,-3,0.0,0,6,1,100.0,6,79.2,1,4.0,0,-3,0,0.0,-3.0,-0.5,9.8,1,33.3,0.0,0,2,25.0,1,1,0,28.6,55.9,0,9,0.0,0,38,3,92.1,35,42.4,9,36.0,0,15,7,2.3,5.0,0.43
Zach Ertz,7816,TE,PHI,3,25,0,24,0,,0,,,0,0,,0,0,0,,44.6,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,10.0,0,90.0,100.0,1,1,0.0,0,6,0,78.9,82.1,0,53,0.0,0,48,9,100.0,48,118.8,10,40.0,0,126,32,3.6,14.0,2.63
Pierre Garcon,4519,WR,SF,3,25,0,28,0,,0,,,0,0,,0,0,0,,48.5,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,10.3,0,57.1,,0,0,0.0,0,2,0,84.5,75.3,0,19,0.0,0,24,4,95.8,23,70.5,7,28.0,0,35,0,0.0,8.8,1.52
Adam Thielen,8288,WR,MIN,3,24,0,18,0,0.0,1,100.0,,0,0,0.0,0,0,0,84.5,64.1,0,9,0.0,0,16,2,93.8,15,95.8,2,8.3,0,14,14,7.0,7.0,0.93,10.9,2,80.0,50.0,3,6,0.0,0,6,1,88.3,78.3,0,44,0.0,0,78,12,91.0,71,118.8,15,62.5,0,192,68,5.7,16.0,2.7
Michael Thomas,10681,WR,NO,3,24,0,20,0,-5.0,0,100.0,,0,0,0.0,0,1,0,78.7,62.3,0,11,0.0,0,15,1,93.3,14,112.5,1,4.2,0,11,16,16.0,11.0,0.79,5.9,0,62.5,100.0,1,1,0.0,0,4,0,88.0,82.1,0,14,0.0,0,23,5,87.0,20,80.7,8,33.3,0,51,34,6.8,10.2,2.55
Tarik Cohen,11874,HB,CHI,3,24,0,6,0,-2.8,2,100.0,,0,0,0.0,0,0,0,90.2,67.8,0,2,0.0,0,4,4,100.0,4,79.2,4,16.7,0,-1,10,2.5,-0.3,-0.25,9.0,2,66.7,50.0,1,2,0.0,0,2,0,89.7,83.7,0,10,0.0,0,15,4,86.7,13,74.3,6,25.0,0,24,10,2.5,6.0,1.85
Demaryius Thomas,5547,WR,DEN,3,24,0,10,0,,0,,,0,0,,0,0,0,,50.3,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,9.2,0,40.0,0.0,0,2,0.0,0,0,0,42.7,80.8,0,6,0.0,0,17,2,94.1,16,47.9,5,20.8,0,10,2,1.0,5.0,0.63
Rob Gronkowski,5567,TE,NE,3,23,0,19,0,,0,,,0,0,,0,0,0,,48.8,0,0,33.3,2,6,0,66.7,4,0.0,0,0.0,0,0,0,,,0.0,9.3,2,76.9,100.0,3,3,0.0,0,6,0,44.7,75.6,0,53,7.6,5,66,10,86.4,57,139.6,13,56.5,1,149,75,7.5,14.9,2.61
Marqise Lee,8674,WR,JAX,3,22,0,15,0,-2.0,1,100.0,,0,0,0.0,0,1,0,78.7,71.1,0,14,0.0,0,9,1,100.0,9,118.8,1,4.5,0,14,16,16.0,14.0,1.56,12.0,0,20.0,,0,0,50.0,1,0,0,43.3,71.8,1,5,0.0,0,12,1,100.0,12,0.0,5,22.7,0,5,3,3.0,5.0,0.42
Christian McCaffrey,11763,HB,CAR,3,22,0,5,0,-3.6,0,100.0,,0,0,0.0,0,2,0,91.1,92.6,0,16,8.3,1,12,7,91.7,11,93.5,7,31.8,0,45,70,10.0,6.4,4.09,15.7,0,66.7,,0,0,0.0,0,1,0,89.7,91.9,0,37,0.0,0,12,2,91.7,11,109.7,3,13.6,0,41,6,3.0,20.5,3.73
Tyreek Hill,10799,WR,KC,3,22,0,16,0,-2.3,2,100.0,,0,0,0.0,0,1,0,88.7,94.4,0,18,0.0,0,15,3,100.0,15,115.3,3,13.6,0,35,42,14.0,11.7,2.33,12.5,1,75.0,0.0,0,2,14.3,1,4,0,61.8,80.7,0,75,2.7,1,37,6,91.9,34,156.3,8,36.4,2,150,72,12.0,25.0,4.41
Jason Witten,1384,TE,DAL,3,22,0,9,0,,0,,,0,0,,0,0,0,,47.8,0,0,14.3,1,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,7.0,0,93.3,75.0,3,4,6.7,1,2,0,61.2,52.3,0,11,0.0,0,72,14,88.9,64,93.6,15,68.2,0,97,9,0.6,6.9,1.52
Sterling Shepard,10674,WR,NYG,3,22,0,21,0,4.5,0,100.0,,0,0,0.0,0,1,0,84.5,79.8,0,12,0.0,0,7,2,100.0,7,89.6,2,9.1,0,11,2,1.0,5.5,1.57,8.1,3,75.0,66.7,4,6,0.0,0,8,1,83.6,64.0,0,77,0.0,0,119,15,92.4,110,120.8,20,90.9,1,190,94,6.3,12.7,1.73
Rishard Matthews,7211,WR,TEN,3,22,0,31,0,-3.0,1,100.0,,0,0,0.0,0,2,0,84.5,91.0,0,55,0.0,0,13,2,92.3,12,158.3,2,9.1,1,61,67,33.5,30.5,5.08,7.3,1,66.7,100.0,1,1,0.0,0,4,0,84.1,70.6,0,55,0.0,0,33,6,90.9,30,140.5,9,40.9,1,99,72,12.0,16.5,3.3
Davante Adams,8688,WR,GB,3,22,0,12,0,-1.0,0,100.0,,0,0,0.0,0,0,0,84.5,45.1,0,9,0.0,0,25,2,100.0,25,87.5,2,9.1,0,10,12,6.0,5.0,0.4,7.3,2,71.4,50.0,1,2,0.0,0,3,0,35.9,64.4,0,16,0.0,0,30,5,86.7,26,90.8,7,31.8,0,49,35,7.0,9.8,1.88
Amari Cooper,9437,WR,OAK,3,21,0,23,0,,0,,,0,0,,0,0,0,,44.2,0,0,0.0,0,10,0,100.0,10,0.0,0,0.0,0,0,0,,,0.0,6.3,0,100.0,,0,0,0.0,0,3,0,25.0,52.4,0,14,0.0,0,14,3,85.7,12,113.9,3,14.3,0,34,15,5.0,11.3,2.83
Mike Evans,8642,WR,TB,2,21,0,30,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,54.6,0,4,0.0,0,5,1,80.0,4,83.3,1,4.8,0,4,6,6.0,4.0,1.0,13.8,0,60.0,0.0,0,2,0.0,0,2,0,84.5,79.5,1,18,0.0,0,14,3,92.9,13,44.2,5,23.8,0,38,8,2.7,12.7,2.92
Randall Cobb,6216,WR,GB,2,21,0,12,0,-2.0,2,100.0,,0,0,0.0,0,1,0,90.2,53.6,0,18,0.0,0,15,4,100.0,15,97.9,4,19.0,0,30,38,9.5,7.5,2.0,4.8,2,64.7,0.0,0,2,0.0,0,5,0,89.0,69.7,0,29,0.0,0,80,11,86.3,69,82.2,17,81.0,0,107,80,7.3,9.7,1.55
T.Y. Hilton,7092,WR,IND,3,21,0,14,0,-1.0,0,100.0,,0,0,0.0,0,0,0,78.7,52.7,0,4,0.0,0,7,1,100.0,7,83.3,1,4.8,0,4,5,5.0,4.0,0.57,9.9,1,71.4,0.0,0,1,0.0,0,2,0,82.2,66.7,1,61,0.0,0,35,5,97.1,34,113.7,7,33.3,1,100,61,12.2,20.0,2.94
Ty Montgomery,9527,HB,GB,3,20,0,12,0,-3.2,2,100.0,,0,0,0.0,0,3,0,91.8,92.6,0,15,0.0,0,24,10,100.0,24,123.8,10,50.0,1,57,89,8.9,5.7,2.38,4.6,0,80.0,,0,0,0.0,0,1,0,90.1,74.9,0,23,0.0,0,19,4,78.9,15,90.8,5,25.0,0,29,28,7.0,7.3,1.93
Mohamed Sanu,7084,WR,ATL,3,20,0,2,0,-5.0,0,100.0,,0,0,0.0,0,0,0,78.7,73.5,0,2,0.0,0,9,1,100.0,9,79.2,1,5.0,0,2,7,7.0,2.0,0.22,7.2,3,66.7,75.0,3,4,11.1,1,6,0,56.9,78.8,1,24,0.0,0,59,8,94.9,56,81.3,12,60.0,1,88,23,2.9,11.0,1.57
Brandon Marshall,3064,WR,NYG,3,20,0,21,0,-1.0,0,100.0,,0,0,0.0,0,0,0,78.7,51.2,0,4,0.0,0,7,1,100.0,7,83.3,1,5.0,0,4,5,5.0,4.0,0.57,,0,,,0,0,,0,0,0,29.5,51.5,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Jimmy Graham,5619,TE,SEA,3,20,0,29,0,,0,,,0,0,,0,0,0,,48.6,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,16.4,0,14.3,0.0,0,4,0.0,0,1,0,67.7,54.8,0,13,4.7,2,43,1,90.7,39,39.6,7,35.0,0,13,2,2.0,13.0,0.33
Martellus Bennett,4375,TE,GB,3,19,0,12,0,-0.5,2,100.0,,0,0,0.0,0,2,0,90.2,73.9,0,13,4.8,1,21,4,95.2,20,95.8,4,21.1,0,28,30,7.5,7.0,1.4,5.8,1,63.6,25.0,1,4,12.5,1,3,0,44.9,48.2,0,18,0.0,0,90,7,88.9,80,77.5,11,57.9,0,59,32,4.6,8.4,0.74
DeVante Parker,9447,WR,MIA,2,19,0,17,0,-1.0,0,100.0,,0,0,0.0,0,1,0,84.5,73.7,0,11,0.0,0,8,2,100.0,8,87.5,2,10.5,0,10,12,6.0,5.0,1.25,30.0,0,100.0,100.0,1,1,0.0,0,1,0,64.4,63.5,0,31,0.0,0,17,1,100.0,17,118.8,1,5.3,0,31,1,1.0,31.0,1.82
Paul Richardson Jr.,8680,WR,SEA,3,19,0,29,0,,0,,,0,0,,0,0,0,,51.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,12.5,0,100.0,100.0,1,1,0.0,0,1,0,50.1,60.0,0,22,0.0,0,17,2,88.2,15,118.8,2,10.5,0,32,7,3.5,16.0,2.13
LeSean McCoy,4976,HB,BUF,3,19,0,4,0,-4.7,3,100.0,,0,0,0.0,0,2,0,91.1,99.9,0,21,0.0,0,10,7,100.0,10,88.7,7,36.8,0,37,70,10.0,5.3,3.7,,0,,,0,0,,0,0,0,83.8,90.9,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
