player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Antonio Brown,5718,WR,PIT,5,61,0,25,0,3.3,0,83.3,,0,0,0.0,0,1,0,90.6,55.1,0,10,0.0,0,33,5,93.9,31,84.0,6,9.8,0,25,29,5.8,5.0,0.81,8.6,3,80.0,0.0,0,1,0.0,0,5,1,90.1,90.1,0,50,0.0,0,31,8,100.0,31,117.5,10,16.4,0,122,72,9.0,15.3,3.94
DeAndre Hopkins,7808,WR,HST,5,60,0,13,0,-1.0,0,100.0,,0,0,0.0,0,1,0,78.7,84.3,0,11,0.0,0,5,1,80.0,4,112.5,1,1.7,0,11,12,12.0,11.0,2.75,15.0,0,100.0,,0,0,0.0,0,1,0,79.8,75.1,0,15,0.0,0,28,1,89.3,25,118.8,1,1.7,0,15,0,0.0,15.0,0.6
A.J. Green,6156,WR,CIN,5,48,0,7,0,-2.3,0,66.7,0.0,0,1,0.0,0,0,0,84.5,56.1,0,3,0.0,0,24,2,100.0,24,70.1,3,6.3,0,4,8,4.0,2.0,0.17,11.5,0,83.3,100.0,1,1,16.7,1,3,1,72.0,74.7,1,20,0.0,0,20,5,100.0,20,106.3,6,12.5,2,57,12,2.4,11.4,2.85
Larry Fitzgerald,1724,WR,ARZ,5,47,0,1,0,-1.8,2,90.0,,0,0,0.0,0,2,0,91.6,80.8,0,16,0.0,0,23,9,95.7,22,92.1,10,21.3,0,61,78,8.7,6.8,2.77,9.8,1,67.7,50.0,5,10,4.5,1,13,0,90.4,70.4,0,33,0.0,0,172,21,93.0,160,99.1,31,66.0,1,222,86,4.1,10.6,1.39
Keenan Allen,7857,WR,LAC,5,47,0,27,0,,0,,,0,0,,0,0,0,,46.1,0,0,0.0,0,11,0,90.9,10,0.0,0,0.0,0,0,0,,,0.0,11.5,1,73.3,66.7,2,3,8.3,1,10,0,29.3,78.4,1,24,0.0,0,106,11,92.5,98,99.9,15,31.9,1,152,41,3.7,13.8,1.55
Pierre Garcon,4519,WR,SF,5,44,0,28,0,-3.0,0,100.0,,0,0,0.0,0,1,0,88.7,52.7,0,5,0.0,0,15,2,93.3,14,83.3,2,4.5,0,8,14,7.0,4.0,0.57,9.5,0,72.7,,0,0,0.0,0,6,0,89.7,72.7,0,25,0.0,0,45,8,95.6,43,96.4,11,25.0,0,89,22,2.8,11.1,2.07
Dez Bryant,5549,WR,DAL,5,44,0,9,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,50.7,0,-3,0.0,0,10,1,100.0,10,79.2,1,2.3,0,-3,0,0.0,-3.0,-0.3,11.8,1,50.0,25.0,1,4,12.5,1,4,0,28.3,59.3,0,18,0.0,0,53,7,92.5,49,61.3,14,31.8,0,59,15,2.1,8.4,1.2
Zach Ertz,7816,TE,PHI,5,42,0,24,0,,0,,,0,0,,0,0,0,,41.9,0,0,6.7,1,15,0,86.7,13,0.0,0,0.0,0,0,0,,,0.0,8.9,0,80.0,50.0,1,2,0.0,0,6,0,85.4,81.6,0,53,0.0,0,69,12,97.1,67,106.9,15,35.7,0,145,37,3.1,12.1,2.16
Jarvis Landry,8698,WR,MIA,4,42,0,17,0,-2.3,0,100.0,,0,0,0.0,0,2,0,91.6,81.4,0,18,0.0,0,16,8,93.8,15,83.9,8,19.0,0,33,51,6.4,4.1,2.2,4.9,0,68.4,25.0,1,4,0.0,0,7,0,76.3,73.2,1,18,0.0,0,91,13,95.6,87,57.6,19,45.2,0,93,55,4.2,7.2,1.07
Odell Beckham Jr.,8647,WR,NYG,4,41,0,21,0,-1.0,0,50.0,,0,0,50.0,1,0,0,24.1,31.4,0,2,0.0,0,14,1,100.0,14,56.3,2,4.9,0,2,3,3.0,2.0,0.14,16.0,0,33.3,,0,0,50.0,1,0,0,39.7,71.7,0,6,0.0,0,19,1,94.7,18,42.4,3,7.3,0,6,2,2.0,6.0,0.33
