player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,CAR,6,0,0,,0,1,5,59.3,72.6,86.1,64.6,76.9,62.2,2,6,0,,25.0,1,0,0,0.0,0,8,0,0,1,179,179,0,13,155,11,0,0,125,53,0,10,3,0,16,0,0,0,
James Harrison,1251,ED,PIT,3,0,0,100.0,0,0,25,64.4,73.7,75.5,82.9,50.4,35.4,1,2,0,5,50.0,1,0,0,87.5,1,1,1,2,6,22,18,0,0,18,0,0,4,11,5,1,1,1,1,4,0,5,1,5.0
Terence Newman,1321,CB,MIN,6,2,0,61.9,0,0,18,70.8,72.5,80.7,75.2,68.2,73.8,0,0,0,27,5.3,1,1,1,117.0,13,0,32,38,146,224,6,0,0,6,0,2,218,3,75,146,7,16,21,0,2,159,47,12.2
Terrell Suggs,1326,ED,BLT,6,4,1,100.0,1,2,3,78.1,77.8,40.6,68.1,79.7,74.3,4,12,0,6,6.3,1,0,2,91.7,1,5,2,0,4,297,295,0,0,295,0,0,2,159,134,0,13,11,1,21,0,6,4,6.0
Karlos Dansby,1754,LB,ARZ,6,6,0,71.4,0,0,1,53.4,57.5,82.6,61.3,61.6,64.2,0,4,0,17,9.8,4,1,0,111.8,20,0,353,2,205,386,11,0,0,11,0,0,375,24,157,19,22,31,28,4,2,177,79,8.9
Mike Adams,1972,S,CAR,6,0,0,80.0,0,0,5,67.9,70.3,84.4,63.1,68.0,69.5,2,0,0,25,10.0,3,2,1,136.5,12,0,99,5,229,360,41,0,0,41,0,163,319,13,118,52,10,27,15,2,3,109,54,9.1
Adam Jones,2223,CB,CIN,4,0,0,35.3,0,0,7,55.2,57.8,81.7,,69.5,81.8,0,0,0,11,0.0,0,4,3,44.0,6,0,7,140,102,148,0,0,0,0,0,0,148,0,46,1,2,9,17,0,0,41,8,6.8
Thomas Davis Sr.,2231,LB,CAR,6,5,0,86.7,1,0,5,83.6,79.9,26.8,76.0,62.8,81.0,2,2,0,12,3.2,1,0,1,85.8,13,2,233,1,137,279,28,0,0,28,0,0,251,34,108,17,18,25,15,6,0,69,51,5.3
Derrick Johnson,2232,LB,KC,6,4,0,27.3,0,0,16,77.6,63.3,84.5,47.1,44.7,52.5,0,3,0,20,16.7,5,1,0,42.6,3,0,346,6,215,384,17,0,0,17,0,3,367,17,152,12,10,21,11,3,0,41,10,13.7
Lorenzo Alexander,2476,ED,BUF,5,2,0,80.0,0,1,4,34.1,56.8,40.4,70.7,70.4,28.9,4,10,0,39,29.6,8,0,1,102.2,12,2,125,0,76,235,99,0,0,99,0,0,136,77,82,11,10,17,15,16,0,128,75,10.7
Ahmad Brooks,2945,ED,GB,4,1,0,,0,0,12,,66.8,82.3,58.4,69.7,51.1,2,3,0,,20.0,1,0,0,0.0,0,1,2,0,0,98,96,0,3,93,0,0,2,56,42,0,4,3,0,6,0,0,0,
