player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Julius Peppers,1010,ED,CAR,5,1,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,21,2,0,0,0,0,0,,,0,0,,,1.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,77,4,0,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,2,2,0,25,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,50.0,,,0,0,,60.5,0,,,0,0,0.0,0,2,100.0,4,0,0,0,0,0,0,0.0,
Terence Newman,1321,CB,MIN,5,117,0,18,0,9.7,22.2,100.0,18.0,4.0,1,1,11.1,68.7,0,27,0.0,0,1,81.3,2,39,33.3,39,0,2,9,1,37,25,1.0,18.5,0,0,7.8,90.9,95.9,6.7,6.1,0,0,0.0,65.4,0,27,0.0,0,0,136.0,10,70,59.8,73,3,8,11,1,103,22,1.5,10.3
Terrell Suggs,1326,ED,BLT,5,4,0,3,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,56,2,1,0,0,0,0,,,0,0,,,4.0,,,0,0,,75.2,0,,100.0,1,0,0.0,0,3,75.0,75,2,0,0,0,0,0,0.0,
Karlos Dansby,1754,LB,ARZ,5,167,0,1,1,4.7,60.0,84.0,10.8,6.5,0,0,0.0,71.0,0,15,14.3,1,0,100.4,6,68,40.7,81,3,5,10,1,36,31,0.6,6.0,0,1,5.8,83.3,95.9,8.9,7.4,1,1,8.3,44.5,0,17,22.2,2,1,103.1,10,93,55.7,97,3,6,12,0,105,35,1.2,10.5
Mike Adams,1972,S,CAR,5,194,0,5,0,5.3,100.0,84.6,10.3,10.3,0,0,0.0,40.3,0,25,0.0,0,0,118.8,3,33,17.0,39,0,3,3,0,55,39,1.8,18.3,0,0,11.6,62.5,96.7,27.4,17.1,1,2,25.0,77.8,0,8,15.4,2,2,67.7,5,145,74.7,150,4,11,8,0,26,10,0.2,5.2
Adam Jones,2223,CB,CIN,4,102,0,7,0,11.7,33.3,100.0,19.0,6.3,0,1,33.3,33.4,0,9,0.0,0,0,42.4,1,21,20.6,21,0,1,3,0,9,0,0.5,9.0,0,0,10.1,35.7,100.0,14.6,5.2,0,4,28.6,69.8,0,11,0.0,0,4,44.3,5,76,74.5,76,2,7,14,0,32,8,0.4,6.4
Thomas Davis Sr.,2231,LB,CAR,5,117,0,5,1,2.0,100.0,65.5,9.5,9.5,0,0,0.0,71.8,0,6,0.0,0,0,87.5,2,19,16.2,29,2,2,2,0,10,6,0.5,5.0,0,1,2.4,81.8,88.1,9.3,7.6,0,1,9.1,78.9,0,12,0.0,0,0,85.2,9,89,76.1,101,6,8,11,0,49,39,0.6,5.4
Derrick Johnson,2232,LB,KC,5,190,0,16,1,2.7,0.0,89.1,,16.3,0,1,16.7,83.5,0,,0.0,0,1,39.6,0,106,55.8,119,0,1,6,0,0,0,0.0,,0,0,10.3,100.0,98.6,21.7,21.7,0,0,0.0,56.9,0,20,50.0,1,0,118.8,3,69,36.3,70,0,1,3,0,41,10,0.6,13.7
Lorenzo Alexander,2476,ED,BUF,5,76,0,4,0,-0.2,83.3,48.9,4.4,3.7,0,0,0.0,80.4,0,13,0.0,0,0,93.1,5,23,30.3,47,1,5,6,0,38,34,1.7,7.6,0,0,8.1,77.8,49.5,7.0,5.4,0,0,0.0,27.6,0,39,66.7,4,0,108.3,7,51,67.1,103,2,2,9,0,90,41,1.8,12.9
Haloti Ngata,2957,DI,DET,5,2,0,11,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,25,1,0,0,0,0,0,,,0,0,,,3.3,,,0,0,,54.3,0,,,0,0,0.0,0,2,100.0,61,1,0,0,0,0,0,0.0,
Johnathan Joseph,2969,CB,HST,5,139,0,13,0,17.8,30.0,100.0,21.0,6.3,1,2,20.0,47.6,0,38,0.0,0,2,86.7,3,67,48.2,67,0,1,10,1,63,8,1.0,21.0,0,0,20.3,100.0,100.0,21.0,21.0,0,0,0.0,70.3,0,28,0.0,0,0,118.8,3,65,46.8,65,2,5,3,0,69,8,1.1,23.0
Frostee Rucker,3036,DI,ARZ,5,1,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,58,1,0,0,0,0,0,,,0,0,5.0,100.0,1.6,1.0,1.0,0,1,100.0,63.4,0,8,0.0,0,0,100.0,1,1,100.0,62,1,1,1,0,8,3,8.0,8.0
Elvis Dumervil,3071,ED,SF,5,1,0,28,0,,,0.0,,,0,0,,68.6,0,,0.0,0,0,0.0,0,0,0.0,29,1,1,0,0,0,0,,,0,0,,,2.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,50,3,0,0,0,0,0,0.0,
Kyle Williams,3079,DI,BUF,5,4,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,52,0,0,0,0,0,0,,,0,1,,,3.5,,,0,0,,62.1,0,,0.0,0,0,0.0,0,4,100.0,113,2,2,0,0,0,0,0.0,
Antoine Bethea,3152,S,ARZ,5,157,0,1,0,,,95.3,,,0,0,,83.7,2,,0.0,0,0,0.0,0,81,51.6,85,0,1,0,0,0,0,0.0,,0,0,9.0,66.7,100.0,11.0,7.3,0,0,0.0,71.5,0,31,11.1,1,0,84.0,6,69,43.9,69,4,8,9,0,57,26,0.9,9.5
Tramon Williams,3558,CB,ARZ,2,6,0,1,0,,,100.0,,,0,0,,63.9,0,,,0,0,0.0,0,5,83.3,5,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,16.7,1,0,0,0,0,0,0,0.0,
Brent Grimes,3589,CB,TB,3,144,0,30,0,11.8,66.7,100.0,9.0,6.0,0,1,16.7,69.4,0,15,0.0,0,1,86.8,4,39,27.1,39,1,4,6,0,42,10,1.2,10.5,0,1,13.9,63.6,100.0,13.4,8.5,0,2,18.2,71.1,0,20,10.0,1,2,85.4,7,99,68.8,99,1,8,11,0,80,10,0.9,11.4
Lawrence Timmons,3631,LB,MIA,2,73,0,17,0,7.0,100.0,80.0,7.5,7.5,0,0,0.0,46.5,0,16,50.0,1,0,158.3,2,16,21.9,20,0,1,2,1,27,21,1.8,13.5,0,0,3.3,72.7,90.0,6.4,4.6,0,1,9.1,85.7,0,14,0.0,0,1,79.4,8,54,74.0,60,6,8,11,0,44,13,0.9,5.5
Reggie Nelson,3637,S,OAK,5,158,0,23,0,8.0,100.0,85.4,34.0,34.0,0,0,0.0,48.5,0,34,50.0,1,0,118.8,1,35,22.2,41,0,1,1,0,34,26,1.0,34.0,0,2,8.0,25.0,95.7,105.0,26.3,1,1,25.0,53.1,0,23,11.1,1,1,51.0,1,110,69.6,115,0,6,4,0,23,27,0.2,23.0
Paul Posluszny,3650,LB,JAX,5,39,0,15,0,-3.0,100.0,90.0,9.0,9.0,0,0,0.0,78.9,0,-2,0.0,0,0,79.2,1,9,23.1,10,1,1,1,0,-2,1,-0.2,-2.0,0,0,2.5,0.0,89.3,,11.0,0,1,50.0,79.1,0,,,0,1,39.6,0,25,64.1,28,0,0,2,0,0,0,0.0,
Eric Weddle,3653,S,BLT,5,190,0,3,0,12.0,0.0,98.8,,77.0,0,1,100.0,77.4,1,,0.0,0,1,0.0,0,80,42.1,81,1,3,1,0,0,0,0.0,,0,0,10.2,40.0,97.0,45.5,18.2,0,1,20.0,57.8,1,27,33.3,2,1,30.0,2,98,51.6,101,1,4,5,0,41,10,0.5,20.5
David Harris,3663,LB,NE,1,2,0,19,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Justin Durant,3664,LB,DAL,5,54,0,9,0,,,61.9,,,0,0,,68.5,0,,,0,0,0.0,0,26,48.1,42,0,0,0,0,0,0,0.0,,0,1,2.5,100.0,80.0,10.0,10.0,0,0,0.0,66.6,0,10,0.0,0,0,95.8,2,20,37.0,25,1,1,2,0,14,9,0.7,7.0
Charles Johnson,3699,ED,CAR,5,4,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,17,0,0,0,0,0,0,,,0,0,7.5,100.0,5.0,1.5,1.5,0,0,0.0,47.6,0,16,66.7,2,0,116.7,2,4,100.0,80,2,1,2,0,24,9,8.0,12.0
Brian Robison,3718,ED,MIN,5,8,0,18,0,,,11.8,,,0,0,,63.1,0,,,0,0,0.0,0,6,75.0,51,0,0,0,0,0,0,0.0,,0,0,,,2.5,,,0,0,,55.7,0,,,0,0,0.0,0,2,25.0,79,0,0,0,0,0,0,0.0,
Corey Graham,3784,S,PHI,3,74,0,24,0,,,85.7,,,0,0,,56.3,0,,100.0,1,0,0.0,0,18,24.3,21,0,0,0,0,0,0,0.0,,0,0,2.0,100.0,100.0,50.0,50.0,0,0,0.0,62.7,0,10,0.0,0,0,108.3,1,51,68.9,51,0,2,1,0,10,8,0.2,10.0
William Gay,3786,CB,PIT,5,80,0,25,0,6.0,50.0,100.0,5.0,2.5,1,2,50.0,54.0,0,13,33.3,1,2,63.5,2,10,12.5,10,0,2,4,0,19,6,1.9,9.5,0,0,-0.8,100.0,100.0,14.3,14.3,0,0,0.0,75.2,0,7,0.0,0,0,79.2,4,61,76.3,61,3,6,4,0,9,12,0.2,2.3
