player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Shane Lechler,673,P,HST,1,5,5,4.27,41.8,43.2,7.0,0,0,0,3,13,61.4,2,54,1,0,20.0,7,1,5,21.36,209,0,216
Andy Lee,1906,P,ARZ,1,4,4,4.29,34.0,46.0,16.0,0,0,0,0,1,64.8,0,57,1,0,75.0,48,3,4,17.15,136,0,184
Donnie Jones,1939,P,PHI,1,4,4,4.12,41.75,42.5,3.0,0,0,1,1,24,61.3,1,50,0,0,25.0,3,1,4,16.46,167,0,170
Dustin Colquitt,2316,P,KC,1,6,6,4.48,42.33,43.67,8.0,0,0,1,4,16,51.3,3,59,0,0,16.7,8,1,6,26.88,254,0,262
Sam Koch,3148,P,BLT,1,6,6,4.2,39.33,41.67,4.7,0,0,0,2,3,61.5,2,52,1,0,50.0,14,3,6,25.18,236,0,250
Matt Prater,3471,K,DET,1,4,4,3.72,34.75,34.75,,0,0,2,2,11,43.1,1,47,0,0,0.0,0,0,4,14.89,139,0,139
Jon Ryan,3493,P,SEA,1,6,6,4.74,45.83,45.83,0.0,0,0,3,1,29,73.6,4,59,0,0,33.3,0,2,6,28.44,275,0,275
Brett Kern,4580,P,TEN,1,4,4,4.27,40.75,47.0,2.5,0,0,0,1,31,68.0,2,53,0,0,50.0,5,2,4,17.06,163,1,188
Kevin Huber,5066,P,CIN,1,5,5,4.07,37.8,42.4,7.7,0,0,0,1,7,57.6,1,53,1,0,60.0,23,3,5,20.37,189,0,212
Thomas Morstead,5088,P,NO,1,3,3,4.62,53.33,57.0,5.5,0,0,1,0,20,67.3,1,68,0,0,66.7,11,2,3,13.85,160,0,171
Britton Colquitt,5192,P,CLV,1,5,5,4.3,42.0,48.4,10.7,1,0,2,0,8,63.7,3,61,0,0,60.0,32,3,6,21.5,210,0,242
Matt Bosher,6344,P,ATL,1,3,3,4.95,44.33,59.33,15.0,0,0,0,0,2,69.4,0,62,0,0,100.0,45,3,3,14.86,133,0,178
Chris Jones,6798,P,DAL,1,4,4,4.51,34.5,34.75,1.0,0,0,0,3,9,66.0,4,40,0,0,25.0,1,1,4,18.04,138,0,139
Brad Nortman,7192,P,JAX,1,4,4,4.39,36.5,46.75,21.0,0,0,0,1,15,62.7,0,61,1,0,25.0,21,1,4,17.55,146,1,187
Johnny Hekker,7252,P,LA,1,5,5,4.38,43.6,43.6,0.0,0,0,1,0,26,69.3,5,47,1,0,60.0,0,3,5,21.88,218,0,218
Marquette King,7410,P,OAK,1,3,3,4.94,44.33,52.67,5.0,0,0,1,0,23,80.6,1,59,0,0,33.3,5,1,3,14.81,133,1,158
Ryan Quigley,7573,P,MIN,1,2,2,4.71,43.5,43.5,0.0,0,0,0,1,18,61.2,1,52,0,0,50.0,0,1,2,9.42,87,0,87
Colton Schmidt,8104,P,BUF,1,6,6,4.17,35.0,42.83,9.0,0,0,0,2,4,52.6,1,55,0,0,50.0,27,3,6,25.01,210,1,257
Ryan Allen,8242,P,NE,1,6,6,4.15,38.67,40.33,2.5,0,0,0,0,19,56.1,3,54,2,0,66.7,10,4,6,24.88,232,0,242
Brad Wing,8256,P,NYG,1,6,6,4.67,41.5,44.83,0.0,0,0,1,2,21,61.0,0,55,1,0,16.7,0,1,6,28.04,249,1,269
Tress Way,8358,P,WAS,1,4,4,4.35,40.5,40.5,,0,0,1,2,32,60.4,2,50,1,0,0.0,0,0,4,17.4,162,0,162
Pat O'Donnell,8826,P,CHI,1,5,5,4.53,40.0,48.8,12.0,0,0,1,1,6,69.3,3,69,0,0,40.0,24,2,5,22.65,200,1,244
Kasey Redfern,9155,P,DET,1,1,1,3.81,50.0,50.0,0.0,0,0,0,0,11,60.0,0,50,0,0,100.0,0,1,1,3.81,50,0,50
Michael Palardy,9277,P,CAR,1,3,3,4.93,48.67,51.67,9.0,0,0,0,1,5,69.6,1,58,1,0,33.3,9,1,3,14.78,146,0,155
Bradley Pinion,9598,P,SF,1,4,4,4.43,39.0,40.75,2.3,0,0,0,1,28,59.9,1,49,0,0,75.0,7,3,4,17.71,156,0,163
Jordan Berry,10236,P,PIT,1,6,6,4.39,40.17,45.83,11.3,0,0,0,1,25,53.5,0,59,2,0,50.0,34,3,6,26.34,241,0,275
Drew Kaser,10813,P,LAC,1,5,5,3.94,36.4,46.0,16.0,0,0,1,0,27,65.8,3,62,1,0,60.0,48,3,5,19.68,182,0,230
Riley Dixon,10862,P,DEN,1,3,3,4.75,49.0,48.0,-3.0,0,0,0,2,10,65.7,2,53,0,0,33.3,-3,1,3,14.25,147,0,144
Lachlan Edwards,10869,P,NYJ,1,6,6,4.42,43.67,49.5,8.8,0,0,1,0,22,62.5,3,58,1,0,66.7,35,4,6,26.52,262,0,297
Justin Vogel,12119,P,GB,1,5,5,4.61,42.4,43.8,7.0,0,0,0,4,12,62.5,2,57,0,0,20.0,7,1,5,23.05,212,0,219
Rigoberto Sanchez,12130,P,IND,1,6,6,4.17,47.83,50.33,5.0,0,0,0,0,14,59.5,1,53,3,0,50.0,15,3,6,25.02,287,0,302
