team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
OAK,23,4,137,0,11,137,90.1,19,8
TEN,31,4,130,1,24,130,89.6,26,1
TB,30,3,118,6,15,118,89.4,23,2
NO,20,4,154,9,18,154,89.3,30,3
PHI,24,4,171,6,18,171,88.9,31,7
BUF,4,4,127,4,15,127,87.8,25,6
PIT,25,4,148,5,23,148,87.8,32,4
JAX,15,4,134,9,22,134,86.9,33,2
MIN,18,4,140,7,28,140,86.8,36,1
WAS,32,4,136,7,22,136,86.4,33,4
SF,28,4,163,6,31,163,86.2,41,4
CLV,8,4,190,10,39,190,85.0,53,4
DAL,9,4,156,8,35,156,84.3,46,3
BLT,3,4,134,4,30,134,84.3,38,4
NYG,21,4,177,8,34,177,84.2,49,7
ATL,2,4,146,7,25,146,84.2,39,7
CAR,5,4,136,5,28,136,84.2,38,5
GB,12,4,183,2,43,183,83.9,52,7
LAC,27,4,156,7,41,156,83.3,50,2
KC,16,4,145,3,33,145,82.8,43,7
LA,26,4,124,9,26,124,82.7,39,4
NYJ,22,4,134,4,26,134,82.1,39,9
MIA,17,3,116,3,31,116,81.0,39,5
CHI,6,4,149,12,41,149,80.9,55,2
CIN,7,4,143,1,40,143,80.8,48,7
DET,11,4,156,5,49,156,80.1,58,4
DEN,10,4,152,9,32,152,79.9,51,10
NE,19,4,171,15,36,171,79.8,60,9
IND,14,4,132,6,34,132,78.8,48,8
SEA,29,4,166,10,49,166,78.6,65,6
ARZ,1,4,201,17,55,201,76.6,83,11
HST,13,4,155,7,51,155,74.8,68,10
