player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Adam Vinatieri,226,K,IND,5,0,2,2,100.0,2,2,100.0,14,59.6,0,0,,9,8,88.9,0,3,2,66.7,10,9,90.0,3,3,100.0
Phil Dawson,422,K,ARZ,5,0,2,1,50.0,3,2,66.7,1,43.4,0,0,,6,6,100.0,0,5,3,60.0,13,9,69.2,3,3,100.0
Matt Bryant,1223,K,ATL,4,0,2,2,100.0,3,3,100.0,2,70.9,0,0,,11,11,100.0,0,2,2,100.0,9,9,100.0,2,2,100.0
Robbie Gould,2607,K,SF,5,0,0,0,,8,8,100.0,28,72.1,0,0,,6,5,83.3,0,4,4,100.0,14,14,100.0,2,2,100.0
Nick Novak,2726,K,LAC,1,0,0,0,,0,0,,27,64.4,0,0,,3,3,100.0,0,1,1,100.0,2,2,100.0,1,1,100.0
Stephen Gostkowski,3063,K,NE,5,0,1,1,100.0,3,3,100.0,19,73.8,0,0,,15,14,93.3,0,2,2,100.0,12,12,100.0,6,6,100.0
Matt Prater,3471,K,DET,5,0,5,4,80.0,1,1,100.0,11,89.7,0,0,,10,10,100.0,0,3,3,100.0,10,9,90.0,1,1,100.0
Nick Folk,3794,K,TB,4,0,2,1,50.0,5,2,40.0,30,28.3,0,0,,9,7,77.8,0,2,1,50.0,11,6,54.5,2,2,100.0
Mason Crosby,3809,K,GB,5,0,0,0,,1,1,100.0,12,58.4,0,0,,16,14,87.5,0,0,0,,5,5,100.0,4,4,100.0
Stephen Hauschka,4655,K,BUF,5,0,4,4,100.0,3,2,66.7,4,81.5,0,0,,8,8,100.0,0,2,2,100.0,12,11,91.7,3,3,100.0
Connor Barth,4777,K,CHI,5,0,1,1,100.0,2,0,0.0,6,52.8,0,0,,8,8,100.0,0,0,0,,4,2,50.0,1,1,100.0
Ryan Succop,5180,K,TEN,5,0,2,1,50.0,4,4,100.0,31,71.1,0,0,,11,11,100.0,0,2,2,100.0,12,11,91.7,4,4,100.0
Graham Gano,5443,K,CAR,5,0,1,0,0.0,3,3,100.0,5,66.5,0,0,,10,9,90.0,0,5,5,100.0,13,12,92.3,4,4,100.0
