player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Daryl Williams,9535,T,CAR,10,0,5,66.0,100.0,150,51.9,150,69.3,0,100.0,289,289,74.8,100.0,87,30.1,87
Andrew Norwell,9126,G,CAR,10,0,5,65.0,100.0,150,51.9,150,56.0,0,100.0,289,289,51.0,100.0,87,30.1,87
Matt Kalil,7010,T,CAR,10,0,5,48.7,100.0,150,52.1,150,50.6,2,100.0,288,288,48.9,100.0,86,29.9,86
Patrick Omameh,8277,G,JAX,9,0,15,58.7,100.0,114,39.9,114,58.3,0,100.0,286,286,60.5,100.0,154,53.8,154
Blake Bortles,8638,QB,JAX,9,0,15,60.0,100.0,117,41.9,117,60.0,0,95.2,279,293,60.0,95.6,153,54.8,160
Ryan Ramczyk,11787,T,NO,9,0,20,68.0,100.0,136,49.1,136,70.3,0,100.0,277,277,79.6,100.0,101,36.5,101
Andrus Peat,9446,G,NO,9,1,20,65.6,100.0,136,49.1,136,65.4,1,100.0,277,277,60.2,100.0,101,36.5,101
Max Unger,4972,C,NO,9,0,20,60.9,100.0,136,49.1,136,54.6,0,100.0,277,277,57.9,100.0,101,36.5,101
Trai Turner,8727,G,CAR,10,0,5,73.5,100.0,145,52.3,145,75.5,1,100.0,277,277,61.3,100.0,83,30.0,83
Jermey Parnell,5426,T,JAX,8,1,15,64.7,100.0,109,39.6,109,60.9,3,100.0,275,275,56.2,100.0,149,54.2,149
Ed Dickson,5595,TE,CAR,10,0,5,59.2,100.0,141,51.5,141,55.9,0,100.0,274,274,57.6,100.0,83,30.3,83
Rob Havenstein,9490,T,LA,9,0,26,65.5,100.0,91,33.3,91,66.0,1,100.0,273,273,71.4,100.0,151,55.3,151
Jamon Brown,9505,G,LA,9,0,26,58.2,100.0,91,33.3,91,61.8,0,100.0,273,273,64.6,100.0,151,55.3,151
David DeCastro,7640,G,PIT,9,0,25,77.3,100.0,138,50.7,138,87.1,0,100.0,272,272,77.9,100.0,96,35.3,96
Maurkice Pouncey,5543,C,PIT,9,1,25,75.2,100.0,138,50.7,138,76.9,2,100.0,272,272,76.1,100.0,96,35.3,96
Pat Elflein,11825,C,MIN,9,0,18,67.3,100.0,96,35.6,96,69.9,0,100.0,270,270,60.8,100.0,155,57.4,155
Joe Berger,2424,G,MIN,9,0,18,58.1,100.0,95,35.3,95,72.7,0,100.0,269,269,73.3,100.0,155,57.6,155
Alejandro Villanueva,9091,T,PIT,9,0,25,65.7,100.0,134,50.6,134,62.0,1,100.0,265,265,57.6,100.0,93,35.1,93
Rodger Saffold,5558,G,LA,9,0,26,75.3,100.0,88,33.5,88,79.5,0,100.0,263,263,80.0,100.0,147,55.9,147
Austin Howard,5847,T,BLT,9,0,3,58.3,100.0,120,45.8,120,68.1,1,100.0,262,262,77.7,100.0,110,42.0,110
James Hurst,9001,G,BLT,9,0,3,47.8,100.0,120,45.8,120,53.2,0,100.0,262,262,66.5,100.0,110,42.0,110
Ryan Jensen,7985,C,BLT,9,1,3,74.4,100.0,120,45.8,120,81.3,2,100.0,262,262,83.1,100.0,110,42.0,110
Marcedes Lewis,2973,TE,JAX,9,0,15,78.4,100.0,111,42.7,111,77.2,0,100.0,260,260,70.0,100.0,135,51.9,135
Bobby Massie,7112,T,CHI,9,0,6,50.1,100.0,57,22.1,57,52.2,1,100.0,258,258,56.2,100.0,188,72.9,188
Joe Thuney,10712,G,NE,9,0,19,67.4,100.0,113,43.8,113,65.5,2,100.0,258,258,67.2,100.0,120,46.5,120
Riley Reiff,7029,T,MIN,9,0,18,57.8,100.0,89,34.5,89,60.8,0,100.0,258,258,65.4,100.0,150,58.1,150
Charles Leno Jr.,8880,T,CHI,9,0,6,65.1,100.0,57,22.1,57,75.8,0,100.0,258,258,76.4,100.0,188,72.9,188
Shaq Mason,9564,G,NE,9,0,19,75.2,100.0,113,43.8,113,82.5,1,100.0,258,258,80.3,100.0,120,46.5,120
Jason Kelce,6343,C,PHI,9,0,24,79.1,100.0,100,38.9,100,93.6,1,100.0,257,257,94.3,100.0,134,52.1,134
Breno Giacomini,4464,T,HST,9,0,13,54.7,100.0,62,24.1,62,62.3,0,100.0,257,257,63.4,100.0,176,68.5,176
Nick Martin,10684,C,HST,9,0,13,66.1,100.0,62,24.1,62,62.5,2,100.0,257,257,56.0,100.0,176,68.5,176
Ben Roethlisberger,1732,QB,PIT,9,0,25,60.0,100.0,138,53.7,138,60.0,0,94.5,257,272,60.0,100.0,96,37.4,96
Cam Robinson,11789,T,JAX,9,0,15,51.1,100.0,106,41.4,106,49.8,1,100.0,256,256,54.7,100.0,137,53.5,137
Ronnie Stanley,10640,T,BLT,9,0,3,66.3,100.0,119,46.5,119,72.3,0,100.0,256,256,75.6,100.0,105,41.0,105
Drew Brees,802,QB,NO,9,0,20,60.0,100.0,136,53.3,136,60.0,0,93.8,255,272,60.0,99.0,98,38.4,99
