player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
DeAndre Hopkins,7808,WR,HST,4,48,0,13,0,-1.0,0,100.0,,0,0,0.0,0,1,0,78.7,90.4,0,11,0.0,0,4,1,75.0,3,112.5,1,2.1,0,11,12,12.0,11.0,3.67,15.0,0,100.0,,0,0,0.0,0,1,0,77.1,74.0,0,15,0.0,0,25,1,88.0,22,118.8,1,2.1,0,15,0,0.0,15.0,0.68
Antonio Brown,5718,WR,PIT,4,42,0,25,0,7.7,0,66.7,,0,0,0.0,0,0,0,84.5,47.0,0,5,0.0,0,21,2,90.5,19,70.1,3,7.1,0,7,8,4.0,3.5,0.37,8.6,3,80.0,0.0,0,1,0.0,0,5,1,84.8,85.5,0,50,0.0,0,26,8,100.0,26,117.5,10,23.8,0,122,72,9.0,15.3,4.69
Larry Fitzgerald,1724,WR,ARZ,4,39,0,1,0,-1.8,1,88.9,,0,0,0.0,0,1,0,91.4,77.3,0,16,0.0,0,16,8,93.8,15,88.0,9,23.1,0,46,61,7.6,5.8,3.07,9.8,1,66.7,44.4,4,9,5.3,1,10,0,90.1,68.4,0,33,0.0,0,140,18,91.4,128,98.8,27,69.2,1,187,77,4.3,10.4,1.46
Dez Bryant,5549,WR,DAL,4,36,0,9,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,52.2,0,-3,0.0,0,8,1,100.0,8,79.2,1,2.8,0,-3,0,0.0,-3.0,-0.38,12.8,1,41.7,0.0,0,3,16.7,1,3,0,28.3,59.6,0,18,0.0,0,46,5,91.3,42,52.4,12,33.3,0,45,13,2.6,9.0,1.07
Keenan Allen,7857,WR,LAC,4,36,0,27,0,,0,,,0,0,,0,0,0,,47.8,0,0,0.0,0,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,10.0,1,80.0,66.7,2,3,11.1,1,7,0,56.3,84.8,0,24,0.0,0,84,8,91.7,77,142.9,10,27.8,1,103,32,4.0,12.9,1.34
A.J. Green,6156,WR,CIN,4,35,0,7,0,-2.3,0,66.7,0.0,0,1,0.0,0,0,0,84.5,59.3,0,3,0.0,0,19,2,100.0,19,70.1,3,8.6,0,4,8,4.0,2.0,0.21,11.0,0,100.0,100.0,1,1,0.0,0,3,0,86.9,77.2,0,14,0.0,0,11,4,100.0,11,144.8,4,11.4,2,37,6,1.5,9.3,3.36
Alshon Jeffery,7048,WR,PHI,4,34,0,24,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,47.0,0,0,0.0,0,14,1,92.9,13,79.2,1,2.9,0,0,4,4.0,0.0,0.0,12.0,0,60.0,0.0,0,2,0.0,0,3,0,63.2,63.6,0,24,0.0,0,24,3,91.7,22,134.2,5,14.7,1,51,14,4.7,17.0,2.32
Michael Thomas,10681,WR,NO,4,34,0,20,0,-4.5,1,100.0,,0,0,0.0,0,2,0,84.5,65.5,0,12,0.0,0,27,2,96.3,26,114.6,2,5.9,0,23,32,16.0,11.5,0.88,4.8,1,66.7,100.0,1,1,0.0,0,5,0,60.4,80.3,0,14,0.0,0,32,6,87.5,28,86.8,9,26.5,0,63,50,8.3,10.5,2.25
Emmanuel Sanders,5606,WR,DEN,4,33,0,10,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,54.2,0,-1,0.0,0,6,1,100.0,6,79.2,1,3.0,0,-1,1,1.0,-1.0,-0.17,12.0,0,60.0,,0,0,25.0,1,0,0,62.7,58.0,0,7,0.0,0,36,3,97.2,35,64.6,5,15.2,0,11,4,1.3,3.7,0.31
Pierre Garcon,4519,WR,SF,4,33,0,28,0,-3.0,0,100.0,,0,0,0.0,0,0,0,84.5,52.5,0,3,0.0,0,12,1,91.7,11,79.2,1,3.0,0,3,6,6.0,3.0,0.27,10.4,0,62.5,,0,0,0.0,0,3,0,86.9,72.7,0,19,0.0,0,37,5,94.6,35,78.1,8,24.2,0,46,0,0.0,9.2,1.31
