player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Julius Peppers,1010,ED,CAR,1,0,,0,0,5,,60.5,78.3,59.3,59.6,69.6,,0,0,5,6,0.0,0,0
James Harrison,1251,ED,PIT,1,0,,0,0,25,,70.3,69.8,68.9,60.0,,,0,0,2,2,0.0,0,0
Terence Newman,1321,CB,MIN,1,1,,0,0,18,68.4,66.0,76.0,60.0,53.4,82.8,0.0,0,0,12,12,0.0,0,0
Terrell Suggs,1326,ED,BLT,1,1,2.5,0,0,3,63.3,81.1,77.1,71.8,73.9,59.3,0.0,0,0,20,20,5.0,1,2
Karlos Dansby,1754,LB,ARZ,1,0,2.3,0,0,1,45.0,47.5,79.5,60.0,58.4,37.3,0.0,0,0,25,27,16.0,4,4
Mike Adams,1972,S,CAR,1,0,3.5,0,0,5,59.9,63.7,76.1,,69.9,82.2,0.0,0,0,14,16,7.1,1,2
Thomas Davis Sr.,2231,LB,CAR,1,0,2.0,0,0,5,77.8,82.0,76.8,68.2,68.6,81.4,0.0,0,0,14,16,14.3,2,2
Derrick Johnson,2232,LB,KC,1,2,0.5,0,0,16,68.1,69.6,79.5,54.7,65.8,61.7,0.0,0,0,34,36,5.9,2,4
Lorenzo Alexander,2476,ED,BUF,1,0,9.5,0,0,4,79.0,89.3,74.2,73.9,70.8,75.7,0.0,0,0,7,7,0.0,0,2
Ahmad Brooks,2945,ED,GB,1,0,,0,0,12,,50.6,73.6,51.6,60.0,,,0,0,1,1,0.0,0,0
Haloti Ngata,2957,DI,DET,1,1,,0,0,11,60.0,54.5,77.5,66.3,58.2,67.3,0.0,0,0,9,9,0.0,0,0
Johnathan Joseph,2969,CB,HST,1,0,,0,0,13,68.6,68.6,76.9,,63.3,,,0,0,18,20,0.0,0,0
Frostee Rucker,3036,DI,ARZ,1,0,-0.3,0,0,1,,64.6,77.9,59.4,64.4,77.2,0.0,0,0,17,19,11.8,2,3
Domata Peko Sr.,3068,DI,DEN,1,0,3.5,0,0,10,,55.9,76.6,61.0,54.5,69.2,0.0,0,0,16,16,6.3,1,2
Elvis Dumervil,3071,ED,SF,1,0,,0,0,28,,62.7,74.1,61.4,60.0,,,0,0,3,3,0.0,0,0
Kyle Williams,3079,DI,BUF,1,0,1.0,0,0,4,61.7,78.3,77.3,63.0,72.8,69.0,0.0,0,0,9,10,11.1,1,1
Antoine Bethea,3152,S,ARZ,1,0,,0,0,1,74.7,79.8,76.2,,65.8,55.7,,0,0,16,16,0.0,0,0
Tom Johnson,3378,DI,MIN,1,1,,0,0,18,,45.6,0.0,59.2,50.1,68.7,0.0,0,1,13,13,0.0,0,0
Reggie Nelson,3637,S,OAK,1,1,11.0,0,0,23,73.5,76.1,79.6,60.0,62.1,85.1,0.0,0,0,20,20,0.0,0,2
Alan Branch,3649,DI,NE,1,0,1.5,0,0,19,39.2,43.9,76.6,64.8,48.1,69.5,0.0,0,0,21,22,9.5,2,2
Paul Posluszny,3650,LB,JAX,1,0,,0,0,15,62.6,68.1,70.9,,64.1,,,0,0,4,4,0.0,0,0
Eric Weddle,3653,S,BLT,1,0,4.0,0,0,3,55.3,56.8,80.5,59.1,63.8,30.9,0.0,0,0,21,22,4.8,1,1
David Harris,3663,LB,NE,1,0,,0,0,19,,65.0,66.2,,61.4,,,0,0,2,2,0.0,0,0
Charles Johnson,3699,ED,CAR,1,0,,0,0,5,54.1,40.0,78.5,55.4,52.8,27.6,,0,1,7,8,0.0,0,0
Brandon Mebane,3701,DI,LAC,1,2,3.0,0,0,27,60.0,69.3,79.6,52.4,72.4,71.9,0.0,0,0,23,24,8.7,2,3
Brian Robison,3718,ED,MIN,1,0,3.0,0,0,18,60.0,43.2,80.9,46.6,58.3,71.7,0.0,0,0,9,9,11.1,1,2
Corey Graham,3784,S,PHI,1,0,,0,0,24,55.9,50.5,69.7,,53.7,73.0,,0,0,4,4,0.0,0,0
William Gay,3786,CB,PIT,1,0,2.5,0,0,25,60.8,62.8,0.0,,85.6,48.2,0.0,0,1,3,4,66.7,2,2
Chris Long,4316,ED,PHI,1,0,6.0,0,0,24,60.0,51.0,77.3,47.6,60.8,31.4,0.0,0,0,8,8,0.0,0,1
Dominique Rodgers-Cromartie,4330,CB,NYG,1,3,,0,0,21,67.8,69.3,77.1,74.2,59.9,79.3,0.0,0,0,16,16,0.0,0,0
Aqib Talib,4334,CB,DEN,1,0,,0,0,10,65.8,66.4,77.7,,64.1,75.1,,0,0,22,22,0.0,0,0
Calais Campbell,4364,ED,JAX,1,0,,0,0,15,60.0,90.1,80.9,91.4,45.7,71.8,,0,0,14,14,0.0,0,0
Pat Sims,4391,DI,CIN,1,3,2.0,0,0,7,,58.0,0.0,65.8,63.3,71.0,0.0,0,1,22,23,4.5,1,1
Cliff Avril,4406,ED,SEA,1,1,,0,0,29,62.3,51.2,13.7,54.9,58.3,71.7,0.0,0,1,18,18,0.0,0,0
Tyvon Branch,4414,S,ARZ,1,0,2.5,0,0,1,72.5,72.4,81.2,59.7,58.3,83.0,33.3,1,0,25,27,8.0,2,2
Quintin Demps,4431,S,CHI,1,1,3.0,0,0,6,50.3,48.6,76.2,,57.1,22.5,33.3,1,0,22,24,4.5,1,1
Brandon Carr,4454,CB,BLT,1,0,,0,0,3,59.2,55.8,0.0,,63.1,76.6,,0,1,22,23,0.0,0,0
Orlando Scandrick,4457,CB,DAL,1,0,3.0,0,0,9,70.9,80.9,72.2,,71.9,74.2,0.0,0,0,3,3,33.3,1,1
Erik Walden,4481,ED,TEN,1,0,2.0,0,0,31,61.2,90.4,76.5,79.2,81.4,72.4,0.0,0,0,8,8,25.0,2,2
Wesley Woodyard,4583,LB,TEN,1,2,2.0,0,0,31,59.0,50.0,75.2,61.6,45.2,54.8,20.0,1,0,23,23,4.3,1,2
Jerrell Freeman,4888,LB,CHI,1,0,2.8,0,0,6,32.6,50.7,76.4,73.6,78.9,54.5,0.0,0,0,20,22,5.0,1,4
Brian Orakpo,4936,ED,TEN,1,0,,0,0,31,90.0,51.1,79.5,47.8,37.0,74.9,,0,0,22,22,0.0,0,0
Malcolm Jenkins,4937,S,PHI,1,1,6.5,0,0,24,59.9,61.8,74.6,53.9,67.9,60.7,0.0,0,0,14,14,7.1,1,2
Brian Cushing,4938,LB,HST,1,0,3.0,0,0,13,28.9,40.7,71.9,59.4,61.0,51.1,14.3,1,1,21,23,23.8,5,6
Clay Matthews,4949,ED,GB,1,0,6.0,0,0,12,,63.8,78.6,62.6,59.9,72.0,0.0,0,0,13,13,7.7,1,2
Ziggy Hood,4955,DI,WAS,1,0,,0,0,32,,51.3,77.6,57.3,50.1,,,0,0,8,9,0.0,0,0
Patrick Chung,4957,S,NE,1,0,13.0,0,0,19,70.3,72.5,74.0,60.0,67.5,79.6,0.0,0,0,18,20,0.0,0,1
Darius Butler,4964,S,IND,1,0,12.0,0,0,14,49.5,52.1,77.0,,65.4,26.7,0.0,0,0,27,27,0.0,0,1
Connor Barwin,4969,ED,LA,1,0,5.0,0,0,26,52.0,50.9,78.5,54.0,56.3,25.3,33.3,1,0,14,14,7.1,1,2
