"","Name","ID","Salary","AvgPointsPerGame","odds_open","odds_close","odds_rank","odds_delta","odds_delta_per","fpts","proj_own","ceil","floor","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","odds_per_dollar","residuals","own_change","adj_own","ownership","total_pts","date","tournament"
"99","Robert Streb",22064341,6200,50.27,0.0017,0.0019,112,2e-04,0.1176,45.17,0.26,72.5,23.5,0.4978,0.0056,0.1623,0.0972,0.039,0.0163,0.0084,0.0021,42,0.31,-0.15,4.41,4,0.0069,67.5,"2022-04-17","RBC Heritage"
"100","Brice Garnett",22064342,6200,48.44,0.0026,0.003,94,4e-04,0.1538,46.31,0.3,73,24,0.5151,0.0043,0.1737,0.1041,0.044,0.018,0.0097,0.0029,100,0.48,0.02,4.9,6,0.0069,20,"2022-04-17","RBC Heritage"
"101","Tyler Duncan",22064343,6200,56.5,0.0023,0.0032,90,9e-04,0.3913,46.31,0.51,73,23.5,0.5106,0.0063,0.1742,0.1055,0.0434,0.0188,0.0106,0.0032,12,0.52,0.06,6.43,6,0.0055,85.5,"2022-04-17","RBC Heritage"
"102","Peter Malnati",22064344,6200,55.33,0.0012,0.0027,98,0.0015,1.25,43.66,0.46,71.5,23,0.4728,0.0054,0.1421,0.0835,0.0333,0.0134,0.0069,0.0019,42,0.44,-0.02,10.99,12,0.0066,69.5,"2022-04-17","RBC Heritage"
"103","Ben Martin",22064345,6200,51.71,0.001,0.0027,98,0.0017,1.7,45.71,0.5,72.5,23.5,0.4283,0.0037,0.1115,0.061,0.0223,0.0089,0.0043,0.001,59,0.44,-0.02,11.39,12,0.0042,58,"2022-04-17","RBC Heritage"
"104","Roger Sloan",22064346,6200,44.69,0.002,0.0034,88,0.0014,0.7,50.1,0.19,76,24.5,0.4703,0.0053,0.1404,0.0828,0.0333,0.0137,0.007,0.0019,59,0.55,0.09,8.79,8,0.0017,59,"2022-04-17","RBC Heritage"
"105","Wesley Bryan",22064347,6100,52.64,0.0011,0.0025,102,0.0014,1.2727,43.75,1.8,72,23,0.4164,0.0027,0.1134,0.0647,0.0248,0.01,0.0053,0.0013,100,0.41,0.02,10.81,12,0.028,28,"2022-04-17","RBC Heritage"
"106","Bryson Nimmer",22064348,6100,62.5,4e-04,0.0011,122,7e-04,1.75,39.55,0.47,67,21.5,0.3491,0.0015,0.0726,0.0376,0.0127,0.0044,0.0021,5e-04,100,0.18,-0.21,9.34,10,0.0037,22,"2022-04-17","RBC Heritage"
"107","Camilo Villegas",22064349,6100,48.81,0.001,0.0045,70,0.0035,3.5,45.42,0.23,72.5,23.5,0.4164,0.003,0.1089,0.0601,0.0238,0.009,0.005,0.0016,59,0.74,0.35,15.11,16,0.002,55,"2022-04-17","RBC Heritage"
"108","Henrik Norlander",22064350,6100,50.62,0.0014,0.0019,112,5e-04,0.3571,45.07,0.82,72,23,0.465,0.0043,0.1368,0.0798,0.0313,0.0124,0.0063,0.0013,100,0.31,-0.08,5.49,6,0.0067,24,"2022-04-17","RBC Heritage"
"109","Ryan Brehm",22064351,6100,72.5,5e-04,0.0036,83,0.0031,6.2,34.36,0.56,61,20,0.3609,0.0022,0.0796,0.0416,0.0147,0.0054,0.0026,5e-04,100,0.59,0.2,14.26,14,0.0137,9,"2022-04-17","RBC Heritage"
"110","Richy Werenski",22064352,6100,43.71,0.001,0.001,125,0,0,42.53,0.49,70,22.5,0.379,0.0032,0.085,0.045,0.0155,0.0051,0.0023,6e-04,100,0.16,-0.23,3.93,4,0.0044,24.5,"2022-04-17","RBC Heritage"
"111","Brandon Hagy",22064353,6100,43.79,6e-04,0.0014,118,8e-04,1.3333,41.71,0.15,70.5,22.5,0.3328,0.0018,0.0616,0.031,0.0098,0.0034,0.0016,4e-04,NA,0.23,-0.16,9.55,10,4e-04,6.5,"2022-04-17","RBC Heritage"
"112","Stephan Jaeger",22064354,6100,44.34,8e-04,0.0041,74,0.0033,4.125,38.5,0.13,67,21.5,0.4673,0.005,0.1353,0.0776,0.0316,0.0125,0.0068,0.0016,100,0.67,0.28,14.68,14,7e-04,17.5,"2022-04-17","RBC Heritage"
"113","Sung Kang",22064355,6100,51.67,4e-04,0.0015,117,0.0011,2.75,32.09,0.11,56.57,19.5,0.3456,0.0031,0.0671,0.0349,0.012,0.0048,0.0024,5e-04,100,0.25,-0.14,10.16,10,0.001,23,"2022-04-17","RBC Heritage"
"114","Nick Watney",22064356,6100,50.22,5e-04,0.0011,122,6e-04,1.2,36.33,0.17,64,20.5,0.3489,0.0024,0.0653,0.0335,0.0115,0.0042,0.0024,4e-04,100,0.18,-0.21,9.14,10,0.0025,26,"2022-04-17","RBC Heritage"
"115","Chesson Hadley",22064357,6000,42.76,2e-04,0.0012,120,0.001,5,37.41,0.2,65,21,0.3026,0.0017,0.0469,0.0216,0.0068,0.0021,0.0012,1e-04,100,0.2,-0.11,9.97,10,0.0017,25,"2022-04-17","RBC Heritage"
"116","Brian Gay",22064358,6000,47.2,2e-04,0.001,125,8e-04,4,33.14,0.14,59,19.5,0.3313,0.0017,0.0618,0.0322,0.0106,0.0038,0.0019,5e-04,51,0.17,-0.14,9.56,10,0.0015,61,"2022-04-17","RBC Heritage"
"117","Jim Herman",22064359,6000,45.82,7e-04,8e-04,127,1e-04,0.1429,39.97,0.07,67.5,22,0.3901,0.0022,0.0914,0.0498,0.0179,0.0071,0.0032,8e-04,56,0.13,-0.18,4.23,4,0.0015,55,"2022-04-17","RBC Heritage"
"118","Kevin Tway",22064360,6000,47.06,8e-04,0.0037,80,0.0029,3.625,39.7,0.13,67,22,0.4182,0.003,0.1006,0.0551,0.0194,0.0076,0.004,0.001,100,0.62,0.31,13.89,14,0.0014,23.5,"2022-04-17","RBC Heritage"
"119","Scott Brown",22064361,6000,60.75,0.001,0.0024,104,0.0014,1.4,47.7,0.08,75,24,0.4188,0.0025,0.1071,0.0603,0.0222,0.0084,0.0041,0.001,100,0.4,0.09,10.83,10,0.0033,28,"2022-04-17","RBC Heritage"
"120","James Hahn",22064362,6000,42.04,0.0012,0.0025,102,0.0013,1.0833,45.68,0.23,72.5,23.43,0.4715,0.004,0.1444,0.0828,0.032,0.0134,0.0069,0.0017,100,0.42,0.11,10.63,10,0.001,23,"2022-04-17","RBC Heritage"
"121","Jonathan Byrd",22064363,6000,50.44,0.0024,0.0036,83,0.0012,0.5,44.24,0.33,71,23,0.4741,0.0035,0.1507,0.0897,0.0372,0.0156,0.0086,0.0021,70,0.6,0.29,7.49,8,0.0019,63,"2022-04-17","RBC Heritage"
"122","Michael Gligic",22064364,6000,49.09,5e-04,0.0014,118,9e-04,1.8,34.65,0.1,61.5,20,0.3462,0.0015,0.0669,0.035,0.0108,0.004,0.002,4e-04,100,0.23,-0.08,9.78,10,6e-04,15.5,"2022-04-17","RBC Heritage"
"123","William McGirt",22064365,6000,45.94,8e-04,0.0023,105,0.0015,1.875,38.41,0.12,66,21.5,0.4427,0.0031,0.1191,0.0647,0.025,0.0106,0.0054,0.0013,100,0.38,0.07,11.02,12,0.0011,23.5,"2022-04-17","RBC Heritage"
"124","Morgan Hoffmann",22064366,6000,0,1e-04,0.0016,116,0.0015,15,45.275,0.06,69,14.375,0.1716,8e-04,0.016,0.0076,0.0024,8e-04,3e-04,1e-04,100,0.27,-0.04,10.99,12,0.0026,24.5,"2022-04-17","RBC Heritage"
"125","Martin Trainer",22064367,6000,42.97,2e-04,0.0012,120,0.001,5,30.1,0.05,45.07,18.5,0.2732,0.0016,0.0393,0.0186,0.006,0.0024,0.0011,3e-04,100,0.2,-0.11,9.97,10,0.0011,16,"2022-04-17","RBC Heritage"
"126","Davis Love III",22064368,6000,43.7,1e-04,0.001,125,9e-04,9,29.42,0.08,48,18,0.1904,3e-04,0.0158,0.0064,0.0019,6e-04,1e-04,0,100,0.17,-0.14,9.76,10,8e-04,24,"2022-04-17","RBC Heritage"
"127","James Piot",22064369,6000,15.25,1e-04,0.0019,112,0.0018,18,33.32,0.04,59,20,0.1464,2e-04,0.009,0.0032,8e-04,3e-04,1e-04,0,100,0.32,0.01,11.6,12,6e-04,24.5,"2022-04-17","RBC Heritage"
