player_id,team,opp,pos,name,fpts,proj_own,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1210,,,G,Peter Malnati,49.35,0.65,39.9,80.5,27,0,0,6600,,34908,1210
1496,,,G,Scottie Scheffler,92.46,25.6,95.3,115.5,72,0,0,10900,,35127,1496
2145,,,G,Chesson Hadley,41.1,0.17,26.9,72.08,24.43,0,0,6100,,34879,2145
2046,,,G,Jason Dufner,50.95,0.09,34.1,82,28,0,0,6000,,34756,2046
2167,,,G,J.J. Spaun,57.67,4.2,54.7,87.5,29,0,0,7200,,36093,2167
2178,,,G,Pat Perez,59.44,0.91,66.6,88.5,29,0,0,6700,,36099,2178
693781,,,G,Matthew Wolff,45.21,9.4,50.2,77,26,0,0,7200,,777097,693781
1760,,,G,Tom Hoge,62.59,8.8,64.2,90.5,30.43,0,0,7300,,34888,1760
1562,,,G,Curtis Thompson,47,0.03,29.9,79.5,26.5,0,0,6200,,2959180,1562
1112,,,G,Robert Streb,49.4,0.59,34.3,81.5,27,0,0,6500,,34814,1112
2168,,,G,Kevin Tway,45.49,0.08,30.5,77,25.5,0,0,6100,,35139,2168
1179,,,G,Brandon Hagy,47.64,0.46,30.4,80,26.5,0,0,6200,,36079,1179
700009,,,G,Joohyung Kim,36.2,0.59,37.3,61.58,23,0,0,6900,,2087790,700009
696566,,,G,Brandon Wu,55.6,5.3,51.2,86.5,28.5,0,0,7000,,1074861,696566
1663,,,G,Chez Reavie,54.27,0.79,46,85.5,28,0,0,6800,,34927,1663
1455,,,G,Ryan Armour,59.64,1.2,,87.07,32.8,0,0,6700,,36068,1455
1477,,,G,Sung Kang,39.54,0.95,25.1,70,24,0,0,6300,,34893,1477
700813,,,G,Patrick Flavin,40.81,0.27,40.6,71.5,24.5,0,0,6200,,1623417,700813
404847,,,G,Sahith Theegala,59.7,8.2,60.9,89.5,29.5,0,0,7100,,37149,404847
670398,,,G,Greyson Sigg,55.36,0.94,52.8,85.58,28.5,0,0,6900,,37979,670398
1961,,,G,Scott Stallings,59.39,1.8,62,89.08,29.5,0,0,7000,,34999,1961
1741,,,G,Dawie Van der Walt,46.68,0.03,25.1,79.5,26.5,0,0,6000,,34946,1741
1631,,,G,Charley Hoffman,60.25,0.55,53.7,90,29.5,0,0,6600,,34766,1631
1653,,,G,C.T. Pan,62.09,7.3,62.7,90,30,0,0,7300,,35389,1653
74908,,,G,Wesley Bryan,54.34,0.57,19.4,85.5,28,0,0,6300,,35076,74908
1698,,,G,Henrik Norlander,54.28,0.57,47.8,84.5,28,0,0,6200,,34917,1698
1225,,,G,Conrad Shindler,21.92,0.01,11,54.81,12.06,0,0,6000,,37920,1225
1115,,,G,Nick Watney,,0,33.7,,,0,0,6100,,36095,1115
1478,,,G,Jhonattan Vegas,73.88,16.6,85.1,99.5,32.5,0,0,8400,,35007,1478
299952,,,G,Brett Drewitt,40.7,0.02,22,71.5,25,0,0,6100,,36074,299952
288611,,,G,Paul Barjon,50.54,0.57,36.3,82.5,27,0,0,6300,,912552,288611
698823,,,G,Vince Whaley,41.79,0.68,42.6,74,24.5,0,0,6400,,1266432,698823
320038,,,G,Sebastian Munoz,64.02,11.4,75.3,91.5,30.5,0,0,7600,,36138,320038
510218,,,G,Cameron Champ,51.25,8.8,47.5,83.5,27.5,0,0,8000,,37122,510218
1149,,,G,Dustin Johnson,79.58,10.9,84.9,104,34,0,0,10200,,34771,1149
692004,,,G,Hank Lebioda,55.64,1.6,48.9,86,28.5,0,0,6700,,565462,692004
1941,,,G,Matthew NeSmith,62.51,6.4,59.3,91.5,30,0,0,7300,,35080,1941
1842,,,G,Tyler Duncan,52.8,0.53,39.9,84.5,27.5,0,0,6500,,37911,1842
1655,,,G,James Hahn,53.18,1.3,41.4,83.5,27.5,0,0,6600,,34881,1655
1579,,,G,Will Zalatoris,80.28,27.4,91.1,104.5,33.5,0,0,9400,,35055,1579
722959,,,G,John Murphy,45.74,0.11,19.7,77.5,26,0,0,6000,,3336148,722959
1931,,,G,Hideki Matsuyama,77.14,14.1,88.4,102,34,0,0,9900,,34791,1931
1832,,,G,Brice Garnett,54.61,0.34,42.2,85,28.5,0,0,6400,,34968,1832
671028,,,G,Mito Pereira,68.27,9.1,77.3,95.5,31.5,0,0,7600,,278841,671028
1854,,,G,J.J. Killeen,31.58,0.01,11.4,37.5,20.5,0,0,6000,,2800468,1854
1645,,,G,Charles Howell III,63.73,3.7,66.3,91.5,30,0,0,7200,,34889,1645
1799,,,G,Adam Hadwin,71.13,20.5,79.7,96.5,32.5,0,0,8000,,34880,1799
1689,,,G,Beau Hossler,46.09,0.87,44,78.5,26,0,0,6600,,36293,1689
1107,,,G,Brian Stuard,52.47,0.57,50.8,83,27.5,0,0,6700,,35002,1107
1701,,,G,Justin Thomas,93.24,26.5,94.2,116,73,0,0,10600,,34818,1701
1822,,,G,Luke Donald,51.87,0.3,44.5,82.5,27.5,0,0,6400,,34870,1822
1514,,,G,Trey Mullinax,54.55,0.66,34.2,86,28,0,0,6400,,36084,1514
1888,,,G,Roger Sloan,54.37,0.15,44.7,85,28,0,0,6300,,466730,1888
670403,,,G,Andrew Novak,54.44,0.26,47.2,85.08,28,0,0,6300,,37983,670403
692007,,,G,Seth Reeves,41.61,0.04,31.6,73.5,25,0,0,6000,,565466,692007
760999,,,G,Kyle Wilshire,44.37,0.01,10.9,75.5,25.5,0,0,6000,,3158926,760999
671019,,,G,Joshua Creel,37.97,0.01,22.2,67,23.5,0,0,6000,,241191,671019
1625,,,G,Davis Riley,57.47,7.4,61.2,87.5,28.5,0,0,7700,,1000174,1625
1438,,,G,Brendon Todd,56.23,0.69,58.9,86,28.5,0,0,7100,,34943,1438
165746,,,G,Taylor Moore,56.77,0.77,51.7,87,29,0,0,6800,,35323,165746
692426,,,G,Hayden Buckley,54.71,1.2,49.1,86,28,0,0,6300,,1694130,692426
1813,,,G,Francesco Molinari,53.78,0.58,44.7,84,28,0,0,6800,,34915,1813
1956,,,G,Austin Cook,35.79,0.12,20.3,60.5,23,0,0,6100,,37956,1956
1406,,,G,Hudson Swafford,56.21,4.6,52.5,87.5,28.5,0,0,6700,,34940,1406
1417,,,G,Brooks Koepka,,0,68.9,,,0,0,9200,,34779,1417
185304,,,G,Seamus Power,75.07,7.5,79.9,100,32.5,0,0,7900,,35404,185304
477949,,,G,Austin Smotherman,55.92,3.4,52.2,85.5,28.5,0,0,6600,,3083528,477949
1902,,,G,David Skinns,41.74,0.08,28.3,73,25,0,0,6100,,37984,1902
763707,,,G,Cooper Dossey,22.18,0.01,10.8,55.45,12.2,0,0,6000,,3502220,763707
1979,,,G,Kelly Kraft,40.02,0.1,22.8,70.5,24.5,0,0,6300,,34901,1979
353925,,,G,Aaron Rai,61.52,4.5,59,90,29.5,0,0,7200,,37143,353925
1914,,,G,Maverick McNealy,70.39,20.9,81.8,96.5,31.5,0,0,7800,,37136,1914
171,,,G,Jordan Spieth,77.94,15.7,86.2,102.5,33.5,0,0,10100,,34812,171
193,,,G,Charl Schwartzel,49.16,0.41,38.8,81.08,27,0,0,6700,,34806,193
1639,,,G,Matt Kuchar,59.86,3.6,63.5,88.5,29,0,0,7700,,34780,1639
670627,,,G,Doc Redman,50.71,1.4,48.2,82,27,0,0,6800,,139893,670627
1849,,,G,Andrew Loupe,42.15,0.03,11.3,74,25,0,0,6000,,34985,1849
63191,,,G,Matt Wallace,46.19,0.61,36.5,78,26,0,0,6300,,37151,63191
473728,,,G,Nate Lashley,54.83,2.7,49.6,85.5,28,0,0,6800,,37914,473728
430916,,,G,Matthias Schwab,67.66,1.1,63.2,95,31,0,0,7100,,36546,430916
1927,,,G,Martin Laird,59.2,2.5,59.4,88.5,29,0,0,6900,,35040,1927
299906,,,G,Ryan Brehm,35.43,0.24,25.1,59.08,22.5,0,0,6200,,36071,299906
692607,,,G,Lee Hodges,56.4,0.42,47.2,87,28.5,0,0,6500,,672519,692607
1807,,,G,Scott Gutschewski,56.58,0.1,37.3,87,29,0,0,6200,,3083535,1807
703290,,,G,Jared Wolfe,45.77,0.06,29.7,78,26,0,0,6100,,3083530,703290
1907,,,G,Ben Kohles,42,0.24,38.6,73.5,25,0,0,6300,,37131,1907
494,,,G,James Du Preez,21.95,0.04,10.7,54.87,12.07,0,0,6000,,3502221,494
142,,,G,Marc Leishman,71.4,7.7,77.1,97,32,0,0,7800,,34785,142
1919,,,G,Justin Leonard,21.69,0.01,11.8,54.24,11.93,0,0,6000,,34902,1919
199,,,G,Danny Willett,54.06,1.2,53.8,86,27.5,0,0,6900,,34824,199
871,,,G,Tommy Fleetwood,73.32,8.1,76.9,98,32.5,0,0,9000,,35276,871
552,,,G,Mackenzie Hughes,54.23,1.9,63.1,84.5,28.5,0,0,7200,,36080,552
453,,,G,Christiaan Bezuidenhout,65.11,3.7,69.7,93.5,30.5,0,0,7400,,1156736,453
648084,,,G,Lanto Griffin,63.87,11.8,77.6,92.5,30,0,0,7700,,37913,648084
509671,,,G,Joaquin Niemann,83.54,17.2,88.2,106,37,0,0,9300,,37138,509671
861,,,G,Shaun Norris,51.37,0.48,42.8,82.5,27,0,0,7200,,37342,861
586,,,G,David Lipsky,61.69,1.1,59.2,91,30.5,0,0,7100,,36524,586
73285,,,G,Sepp Straka,60.4,9.5,64.3,90.5,29.5,0,0,7600,,565467,73285
620,,,G,Seung-Yul Noh,38.55,0.02,28.4,68.5,23.5,0,0,6000,,34916,620
873,,,G,Rory Sabbatini,53.59,0.62,47.6,84.58,28,0,0,6600,,34931,873
400,,,G,Brandt Snedeker,53.27,0.32,45.7,85,28,0,0,6600,,34811,400
411,,,G,Bubba Watson,60.63,3.8,65.3,89.5,29.5,0,0,7500,,34820,411
895,,,G,Kevin Kisner,58.46,2.4,59.1,88.58,29.43,0,0,7500,,34776,895
610,,,G,Emiliano Grillo,55.45,0.9,52.4,87.5,28.5,0,0,6800,,34764,610
654,,,G,Michael Thompson,53.55,0.35,45.7,84,28,0,0,6500,,34942,654
665,,,G,Andrew Putnam,54.02,0.28,49.5,84,28,0,0,6500,,37085,665
655,,,G,Kiradech Aphibarnrat,42.92,0.12,28.7,75,25.5,0,0,6300,,34740,655
329671,,,G,Kurt Kitayama,59.59,9.9,49.6,88.5,29,0,0,7400,,36560,329671
688,,,G,Henrik Stenson,46.67,0.5,46.6,79,26,0,0,6700,,34813,688
468,,,G,Ryan Palmer,63.4,3.8,63.7,92.5,30,0,0,7400,,34924,468
648099,,,G,Adam Schenk,54.49,2.2,49.6,85,28.5,0,0,6500,,37919,648099
700,,,G,Nick Taylor,59.18,1.1,55.3,88.5,29.5,0,0,7000,,34941,700
1080,,,G,Jason Kokrak,64.85,6.7,77,93,30.5,0,0,8300,,34900,1080
777,,,G,Carlos Ortiz,56.32,2.3,53.6,86.5,28.5,0,0,7000,,34921,777
83255,,,G,Aaron Wise,72.43,20.1,77.4,98.5,32.5,0,0,8100,,35144,83255
689,,,G,Adam Svensson,55.76,1.5,53.7,86,28.5,0,0,6400,,466731,689
1070,,,G,John Huh,54.22,0.27,35,85,28,0,0,6500,,34976,1070
789,,,G,Richy Werenski,44.11,0.13,26.5,76,25.5,0,0,6100,,36096,789
1390,,,G,Kramer Hickok,55.63,0.74,42.8,86.58,28,0,0,6400,,35062,1390
614,,,G,Scott Piercy,53.34,1.1,31.2,84.5,28,0,0,6700,,34801,614
856,,,G,Patton Kizzire,70.19,10.7,72.8,95.5,31.5,0,0,7100,,34898,856
867,,,G,Alex Noren,73.65,13.4,82.6,98,33,0,0,7900,,35121,867
559,,,G,Luke List,68.04,10.2,75.5,95,31.5,0,0,7300,,34904,559
218,,,G,Peter Uihlein,53.69,0.38,43.2,85,28,0,0,6600,,36567,218
708878,,,G,Mac Meissner,39.23,0.03,14.8,69.5,24,0,0,6200,,2800466,708878
956,,,G,Branden Grace,55.1,0.87,49.2,84.5,28,0,0,6800,,34763,956
427014,,,G,Keith Mitchell,68.86,12.5,73.5,96,31.5,0,0,7500,,37916,427014
1480,,,G,Martin Trainer,33.86,0.18,22.4,40.5,22,0,0,6100,,565470,1480
1491,,,G,Kyoung-Hoon Lee,63.92,3.4,59.4,91.5,30.5,0,0,7500,,37949,1491
638,,,G,Lee Westwood,53.76,0.51,54.7,84.58,28,0,0,7000,,34822,638
308,,,G,Ian Poulter,57.02,1.6,65.6,86.5,28.5,0,0,7400,,34802,308
509669,,,G,Sam Ryder,54.02,0.31,46.9,85,28,0,0,6700,,37145,509669
902,,,G,Xander Schauffele,85.07,14.8,91.7,107,38,0,0,9700,,36091,902
815,,,G,Jason Day,63.87,7.7,66.5,92.5,30.5,0,0,8200,,34752,815
1492,,,G,Jim Herman,48.23,0.05,29.1,79.5,26.5,0,0,6100,,34829,1492
304410,,,G,Joseph Bramlett,56.08,1.2,47.9,87.08,29,0,0,6500,,1074847,304410
1063,,,G,Michael Gligic,42.88,0.23,29.1,74.5,24.5,0,0,6200,,469112,1063
703985,,,G,Max McGreevy,44.31,0.06,30.1,76,25.5,0,0,6200,,3083533,703985
805,,,G,Brian Harman,,0,,,,0,0,7600,,34882,805
1141,,,G,Patrick Rodgers,61.51,1.9,60.3,90,30,0,0,7000,,34996,1141
1042,,,G,Jonas Blixt,33.94,0.01,15.7,41.5,21.5,0,0,6000,,35019,1042
1163,,,G,Vaughn Taylor,53.62,0.65,48,84.5,28,0,0,6300,,34817,1163
1284,,,G,Si Woo Kim,69.72,5.7,76.5,96,31.5,0,0,7800,,34895,1284
2010,,,G,Cameron Percy,53.79,0.43,51.3,84,28,0,0,6200,,34989,2010
1174,,,G,Bill Haas,45.18,0.12,25.1,76.5,26,0,0,6000,,34765,1174
1295,,,G,Justin Lower,40.18,0.25,37,71,24.5,0,0,6400,,3083531,1295
523168,,,G,Wyndham Clark,47.68,1.8,36.9,80,26.5,0,0,6900,,37183,523168
1120,,,G,Dylan Frittelli,53.28,2.4,49.7,83.58,28,0,0,7300,,36651,1120
698025,,,G,Harry Higgs,50.15,0.99,38.9,81.5,27.5,0,0,6500,,1266428,698025
729,,,G,Talor Gooch,72.13,17.9,85,98,32,0,0,8600,,37126,729
2044,,,G,Stephan Jaeger,46.97,1.7,47.4,79.5,26,0,0,6900,,37129,2044
699433,,,G,Dylan Wu,47.91,0.54,36.1,80,26.5,0,0,6400,,1327333,699433
1220,,,G,Morgan Hoffmann,,0,14.5,,,0,0,6100,,34887,1220
1154,,,G,Sam Burns,78.6,30.8,90.8,103,34.42,0,0,9500,,35095,1154
2056,,,G,Mark Hubbard,59.38,2.6,61,89,29,0,0,6900,,34890,2056
2078,,,G,Adam Scott,70.08,6.4,81,96,32,0,0,8700,,34807,2078
670471,,,G,Callum Tarren,48.42,0.72,37.8,79.5,26.5,0,0,6400,,1074859,670471
