player_name,sample_size,baseline,age,age_adj,true_sg_adj,timing_adj,sg_category_adj,course_history_adj,driving_dist_adj,driving_acc_adj,fit_other_adj,course_fit_total_adj,final_prediction,std_dev,event_name,course_name
"Hahn, James",150,-0.040,40,-0.026,-0.048,-0.025,0.094,-0.032,-0.002,-0.019,-0.005,-0.027,-0.104,2.638,"AT&T Byron Nelson",TPC Craig Ranch
"Stenson, Henrik",150,-0.009,46,-0.044,-0.005,0.016,-0.064,-0.040,0.086,-0.052,0.001,0.034,-0.111,2.654,"AT&T Byron Nelson",TPC Craig Ranch
"Malnati, Peter",150,0.038,34,-0.007,-0.036,-0.009,-0.114,-0.040,0.017,0.026,0.007,0.050,-0.118,2.682,"AT&T Byron Nelson",TPC Craig Ranch
"Piercy, Scott",150,-0.029,43,-0.035,-0.015,0.002,-0.029,-0.038,0.013,0.014,-0.001,0.026,-0.119,2.669,"AT&T Byron Nelson",TPC Craig Ranch
"Swafford, Hudson",150,0.043,34,-0.007,0.016,-0.006,-0.073,-0.035,-0.049,-0.007,-0.006,-0.061,-0.122,2.706,"AT&T Byron Nelson",TPC Craig Ranch
"Svensson, Adam",150,-0.196,28,0.014,-0.003,0.034,0.066,-0.040,0.026,-0.021,-0.006,-0.001,-0.125,2.701,"AT&T Byron Nelson",TPC Craig Ranch
"Wu, Brandon",150,-0.152,25,0.025,0.017,0.037,-0.024,-0.040,0.016,-0.009,-0.006,0.001,-0.137,2.682,"AT&T Byron Nelson",TPC Craig Ranch
"Stuard, Brian",150,-0.011,39,-0.022,-0.076,0.011,-0.144,-0.007,0.159,-0.067,0.009,0.101,-0.148,2.633,"AT&T Byron Nelson",TPC Craig Ranch
"Molinari, Francesco",150,-0.126,39,-0.022,-0.014,0.009,0.026,-0.040,0.032,-0.012,-0.001,0.020,-0.148,2.700,"AT&T Byron Nelson",TPC Craig Ranch
"Streb, Robert",150,-0.252,35,-0.008,0.059,-0.002,0.081,-0.040,0.005,0.011,-0.001,0.014,-0.148,2.692,"AT&T Byron Nelson",TPC Craig Ranch
