player_name,sample_size,DG_odds,bet365_odds,bet365_ev,whill_odds,whill_ev,fanduel_odds,fanduel_ev,draftkings_odds,draftkings_ev,pinnacle_odds,pinnacle_ev,betcris_odds,betcris_ev,betfair_odds,betfair_ev,betonline_odds,betonline_ev,betmgm_odds,betmgm_ev,betway_odds,betway_ev,bovada_odds,bovada_ev,circa_odds,circa_ev,pointsbet_odds,pointsbet_ev,skybet_odds,skybet_ev,unibet_odds,unibet_ev
"Snedeker, Brandt",150,+85006,+25000,-0.705,+20000,-0.764,+21000,-0.752,+30000,-0.646,+32239,-0.620,,0.00,+20000,-0.764,+25000,-0.705,+20000,-0.764,+15000,-0.823,+20000,-0.764,+30000,-0.646,+20000,-0.764,+20000,-0.764,+17500,-0.793
"Noh, Seung-Yul",150,+97461,+50000,-0.486,+50000,-0.486,+50000,-0.486,+50000,-0.486,+58792,-0.396,,0.00,+50000,-0.486,,0.00,+50000,-0.486,+50000,-0.486,+50000,-0.486,+60000,-0.384,+50000,-0.486,+50000,-0.486,+50000,-0.486
"Hagy, Brandon",150,+97461,+50000,-0.486,+40000,-0.589,+42000,-0.568,+50000,-0.486,+37955,-0.610,,0.00,+30000,-0.691,,0.00,+35000,-0.640,+30000,-0.691,+40000,-0.589,+65000,-0.333,+40000,-0.589,+30000,-0.691,+35000,-0.640
"Barjon, Paul",150,+102464,+35000,-0.658,+30000,-0.707,+39000,-0.619,+30000,-0.707,+46057,-0.550,,0.00,+30000,-0.707,,0.00,+35000,-0.658,+30000,-0.707,+30000,-0.707,+50000,-0.512,+35000,-0.658,+30000,-0.707,+50000,-0.512
"Brown, Scott",150,+105163,+40000,-0.619,+30000,-0.714,+50000,-0.524,+30000,-0.714,+49536,-0.528,,0.00,+50000,-0.524,,0.00,+40000,-0.619,+30000,-0.714,+30000,-0.714,+75000,-0.287,+40000,-0.619,+30000,-0.714,+35000,-0.667
"Kraft, Kelly",150,+108008,+60000,-0.444,+40000,-0.629,+50000,-0.537,+30000,-0.722,+71632,-0.336,,0.00,+50000,-0.537,,0.00,+40000,-0.629,+40000,-0.629,+50000,-0.537,+80000,-0.259,+40000,-0.629,+40000,-0.629,+50000,-0.537
"Percy, Cameron",150,+108008,+40000,-0.629,+40000,-0.629,+50000,-0.537,+25000,-0.768,+37853,-0.649,,0.00,+50000,-0.537,,0.00,+25000,-0.768,+30000,-0.722,+30000,-0.722,+60000,-0.444,+40000,-0.629,+30000,-0.722,+35000,-0.675
"Gligic, Michael",150,+114186,+50000,-0.562,+40000,-0.649,+50000,-0.562,+40000,-0.649,+42188,-0.630,,0.00,+50000,-0.562,,0.00,+25000,-0.780,+30000,-0.737,+40000,-0.649,+50000,-0.562,+30000,-0.737,+30000,-0.737,+35000,-0.693
"Thompson, Curtis",150,+117547,+50000,-0.574,+50000,-0.574,+50000,-0.574,+40000,-0.659,+43114,-0.633,,0.00,+50000,-0.574,,0.00,+40000,-0.659,+40000,-0.659,+50000,-0.574,+80000,-0.319,+40000,-0.659,+50000,-0.574,+50000,-0.574
"Chalmers, Greg",150,+124900,+100000,-0.199,+50000,-0.599,+50000,-0.599,+50000,-0.599,+49536,-0.603,,0.00,+50000,-0.599,,0.00,+40000,-0.679,+50000,-0.599,+50000,-0.599,+100000,-0.199,+50000,-0.599,+75000,-0.399,+50000,-0.599
"Moore, Ryan",150,+128932,+30000,-0.767,+25000,-0.805,+16000,-0.875,+40000,-0.689,+35888,-0.721,+15050,-0.883,+15000,-0.883,,0.00,+25000,-0.805,+20000,-0.844,+20000,-0.844,+27500,-0.786,+25000,-0.805,+20000,-0.844,+20000,-0.844
"Herman, Jim",150,+133233,+50000,-0.624,+50000,-0.624,+50000,-0.624,+40000,-0.699,+28054,-0.789,,0.00,+50000,-0.624,,0.00,+50000,-0.624,+50000,-0.624,+50000,-0.624,+80000,-0.399,+50000,-0.624,+40000,-0.699,+50000,-0.624
"McGreevy, Max",150,+137831,+40000,-0.709,+40000,-0.709,+42000,-0.695,+50000,-0.637,+49536,-0.640,,0.00,+30000,-0.782,,0.00,+35000,-0.746,+40000,-0.709,+40000,-0.709,+50000,-0.637,+40000,-0.709,+30000,-0.782,+50000,-0.637
"Hoag, Bo",150,+137831,+75000,-0.456,+40000,-0.709,+50000,-0.637,+40000,-0.709,+127033,-0.078,,0.00,+50000,-0.637,,0.00,+40000,-0.709,+50000,-0.637,+50000,-0.637,+100000,-0.274,+50000,-0.637,+40000,-0.709,+50000,-0.637
"Flavin, Patrick",150,+137831,+50000,-0.637,,0.00,+32000,-0.767,+40000,-0.709,,0.00,,0.00,,0.00,,0.00,+75000,-0.456,,0.00,,0.00,+35000,-0.746,+70000,-0.492,,0.00,,0.00
"Reeves, Seth",150,+142757,+40000,-0.719,+50000,-0.649,+50000,-0.649,+50000,-0.649,+80483,-0.436,,0.00,+50000,-0.649,,0.00,+50000,-0.649,+50000,-0.649,+50000,-0.649,+65000,-0.544,+50000,-0.649,+50000,-0.649,+50000,-0.649
"Kodaira, Satoshi",150,+142757,+35000,-0.754,+30000,-0.789,+38000,-0.733,+25000,-0.824,+49720,-0.651,+20050,-0.859,+30000,-0.789,,0.00,+25000,-0.824,+30000,-0.789,+30000,-0.789,+30000,-0.789,+35000,-0.754,+30000,-0.789,+50000,-0.649
"Cabrera Bello, Rafa",150,+148048,+40000,-0.729,+25000,-0.831,+28000,-0.810,+30000,-0.797,+46057,-0.688,,0.00,+25000,-0.831,,0.00,+30000,-0.797,+25000,-0.831,+25000,-0.831,+50000,-0.662,+30000,-0.797,+25000,-0.831,+35000,-0.763
"Skinns, David",150,+153746,+60000,-0.609,+50000,-0.674,+50000,-0.674,+40000,-0.739,+46057,-0.700,,0.00,+50000,-0.674,,0.00,+30000,-0.804,+40000,-0.739,+50000,-0.674,+100000,-0.349,+40000,-0.739,+50000,-0.674,+50000,-0.674
"Trainer, Martin",150,+159900,+60000,-0.624,+50000,-0.687,+38000,-0.762,+40000,-0.749,+64217,-0.598,,0.00,+30000,-0.812,,0.00,+50000,-0.687,+50000,-0.687,+50000,-0.687,+50000,-0.687,+50000,-0.687,+40000,-0.749,+50000,-0.687
"Kang, Sung",150,+181718,+40000,-0.779,+25000,-0.862,+28000,-0.845,+40000,-0.779,+40417,-0.777,,0.00,+25000,-0.862,,0.00,+40000,-0.779,+25000,-0.862,+40000,-0.779,+50000,-0.724,+30000,-0.834,+25000,-0.862,+50000,-0.724
"Watney, Nick",150,Inf,+75000,-0.643,+40000,-0.810,+50000,-0.762,+50000,-0.762,+80483,-0.617,,0.00,+50000,-0.762,,0.00,+50000,-0.762,+40000,-0.810,+50000,-0.762,+100000,-0.525,+50000,-0.762,+40000,-0.810,+50000,-0.762
"Garrigus, Robert",150,Inf,+60000,-0.715,+50000,-0.762,+50000,-0.762,+30000,-0.857,+64562,-0.693,,0.00,+50000,-0.762,,0.00,+30000,-0.857,+50000,-0.762,+50000,-0.762,+100000,-0.525,+50000,-0.762,+50000,-0.762,+50000,-0.762
"Choi, Albin",150,Inf,+60000,-0.715,+50000,-0.762,+50000,-0.762,+40000,-0.810,+43114,-0.795,,0.00,+50000,-0.762,,0.00,+75000,-0.643,+50000,-0.762,+50000,-0.762,+100000,-0.525,+40000,-0.810,+40000,-0.810,+50000,-0.762
"Knous, Jim",150,Inf,+75000,-0.681,+50000,-0.787,+50000,-0.787,+50000,-0.787,+107958,-0.541,,0.00,+50000,-0.787,,0.00,+100000,-0.575,+50000,-0.787,+50000,-0.787,+100000,-0.575,+50000,-0.787,+50000,-0.787,+50000,-0.787
"Cockerill, Aaron",150,Inf,+75000,-0.737,+30000,-0.895,+32000,-0.888,+30000,-0.895,+103812,-0.636,,0.00,+30000,-0.895,,0.00,+25000,-0.912,+30000,-0.895,+30000,-0.895,+80000,-0.720,+30000,-0.895,+25000,-0.912,+50000,-0.825
"Werbylo, Trevor",150,Inf,+75000,-0.756,+40000,-0.870,+38000,-0.876,+50000,-0.837,+71632,-0.767,,0.00,+30000,-0.902,,0.00,+50000,-0.837,+30000,-0.902,+30000,-0.902,+100000,-0.675,+40000,-0.870,+40000,-0.870,+50000,-0.837
"Bae, Sangmoon",150,Inf,+50000,-0.850,+40000,-0.880,+32000,-0.904,+40000,-0.880,+80483,-0.758,,0.00,+30000,-0.910,,0.00,+40000,-0.880,+30000,-0.910,+30000,-0.910,+80000,-0.760,+40000,-0.880,+25000,-0.925,+50000,-0.850
"Van Der Walt, Dawie",150,Inf,+75000,-0.775,+50000,-0.850,+50000,-0.850,+50000,-0.850,+58792,-0.823,,0.00,+50000,-0.850,,0.00,+50000,-0.850,+50000,-0.850,+50000,-0.850,+100000,-0.700,+50000,-0.850,+50000,-0.850,+50000,-0.850
"Macdonald, Stuart",150,Inf,+75000,-0.793,+75000,-0.793,+100000,-0.725,+50000,-0.862,+64562,-0.822,,0.00,+100000,-0.725,,0.00,+40000,-0.890,+50000,-0.862,+100000,-0.725,+100000,-0.725,+100000,-0.725,+50000,-0.862,+50000,-0.862
"Cook, Austin",150,Inf,+75000,-0.793,+30000,-0.917,+42000,-0.884,+50000,-0.862,+53917,-0.851,,0.00,+30000,-0.917,,0.00,+50000,-0.862,+30000,-0.917,+40000,-0.890,+75000,-0.793,+40000,-0.890,+30000,-0.917,+50000,-0.862
"Drewitt, Brett",150,Inf,+100000,-0.750,+50000,-0.875,+50000,-0.875,+50000,-0.875,+107958,-0.730,,0.00,+50000,-0.875,,0.00,+50000,-0.875,+50000,-0.875,+50000,-0.875,+100000,-0.750,+50000,-0.875,+50000,-0.875,+50000,-0.875
"Dufner, Jason",150,Inf,+60000,-0.865,+50000,-0.887,+50000,-0.887,+50000,-0.887,+91198,-0.795,,0.00,+50000,-0.887,,0.00,+75000,-0.831,+50000,-0.887,+50000,-0.887,+80000,-0.820,+50000,-0.887,+40000,-0.910,+50000,-0.887
"Blixt, Jonas",150,Inf,+100000,-0.825,+75000,-0.869,+50000,-0.912,+50000,-0.912,+192539,-0.663,,0.00,+50000,-0.912,,0.00,+75000,-0.869,+75000,-0.869,+100000,-0.825,+100000,-0.825,+100000,-0.825,+100000,-0.825,+100000,-0.825
"Creel, Joshua",150,Inf,+100000,-0.850,+50000,-0.925,+50000,-0.925,+50000,-0.925,+128493,-0.807,,0.00,+50000,-0.925,,0.00,+50000,-0.925,+50000,-0.925,+50000,-0.925,+100000,-0.850,+50000,-0.925,+50000,-0.925,+100000,-0.850
"Hearn, David",150,Inf,+150000,-0.775,+50000,-0.925,+50000,-0.925,+50000,-0.925,Inf,-0.615,,0.00,+50000,-0.925,,0.00,+50000,-0.925,+50000,-0.925,+50000,-0.925,+100000,-0.850,+50000,-0.925,+40000,-0.940,+100000,-0.850
"Barnes, Ricky",150,Inf,+150000,-0.812,+50000,-0.937,+50000,-0.937,+50000,-0.937,Inf,-0.679,,0.00,+50000,-0.937,,0.00,+50000,-0.937,+75000,-0.906,+100000,-0.875,+100000,-0.875,+100000,-0.875,+50000,-0.937,+100000,-0.875
"Hensby, Mark",144,Inf,+150000,-0.812,+50000,-0.937,+50000,-0.937,+50000,-0.937,Inf,-0.679,,0.00,+50000,-0.937,,0.00,+40000,-0.950,+50000,-0.937,+50000,-0.937,+100000,-0.875,+50000,-0.937,+50000,-0.937,+50000,-0.937
"Ewart, A.J.",5,Inf,Inf,-0.750,+50000,-0.937,+100000,-0.875,,0.00,,0.00,,0.00,+100000,-0.875,,0.00,+100000,-0.875,,0.00,+100000,-0.875,Inf,-0.750,+75000,-0.906,,0.00,+100000,-0.875
"Thornberry, Braden",150,Inf,+75000,-0.906,,0.00,+50000,-0.937,+30000,-0.962,,0.00,,0.00,,0.00,,0.00,+75000,-0.906,,0.00,,0.00,+100000,-0.875,+100000,-0.875,,0.00,,0.00
"Heffernan, Wes",90,Inf,+150000,-0.850,+50000,-0.950,+50000,-0.950,+50000,-0.950,Inf,-0.743,,0.00,+50000,-0.950,,0.00,+75000,-0.925,+50000,-0.950,+50000,-0.950,+150000,-0.850,+100000,-0.900,+50000,-0.950,+50000,-0.950
"Kang, Jeffrey",150,Inf,+150000,-0.850,,0.00,+50000,-0.950,,0.00,,0.00,,0.00,,0.00,,0.00,+75000,-0.925,,0.00,,0.00,+100000,-0.900,+100000,-0.900,,0.00,,0.00
"Henry, J.J.",150,Inf,Inf,-0.625,,0.00,+32000,-0.976,+50000,-0.962,,0.00,,0.00,,0.00,,0.00,+100000,-0.925,,0.00,,0.00,+150000,-0.887,+100000,-0.925,,0.00,,0.00
"Crane, Ben",150,Inf,+100000,-0.925,+50000,-0.962,+50000,-0.962,+50000,-0.962,+192539,-0.856,,0.00,+50000,-0.962,,0.00,+75000,-0.944,+75000,-0.944,+100000,-0.925,+100000,-0.925,+100000,-0.925,+75000,-0.944,+100000,-0.925
"Gainey, Tommy",150,Inf,+75000,-0.962,+50000,-0.975,+50000,-0.975,+30000,-0.985,Inf,-0.745,,0.00,+50000,-0.975,,0.00,+50000,-0.975,+50000,-0.975,+50000,-0.975,+100000,-0.950,+100000,-0.950,+50000,-0.975,+50000,-0.975
"Van Pelt, Bo",150,Inf,+100000,-0.950,+50000,-0.975,+50000,-0.975,+50000,-0.975,Inf,-0.875,,0.00,+50000,-0.975,,0.00,+50000,-0.975,+50000,-0.975,+50000,-0.975,+100000,-0.950,+50000,-0.975,+75000,-0.962,+50000,-0.975
"Creighton, Myles",150,Inf,+100000,-0.950,+50000,-0.975,+100000,-0.950,+40000,-0.980,Inf,-0.733,,0.00,+100000,-0.950,,0.00,+100000,-0.950,+50000,-0.975,+40000,-0.980,+100000,-0.950,+50000,-0.975,+60000,-0.970,+50000,-0.975
"Buhl, William",150,Inf,+150000,-0.925,+100000,-0.950,+100000,-0.950,+50000,-0.975,Inf,-0.733,,0.00,+100000,-0.950,,0.00,+100000,-0.950,+100000,-0.950,+100000,-0.950,+150000,-0.925,+100000,-0.950,+100000,-0.950,+100000,-0.950
"Cao, Yi",150,Inf,+150000,-0.925,+50000,-0.975,+50000,-0.975,+40000,-0.980,+128493,-0.936,,0.00,+50000,-0.975,,0.00,+35000,-0.982,+50000,-0.975,+50000,-0.975,+100000,-0.950,+50000,-0.975,+60000,-0.970,+50000,-0.975
"Travale, Johnny",150,Inf,Inf,-0.950,+100000,-0.975,+100000,-0.975,,0.00,Inf,-0.854,,0.00,+100000,-0.975,,0.00,+100000,-0.975,+75000,-0.981,+100000,-0.975,+100000,-0.975,+100000,-0.975,+100000,-0.975,+100000,-0.975
"Stadler, Kevin",150,Inf,+100000,-0.975,,0.00,+50000,-0.987,+50000,-0.987,Inf,-0.872,,0.00,,0.00,,0.00,+100000,-0.975,,0.00,,0.00,+150000,-0.962,+100000,-0.975,,0.00,,0.00
"McNeill, George",150,Inf,Inf,-0.875,,0.00,+32000,-0.992,+50000,-0.987,,0.00,,0.00,,0.00,,0.00,+100000,-0.975,,0.00,,0.00,+150000,-0.962,+100000,-0.975,,0.00,,0.00
"Every, Matt",150,,+100000,-1.100,,0.00,+50000,-1.050,+50000,-1.050,,0.00,,0.00,,0.00,,0.00,+75000,-1.075,,0.00,,0.00,+100000,-1.100,+30000,-1.030,,0.00,,0.00
"Johnson, Richard S.",150,,Inf,-1.250,+50000,-1.050,+50000,-1.050,,0.00,Inf,-1.582,,0.00,+50000,-1.050,,0.00,+100000,-1.100,,0.00,+100000,-1.100,+150000,-1.150,+100000,-1.100,,0.00,+100000,-1.100
"Kaye, Jonathan",57,,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,Inf,-1.250,,0.00,,0.00,,0.00
"Deraney, Joseph",150,,Inf,-1.200,+75000,-1.075,+50000,-1.050,,0.00,Inf,-1.511,,0.00,+50000,-1.050,,0.00,+75000,-1.075,,0.00,+100000,-1.100,Inf,-1.200,+100000,-1.100,,0.00,+100000,-1.100
"Weir, Mike",150,,+60000,-1.060,+50000,-1.050,+50000,-1.050,+50000,-1.050,+184957,-1.185,,0.00,+50000,-1.050,,0.00,+75000,-1.075,+50000,-1.050,+50000,-1.050,+100000,-1.100,+75000,-1.075,+75000,-1.075,+100000,-1.100
"Davis, Brian",150,,+100000,-1.100,,0.00,+50000,-1.050,+50000,-1.050,Inf,-1.511,,0.00,,0.00,,0.00,+100000,-1.100,,0.00,+50000,-1.050,+100000,-1.100,+100000,-1.100,,0.00,,0.00
"Rollins, John",150,,,0.00,,0.00,+50000,-1.050,,0.00,,0.00,,0.00,,0.00,,0.00,+100000,-1.100,,0.00,,0.00,+150000,-1.150,+100000,-1.100,,0.00,,0.00
"Davison, Callum",134,,+150000,-1.150,+50000,-1.050,+50000,-1.050,+50000,-1.050,Inf,-1.582,,0.00,+50000,-1.050,,0.00,+50000,-1.050,+50000,-1.050,+75000,-1.075,Inf,-1.200,+50000,-1.050,+100000,-1.100,+100000,-1.100
"Bohn, Jason",150,,+100000,-1.100,,0.00,+50000,-1.050,,0.00,,0.00,,0.00,,0.00,,0.00,+100000,-1.100,,0.00,,0.00,+150000,-1.150,+100000,-1.100,,0.00,,0.00
"Points, D.A.",150,,Inf,-1.200,+50000,-1.050,+50000,-1.050,+50000,-1.050,Inf,-1.257,,0.00,+50000,-1.050,,0.00,+100000,-1.100,,0.00,+75000,-1.075,+100000,-1.100,+100000,-1.100,+75000,-1.075,+100000,-1.100
"Sekulic, Max",150,,+100000,-1.100,+100000,-1.100,+100000,-1.100,,0.00,Inf,-1.558,,0.00,+100000,-1.100,,0.00,+150000,-1.150,+75000,-1.075,+100000,-1.100,+150000,-1.150,+100000,-1.100,+100000,-1.100,+100000,-1.100
"Adamonis, Brad",75,,Inf,-1.250,,0.00,+50000,-1.050,,0.00,,0.00,,0.00,,0.00,,0.00,+100000,-1.100,,0.00,,0.00,+150000,-1.150,+100000,-1.100,,0.00,,0.00
"Wagner, Johnson",150,,+100000,-1.100,+100000,-1.100,+50000,-1.050,+50000,-1.050,Inf,-1.582,,0.00,+50000,-1.050,,0.00,+50000,-1.050,+75000,-1.075,+100000,-1.100,+100000,-1.100,+100000,-1.100,+100000,-1.100,+100000,-1.100
"Leonard, Brendan",71,,+100000,-1.100,+100000,-1.100,+100000,-1.100,+50000,-1.050,Inf,-1.582,,0.00,+100000,-1.100,,0.00,+75000,-1.075,+50000,-1.050,+100000,-1.100,Inf,-1.200,+100000,-1.100,+100000,-1.100,+100000,-1.100
"McLachlin, Parker",150,,+150000,-1.150,,0.00,+50000,-1.050,,0.00,,0.00,,0.00,,0.00,,0.00,+100000,-1.100,,0.00,,0.00,+150000,-1.150,+100000,-1.100,,0.00,,0.00
"Merrick, John",150,,+100000,-1.100,,0.00,+50000,-1.050,+50000,-1.050,Inf,-1.582,,0.00,,0.00,,0.00,+100000,-1.100,,0.00,+30000,-1.030,+150000,-1.150,+100000,-1.100,,0.00,,0.00
"Du Toit, Jared",150,,+75000,-1.075,+50000,-1.050,+50000,-1.050,+40000,-1.040,Inf,-1.505,,0.00,+50000,-1.050,,0.00,+75000,-1.075,+50000,-1.050,+75000,-1.075,+150000,-1.150,+75000,-1.075,+75000,-1.075,+100000,-1.100
"Huston, John",150,,+150000,-1.150,,0.00,+100000,-1.100,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,Inf,-1.500,+100000,-1.100,,0.00,,0.00
