player_id,team,opp,pos,name,fpts,proj_own,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
2150,,,G,Brian Davis,25.37,0.03,23.82,53.27,13.95,0,0,6000,,34965,2150
427014,,,G,Keith Mitchell,65.17,10.7,77.04,87.85,28,0,0,9000,,37916,427014
1480,,,G,Martin Trainer,32.17,0.51,28.71,57,19,0,0,6100,,565470,1480
300174,,,G,J.T. Poston,52.35,9.5,61.1,79,24.5,0,0,7200,,36088,300174
946,,,G,Bo Hoag,47.34,0.22,35.05,74,23,0,0,6100,,1266429,946
1194,,,G,Cameron Smith,83.71,14.4,94.6,102.5,65.5,0,0,10300,,34810,1194
509669,,,G,Sam Ryder,52.43,2.7,55.59,79.5,25,0,0,6600,,37145,509669
1492,,,G,Jim Herman,43.44,0.18,35.53,71,22.5,0,0,6100,,34829,1492
765420,,,G,A.J. Ewart,25.12,0.01,9.2,52.74,13.81,0,0,6000,,3549713,765420
304410,,,G,Joseph Bramlett,54.44,2.5,51.03,80.5,25,0,0,7200,,1074847,304410
600530,,,G,Rasmus Hojgaard,59.93,5.5,73.48,84.5,26,0,0,8300,,2216179,600530
1063,,,G,Michael Gligic,40.26,1.8,33.7,68.5,21.5,0,0,6600,,469112,1063
703985,,,G,Max McGreevy,41.44,1.1,39.65,70,22,0,0,6300,,3083533,703985
765421,,,G,Wes Heffernan,25.21,0.01,9.2,52.95,13.87,0,0,6100,,3549714,765421
1141,,,G,Patrick Rodgers,58.44,7.3,64.43,83,26,0,0,7700,,34996,1141
1042,,,G,Jonas Blixt,32.99,0.26,17.96,58.5,19.5,0,0,6200,,35019,1042
1163,,,G,Vaughn Taylor,51.64,5.5,57.96,78,24.5,0,0,6800,,34817,1163
2010,,,G,Cameron Percy,51.15,2.7,46.04,77.5,24.5,0,0,6500,,34989,2010
1174,,,G,Bill Haas,44.73,1.5,35.62,71.5,23,0,0,6800,,34765,1174
1295,,,G,Justin Lower,40.35,2.6,48.74,68.5,22,0,0,6800,,3083531,1295
1075,,,G,Matt Fitzpatrick,80.37,18.5,94.28,99,63,0,0,9900,,34759,1075
2065,,,G,Ben Martin,49.15,1.3,44.15,76.5,24,0,0,6500,,34910,2065
523168,,,G,Wyndham Clark,48.25,3.7,46.52,75.5,24,0,0,6900,,37183,523168
1120,,,G,Dylan Frittelli,53.12,9.2,58.46,79,24.5,0,0,7600,,36651,1120
1362,,,G,Mark Hensby,31.09,0.53,33.06,54.5,18.5,0,0,6300,,35376,1362
698025,,,G,Harry Higgs,46.69,2.7,44.34,74,23.5,0,0,6800,,1266428,698025
765422,,,G,Max Sekulic,25.44,0.01,9.2,53.42,13.99,0,0,6100,,3549715,765422
718,,,G,Parker McLachlin,27.58,0.03,9.2,34,17,0,0,6000,,36282,718
2044,,,G,Stephan Jaeger,53.42,4.1,61.7,80,25.5,0,0,7300,,37129,2044
2055,,,G,Richard S Johnson,25.3,0.03,12.67,53.13,13.91,0,0,6000,,37957,2055
699433,,,G,Dylan Wu,46.97,0.71,41.27,74.5,23.5,0,0,6500,,1327333,699433
765423,,,G,Johnny Travale,25.31,0.01,9.2,53.16,13.92,0,0,6000,,3549716,765423
1154,,,G,Sam Burns,76.76,11,91.32,97,40.15,0,0,10000,,35095,1154
722303,,,G,Myles Creighton,25.66,0.01,9.2,53.89,14.11,0,0,6000,,3549717,722303
755457,,,G,Trevor Werbylo,38.12,0.32,34.53,66,21,0,0,6500,,3083536,755457
2056,,,G,Mark Hubbard,60.61,5.4,70.73,84,27,0,0,7900,,34890,2056
670471,,,G,Callum Tarren,47.75,4.3,46.06,75.5,24,0,0,6700,,1074859,670471
