player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Matthew Stafford,4924,QB,DET,8,354,65.6,90,97,7.6,1.99,2,3,2.9,53.6,52,36,11.9,101,28.5,7,29,,,,,85.3,65.8,0.2,,66.0,,,,1,2,106,11.1,89.2,4.0,4,0,0,4,8,2,1.9,549,5.7,0,11,73.5,85.1,87.2,39.7,78.4,232,241,8.6,2.54,4,15,6.0,66.0,159,72,12.6,253,71.5,23,97,,,,,90.4,92.3,48.2,,90.9,,81.7,,0,4,262,8.3,97.0,2.4,6,6,1,4,8,4,1.5,2068,8.6,78.2,239,243,7.3,2.17,3,10,4.0,68.3,166,0,11.2,246,69.5,21,92,,,,,90.4,92.4,84.1,,91.1,,70.4,,0,5,254,,102.4,0.0,0,3,1,0,13,2,0.8,1989,8.2,4,65.1,83,95,11.1,2.85,3,8,8.0,47.4,45,108,16.7,108,30.5,9,34,,,,,85.7,66.4,0.0,,65.1,,78.4,,1,1,114,9.3,75.2,9.3,10,3,0,8,3,4,3.5,628,6.6
Peyton Manning,327,QB,DEN,8,344,82.8,64,65,7.9,2.02,0,4,5.7,70.8,46,13,13.2,65,18.9,7,33,,,,,82.5,87.9,79.2,,85.4,,,,0,1,70,0.0,132.2,0.0,0,0,0,1,10,2,2.9,593,9.1,0,10,76.9,91.0,92.1,28.2,79.0,262,268,8.3,2.44,1,16,5.7,71.3,191,61,7.7,279,81.1,16,120,,,,,90.6,92.5,84.7,,91.4,,,,0,5,294,18.0,113.5,3.9,11,0,0,5,19,4,1.4,2326,8.7,81.2,266,270,7.7,2.17,1,17,6.0,72.6,196,0,9.3,270,78.5,20,121,,,,,90.6,93.3,84.6,,92.1,,,,0,5,285,,122.7,0.0,0,0,0,3,26,5,1.8,2315,8.6,2,73.3,60,63,10.4,3.06,0,3,4.4,65.1,41,74,6.8,74,21.5,3,32,,,,,83.1,80.9,79.7,,79.1,,,,0,1,79,14.9,105.5,14.9,11,0,0,3,3,1,1.3,604,9.6
Alex Smith,2218,QB,KC,8,342,65.3,98,106,6.8,2.71,2,2,1.8,54.7,58,52,9.4,120,35.1,6,29,,,,,86.5,58.5,81.4,,57.9,,63.3,,1,2,125,21.2,62.9,9.2,11,3,0,5,0,2,1.6,587,5.5,0,16,91.1,63.0,64.7,54.6,75.9,166,180,6.1,3.01,3,7,3.7,61.7,111,67,11.9,222,64.9,15,70,,,,,90.2,69.1,83.7,,68.1,,63.9,,2,2,229,19.4,93.5,5.9,13,29,3,6,9,5,2.2,1208,6.7,76.7,193,202,5.7,2.58,3,4,1.9,64.9,131,0,11.5,223,65.2,17,73,,,,,90.2,70.5,83.8,,70.2,,59.7,,0,3,232,,88.1,0.0,0,21,3,3,6,4,1.7,1370,6.8,5,59.2,71,84,8.1,3.51,2,5,5.7,45.2,38,119,9.5,119,34.8,4,26,,,,,86.3,55.5,81.3,,52.8,,69.4,,3,1,122,20.2,67.8,20.2,24,11,0,8,3,3,2.5,425,5.1
Tom Brady,698,QB,NE,8,333,66.7,93,95,8.0,2.35,0,4,3.8,53.7,51,40,17.7,105,31.5,11,31,,,,,39.7,60.2,81.1,,59.9,,,,1,0,115,25.0,80.9,9.5,10,0,0,1,3,4,3.5,538,5.7,0,19,42.5,63.2,67.0,29.2,67.5,203,212,9.7,2.63,0,12,5.5,56.6,120,70,12.4,228,68.5,17,64,,,,,75.6,71.4,83.8,,69.6,,70.1,,2,6,237,18.6,72.2,5.7,13,3,2,5,6,8,3.4,1286,6.1,71.4,217,221,8.0,2.27,0,11,4.8,59.3,131,0,15.5,223,67.0,24,64,,,,,90.2,77.8,83.8,,76.1,,62.0,,0,4,233,,78.7,0.0,0,2,2,2,8,7,3.0,1202,5.4,1,55.7,79,86,12.4,3.09,0,5,5.4,46.5,40,110,9.1,110,33.0,4,31,,,,,27.2,49.2,81.2,,48.7,,65.9,,3,2,119,20.9,65.2,20.9,23,1,0,4,1,5,4.2,622,7.2
Eli Manning,1722,QB,NYG,8,330,63.6,99,107,10.0,2.62,1,5,4.4,52.3,56,53,11.1,114,34.5,7,35,,,,,60.1,62.7,0.0,,64.6,,,,0,6,120,13.2,58.4,6.1,7,0,0,7,3,10,8.3,687,6.4,0,21,74.8,70.0,71.4,51.4,67.7,189,200,10.9,2.81,2,10,4.7,57.5,115,84,10.2,216,65.5,13,69,,,,,90.2,75.4,83.7,,72.9,,76.8,,2,9,227,14.3,73.8,5.6,12,4,0,7,7,9,4.0,1480,7.4,70.4,186,192,10.3,2.38,3,7,3.4,59.9,115,0,12.2,193,58.5,16,63,,,,,90.0,81.8,0.0,,80.8,,,,0,10,206,,70.6,0.5,1,0,0,3,6,10,4.9,1375,7.2,8,58.8,102,115,11.0,3.25,0,8,6.7,48.7,56,137,6.7,137,41.5,4,41,,,,,64.2,54.7,21.6,,53.5,,76.8,,2,5,141,13.1,64.8,13.1,18,4,0,11,4,9,6.4,792,6.9
Matt Ryan,4317,QB,ATL,7,320,75.0,88,96,8.2,2.43,1,5,5.1,64.6,62,49,6.1,103,32.2,4,45,,,,,85.3,83.6,0.2,,82.0,,63.1,,3,4,106,12.2,79.9,5.8,6,1,0,4,2,4,3.8,792,8.3,0,2,90.9,84.3,82.7,59.4,79.1,196,209,6.2,2.56,5,9,4.0,68.4,143,82,7.7,217,67.8,12,71,,,,,90.2,80.2,83.8,,78.0,,63.9,,0,3,232,8.5,100.8,3.2,7,1,1,7,12,4,1.7,1431,6.8,83.6,183,188,5.9,2.24,4,8,4.0,76.1,143,0,6.5,189,59.1,10,77,,,,,90.0,89.0,83.2,,86.2,,63.9,,0,2,201,,109.8,0.0,0,1,1,0,9,4,2.0,1480,7.9,2,67.3,101,117,8.5,2.93,2,6,4.9,53.0,62,131,8.8,131,40.9,6,39,,,,,87.1,70.8,16.3,,70.0,,63.1,,3,5,137,9.9,69.1,9.9,13,1,0,11,5,4,2.9,743,6.4
Tony Romo,1693,QB,DAL,8,318,69.2,91,96,7.5,2.32,1,6,5.6,60.4,58,38,7.9,102,32.1,5,33,,,,,66.6,68.2,81.0,,67.9,,56.8,,0,1,113,10.5,91.1,3.9,4,1,0,4,5,2,1.8,590,6.1,0,9,74.6,75.7,78.7,27.9,74.2,194,199,8.4,2.87,2,10,4.8,68.8,137,71,4.9,216,67.9,7,83,,,,,90.2,80.7,83.7,,80.9,,41.9,,0,4,227,16.9,106.9,5.6,12,5,1,2,13,4,1.8,1626,8.2,79.6,201,204,7.2,2.37,2,9,4.1,74.0,151,0,5.6,209,65.7,9,87,,,,,90.2,91.0,83.6,,90.4,,47.3,,0,2,224,,118.0,0.0,0,4,1,0,15,2,0.9,1655,8.1,0,56.0,84,91,10.3,3.32,1,7,7.2,48.4,44,109,6.4,109,34.3,3,29,,,,,67.1,47.6,81.1,,49.9,,45.5,,0,3,116,14.7,65.3,14.7,16,2,0,6,3,4,3.4,561,6.2
Carson Palmer,1317,QB,ARZ,8,311,68.9,61,65,10.6,2.24,1,4,5.9,58.5,38,32,9.5,70,22.5,4,24,,,,,82.8,78.4,79.4,,76.7,,,,0,1,73,15.6,82.3,7.1,5,0,0,3,2,2,2.7,431,6.6,0,1,82.2,62.1,63.7,47.8,69.3,205,219,9.5,2.63,4,10,4.2,62.1,136,97,4.2,241,77.5,6,73,,,,,76.8,56.9,9.9,,57.7,58.9,60.2,,3,13,260,18.6,69.5,7.5,18,4,0,7,8,19,7.3,1483,6.8,73.4,177,181,9.3,2.23,4,11,5.7,69.1,125,0,3.8,182,58.5,5,72,,,,,89.8,78.4,83.1,,76.9,,57.9,,0,7,194,,93.5,0.0,0,1,0,0,9,11,5.7,1450,8.0,3,60.7,89,103,10.7,2.98,1,3,2.7,47.6,49,129,9.3,129,41.5,5,25,,,,,62.7,40.8,0.0,,42.8,58.9,63.1,,3,7,139,17.8,35.4,17.8,23,3,0,10,1,10,7.2,464,4.5
Andy Dalton,6187,QB,CIN,8,308,69.7,89,94,9.7,2.29,1,6,6.3,60.6,57,35,8.1,104,33.8,5,44,,,,,29.5,59.4,80.8,,58.7,,63.3,,1,3,107,25.7,94.8,8.7,9,1,0,3,6,7,6.5,771,8.2,0,7,69.9,72.5,74.7,41.0,77.8,176,185,8.5,2.57,4,16,8.2,68.1,126,44,8.0,204,66.2,11,65,,,,,90.1,81.4,83.4,,81.5,,51.9,,1,4,214,15.9,101.1,3.4,7,12,0,4,10,7,3.3,1478,8.0,78.3,217,223,8.1,2.22,5,17,7.4,71.3,159,0,6.5,229,74.4,11,90,,,,,90.3,81.7,83.8,,80.3,,57.6,,0,6,236,,105.2,0.0,0,6,0,1,13,10,4.2,1900,8.5,0,60.4,48,56,12.5,3.2,0,5,8.2,42.9,24,79,17.2,79,25.6,5,19,,,,,27.3,53.6,79.9,,54.7,,54.6,,2,1,85,20.3,74.2,20.3,16,7,0,6,3,4,4.7,349,6.2
Robert Griffin III,7008,QB,WAS,7,299,68.2,88,96,9.2,2.68,2,2,2.0,52.1,50,51,16.7,106,35.5,10,40,,,,,85.3,62.2,80.8,,61.5,,62.2,,1,2,108,15.7,74.7,7.5,8,2,0,5,3,2,1.9,633,6.6,0,32,70.6,61.2,60.9,59.3,74.5,165,172,8.4,3.08,1,5,2.8,62.8,108,62,12.2,193,64.5,15,62,,,,,54.5,58.5,83.2,,60.2,,49.2,,1,6,203,9.7,81.7,3.1,6,15,0,5,6,8,3.9,1245,7.2,75.4,179,182,7.5,2.43,3,4,2.1,65.4,119,0,11.9,186,62.2,16,69,,,,,89.8,67.0,83.0,,65.8,,65.4,,0,5,193,,84.5,0.0,0,4,0,0,5,5,2.6,1322,7.3,3,64.9,74,86,11.6,3.77,0,3,3.3,45.3,39,113,18.8,113,37.8,9,33,,,,,32.1,49.3,81.2,,52.5,,46.4,,2,3,118,12.4,67.8,12.4,14,13,0,10,4,5,4.2,556,6.5
