player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Matthew Stafford,4924,QB,DET,7,73.7,278,290,8.2,2.33,5,14,4.6,61.4,178,0,92,13.2,303,27,107,11,69.6,82.1,85.1,31.1,1,4,316,3,9.8,95.3,3.0,9,4,0,6,15,4,1.3,2129,7.3
Peyton Manning,327,QB,DEN,7,80.6,283,289,8.4,2.37,0,20,6.5,71.6,207,0,65,9.2,298,21,130,10,73.6,92.1,93.2,27.8,0,3,318,1,13.8,123.3,3.0,9,0,0,6,25,5,1.6,2565,8.9
Tom Brady,698,QB,NE,7,66.9,275,285,9.2,2.56,0,13,4.3,55.4,158,0,100,14.1,307,26,88,19,49.9,64.5,68.3,29.0,2,5,322,1,20.0,75.3,6.5,20,2,2,6,8,9,2.8,1708,6.0
Joe Flacco,4332,QB,BLT,7,68.1,254,269,9.5,2.79,3,17,6.0,59.5,160,0,111,7.5,293,13,86,3,59.3,66.0,66.0,51.4,4,8,310,1,18.0,78.9,6.8,20,4,0,8,8,14,4.5,1917,7.1
Eli Manning,1722,QB,NYG,7,65.7,251,268,10.8,2.78,2,13,4.6,54.5,146,0,123,11.5,290,19,92,21,71.6,68.6,69.1,53.8,2,15,306,5,14.6,66.5,6.2,18,4,0,13,10,19,6.2,1921,7.2
Carson Palmer,1317,QB,ARZ,7,69.0,248,266,9.5,2.52,5,13,4.6,60.5,161,0,121,5.8,289,10,88,1,80.9,61.8,63.1,48.8,3,13,309,3,16.5,69.5,6.9,20,3,0,10,8,20,6.5,1742,6.5
Tony Romo,1693,QB,DAL,7,74.3,257,265,7.9,2.67,3,15,5.3,68.3,181,0,93,5.2,286,10,107,9,72.0,78.6,81.0,28.3,0,5,307,0,17.2,101.6,5.6,16,4,1,4,15,6,2.0,2010,7.6
Sam Bradford,5526,QB,SL,7,74.7,241,262,7.0,2.67,8,9,3.3,60.7,159,0,103,11.7,284,21,88,26,55.4,72.6,74.7,34.7,2,4,297,0,14.6,91.0,5.3,15,7,0,11,14,11,3.7,1689,6.4
Alex Smith,2218,QB,KC,7,71.4,231,250,6.4,2.87,4,9,3.4,58.0,145,0,103,12.1,296,20,85,16,90.8,63.1,65.2,53.7,3,4,307,5,17.5,79.3,6.1,18,28,3,9,7,6,2.0,1570,6.3
Philip Rivers,1725,QB,SD,7,82.6,235,249,8.0,2.47,5,14,5.2,73.9,184,1,74,5.2,264,10,115,27,90.6,90.5,90.7,51.3,2,5,283,3,14.9,111.1,4.2,11,4,0,7,15,8,2.8,2132,8.6
