player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Sam Bradford,5526,QB,SL,5,234,73.5,49,54,6.9,2.2,4,2,3.6,61.1,33,28,8.3,56,23.9,3,22,,,,,81.3,62.4,78.5,,62.7,,57.9,,1,0,58,3.6,97.6,1.8,1,1,0,0,3,3,5.2,338,6.3,0,26,48.1,61.1,63.7,35.1,73.0,148,162,7.2,2.88,4,4,2.4,57.4,93,60,13.9,178,76.1,15,48,,,,,33.7,60.8,82.9,,63.5,,29.8,,1,3,186,20.0,81.8,6.7,12,4,0,9,7,8,4.3,979,6.0,82.6,138,143,5.5,2.37,5,4,2.7,70.6,101,0,11.4,146,62.4,13,51,,,,,87.9,80.8,82.1,,79.3,,59.4,,0,3,152,,101.9,0.0,0,3,0,0,9,5,3.3,986,6.9,0,50.8,59,73,10.8,3.3,3,2,2.6,34.2,25,88,16.7,88,37.6,5,19,,,,,24.0,32.6,80.2,,39.4,,28.1,,2,0,92,14.8,54.1,14.8,13,2,0,9,1,6,6.5,331,4.5
Matt Ryan,4317,QB,ATL,5,228,81.5,54,61,7.9,2.42,1,3,4.7,67.2,41,32,6.8,66,28.9,3,30,,,,,82.4,86.8,79.2,,84.5,,,,3,1,69,15.6,95.5,7.6,5,0,0,3,1,2,2.9,568,9.3,0,2,90.3,90.7,89.1,63.9,79.5,151,157,6.5,2.55,2,8,4.8,70.1,110,62,8.3,162,71.1,10,57,,,,,88.9,88.0,82.6,,85.3,,63.9,,0,2,173,6.5,103.0,2.5,4,1,0,4,9,1,0.6,1081,6.9,86.3,131,133,6.1,2.26,2,6,4.2,79.7,106,0,6.2,134,58.8,7,61,,,,,87.5,92.3,81.9,,91.1,,63.9,,0,0,143,,121.5,0.0,0,1,0,0,8,2,1.4,1110,8.3,1,68.9,74,85,8.3,2.86,1,5,5.6,52.9,45,94,11.8,94,41.2,6,26,,,,,84.8,74.8,80.5,,73.4,,,,3,3,99,9.6,65.8,9.6,9,0,0,7,2,1,1.0,539,6.3
Matt Schaub,1811,QB,HST,5,225,65.1,63,68,8.3,2.38,1,3,4.3,55.9,38,36,7.3,73,32.4,3,23,,,,,82.9,45.9,0.0,,48.0,,,,1,5,74,13.9,67.3,6.8,5,0,0,3,5,8,10.8,405,6.0,0,13,90.3,60.0,60.3,57.9,76.7,133,144,7.6,2.85,3,5,3.2,67.4,97,62,4.9,152,67.6,5,50,,,,,88.5,67.7,82.4,,67.2,,57.9,,1,4,163,11.3,81.4,4.6,7,1,0,7,3,5,3.1,961,6.7,77.4,124,127,7.2,2.44,3,5,3.8,72.4,92,0,4.2,127,56.4,4,46,,,,,86.8,73.3,81.6,,72.0,,,,0,6,131,,89.7,0.0,0,0,0,0,7,6,4.6,871,6.9,2,65.3,72,85,8.8,3.03,1,3,3.3,50.6,43,98,8.5,98,43.6,4,27,,,,,85.3,42.7,0.2,,45.0,,57.9,,2,3,106,12.2,57.7,12.2,12,1,0,10,1,7,6.6,495,5.8
Alex Smith,2218,QB,KC,5,222,64.7,51,53,7.4,2.58,1,1,1.8,56.6,30,24,9.1,59,26.6,3,16,,,,,81.8,61.4,78.8,,62.4,,55.3,,0,1,63,20.8,71.3,8.5,5,1,0,1,0,2,3.2,381,7.2,0,16,90.3,65.1,68.4,49.6,73.0,122,132,6.5,2.99,3,7,5.1,59.1,78,46,12.4,163,73.4,11,49,,,,,88.7,69.5,82.5,,69.6,,59.7,,2,2,168,17.4,88.6,4.9,8,23,3,2,7,4,2.4,821,6.2,75.0,128,134,5.8,2.64,2,4,2.8,63.4,85,0,11.5,152,68.5,11,48,,,,,88.3,73.2,82.3,,73.7,,57.5,,0,2,159,,86.8,0.0,0,18,3,1,4,3,1.9,904,6.7,4,57.8,45,51,9.5,3.41,2,4,7.5,45.1,23,70,11.5,70,31.5,3,17,,,,,82.7,54.7,79.3,,54.7,,58.9,,2,1,72,18.6,75.4,18.6,13,6,0,2,3,3,4.2,298,5.8
Eli Manning,1722,QB,NYG,5,221,62.3,61,67,11.0,2.74,1,3,4.2,49.3,33,32,13.2,73,33.0,5,21,,,,,47.7,62.5,0.0,,64.3,,,,0,4,78,18.8,59.4,8.2,6,0,0,5,3,7,9.0,422,6.3,0,21,64.5,66.7,67.8,51.0,64.6,130,136,11.8,2.75,0,7,4.8,55.9,76,58,9.5,148,67.0,8,44,,,,,88.2,70.1,82.2,,68.0,,73.9,,1,8,157,15.5,68.9,6.1,9,3,0,5,5,8,5.1,1060,7.8,68.5,127,131,10.8,2.37,1,5,3.5,58.8,77,0,11.5,131,59.3,10,44,,,,,87.4,76.3,0.0,,76.1,,,,0,8,142,,69.0,0.0,0,0,0,3,5,8,5.6,963,7.4,5,54.7,64,72,12.9,3.3,0,5,6.7,44.4,32,90,8.6,90,40.7,3,21,,,,,53.1,53.9,80.3,,52.0,,73.9,,1,4,93,16.7,59.9,16.7,15,3,0,7,3,7,7.5,519,7.2
Drew Brees,802,QB,NO,5,219,77.8,54,56,8.6,2.53,0,3,5.4,71.4,40,25,4.8,64,29.2,2,23,,,,,81.9,82.2,78.9,,81.4,,56.8,,1,1,64,28.0,121.3,10.9,7,1,0,1,5,2,3.1,502,9.0,0,20,80.5,83.1,84.5,46.0,78.7,136,145,8.7,2.72,1,11,7.2,69.0,100,39,6.5,155,70.8,7,56,,,,,73.8,83.1,82.4,,80.9,,65.4,,0,3,163,15.4,102.1,3.9,6,4,1,7,7,5,3.1,1220,8.4,80.1,151,153,8.0,2.39,1,10,6.3,76.5,117,0,3.3,155,70.8,4,64,,,,,88.3,91.5,82.3,,90.5,,62.1,,0,3,160,,118.1,0.0,0,2,1,0,10,4,2.5,1421,9.3,1,71.8,39,48,11.0,3.32,0,4,7.8,47.9,23,64,17.9,64,29.2,5,15,,,,,54.3,59.2,79.0,,59.2,,59.2,,1,1,67,20.3,73.4,20.3,13,3,0,8,2,3,4.5,301,6.3
Joe Flacco,4332,QB,BLT,5,217,63.6,66,74,10.6,2.65,2,4,5.1,52.7,39,41,7.1,81,37.3,3,22,,,,,83.8,64.0,79.9,,63.5,,,,2,1,85,17.1,78.5,8.6,7,0,0,4,3,3,3.5,437,5.9,0,3,64.0,63.5,63.4,48.3,67.7,124,127,8.9,2.74,0,9,6.7,60.6,77,46,8.3,136,62.7,7,42,,,,,48.4,63.3,81.9,,62.6,,62.1,,1,7,143,15.2,65.2,5.1,7,2,0,2,2,8,5.6,923,7.3,71.4,126,129,8.6,2.36,2,7,5.2,63.6,82,0,8.9,130,59.9,8,45,,,,,87.1,70.1,81.7,,68.7,,63.3,,0,4,135,,81.9,0.0,0,1,0,1,4,5,3.7,910,7.1,0,56.3,64,72,11.2,3.23,0,6,7.7,47.2,34,87,5.6,87,40.1,2,19,,,,,31.0,54.3,80.3,,54.8,,58.3,,3,4,93,16.1,49.0,16.1,14,1,0,5,1,6,6.5,450,6.3
Ryan Tannehill,7014,QB,MIA,5,210,83.6,55,61,10.2,2.37,3,3,4.8,68.9,42,27,8.7,71,33.8,4,27,,,,,43.6,84.5,79.3,,82.1,,64.1,,1,1,72,29.6,91.7,11.3,8,2,0,2,0,2,2.8,572,9.4,0,17,29.1,77.7,81.7,32.8,73.9,115,121,9.0,2.49,0,7,5.6,59.5,72,44,15.3,139,66.2,13,40,,,,,40.4,75.7,81.9,,76.3,,41.3,,1,4,143,36.4,82.4,11.5,16,2,2,3,6,6,4.2,811,6.7,81.8,132,138,8.1,2.06,3,8,5.7,67.4,93,0,13.9,139,66.2,15,48,,,,,63.9,90.1,81.9,,90.2,,31.1,,0,2,143,,97.2,0.0,0,1,2,1,6,3,2.1,1011,7.3,0,60.5,38,44,14.1,3.23,0,2,4.4,47.7,21,71,8.7,71,33.8,2,19,,,,,25.7,58.3,79.3,,55.8,,72.6,,2,3,72,33.8,48.7,33.8,24,3,0,4,0,5,6.9,372,8.5
Matthew Stafford,4924,QB,DET,5,207,66.7,60,64,6.6,1.91,2,2,3.1,56.3,36,23,10.0,67,32.4,4,20,,,,,82.3,67.7,79.1,,66.9,,,,0,2,68,13.0,81.6,4.5,3,0,0,2,4,1,1.5,382,6.0,0,11,58.6,78.6,83.2,29.6,79.1,129,132,7.6,2.49,3,8,5.8,67.4,89,34,12.7,140,67.6,13,52,,,,,87.6,90.2,82.0,,87.1,,73.6,,0,1,147,14.7,101.3,3.6,5,3,0,0,4,2,1.4,1142,8.7,79.2,144,147,6.9,2.18,3,4,2.7,68.7,101,0,11.4,150,72.5,13,56,,,,,88.0,89.5,82.1,,86.3,,70.4,,0,3,153,,99.4,0.0,0,3,0,0,6,1,0.7,1234,8.4,1,62.2,45,49,8.6,2.63,2,6,11.3,49.0,24,57,14.3,57,27.5,4,16,,,,,81.5,68.7,78.8,,67.0,,63.3,,0,0,62,14.0,81.2,14.0,8,0,0,2,2,2,3.2,290,5.9
Tom Brady,698,QB,NE,5,207,59.7,62,63,7.7,2.39,0,1,1.5,50.8,32,24,13.5,68,32.9,5,19,,,,,55.8,52.9,79.3,,53.2,,,,0,0,71,20.8,82.0,7.4,5,0,0,1,3,1,1.4,329,5.2,0,19,48.7,61.9,67.9,27.9,70.5,129,133,9.2,2.59,0,7,5.1,59.4,79,42,13.2,139,67.1,12,41,,,,,87.6,76.2,81.9,,74.7,,,,1,3,145,14.3,79.8,4.3,6,0,1,2,4,3,2.1,882,6.6,72.1,140,141,7.8,2.27,0,6,4.1,61.0,86,0,14.9,141,68.1,15,41,,,,,87.6,74.4,81.9,,73.0,,,,0,2,145,,87.4,0.0,0,0,1,0,7,3,2.1,806,5.7,1,52.9,51,55,11.4,3.05,0,2,3.4,45.5,25,66,7.4,66,31.9,2,19,,,,,55.8,55.8,79.3,,55.9,,,,1,1,71,16.7,63.1,16.7,11,0,0,3,0,1,1.4,405,7.4
