player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Alex Smith,2218,QB,KC,9,374,67.0,112,120,6.7,2.67,2,3,2.4,57.5,69,57,8.0,134,35.8,6,35,,,,,87.3,62.5,81.8,,61.8,,63.3,,1,2,140,19.3,66.8,8.2,11,3,0,5,0,2,1.4,683,5.7,0,16,86.1,62.9,64.4,54.5,75.7,181,195,6.1,3.01,3,7,3.4,61.0,119,72,13.1,240,64.2,18,72,,,,,76.7,66.9,84.1,,65.2,,66.4,,2,2,250,20.8,90.5,6.3,15,30,3,6,9,6,2.4,1236,6.3,76.3,215,224,5.8,2.55,3,4,1.7,64.7,145,0,11.6,245,65.5,19,78,,,,,90.4,71.0,84.1,,70.6,,59.7,,0,3,256,,86.5,0.0,0,21,3,3,6,4,1.6,1459,6.5,5,61.5,78,91,7.8,3.53,2,6,6.3,47.3,43,129,10.4,129,34.5,5,29,,,,,62.9,55.0,81.6,,51.4,,73.5,,3,1,134,20.2,68.9,20.2,26,12,0,8,3,4,3.0,460,5.1
Tony Romo,1693,QB,DAL,9,373,70.6,102,107,7.4,2.29,1,6,5.1,61.7,66,41,8.3,113,30.3,6,37,,,,,68.5,69.7,81.3,,69.3,,56.8,,0,2,124,9.8,88.7,3.5,4,1,0,4,5,3,2.4,704,6.6,0,9,78.1,78.8,81.3,28.8,75.1,233,239,8.2,2.89,2,12,4.8,68.2,163,90,6.9,260,69.7,12,96,,,,,90.5,83.9,84.4,,83.4,,46.9,,0,4,273,16.7,105.1,5.8,15,6,1,3,15,5,1.8,1849,7.7,80.3,234,237,7.1,2.38,2,9,3.5,74.3,176,0,6.4,242,64.9,12,100,,,,,90.4,92.6,84.2,,91.9,,47.3,,0,3,259,,116.3,0.0,0,4,1,0,17,3,1.2,1918,8.1,1,58.4,101,109,10.0,3.32,1,9,7.8,48.6,53,131,10.2,131,35.1,6,33,,,,,70.6,47.7,81.8,,49.1,,51.6,,0,3,138,14.5,64.6,14.5,19,3,0,7,3,5,3.6,635,5.8
Tom Brady,698,QB,NE,9,369,68.2,110,112,8.6,2.38,0,6,4.9,55.4,62,48,17.3,123,33.3,13,39,,,,,45.7,64.1,81.6,,63.5,,,,1,0,134,22.9,89.7,8.9,11,0,0,1,5,4,3.0,716,6.4,0,19,47.3,68.5,71.8,29.3,68.9,219,228,10.0,2.65,0,14,5.9,57.9,132,78,12.6,246,66.7,19,72,,,,,77.2,76.3,84.2,,74.3,,70.1,,2,6,257,19.2,79.2,6.1,15,3,2,5,8,8,3.1,1540,6.8,73.4,237,241,8.4,2.28,0,14,5.6,60.6,146,0,16.1,243,65.9,28,77,,,,,90.4,84.6,84.1,,82.4,,62.0,,0,4,254,,86.8,0.0,0,2,2,2,11,7,2.8,1501,6.2,1,56.5,92,99,12.4,3.09,0,6,5.6,48.5,48,126,7.7,126,34.1,4,34,,,,,28.6,50.2,81.7,,49.8,,65.9,,3,2,137,20.6,72.6,20.6,26,1,0,4,2,5,3.6,755,7.6
Andy Dalton,6187,QB,CIN,9,368,67.3,110,115,9.5,2.25,1,7,6.0,59.1,68,43,8.1,127,34.5,6,51,,,,,36.6,53.8,81.5,,53.5,,63.3,,1,6,130,25.6,78.7,8.7,11,1,0,3,6,10,7.7,875,7.6,0,7,74.4,71.3,73.5,40.4,77.8,207,217,8.3,2.58,5,19,8.4,67.7,147,55,8.7,241,65.5,14,76,,,,,90.4,83.8,84.1,,83.4,,54.4,,1,4,251,18.2,99.1,4.1,10,14,0,4,10,7,2.8,1712,7.9,77.3,256,263,8.0,2.19,6,19,7.0,70.3,185,0,6.6,270,73.4,13,104,,,,,90.5,80.4,84.5,,78.7,,62.4,,0,7,277,,100.3,0.0,0,7,0,1,13,11,4.0,2159,8.2,0,60.7,61,69,12.0,3.23,0,7,9.5,43.5,30,98,18.9,98,26.6,7,23,,,,,29.1,54.6,80.7,,55.8,,53.3,,2,3,104,21.4,60.5,21.4,21,8,0,6,3,6,5.8,428,6.2
Matthew Stafford,4924,QB,DET,8,354,65.6,90,97,7.6,1.99,2,3,2.9,53.6,52,36,11.9,101,28.5,7,29,,,,,85.3,65.8,0.2,,66.0,,,,1,2,106,11.1,89.2,4.0,4,0,0,4,8,2,1.9,549,5.7,0,11,73.5,85.1,87.2,39.7,78.4,232,241,8.6,2.54,4,15,6.0,66.0,159,72,12.6,253,71.5,23,97,,,,,90.4,92.3,48.2,,90.9,,81.7,,0,4,262,8.3,97.0,2.4,6,6,1,4,8,4,1.5,2068,8.6,78.2,239,243,7.3,2.17,3,10,4.0,68.3,166,0,11.2,246,69.5,21,92,,,,,90.4,92.4,84.1,,91.1,,70.4,,0,5,254,,102.4,0.0,0,3,1,0,13,2,0.8,1989,8.2,4,65.1,83,95,11.1,2.85,3,8,8.0,47.4,45,108,16.7,108,30.5,9,34,,,,,85.7,66.4,0.0,,65.1,,78.4,,1,1,114,9.3,75.2,9.3,10,3,0,8,3,4,3.5,628,6.6
Drew Brees,802,QB,NO,8,349,80.0,75,80,8.1,2.59,1,6,7.0,70.0,56,39,6.7,92,26.4,4,34,,,,,84.8,83.5,80.5,,81.3,,64.1,,1,1,98,25.6,126.6,10.9,10,2,0,3,8,4,4.1,731,9.1,0,20,80.5,80.1,82.6,46.9,73.4,229,242,9.4,2.8,1,19,7.4,64.9,157,69,6.5,257,73.6,11,89,,,,,72.6,80.5,84.4,,78.9,,60.6,,0,6,274,14.5,97.1,3.9,10,5,1,11,13,11,4.0,1941,8.0,76.7,236,238,8.2,2.46,1,17,6.9,72.7,173,0,4.4,241,69.1,8,100,,,,,90.3,92.5,84.0,,91.5,,59.5,,0,4,249,,115.4,0.0,0,3,1,0,16,6,2.4,2131,9.0,6,69.1,68,84,12.1,3.39,1,8,8.2,47.6,40,108,14.9,108,30.9,7,23,,,,,50.3,52.1,81.3,,51.6,,64.3,,1,3,123,18.5,73.6,18.5,20,4,0,14,5,9,7.3,541,6.4
Matt Ryan,4317,QB,ATL,8,349,73.9,92,100,8.1,2.42,1,5,4.9,64.0,64,50,5.9,107,30.7,4,47,,,,,85.6,79.9,2.7,,78.5,,63.1,,3,5,110,12.0,75.4,5.6,6,1,0,4,2,5,4.5,819,8.2,0,2,91.1,82.1,81.2,52.3,79.8,218,232,6.2,2.58,6,11,4.5,69.4,161,89,7.5,242,69.3,13,80,,,,,90.4,79.7,84.2,,78.0,,59.4,,0,5,257,9.0,98.8,3.3,8,2,1,7,13,6,2.3,1623,7.0,83.3,203,209,6.0,2.26,5,10,4.5,76.1,159,0,5.9,210,60.2,10,86,,,,,90.1,85.7,83.6,,83.1,,63.9,,0,5,222,,104.1,0.0,0,1,1,0,10,7,3.2,1639,7.8,2,68.2,107,123,8.3,2.95,2,6,4.7,53.7,66,139,9.6,139,39.8,7,41,,,,,87.5,71.0,19.4,,70.9,,58.5,,3,5,145,10.1,70.6,10.1,14,2,0,11,5,4,2.8,803,6.5
Ben Roethlisberger,1732,QB,PIT,8,345,68.8,80,85,11.9,2.61,3,7,8.0,57.6,49,46,10.9,101,29.3,6,29,,,,,29.2,75.9,0.0,,74.5,,69.4,,1,3,103,30.4,87.9,13.9,14,2,0,1,6,8,7.8,590,6.9,0,25,34.1,81.8,81.2,55.2,78.0,205,223,8.0,2.74,4,10,4.3,67.7,151,79,5.6,244,70.7,9,83,,,,,42.8,81.2,84.1,,80.1,,51.1,,1,6,254,21.5,88.8,7.0,17,4,5,8,6,6,2.4,1740,7.8,80.1,206,219,7.9,2.15,6,12,5.3,71.2,156,0,5.5,220,63.8,9,81,,,,,90.2,93.1,83.7,,91.8,,65.9,,0,3,226,,101.4,0.0,0,1,5,2,8,2,0.9,1758,8.0,1,63.3,79,89,12.0,3.66,1,5,5.3,49.4,44,125,12.0,125,36.2,6,31,,,,,20.7,48.2,14.1,,50.3,,52.3,,2,6,131,24.8,57.0,24.8,31,5,0,7,4,12,9.2,572,6.4
Peyton Manning,327,QB,DEN,8,344,82.8,64,65,7.9,2.02,0,4,5.7,70.8,46,13,13.2,65,18.9,7,33,,,,,82.5,87.9,79.2,,85.4,,,,0,1,70,0.0,132.2,0.0,0,0,0,1,10,2,2.9,593,9.1,0,10,76.9,91.0,92.1,28.2,79.0,262,268,8.3,2.44,1,16,5.7,71.3,191,61,7.7,279,81.1,16,120,,,,,90.6,92.5,84.7,,91.4,,,,0,5,294,18.0,113.5,3.9,11,0,0,5,19,4,1.4,2326,8.7,81.2,266,270,7.7,2.17,1,17,6.0,72.6,196,0,9.3,270,78.5,20,121,,,,,90.6,93.3,84.6,,92.1,,,,0,5,285,,122.7,0.0,0,0,0,3,26,5,1.8,2315,8.6,2,73.3,60,63,10.4,3.06,0,3,4.4,65.1,41,74,6.8,74,21.5,3,32,,,,,83.1,80.9,79.7,,79.1,,,,0,1,79,14.9,105.5,14.9,11,0,0,3,3,1,1.3,604,9.6
Joe Flacco,4332,QB,BLT,8,341,64.6,99,108,10.4,2.8,2,5,4.3,55.6,60,59,6.3,126,37.0,4,35,,,,,63.1,65.6,81.7,,63.2,,77.5,,3,1,135,27.1,85.2,12.7,16,2,0,4,5,4,3.0,655,6.1,0,3,64.4,63.0,62.4,57.2,68.6,194,202,9.2,2.85,1,12,5.6,61.4,124,63,6.8,215,63.0,9,64,,,,,63.0,62.0,83.7,,61.3,,63.7,,3,8,226,14.3,76.2,4.2,9,4,0,4,5,13,5.8,1512,7.5,71.4,210,216,9.1,2.53,3,11,4.9,64.8,140,0,6.7,219,64.2,10,72,,,,,90.2,70.6,83.7,,68.4,,77.3,,0,5,228,,90.5,0.0,0,3,0,3,9,9,3.9,1561,7.2,1,56.6,83,94,11.0,3.39,0,6,5.8,46.8,44,122,6.4,122,35.8,3,27,,,,,28.3,51.7,81.6,,51.6,,63.1,,6,4,133,20.5,53.8,20.5,25,3,0,5,1,8,6.0,606,6.4
