player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Aaron Rodgers,2241,QB,GB,13,523,82.4,119,126,8.8,0.0,5,10,7.1,73.0,92,50,6.1,149,28.5,6,64,,,,,29.2,92.7,82.5,,91.7,,,68.0,,1,2,166,34.0,120.0,11.4,17,6,0,1,8,4,2.4,1286,10.2,0,12,52.7,87.9,87.4,62.4,76.8,297,318,9.2,0.0,4,11,3.3,62.6,199,112,12.7,374,71.5,29,116,,,,,65.9,81.4,58.4,,77.5,,,82.0,,5,5,390,27.7,95.5,8.3,31,25,3,9,17,7,1.8,2293,7.2,79.2,331,344,8.4,0.0,8,13,3.6,68.0,234,0,10.7,361,69.0,28,138,,,,,91.1,92.6,85.7,,91.1,,,78.4,,0,6,380,,105.1,0.0,0,17,3,2,20,3,0.8,2826,8.2,3,75.3,85,100,11.7,0.0,1,8,7.3,57.0,57,162,10.9,162,31.0,7,42,,,,,22.2,66.6,29.4,,63.5,,,75.6,,6,1,176,29.6,93.5,29.6,48,14,0,8,5,8,4.5,753,7.5
Peyton Manning,327,QB,IND,13,514,78.5,107,110,10.3,0.0,1,8,7.0,72.7,80,22,4.8,114,22.2,4,57,,,,,86.2,90.7,81.3,,90.1,58.4,,55.3,,1,3,120,13.6,115.1,2.6,3,1,0,1,8,3,2.5,1043,9.5,0,14,90.2,85.8,87.1,31.3,74.3,377,392,8.8,0.0,7,20,4.9,66.8,262,92,6.4,400,77.8,18,147,,,,,86.1,82.8,86.1,,81.0,58.4,,56.8,,2,11,418,7.6,94.6,1.8,7,1,0,6,21,11,2.6,2880,7.3,76.6,389,399,8.9,0.0,8,21,5.0,70.7,282,0,5.4,400,77.8,16,165,,,,,91.3,90.9,86.1,,90.0,55.2,,56.8,,0,8,417,,105.1,0.0,0,1,0,2,24,9,2.2,3102,7.8,4,69.5,95,103,10.1,0.0,0,7,6.4,58.3,60,114,9.1,114,22.2,6,39,,,,,60.3,67.4,81.3,,67.4,,,55.3,,3,6,121,8.8,75.7,8.8,10,1,0,5,5,5,4.1,821,8.0
Matt Schaub,1811,QB,HST,13,513,80.9,115,134,7.9,0.0,4,7,5.1,66.4,89,67,4.3,146,28.5,4,59,,,,,87.8,86.1,82.1,,84.9,,,55.2,,10,2,150,11.9,99.8,5.5,8,4,0,5,4,2,1.3,1241,9.3,0,13,87.4,77.1,81.0,28.7,78.2,316,339,7.8,0.0,6,10,2.9,69.3,235,90,4.9,367,71.5,12,128,,,,,87.6,74.1,85.7,,74.8,,,42.1,,5,11,376,17.8,97.6,4.4,16,12,3,9,20,10,2.7,2573,7.6,82.6,340,351,7.3,0.0,6,8,2.2,75.8,266,0,5.3,356,69.4,15,151,,,,,91.0,89.5,85.5,,88.2,,,42.7,,1,9,364,,110.2,0.0,0,5,3,1,20,9,2.5,3088,8.8,0,64.8,91,122,9.9,0.0,4,9,7.1,47.5,58,157,1.7,157,30.6,1,36,,,,,73.5,54.9,82.4,,56.6,,,49.7,,14,4,162,15.3,63.8,15.3,24,11,0,13,4,3,1.9,726,6.0
Tom Brady,698,QB,NE,13,511,73.9,153,159,8.9,0.0,1,5,3.0,67.9,108,55,4.4,162,31.7,5,62,,,,,88.8,81.0,30.9,,80.6,,,50.7,,2,2,170,1.8,102.9,0.6,1,2,0,3,8,2,1.2,1246,7.8,1,19,90.7,79.0,81.9,29.8,76.4,313,331,9.2,0.0,4,22,6.3,64.0,212,74,11.3,349,68.3,27,122,,,,,87.2,78.8,85.6,,77.9,,,47.6,,7,9,370,18.9,91.8,4.0,14,4,0,7,15,8,2.2,2584,7.8,79.0,371,377,8.7,0.0,5,20,5.1,70.3,265,0,9.6,382,74.8,28,153,,,,,91.2,90.1,85.9,,88.9,,,43.8,,0,5,401,,104.2,0.0,0,5,0,1,17,4,1.0,3081,8.2,7,62.1,95,113,10.5,0.0,0,7,5.7,48.7,55,129,6.8,129,25.2,4,31,,,,,70.3,54.4,20.9,,55.6,,,57.9,,9,6,139,11.6,65.8,11.6,15,1,0,9,6,6,4.3,749,6.6
Jay Cutler,2956,QB,CHI,13,499,72.3,137,143,7.9,0.0,2,9,6.0,63.6,91,68,8.1,157,31.5,8,50,,,,,67.6,64.7,82.4,,64.9,,,50.7,,2,7,164,17.6,85.4,7.6,12,2,0,2,8,6,3.7,1099,7.7,0,6,70.2,62.3,65.0,37.4,69.7,294,314,8.6,0.0,4,11,3.3,61.5,193,91,5.9,342,68.5,12,91,,,,,83.6,66.0,56.3,,63.9,,,77.8,,3,15,362,17.6,70.7,4.7,16,12,5,8,11,12,3.3,1934,6.2,77.1,319,331,6.9,0.0,4,11,3.2,69.8,231,0,6.1,340,68.1,15,108,,,,,91.0,80.0,85.4,,77.1,,,77.3,,0,11,352,,87.1,0.0,0,9,5,3,12,5,1.4,2273,6.9,4,51.8,112,126,12.4,0.0,2,9,6.4,42.1,53,159,8.6,159,31.9,5,33,,,,,49.0,40.2,28.8,,41.7,,,59.0,,5,11,174,17.6,44.4,17.6,28,5,0,7,7,13,7.5,760,6.0
Tony Romo,1693,QB,DAL,13,483,67.8,171,178,8.4,0.0,3,4,2.1,59.6,106,66,8.6,197,40.8,10,64,,,,,48.3,62.0,37.1,,61.4,,,65.9,,1,3,209,27.3,90.1,9.1,18,1,0,3,6,4,1.9,1459,8.2,0,9,62.6,68.1,70.1,36.5,72.4,254,266,8.6,0.0,6,14,5.0,63.9,170,77,7.6,286,59.2,14,100,,,,,84.0,74.9,52.4,,74.0,,,61.5,,3,4,298,13.0,102.3,3.5,10,10,1,2,16,5,1.7,2116,8.0,71.7,325,332,8.1,0.0,6,10,2.9,65.1,216,0,7.3,340,70.4,17,128,,,,,91.0,73.9,85.4,,72.3,,,65.3,,0,6,351,,102.0,0.0,0,8,1,0,19,7,2.0,2719,8.2,3,67.0,100,112,10.0,0.0,3,8,6.5,53.6,60,143,10.4,143,29.6,7,36,,,,,28.2,60.9,0.0,,61.6,,,63.1,,4,1,156,19.6,83.8,19.6,28,3,0,5,3,2,1.3,856,7.6
David Garrard,1109,QB,JAX,13,477,65.9,126,149,9.2,0.0,5,5,3.2,52.3,78,69,6.0,170,35.6,5,54,,,,,55.3,70.3,29.6,,67.2,,,82.5,,11,1,177,21.7,77.4,8.8,15,6,0,7,4,5,2.8,913,6.1,0,15,43.9,71.2,74.2,46.6,74.6,240,263,9.2,0.0,7,17,6.2,65.4,172,94,3.9,307,64.4,7,90,,,,,42.7,77.0,54.6,,75.4,,,68.0,,4,5,320,21.3,89.1,6.5,20,24,0,12,6,10,3.1,2074,7.9,73.6,284,294,8.7,0.0,7,16,5.2,67.7,199,0,4.8,314,65.8,10,114,,,,,81.8,87.0,85.1,,83.3,,,77.8,,0,5,327,,93.7,0.0,0,20,0,3,8,7,2.1,2346,8.0,3,64.6,82,118,10.8,0.0,5,6,4.8,43.2,51,163,3.8,163,34.2,2,30,,,,,24.1,51.0,0.0,,51.2,,,65.5,,15,1,170,21.5,62.9,21.5,35,10,0,16,2,8,4.7,641,5.4
Joe Flacco,4332,QB,BLT,13,465,71.8,131,140,8.5,0.0,0,4,2.7,62.9,88,59,6.4,157,33.8,6,56,,,,,29.5,68.7,82.5,,68.0,,,58.8,,2,1,168,22.0,97.8,8.3,13,4,0,7,6,5,3.0,1076,7.7,1,3,65.1,75.3,76.4,45.0,70.8,271,286,9.1,0.0,6,10,3.3,63.6,182,71,5.2,308,66.2,10,105,,,,,85.3,79.6,55.0,,77.8,,,68.0,,3,10,323,19.7,80.9,4.5,14,8,2,4,9,6,1.9,2051,7.2,72.5,316,327,8.6,0.0,5,9,2.6,65.4,214,0,6.6,335,72.0,15,129,,,,,82.9,78.0,85.4,,76.1,,,65.8,,0,9,349,,85.2,0.0,0,8,2,4,9,8,2.3,2424,7.4,4,66.3,86,99,10.1,0.0,1,5,4.6,56.6,56,130,1.8,130,28.0,1,32,,,,,29.0,70.3,22.0,,69.9,,,62.8,,5,2,142,20.8,90.6,20.8,27,4,0,7,6,3,2.1,703,7.1
Brett Favre,14,QB,MIN,13,462,71.7,113,119,8.2,0.0,1,8,6.4,60.5,72,48,11.1,129,27.9,9,49,,,,,87.1,86.6,81.7,,84.2,,,,,2,1,135,20.8,99.1,7.8,10,0,0,3,8,2,1.5,791,6.6,0,18,91.6,89.2,90.1,39.1,77.5,306,314,8.5,0.0,3,12,3.6,71.0,223,61,5.9,333,72.1,14,122,,,,,91.0,88.5,27.3,,87.0,,,54.5,,1,5,351,27.9,108.6,5.1,17,2,3,1,19,6,1.7,2550,8.1,78.1,343,351,8.1,0.0,3,13,3.6,71.5,251,0,6.3,353,76.4,17,141,,,,,91.0,91.7,58.4,,90.8,,,58.3,,0,3,367,,111.6,0.3,1,1,3,2,21,3,0.8,2826,8.1,9,65.8,76,82,10.1,0.0,1,7,7.7,53.7,44,109,12.0,109,23.6,6,30,,,,,86.1,71.8,8.3,,71.9,,,58.3,,3,3,119,23.9,82.1,23.9,26,1,0,2,6,5,4.2,515,6.3
Matt Cassel,2447,QB,KC,12,459,63.2,133,148,9.5,0.0,5,5,3.1,50.0,74,88,11.9,176,38.3,10,47,,,,,70.7,58.3,82.9,,58.6,,,56.4,,3,4,187,21.6,72.7,10.8,19,9,0,7,8,4,2.1,788,5.3,0,16,58.9,55.9,61.2,29.9,71.7,226,245,7.4,0.0,7,11,4.2,57.6,141,76,13.0,283,61.7,21,56,,,,,58.2,58.7,51.6,,62.8,60.0,,35.4,,6,9,307,27.6,65.7,7.4,21,17,2,4,5,9,2.9,1418,5.8,73.3,266,280,7.4,0.0,9,13,4.3,61.1,171,0,12.3,295,64.3,24,80,,,,,85.0,71.2,85.0,,73.2,60.0,,36.9,,0,6,318,,79.7,0.3,1,14,2,3,8,5,1.6,1756,6.3,7,54.8,93,113,10.5,0.0,3,3,2.5,38.9,44,164,13.7,164,35.7,7,23,,,,,30.0,37.2,29.4,,39.7,,,50.2,,9,7,176,23.8,40.1,23.8,39,12,0,8,5,8,4.5,450,4.0
