player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Peyton Manning,327,QB,IND,12,77.2,443,460,9.1,0.0,8,27,5.6,70.0,322,0,106,5.8,472,20,188,14,89.5,89.2,89.9,32.8,3,11,496,3,9.4,102.1,2.1,10,2,0,6,25,13,2.6,3703,8.1
Tom Brady,698,QB,NE,12,74.8,437,458,9.3,0.0,5,26,5.4,65.7,301,1,120,8.0,479,26,173,19,90.5,79.3,82.2,30.7,9,10,505,7,12.5,96.9,3.1,15,6,0,7,22,9,1.8,3638,7.9
Matt Schaub,1811,QB,HST,12,78.9,393,434,7.8,0.0,10,16,3.6,68.0,295,0,148,4.8,474,15,169,13,90.4,77.7,81.2,29.9,15,12,487,0,16.2,97.2,5.1,24,16,3,13,22,11,2.3,3449,7.9
Jay Cutler,2956,QB,CHI,12,71.0,396,421,8.1,0.0,6,17,3.8,62.0,261,0,153,7.1,460,20,133,6,67.5,61.4,64.5,35.2,5,20,484,4,16.3,75.4,5.4,25,14,5,9,17,15,3.1,2824,6.7
Aaron Rodgers,2241,QB,GB,12,78.4,394,420,9.1,0.0,8,20,4.5,65.5,275,0,156,11.0,495,34,171,12,58.8,88.3,87.6,63.4,5,7,526,3,28.8,103.3,9.1,45,30,3,10,25,10,1.9,3399,8.1
Tony Romo,1693,QB,DAL,12,71.0,396,414,8.5,0.0,8,18,4.1,62.1,257,0,137,8.5,452,24,152,9,60.2,69.3,71.4,37.4,4,7,475,3,19.7,96.3,6.0,27,11,1,5,20,8,1.7,3326,8.0
Joe Flacco,4332,QB,BLT,12,70.6,384,406,8.9,0.0,6,13,3.0,63.3,257,1,125,5.2,445,14,153,3,63.6,73.8,74.8,46.0,4,11,471,4,21.6,84.8,6.1,27,12,2,10,14,11,2.3,2897,7.1
Kurt Warner,112,QB,ARZ,11,78.3,368,404,7.9,0.0,12,15,3.5,67.6,273,0,129,5.2,424,15,156,1,78.4,80.0,82.1,29.9,16,11,448,2,12.4,97.0,3.8,16,4,7,1,23,8,1.8,3003,7.4
Brett Favre,14,QB,MIN,12,76.9,390,403,8.5,0.0,4,20,4.7,69.0,278,0,100,7.3,429,22,161,18,91.5,91.1,91.2,41.6,3,5,452,8,25.0,108.5,5.8,25,1,3,3,26,6,1.3,3149,7.8
Drew Brees,802,QB,NO,12,77.2,369,392,9.0,0.0,13,27,6.6,69.1,271,0,101,4.9,411,14,165,20,60.2,90.3,90.1,48.6,6,10,428,2,14.9,111.3,3.6,15,4,1,3,29,10,2.3,3536,9.0
