player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Kurt Warner,112,QB,ARZ,7,74.7,261,283,7.3,0.0,9,7,2.3,65.4,185,0,98,5.1,299,10,100,1,81.6,72.2,73.7,37.9,8,11,317,2,14.3,81.5,4.7,14,2,5,0,11,6,1.9,1914,6.8
Matt Schaub,1811,QB,HST,8,77.6,254,283,7.9,0.0,9,12,4.1,66.4,188,0,97,4.6,309,9,108,13,90.9,74.1,79.4,29.0,10,7,318,0,14.4,100.5,4.5,14,12,0,10,16,7,2.2,2342,8.3
Tom Brady,698,QB,NE,7,74.5,263,273,8.7,0.0,4,11,3.8,65.6,179,0,68,8.7,285,17,102,19,90.7,72.3,74.7,39.1,2,4,302,4,11.8,99.9,2.8,8,4,0,4,15,4,1.3,2032,7.4
Peyton Manning,327,QB,IND,7,77.5,253,263,9.5,0.0,5,17,6.3,71.1,187,0,51,4.6,269,9,104,14,90.6,87.6,88.6,40.2,0,4,276,3,9.8,109.5,1.9,5,1,0,5,15,6,2.2,2242,8.5
Brett Favre,14,QB,MIN,8,77.2,246,256,8.3,0.0,3,13,4.9,68.0,174,0,67,8.4,275,16,96,18,90.6,86.6,87.7,43.6,2,3,288,5,26.9,106.0,6.5,18,1,3,2,16,2,0.7,1925,7.5
Joe Flacco,4332,QB,BLT,7,73.8,237,250,8.6,0.0,5,9,3.5,66.0,165,1,77,5.7,272,10,101,3,83.7,81.5,83.7,44.4,3,5,282,4,15.6,95.8,4.4,12,10,1,4,12,2,0.7,1865,7.5
Eli Manning,1722,QB,NYG,8,69.0,226,242,10.6,0.0,8,18,7.0,57.9,140,0,72,10.3,254,16,85,21,64.5,75.6,75.9,52.4,4,8,271,3,11.1,86.4,3.1,8,4,1,3,13,10,3.7,1855,7.7
David Garrard,1109,QB,JAX,7,72.5,211,239,9.1,0.0,8,12,4.8,60.3,144,0,92,5.9,270,9,80,15,28.5,69.6,70.3,53.4,10,5,283,1,18.5,78.5,6.3,17,14,0,10,5,10,3.5,1603,6.7
Jay Cutler,2956,QB,CHI,7,73.8,225,239,8.1,0.0,3,8,3.2,64.0,153,0,87,7.8,262,13,85,6,46.3,61.6,64.9,35.3,3,11,275,2,16.1,81.0,5.3,14,9,2,6,11,9,3.3,1687,7.1
Philip Rivers,1725,QB,SD,7,72.6,215,238,10.5,0.0,1,12,4.8,59.7,142,0,74,9.0,262,14,96,27,68.8,80.6,83.2,45.9,10,4,273,5,21.6,95.9,6.1,16,8,1,11,11,5,1.8,2036,8.6
Matt Ryan,4317,QB,ATL,7,69.4,209,233,9.1,0.0,4,10,4.0,59.7,139,0,49,4.1,248,6,89,2,78.4,74.1,75.3,41.5,2,9,262,0,18.4,82.4,3.6,9,6,3,15,12,7,2.7,1650,7.1
Ben Roethlisberger,1732,QB,PIT,7,79.9,219,233,9.0,0.0,5,13,5.3,70.4,164,0,70,6.3,256,11,99,25,70.1,84.9,86.5,37.2,6,6,269,1,27.1,102.6,7.4,19,4,1,2,11,5,1.9,2062,8.8
Kyle Orton,2323,QB,DEN,7,73.4,214,231,7.4,0.0,4,2,0.8,63.6,147,0,70,6.4,248,10,80,10,82.6,59.8,62.1,33.8,4,1,263,0,15.7,95.5,4.4,11,6,1,8,9,0,0.0,1621,7.0
Tony Romo,1693,QB,DAL,7,69.1,220,230,8.9,0.0,2,9,3.7,60.0,138,0,72,9.2,252,14,83,9,58.5,65.8,68.9,35.6,4,4,265,2,18.1,96.8,5.2,13,9,1,3,12,4,1.5,1908,8.3
Drew Brees,802,QB,NO,7,75.8,219,230,9.5,0.0,6,11,4.6,68.3,157,0,63,5.4,245,9,96,20,63.4,86.0,85.7,53.7,3,6,254,2,17.5,107.6,4.5,11,4,0,2,16,5,2.0,2006,8.7
Carson Palmer,1317,QB,CIN,7,73.4,218,227,9.6,0.0,5,12,5.0,61.7,140,0,53,12.5,244,20,85,7,90.5,71.2,74.0,47.0,0,7,259,6,20.8,89.2,4.5,11,6,2,2,13,9,3.5,1608,7.1
Aaron Rodgers,2241,QB,GB,7,78.7,211,225,10.3,0.0,6,12,5.0,65.3,147,0,97,11.4,275,19,100,12,80.4,90.6,90.5,61.1,3,2,293,0,32.0,110.4,11.3,31,19,2,3,14,4,1.4,1989,8.8
Mark Sanchez,4928,QB,NYJ,8,62.1,198,213,9.5,0.0,3,9,4.0,53.5,114,0,61,7.3,239,9,80,22,38.3,45.8,46.6,55.7,3,10,252,6,24.6,67.9,6.3,15,11,1,8,8,12,4.8,1443,6.8
Jason Campbell,2242,QB,WAS,7,78.2,188,206,7.9,0.0,6,5,2.3,66.0,136,1,67,7.5,239,11,87,32,25.1,55.3,57.6,47.4,2,7,247,3,29.9,85.8,8.4,20,13,2,8,8,8,3.2,1481,7.2
Kerry Collins,115,QB,TEN,6,72.2,176,197,8.3,0.0,4,6,2.9,54.8,108,0,59,15.0,205,19,57,31,62.1,57.0,60.5,28.3,5,8,212,1,8.5,62.1,2.4,5,3,0,12,5,8,3.8,1078,5.5
Jake Delhomme,303,QB,CAR,7,67.6,179,191,9.4,0.0,4,9,4.5,59.2,113,0,59,6.6,209,8,63,5,79.5,59.0,55.6,80.2,5,13,220,2,23.7,59.3,6.7,14,4,2,1,5,8,3.6,1261,6.6
Matt Cassel,2447,QB,KC,6,68.6,172,187,7.6,0.0,4,8,3.8,55.1,103,0,83,12.7,228,15,54,16,52.6,57.3,62.6,39.8,8,5,253,5,27.7,73.3,10.1,23,18,0,3,8,7,2.8,994,5.3
JaMarcus Russell,3617,QB,OAK,8,63.7,168,182,11.1,0.0,3,5,2.6,48.4,88,0,87,17.8,212,19,48,23,43.1,39.3,40.0,44.2,6,9,223,0,25.3,48.3,10.4,22,8,1,4,2,10,4.5,1000,5.5
Matthew Stafford,4924,QB,DET,5,65.0,163,172,8.8,0.0,1,5,2.7,54.1,93,0,44,12.3,190,13,55,11,72.3,46.6,45.2,64.9,2,7,200,0,27.3,61.8,6.3,12,6,2,4,3,9,4.5,1064,6.2
Marc Bulger,684,QB,SL,7,68.6,156,170,7.7,0.0,5,3,1.6,55.9,95,0,42,11.2,183,12,52,26,71.9,59.8,63.9,28.4,2,4,196,2,21.4,68.2,4.9,9,4,1,6,3,5,2.6,956,5.6
Shaun Hill,1255,QB,SF,6,72.5,138,155,8.7,0.0,3,6,3.7,56.1,87,0,53,13.0,179,13,43,28,70.9,66.9,65.4,76.5,6,2,188,4,34.0,79.8,10.1,18,6,0,8,5,3,1.6,950,6.1
Derek Anderson,2430,QB,CLV,6,60.7,135,154,9.5,0.0,8,6,3.8,42.9,66,0,42,19.5,164,16,36,8,69.5,45.7,46.6,49.0,5,9,171,1,21.4,36.3,5.5,9,1,1,5,2,9,5.3,685,4.4
Trent Edwards,3708,QB,BUF,6,73.6,140,153,7.7,0.0,2,6,3.7,59.5,91,0,71,11.7,181,12,48,4,71.3,64.7,61.3,74.1,3,6,190,1,26.8,72.9,10.5,19,9,0,8,5,6,3.2,981,6.4
Matt Hasselbeck,408,QB,SEA,5,66.2,142,152,9.0,0.0,4,6,3.8,55.9,85,0,38,9.6,169,9,55,29,89.0,74.6,73.5,63.5,1,3,173,1,26.3,87.0,5.9,10,7,0,5,9,4,2.3,978,6.4
