player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tom Brady,698,QB,NE,5,69.8,199,207,8.8,0.0,3,7,3.2,61.4,127,0,50,8.6,215,12,73,19,90.3,65.6,68.2,41.3,1,2,227,3,10.0,85.9,2.3,5,3,0,4,6,2,0.9,1344,6.5
Kerry Collins,115,QB,TEN,5,72.7,165,185,8.3,0.0,4,6,3.1,57.3,106,0,56,11.7,193,14,56,31,72.3,60.6,63.1,31.8,4,7,199,1,8.9,67.4,2.6,5,3,0,12,5,7,3.5,1078,5.8
Joe Flacco,4332,QB,BLT,5,72.4,174,182,8.7,0.0,4,2,1.1,64.3,117,1,49,7.1,197,9,75,3,90.0,75.2,76.9,50.7,1,5,204,4,14.3,90.6,3.6,7,8,0,3,9,2,1.0,1305,7.2
Peyton Manning,327,QB,IND,5,81.9,171,181,8.7,0.0,5,10,5.4,73.5,133,0,37,5.0,184,7,75,14,89.9,85.7,87.1,41.9,0,4,189,2,5.4,114.4,1.1,2,1,0,5,12,5,2.6,1660,9.2
Matt Schaub,1811,QB,HST,5,74.8,163,179,8.0,0.0,4,10,5.4,64.2,115,0,61,5.7,193,7,64,13,90.0,72.2,75.2,34.9,6,4,200,0,13.1,97.9,4.1,8,6,0,6,10,4,2.0,1418,7.9
Ben Roethlisberger,1732,QB,PIT,5,81.9,166,172,9.0,0.0,1,11,6.0,73.8,127,0,48,6.6,187,9,75,25,90.1,86.6,87.1,44.6,3,5,198,1,27.1,102.6,7.0,13,2,0,2,8,4,2.0,1470,8.5
David Garrard,1109,QB,JAX,5,71.7,152,169,9.2,0.0,6,5,2.9,59.2,100,0,66,8.3,189,9,54,15,26.4,66.9,70.3,41.7,4,1,195,0,16.7,86.6,5.8,11,9,0,7,5,6,3.1,1129,6.7
Carson Palmer,1317,QB,CIN,5,70.0,160,168,9.3,0.0,4,6,3.4,57.7,97,0,42,13.4,184,15,58,7,90.0,58.1,61.1,52.9,0,6,195,6,23.8,76.9,5.4,10,6,2,2,7,9,4.6,1116,6.6
Tony Romo,1693,QB,DAL,5,67.9,156,165,8.2,0.0,2,5,2.9,58.2,96,0,52,9.4,179,10,54,9,58.5,54.6,59.1,29.1,4,4,188,2,17.3,86.5,5.0,9,5,1,2,6,4,2.1,1341,8.1
Kyle Orton,2323,QB,DEN,5,72.7,154,165,8.3,0.0,3,1,0.6,63.0,104,0,49,7.1,176,8,59,10,76.6,61.3,63.6,31.8,4,1,185,0,16.3,97.4,4.5,8,3,0,4,7,0,0.0,1236,7.5
Kurt Warner,112,QB,ARZ,4,75.5,147,160,7.3,0.0,4,6,3.5,66.3,106,0,62,4.5,169,5,60,1,89.5,74.9,76.8,41.3,6,4,180,2,12.9,89.7,4.7,8,1,3,0,6,1,0.6,1165,7.3
Philip Rivers,1725,QB,SD,4,72.0,132,150,10.0,0.0,1,6,3.8,58.7,88,0,46,7.4,164,7,60,27,69.0,73.8,76.7,48.0,6,3,170,4,21.7,90.6,6.1,10,4,1,10,6,5,2.9,1245,8.3
Brett Favre,14,QB,MIN,5,76.4,144,149,8.0,0.0,2,6,3.8,69.1,103,0,36,6.4,161,7,55,18,88.9,76.7,79.1,48.7,0,2,169,5,30.6,104.1,6.8,11,1,3,0,9,2,1.2,1069,7.2
Trent Edwards,3708,QB,BUF,5,72.6,135,148,7.9,0.0,2,6,3.9,58.1,86,0,70,12.2,175,12,47,4,70.4,63.5,60.0,74.1,3,6,182,1,25.7,71.3,10.3,18,9,0,8,5,6,3.3,938,6.3
Jason Campbell,2242,QB,WAS,5,76.7,133,147,8.3,0.0,5,5,3.3,66.7,98,1,46,3.9,169,4,67,32,24.8,59.4,59.4,60.7,2,5,174,3,28.3,88.5,7.7,13,9,1,6,6,8,4.6,1108,7.5
Shaun Hill,1255,QB,SF,5,72.7,128,144,9.0,0.0,3,6,3.9,56.3,81,0,49,12.9,165,12,42,28,69.1,69.3,67.0,82.3,6,2,173,4,32.7,80.9,9.7,16,5,0,7,5,2,1.2,905,6.3
Matthew Stafford,4924,QB,DET,4,66.2,130,139,8.6,0.0,1,4,2.7,56.8,79,0,36,8.1,154,7,46,11,67.6,45.3,44.4,60.7,2,6,161,0,27.8,65.5,6.5,10,5,2,4,3,8,5.0,896,6.4
Eli Manning,1722,QB,NYG,5,77.3,128,135,9.4,0.0,3,12,8.3,64.4,87,0,37,12.1,138,12,55,21,65.9,90.7,90.5,54.0,2,2,148,1,5.4,111.7,1.4,2,1,1,1,10,2,1.4,1212,9.0
Mark Sanchez,4928,QB,NYJ,5,65.3,124,134,9.7,0.0,2,7,5.0,56.0,75,0,43,7.4,152,6,53,22,47.5,50.9,50.8,64.5,2,5,158,4,23.3,74.1,6.6,10,8,1,5,5,7,4.4,916,6.8
Matt Cassel,2447,QB,KC,4,68.3,120,130,6.8,0.0,2,5,3.4,58.5,76,0,55,7.3,154,6,41,16,55.9,57.4,60.9,44.0,6,2,173,3,25.5,85.1,9.1,14,10,0,2,7,3,1.7,711,5.5
Jay Cutler,2956,QB,CHI,4,75.0,124,129,7.9,0.0,1,4,2.9,64.3,83,0,41,10.8,141,10,45,6,29.8,56.4,60.7,32.6,1,5,148,2,17.1,89.6,5.0,7,5,1,2,8,5,3.4,911,7.1
Drew Brees,802,QB,NO,4,75.6,123,129,9.1,0.0,2,5,3.8,67.4,87,0,32,6.5,135,6,48,20,87.7,81.5,82.0,52.9,2,2,138,1,12.5,108.4,3.0,4,2,0,2,9,2,1.4,1031,8.0
