player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tom Brady,698,QB,NE,1,82.7,52,53,5.9,0.0,1,2,3.6,73.6,39,0,15,9.3,55,4,22,19,81.3,72.1,71.4,58.3,0,1,58,0,6.7,97.8,1.8,1,1,0,0,2,0,0.0,378,7.1
Kurt Warner,112,QB,ARZ,1,71.8,39,44,6.7,0.0,1,1,2.1,59.1,26,0,24,7.1,48,2,13,1,80.7,57.8,61.1,49.7,1,2,51,1,12.5,67.2,6.3,3,1,3,0,1,1,2.0,288,6.5
Joe Flacco,4332,QB,BLT,1,71.4,42,43,10.0,0.0,1,1,2.2,60.5,26,1,7,13.3,49,4,22,3,80.6,70.8,72.8,61.7,0,1,53,2,14.3,96.3,2.0,1,5,0,0,3,1,1.9,312,7.3
Ben Roethlisberger,1732,QB,PIT,1,80.5,41,43,8.9,0.0,0,4,8.9,76.7,33,0,15,0.0,48,0,19,25,80.4,83.3,82.2,58.3,2,2,50,1,26.7,89.6,8.3,4,1,0,0,1,1,2.0,363,8.4
Byron Leftwich,1323,QB,TB,1,75.0,40,41,11.2,0.0,0,2,4.5,61.0,25,0,16,16.7,42,5,14,30,79.9,72.0,72.7,52.1,1,0,45,0,0.0,89.1,0.0,0,1,0,0,1,1,2.2,276,6.7
Peyton Manning,327,QB,IND,1,84.2,38,38,9.0,0.0,0,2,5.3,73.7,28,0,8,12.5,39,4,15,14,79.5,73.3,75.4,49.6,0,1,39,0,12.5,94.3,2.6,1,0,0,0,1,2,5.1,301,7.9
Matthew Stafford,4924,QB,DET,1,54.3,35,37,9.7,0.0,1,0,0.0,43.2,16,0,9,15.8,38,3,9,11,79.2,28.2,29.2,51.3,1,3,38,0,11.1,27.4,2.6,1,0,0,0,0,2,5.3,205,5.5
Philip Rivers,1725,QB,SD,1,78.1,32,36,6.7,0.0,0,1,2.8,66.7,24,0,8,4.0,39,1,15,27,79.1,72.4,74.3,56.7,2,1,39,1,37.5,84.5,7.7,3,0,0,2,1,1,2.6,252,7.0
Matt Hasselbeck,408,QB,SEA,1,69.4,36,36,8.7,0.0,0,1,2.8,69.4,25,0,3,0.0,36,0,18,29,78.7,63.2,63.5,56.8,0,2,36,0,0.0,96.9,0.0,0,0,0,0,3,2,5.6,279,7.8
Jay Cutler,2956,QB,CHI,1,61.8,34,36,11.1,0.0,0,3,7.7,47.2,17,0,16,19.0,40,4,12,6,79.7,57.0,58.7,50.4,0,4,43,0,12.5,43.2,5.0,2,2,1,1,1,3,7.0,277,7.7
