player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Peyton Manning,327,QB,IND,15,75.5,534,553,9.4,0.0,9,33,5.7,68.5,379,0,125,6.0,565,24,231,14,90.5,87.3,88.6,30.0,3,15,593,4,8.0,101.1,1.8,10,2,0,7,33,14,2.4,4423,8.0
Matt Schaub,1811,QB,HST,15,79.4,496,544,7.8,0.0,10,21,3.8,68.4,372,0,172,5.6,585,22,217,13,82.3,80.3,85.8,26.9,16,14,600,0,14.5,99.1,4.3,25,16,4,18,27,12,2.0,4467,8.2
Tom Brady,698,QB,NE,15,75.6,513,539,9.1,0.0,5,29,5.1,65.7,354,1,142,8.8,560,34,205,19,91.0,79.2,82.6,29.1,9,12,594,7,10.6,97.4,2.7,15,6,0,12,28,10,1.7,4212,7.8
Jay Cutler,2956,QB,CHI,15,68.6,490,519,8.4,0.0,6,25,4.6,60.5,314,0,175,6.5,570,22,162,6,74.1,62.1,64.3,40.3,5,26,598,4,18.3,73.7,5.6,32,19,5,13,23,23,3.8,3400,6.6
Tony Romo,1693,QB,DAL,15,72.1,494,516,8.3,0.0,9,22,4.1,62.6,323,0,170,9.3,561,33,193,9,68.1,69.2,70.5,41.5,4,8,589,3,18.8,97.0,5.7,32,13,2,7,24,10,1.7,4173,8.1
Aaron Rodgers,2241,QB,GB,15,77.4,483,515,9.2,0.0,9,23,4.2,63.9,329,0,189,12.0,599,45,204,12,53.2,87.1,86.3,62.9,6,7,636,4,26.5,102.4,8.3,50,34,3,14,29,11,1.7,4199,8.2
Drew Brees,802,QB,NO,15,78.5,488,514,8.5,0.0,13,28,5.2,70.6,363,0,132,5.2,539,20,215,20,69.6,89.1,88.7,47.6,7,11,563,3,15.2,109.7,3.7,20,5,1,5,34,12,2.1,4391,8.5
Kurt Warner,112,QB,ARZ,14,77.3,463,508,8.1,0.0,14,18,3.4,66.1,336,0,160,6.1,537,22,192,1,59.2,75.7,77.9,29.6,20,14,565,3,15.0,94.0,4.5,24,5,7,4,27,16,2.8,3727,7.3
Brett Favre,14,QB,MIN,15,75.7,481,500,8.4,0.0,4,23,4.4,67.6,338,0,137,7.1,536,26,198,18,90.2,90.2,90.5,39.1,4,7,565,9,24.8,104.3,6.3,34,2,3,8,29,11,1.9,3886,7.8
Eli Manning,1722,QB,NYG,15,71.7,463,486,9.4,0.0,10,29,5.6,61.7,300,0,156,9.6,520,32,180,21,59.7,77.8,78.7,33.3,6,13,551,4,17.3,94.3,5.2,27,7,2,5,27,17,3.1,3896,8.0
Kyle Orton,2323,QB,DEN,15,72.8,449,485,7.5,0.0,7,7,1.4,62.7,304,0,151,7.0,522,23,166,10,79.3,62.7,65.1,29.6,7,9,545,2,17.9,89.3,5.2,27,10,1,21,20,10,1.8,3368,6.9
Joe Flacco,4332,QB,BLT,15,71.2,452,480,9.2,0.0,6,17,3.4,63.3,304,1,150,5.6,526,18,184,3,69.2,83.1,84.1,42.5,5,12,558,4,22.0,89.6,6.3,33,13,2,15,21,11,2.0,3527,7.3
Ben Roethlisberger,1732,QB,PIT,14,77.6,450,479,9.7,0.0,11,29,5.7,66.6,319,0,147,8.6,535,30,199,25,86.7,86.6,87.1,41.8,10,12,568,1,32.0,98.9,8.8,47,9,1,7,23,12,2.1,4108,8.6
David Garrard,1109,QB,JAX,15,71.3,429,477,9.1,0.0,12,26,5.2,61.2,292,0,192,4.6,548,14,170,15,42.6,69.6,72.0,47.4,16,9,570,3,20.3,84.0,7.1,39,32,0,20,13,21,3.7,3395,7.1
Philip Rivers,1725,QB,SD,15,76.0,434,471,10.3,0.0,2,30,6.1,65.4,308,0,141,6.7,507,22,208,27,84.7,91.8,92.4,39.1,12,9,531,6,17.7,104.5,4.9,25,11,2,21,27,8,1.5,4155,8.8
Matt Cassel,2447,QB,KC,14,69.4,432,470,8.6,0.0,14,22,4.4,55.1,259,0,189,13.7,542,41,125,16,64.8,59.3,64.0,30.0,9,15,579,8,22.2,70.1,7.7,42,30,4,11,16,16,2.8,2717,5.8
Jason Campbell,2242,QB,WAS,15,77.9,417,465,6.9,0.0,15,19,3.9,64.3,299,1,177,8.0,533,26,187,32,40.1,63.5,64.5,52.3,11,15,555,6,23.7,85.0,7.9,42,26,2,20,18,17,3.1,3339,7.2
Matt Hasselbeck,408,QB,SEA,13,71.3,429,458,7.5,0.0,7,14,2.9,60.7,278,0,124,9.2,504,28,145,29,57.0,64.6,64.9,45.2,6,16,521,1,23.4,75.7,5.8,29,17,0,16,16,15,2.9,2854,6.2
Carson Palmer,1317,QB,CIN,15,71.5,431,455,8.9,0.0,7,18,3.7,61.8,281,0,126,8.8,498,27,165,7,90.7,68.5,72.0,41.6,3,12,527,10,20.6,86.5,5.2,26,17,4,10,21,15,2.8,3116,6.8
Chad Henne,4371,QB,MIA,13,71.8,400,431,8.7,0.0,11,16,3.6,59.9,258,0,101,10.1,462,29,151,17,85.1,68.4,69.4,36.3,7,13,480,2,23.8,74.4,5.2,24,7,3,10,11,8,1.7,2740,6.4
