player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Tom Brady,698,QB,NE,2,102,62.8,43,44,9.3,0.0,0,1,2.2,56.8,25,18,7.4,44,43.1,2,12,,79.9,68.5,77.7,67.6,,,0,1,46,0.0,71.9,0.0,0,0,0,1,1,1,2.2,257,5.8,0,19,85.5,68.8,70.1,61.1,79.2,53,56,5.7,0.0,2,1,1.7,66.1,37,11,11.9,58,56.9,5,20,,81.6,69.5,78.7,69.2,,58.3,0,1,61,9.1,80.7,1.7,1,1,0,1,1,0,0.0,337,6.0,82.9,70,72,6.9,0.0,2,2,2.6,73.6,53,0,8.6,73,71.6,5,29,,83.2,83.0,79.6,81.6,,58.3,0,0,77,,102.8,0.0,0,1,0,0,2,0,0.0,521,7.2,3,42.3,26,28,8.4,0.0,0,0,0.0,32.1,9,29,18.2,29,28.4,2,3,,77.4,40.9,76.1,42.2,,,0,2,30,3.4,11.6,3.4,1,0,0,2,0,1,3.3,73,2.6
Byron Leftwich,1323,QB,TB,2,94,68.3,41,47,10.5,0.0,0,2,3.9,44.7,21,19,25.0,48,51.1,7,15,,80.8,78.1,78.2,76.4,,,3,1,53,5.3,68.4,2.1,1,0,0,3,2,0,0.0,268,5.7,0,30,85.1,69.5,69.3,52.1,72.7,44,44,9.9,0.0,0,2,4.3,68.2,30,11,6.3,46,48.9,2,14,,80.1,58.2,77.9,58.6,,58.3,0,1,48,9.1,93.6,2.2,1,1,0,0,2,2,4.2,306,7.0,76.2,63,63,9.3,0.0,0,3,4.4,65.1,41,0,14.6,64,68.1,7,21,,82.4,76.1,79.2,75.1,,58.3,0,1,69,,95.1,0.0,0,1,0,0,3,0,0.0,447,7.1,0,54.5,22,28,12.5,0.0,0,1,3.4,35.7,10,30,16.7,30,31.9,2,8,,77.7,53.7,76.5,54.0,,,3,1,32,6.7,47.8,6.7,2,0,0,3,1,2,6.3,127,4.5
Philip Rivers,1725,QB,SD,2,88,75.0,16,18,16.6,0.0,0,2,10.5,61.1,11,4,8.3,19,21.6,1,7,,75.1,88.2,74.7,87.8,,57.9,1,0,20,0.0,116.4,0.0,0,1,0,1,1,0,0.0,194,10.8,0,27,84.6,71.5,77.4,44.2,76.5,51,63,8.5,0.0,0,2,3.1,60.3,38,19,2.6,69,78.4,1,22,,82.6,69.5,79.3,69.2,,58.3,4,3,71,26.3,75.8,7.2,5,1,1,7,2,3,4.2,494,7.8,76.3,59,64,9.5,0.0,0,3,4.5,68.8,44,0,2.2,65,73.9,1,25,,82.2,84.0,79.0,82.7,,57.9,0,2,67,,100.5,0.0,0,1,1,4,3,2,3.0,591,9.2,4,75.0,8,17,17.4,0.0,0,1,5.6,29.4,5,23,16.7,23,26.1,1,4,,76.1,54.3,75.3,55.5,,58.3,5,1,24,21.7,26.3,21.7,5,1,0,4,0,1,4.2,97,5.7
Ben Roethlisberger,1732,QB,PIT,2,86,72.4,29,30,7.4,0.0,0,0,0.0,63.3,19,9,9.5,34,39.5,2,10,,78.4,65.9,76.8,64.0,,63.3,1,0,36,33.3,86.7,8.8,3,1,0,0,1,0,0.0,149,5.0,0,25,84.4,80.4,78.8,62.1,82.6,46,48,9.8,0.0,0,4,8.0,77.1,37,15,2.6,52,60.5,1,23,,80.9,85.6,78.3,84.3,,58.3,2,3,54,20.0,85.0,5.8,3,1,0,0,1,1,1.9,435,9.1,85.0,60,60,8.3,0.0,0,2,3.2,80.0,48,0,5.9,62,72.1,3,27,,82.0,87.6,78.9,85.4,,62.1,0,2,65,,97.9,0.0,0,2,0,0,2,1,1.5,490,8.2,1,53.3,15,18,11.3,0.0,0,2,10.5,44.4,8,24,0.0,24,27.9,0,6,,76.3,55.5,75.5,55.7,,,3,1,25,25.0,37.7,25.0,6,0,0,0,0,0,0.0,94,5.2
Aaron Rodgers,2241,QB,GB,2,82,75.0,16,19,10.8,0.0,2,2,9.1,63.2,12,12,0.0,25,30.5,0,9,,77.0,85.1,76.0,82.3,,67.3,0,0,29,33.3,108.7,16.0,4,2,0,1,1,0,0.0,166,8.7,0,12,84.1,84.0,83.3,61.4,74.5,47,48,10.8,0.0,0,0,0.0,54.2,26,21,25.7,57,69.5,9,15,,81.3,79.6,78.5,77.8,,63.6,0,0,58,28.6,78.4,10.5,6,3,1,0,1,0,0.0,279,5.8,80.5,41,45,8.3,0.0,2,0,0.0,60.0,27,0,18.2,49,59.8,6,18,,80.8,86.0,78.2,83.2,,68.1,0,0,53,,86.9,0.0,0,4,1,1,1,0,0.0,296,6.6,0,63.6,22,22,15.5,0.0,0,2,9.1,50.0,11,33,21.4,33,40.2,3,6,,77.9,75.4,76.6,74.1,,62.1,0,0,34,30.3,87.1,30.3,10,1,0,0,1,0,0.0,149,6.8
Jay Cutler,2956,QB,CHI,2,80,73.5,34,36,7.8,0.0,1,4,10.5,61.1,22,16,12.0,39,48.8,3,15,,79.2,75.3,77.3,74.9,,57.9,0,2,41,12.5,88.2,5.1,2,1,0,1,2,1,2.4,344,9.6,0,6,84.1,65.1,67.2,44.5,72.2,36,38,7.9,0.0,0,0,0.0,57.9,22,10,15.4,41,51.3,4,10,,79.8,55.5,77.6,57.3,,52.3,0,2,45,10.0,56.8,2.4,1,2,1,1,1,2,4.4,179,4.7,82.0,50,52,5.6,0.0,1,3,5.6,69.2,36,0,12.2,54,67.5,5,19,,81.1,74.1,78.4,74.7,,52.3,0,3,56,,84.9,0.0,0,2,1,0,3,1,1.8,373,7.2,1,50.0,20,22,13.4,0.0,0,1,3.8,36.4,8,26,20.0,26,32.5,2,6,,77.4,51.7,76.1,53.0,,57.9,0,1,30,11.5,41.9,11.5,3,1,0,2,0,2,6.7,150,6.8
David Garrard,1109,QB,JAX,2,80,63.2,19,21,10.6,0.0,0,1,4.5,42.9,9,8,25.0,24,30.0,3,6,,24.9,54.4,75.5,51.6,,65.6,2,1,25,25.0,54.1,8.3,2,1,0,0,1,2,8.0,102,4.9,0,15,23.3,58.4,63.2,36.9,69.6,46,50,9.5,0.0,2,2,4.0,56.0,28,20,12.5,56,70.0,4,12,,24.0,62.7,78.4,69.4,,29.4,0,0,56,15.0,80.6,5.4,3,3,0,2,1,2,3.6,302,6.0,67.3,49,50,10.1,0.0,1,2,4.0,56.0,28,0,15.2,52,65.0,5,14,,33.2,68.2,78.1,73.1,,31.7,0,0,52,,88.3,0.0,0,2,0,0,2,1,1.9,315,6.3,0,68.8,16,21,9.1,0.0,1,1,4.5,42.9,9,28,18.2,28,35.0,2,4,,19.0,45.0,76.0,44.1,,62.9,2,1,29,17.9,35.6,17.9,5,2,0,2,0,3,10.3,89,4.2
Brady Quinn,3638,QB,CLV,2,78,65.0,20,24,12.1,0.0,2,1,4.0,45.8,11,15,15.4,28,35.9,2,7,,26.0,54.2,76.0,51.4,,65.6,1,0,29,20.0,61.1,10.7,3,1,0,1,0,1,3.4,120,5.0,0,8,49.6,54.2,54.3,56.4,70.7,41,42,8.0,0.0,0,0,0.0,66.7,28,13,3.4,50,64.1,1,14,,80.5,56.7,78.0,57.9,,54.2,1,2,51,46.2,70.1,12.0,6,2,0,0,1,1,2.0,246,5.9,72.3,47,49,9.4,0.0,2,0,0.0,63.3,31,0,8.8,50,64.1,3,17,,80.6,61.3,78.1,61.5,,58.3,0,2,52,,69.5,0.0,0,1,0,0,1,1,1.9,293,6.0,0,57.1,14,17,9.0,0.0,0,1,5.9,47.1,8,28,0.0,28,35.9,0,4,,25.7,45.0,75.9,42.5,,66.0,2,0,28,32.1,59.2,32.1,9,2,0,1,0,1,3.6,73,4.3
Joe Flacco,4332,QB,BLT,2,77,71.1,38,38,8.2,0.0,0,1,2.6,63.2,24,10,11.1,41,53.2,3,18,,79.2,70.6,77.3,70.9,,56.8,0,0,42,20.0,114.3,4.9,2,1,0,0,3,0,0.0,303,8.0,1,3,83.8,71.5,74.9,50.5,75.0,28,31,9.9,0.0,1,0,0.0,61.3,19,6,9.5,36,46.8,2,15,,79.0,72.6,0.0,74.0,,61.7,0,2,40,0.0,74.5,0.0,0,5,0,2,2,1,2.5,199,6.4,74.5,55,56,8.8,0.0,1,0,0.0,64.3,36,0,12.2,61,79.2,5,27,,81.7,70.6,78.8,71.3,,55.0,0,1,62,,88.8,0.0,0,5,0,0,2,1,1.6,385,6.9,2,63.6,11,13,9.4,0.0,0,1,6.3,53.8,7,16,0.0,16,20.8,0,6,,74.8,75.1,0.0,76.5,,63.7,0,1,20,12.5,92.0,12.5,2,1,0,2,3,0,0.0,117,9.0
Matt Schaub,1811,QB,HST,2,76,67.7,31,35,5.0,0.0,0,1,2.8,54.3,19,18,9.5,38,50.0,2,10,,78.9,55.1,77.1,55.9,,58.3,4,1,39,11.1,54.9,5.3,2,1,0,0,0,1,2.6,164,4.7,0,13,83.6,71.5,73.2,47.1,77.1,35,37,9.3,0.0,1,1,2.6,64.9,24,9,11.1,38,50.0,3,13,,78.9,85.5,77.2,84.4,,58.3,1,0,40,0.0,132.6,0.0,0,1,0,0,4,0,0.0,359,9.7,79.2,48,49,6.4,0.0,0,0,0.0,67.3,33,0,13.2,49,64.5,5,17,,80.4,80.8,78.0,79.0,,,1,0,50,,113.2,0.0,0,0,0,0,3,0,0.0,407,8.3,0,55.6,18,23,9.7,0.0,1,2,8.3,43.5,10,27,0.0,27,35.5,0,6,,77.0,56.1,76.0,57.9,,54.5,4,1,29,7.4,55.7,7.4,2,2,0,0,1,1,3.4,116,5.0
