player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tom Brady,698,QB,NE,6,73.0,233,241,8.8,0.0,3,10,3.9,64.7,156,0,58,8.2,251,14,91,19,90.5,71.6,74.1,41.3,1,2,264,4,12.1,99.0,2.8,7,3,0,4,12,2,0.8,1724,7.2
Joe Flacco,4332,QB,BLT,6,73.1,212,225,8.9,0.0,5,8,3.4,64.4,145,1,66,6.5,243,10,93,3,81.6,81.2,82.3,50.7,3,5,251,4,15.2,94.1,4.1,10,8,1,4,11,2,0.8,1690,7.5
Matt Schaub,1811,QB,HST,6,75.8,198,219,7.9,0.0,6,10,4.4,65.3,143,0,73,4.7,235,7,85,13,90.4,71.7,75.0,32.1,7,5,242,0,13.7,102.7,4.3,10,6,0,8,14,6,2.5,1810,8.3
David Garrard,1109,QB,JAX,6,72.8,191,212,9.0,0.0,7,9,4.1,61.3,130,0,82,6.5,238,9,72,15,28.8,71.6,73.0,49.6,7,3,248,0,17.1,83.9,5.9,14,12,0,7,5,8,3.2,1464,6.9
Ben Roethlisberger,1732,QB,PIT,6,79.9,199,207,9.2,0.0,2,12,5.5,72.5,150,0,61,5.7,226,9,93,25,77.4,84.5,86.9,34.8,4,6,238,1,26.2,104.5,7.1,16,3,0,2,10,5,2.1,1887,9.1
Carson Palmer,1317,QB,CIN,6,71.3,195,203,9.6,0.0,4,8,3.7,59.1,120,0,48,13.7,220,19,69,7,90.3,61.5,64.9,47.0,0,7,233,6,22.9,78.3,5.0,11,6,2,2,8,9,3.9,1375,6.8
Kurt Warner,112,QB,ARZ,5,77.8,185,201,7.1,0.0,6,6,2.8,68.7,138,0,71,4.2,212,6,75,1,90.2,79.2,80.3,41.3,7,5,224,2,14.1,92.1,4.7,10,1,3,0,8,1,0.4,1441,7.2
Kerry Collins,115,QB,TEN,6,72.2,176,197,8.3,0.0,4,6,2.9,54.8,108,0,59,15.0,205,19,57,31,62.1,57.0,60.5,28.3,5,8,212,1,8.5,62.1,2.4,5,3,0,12,5,8,3.8,1078,5.5
Kyle Orton,2323,QB,DEN,6,73.1,182,194,8.0,0.0,3,2,1.0,63.9,124,0,55,6.8,208,9,71,10,79.7,60.8,64.1,29.6,4,1,219,0,16.4,100.1,4.3,9,5,0,5,9,0,0.0,1465,7.6
Philip Rivers,1725,QB,SD,5,72.7,161,183,9.9,0.0,1,8,4.2,59.0,108,0,63,7.7,203,9,74,27,61.2,74.4,76.8,47.1,9,3,211,4,23.8,91.8,7.4,15,5,1,11,7,5,2.4,1519,8.3
