"","Name","ID","Salary","AvgPointsPerGame","odds_open","odds_close","odds_rank","odds_delta","odds_delta_per","fpts","proj_own","ceil","floor","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","odds_per_dollar","residuals","own_change","adj_own","ownership","total_pts","date","tournament"
"96","Shaun Norris",22549555,6600,83.25,0.0017,0.0013,118,-4e-04,-0.2353,37.78,0.44,63,19.5,0.4114,0.0031,0.0779,0.0403,0.0134,0.0051,0.0023,3e-04,71,0.2,-0.3,3.33,4,0.0029,42,"2022-05-22","PGA Championship"
"97","Pablo Larrazabal",22549556,6500,89,0.0027,0.0028,92,9.99999999999998e-05,0.037,40.11,0.63,64.5,20,0.5368,0.0065,0.165,0.0991,0.0409,0.0177,0.0091,0.0024,100,0.43,-0.03,4.2,4,0.0147,8,"2022-05-22","PGA Championship"
"98","Patton Kizzire",22549558,6500,62.5,0.0039,0.0034,84,-5e-04,-0.1282,44.42,0.43,68.5,21.5,0.498,0.0041,0.154,0.0928,0.0388,0.0155,0.0079,0.0019,75,0.52,0.06,3.08,4,0.0047,36,"2022-05-22","PGA Championship"
"99","Harry Higgs",22549559,6500,47.53,0.0021,0.0017,110,-4e-04,-0.1905,37.13,0.18,62.5,19.5,0.4372,0.0027,0.112,0.0621,0.0235,0.009,0.0049,0.001,100,0.26,-0.2,3.29,4,0.0054,21,"2022-05-22","PGA Championship"
"100","Lucas Glover",22549560,6500,62.31,0.0033,0.0025,98,-8e-04,-0.2424,43.2,0.88,67.5,21.5,0.532,0.0052,0.1563,0.0929,0.0371,0.0148,0.0082,0.0021,23,0.38,-0.08,2.61,4,0.0037,55,"2022-05-22","PGA Championship"
"101","Richard Bland",22549562,6500,58.25,0.0033,0.0025,98,-8e-04,-0.2424,42.47,0.29,67,20.5,0.4765,0.0044,0.1156,0.0646,0.0242,0.0094,0.005,0.0011,100,0.38,-0.08,2.61,2,0.0018,12,"2022-05-22","PGA Championship"
"102","Anirban Lahiri",22549564,6500,54.58,0.0045,0.0039,77,-6e-04,-0.1333,42.62,1.1,66.58,21,0.5235,0.0044,0.1748,0.1074,0.0446,0.0183,0.0099,0.0025,100,0.6,0.14,2.91,4,0.0316,17,"2022-05-22","PGA Championship"
"103","Takumi Kanaya",22549565,6400,37.31,0.0015,0.0017,110,2e-04,0.1333,33.77,0.08,58.5,18.43,0.4943,0.0047,0.131,0.0738,0.0286,0.0114,0.0061,0.0018,100,0.27,-0.16,4.42,4,4e-04,7.5,"2022-05-22","PGA Championship"
"104","Chan Kim",22549567,6400,59.9,0.0011,8e-04,124,-3e-04,-0.2727,36.76,0.04,62,19.5,0.3024,0.0011,0.0425,0.0209,0.0066,0.0023,0.001,2e-04,100,0.12,-0.31,3.6,4,0.001,20.5,"2022-05-22","PGA Championship"
"105","J.J. Spaun",22549568,6400,65.28,0.0068,0.0066,47,-2e-04,-0.0294,42.67,0.47,67.5,21,0.5585,0.005,0.2082,0.1275,0.0561,0.0249,0.013,0.0037,100,1.03,0.6,3.78,4,0.0161,14.5,"2022-05-22","PGA Championship"
"106","Chad Ramey",22549569,6400,58.82,0.0029,0.0023,102,-6e-04,-0.2069,38.61,0.19,63.5,20,0.4355,0.0023,0.1079,0.058,0.0215,0.0084,0.0043,9e-04,100,0.36,-0.07,2.95,4,0.0025,10.5,"2022-05-22","PGA Championship"
"107","Sadom Kaewkanjana",22549570,6400,0,0.0017,0.0013,118,-4e-04,-0.2353,18.81,0.03,24,12,0.3869,0.0022,0.0666,0.0343,0.0118,0.0039,0.0021,5e-04,100,0.2,-0.23,3.35,4,5e-04,15.5,"2022-05-22","PGA Championship"
"108","Troy Merritt",22549571,6400,68.5,0.0045,0.0039,77,-6e-04,-0.1333,42.36,1.1,67,20.5,0.5952,0.0069,0.2198,0.1379,0.0608,0.0263,0.0153,0.0048,41,0.61,0.18,2.93,4,0.0209,48.5,"2022-05-22","PGA Championship"
"109","Oliver Bekker",22549573,6400,84.32,0.0039,0.0034,84,-5e-04,-0.1282,43.23,0.2,67.5,21,0.5699,0.0078,0.1971,0.1221,0.0547,0.0237,0.0137,0.004,100,0.53,0.1,3.1,4,0.0131,15,"2022-05-22","PGA Championship"
"110","Beau Hossler",22677975,6400,54.57,0.0021,0.0017,110,-4e-04,-0.1905,36.31,0.51,62,18.5,0.4746,0.0051,0.1224,0.0703,0.0278,0.0114,0.0057,0.0016,69,0.27,-0.16,3.3,4,0.006,37.5,"2022-05-22","PGA Championship"
"111","Adam Schenk",22677979,6400,47.57,0.0019,0.0015,114,-4e-04,-0.2105,37.54,0.26,62.5,19.5,0.4094,0.0024,0.092,0.0503,0.0175,0.0065,0.0034,6e-04,41,0.23,-0.2,3.32,4,0.0012,51,"2022-05-22","PGA Championship"
"112","Lanto Griffin",22549574,6300,66.14,0.0067,0.0056,54,-0.0011,-0.1642,47.13,3.7,70,22,0.6271,0.0086,0.2522,0.162,0.0764,0.0356,0.0209,0.0064,60,0.89,0.49,2.05,6,0.0424,47,"2022-05-22","PGA Championship"
"113","Daniel Van Tonder",22549575,6300,68.6,0.0018,0.0014,116,-4e-04,-0.2222,38.22,0.05,63,19.5,0.437,0.004,0.0928,0.0492,0.0179,0.0069,0.0033,9e-04,100,0.22,-0.18,3.34,4,NA,NA,"2022-05-22","PGA Championship"
"114","Joohyung Kim",22549577,6300,69,0.0023,0.0017,110,-6e-04,-0.2609,33.88,0.21,59,18.5,0.4354,0.003,0.1115,0.0638,0.0239,0.0096,0.0048,0.001,100,0.27,-0.13,3.03,4,0.0028,7.5,"2022-05-22","PGA Championship"
"115","Ryan Fox",22549578,6300,81.39,0.0045,0.004,74,-5e-04,-0.1111,48.46,2.4,71.5,22.5,0.5699,0.007,0.1919,0.1173,0.0499,0.0217,0.0112,0.0029,54,0.63,0.23,3.12,6,0.0346,46,"2022-05-22","PGA Championship"
"116","Rikuya Hoshino",22549580,6300,53,0.0023,0.002,106,-3e-04,-0.1304,29.43,0.07,52.5,17,0.5298,0.0052,0.1566,0.091,0.0371,0.0158,0.008,0.0019,60,0.32,-0.08,3.44,4,0.0017,46,"2022-05-22","PGA Championship"
"117","Adam Hadwin",22549582,6300,67.09,0.0067,0.0054,57,-0.0013,-0.194,48.63,3.6,71.5,22.5,0.5547,0.0046,0.2016,0.1262,0.0548,0.0237,0.0134,0.0041,71,0.86,0.46,1.69,6,0.0406,35.5,"2022-05-22","PGA Championship"
"118","Kramer Hickok",22677977,6300,47.35,0.0027,0.002,106,-7e-04,-0.2593,40.84,0.2,65.5,20.5,0.515,0.005,0.1442,0.0834,0.0336,0.0133,0.0069,0.0018,69,0.32,-0.08,2.84,4,0.0011,36,"2022-05-22","PGA Championship"
"119","Russell Knox",22677980,6300,59.29,0.0046,0.004,74,-6e-04,-0.1304,44.79,0.62,68.5,21.5,0.521,0.004,0.1756,0.1057,0.0442,0.0181,0.0098,0.0025,100,0.63,0.23,2.94,4,0.0074,15.5,"2022-05-22","PGA Championship"
"120","Scott Stallings",22677981,6300,57.55,0.0037,0.0033,86,-4e-04,-0.1081,42.78,0.18,67.5,21,0.4793,0.0033,0.1392,0.0836,0.0346,0.0139,0.0071,0.002,100,0.52,0.12,3.28,4,0.0031,14.5,"2022-05-22","PGA Championship"
"121","Dean Burmester",22549583,6200,71.31,0.0045,0.0039,77,-6e-04,-0.1333,42.78,0.9,66.58,21,0.5614,0.0063,0.1818,0.1085,0.0453,0.0189,0.0099,0.003,100,0.63,0.25,2.95,4,0.0045,18.5,"2022-05-22","PGA Championship"
"122","Yuki Inamori",22549595,6100,57,0.0013,0.001,121,-3e-04,-0.2308,18.64,0.08,24,11.5,0.4076,0.0026,0.0774,0.039,0.0129,0.0049,0.0024,4e-04,100,0.16,-0.21,3.55,4,0.0017,12,"2022-05-22","PGA Championship"
"123","Bio Kim",22549596,6100,0,0.0012,9e-04,122,-3e-04,-0.25,18.53,0.05,23.5,11.5,0.3939,0.0023,0.0698,0.036,0.0122,0.0044,0.0019,4e-04,100,0.15,-0.22,3.58,4,7e-04,20.5,"2022-05-22","PGA Championship"
"124","Padraig Harrington",22549599,6100,62.77,0.0017,0.0013,118,-4e-04,-0.2353,39.05,0.68,64,20,0.4641,0.0032,0.107,0.0572,0.0216,0.008,0.0037,6e-04,100,0.21,-0.16,3.37,4,0.0108,12.5,"2022-05-22","PGA Championship"
