player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Michael Vick,773,QB,PHI,1,58.0,50,56,9.2,3.3,1,2,3.3,51.8,29,0,25,0.0,61,0,16,24,25.8,35.6,43.0,29.7,1,4,65,0,8.0,51.0,3.3,2,3,0,4,2,5,7.7,317,5.7
Drew Brees,802,QB,NO,1,61.4,44,52,12.9,2.56,4,6,10.3,46.2,24,0,19,11.1,54,3,17,20,81.5,65.5,64.8,,1,2,60,0,10.5,70.9,3.7,2,0,1,2,3,4,6.7,339,6.5
Matthew Stafford,4924,QB,DET,1,76.6,47,48,8.1,2.36,0,4,8.3,66.7,32,0,8,11.1,49,4,24,11,80.3,69.4,68.3,,0,3,49,0,12.5,69.4,2.0,1,0,1,0,1,5,10.2,355,7.4
Carson Palmer,1317,QB,OAK,1,76.1,46,46,7.7,2.64,0,0,0.0,69.6,32,0,17,8.6,49,3,16,23,80.9,68.8,69.1,,0,0,54,1,17.6,94.2,6.1,3,0,0,0,1,1,1.9,297,6.5
Andrew Luck,7007,QB,IND,1,59.1,44,45,9.5,2.69,1,3,6.4,51.1,23,0,16,11.5,50,3,17,14,34.0,51.4,48.8,73.1,0,3,53,0,18.8,52.9,6.0,3,2,0,0,1,5,9.4,309,6.9
Aaron Rodgers,2241,QB,GB,1,78.0,41,44,8.6,2.76,0,3,5.9,68.2,30,0,15,6.3,52,2,18,12,81.4,66.5,62.4,80.7,0,1,59,1,20.0,93.3,5.8,3,5,0,3,2,2,3.4,303,6.9
Ben Roethlisberger,1732,QB,PIT,1,64.9,37,40,9.5,2.85,0,4,9.3,55.0,22,0,19,8.3,46,2,15,25,80.5,56.6,58.5,48.6,1,1,49,0,26.3,79.7,10.9,5,1,1,1,2,4,8.2,245,6.1
Blaine Gabbert,6162,QB,JAX,1,71.1,38,39,7.1,2.52,1,3,7.3,59.0,23,0,18,14.8,43,4,12,15,31.8,77.7,82.4,42.8,0,0,46,0,11.1,96.1,4.7,2,2,0,0,2,1,2.2,260,6.7
Andy Dalton,6187,QB,CIN,1,67.6,34,37,8.2,2.45,2,0,0.0,59.5,22,0,9,4.3,41,1,10,7,29.4,42.1,41.9,59.1,0,1,42,0,44.4,65.3,9.8,4,0,0,1,0,2,4.8,221,6.0
Ryan Tannehill,7014,QB,MIA,1,71.9,32,36,6.0,2.31,2,1,2.7,55.6,20,0,13,13.0,38,3,7,17,41.5,43.8,50.7,33.4,0,3,39,0,15.4,39.0,5.3,2,0,0,2,0,1,2.6,219,6.1
Jay Cutler,2956,QB,CHI,1,69.7,33,35,12.3,2.6,1,6,15.4,60.0,21,0,11,8.7,37,2,15,6,80.0,71.4,72.0,53.7,0,1,41,0,18.2,98.9,5.4,2,0,0,1,2,2,4.9,333,9.5
Brandon Weeden,7028,QB,CLV,1,45.5,33,35,7.8,2.49,0,0,0.0,34.3,12,0,13,20.0,38,3,8,8,28.1,28.8,34.6,29.8,0,4,40,0,15.4,5.1,5.3,2,1,0,2,0,4,10.0,118,3.4
Russell Wilson,7077,QB,SEA,1,70.0,30,34,9.2,2.93,1,1,2.6,52.9,18,0,21,14.3,43,3,11,29,33.1,47.2,53.3,44.1,0,1,49,3,14.3,62.5,7.0,3,6,0,3,1,1,2.0,153,4.5
Matt Cassel,2447,QB,KC,1,77.4,31,33,8.6,3.21,1,2,6.1,63.6,21,0,10,12.5,37,3,13,16,79.1,70.3,68.8,62.9,0,2,37,0,30.0,72.5,8.1,3,1,0,1,1,1,2.7,258,7.8
Philip Rivers,1725,QB,SD,1,80.6,31,33,7.6,2.87,0,3,8.6,72.7,24,0,9,4.0,34,1,11,27,78.7,81.7,81.9,55.6,0,0,36,0,11.1,102.0,2.9,1,0,0,2,1,0,0.0,231,7.0
Cam Newton,6153,QB,CAR,1,78.1,32,33,11.7,3.37,1,2,6.1,69.7,23,0,10,8.0,38,2,14,5,29.2,68.2,66.6,64.5,0,2,38,0,30.0,83.3,7.9,3,2,0,0,1,4,10.5,303,9.2
Jake Locker,6160,QB,TEN,1,83.9,31,32,8.1,2.89,0,2,6.1,71.9,23,0,14,11.5,36,3,11,31,28.1,69.7,66.1,70.9,1,1,38,0,14.3,89.2,5.6,2,2,0,0,1,2,5.3,229,7.2
Ryan Fitzpatrick,2467,QB,BUF,1,56.3,32,32,9.3,2.57,0,1,3.1,56.3,18,0,12,0.0,33,0,14,4,78.2,34.3,31.6,64.5,0,3,33,0,0.0,66.5,0.0,0,1,0,0,3,5,15.2,195,6.1
Eli Manning,1722,QB,NYG,1,77.4,31,32,8.7,2.94,0,4,12.1,65.6,21,0,15,12.5,35,3,12,21,78.4,85.1,83.0,,0,0,36,0,20.0,94.9,8.6,3,0,0,1,1,0,0.0,213,6.7
Matt Ryan,4317,QB,ATL,1,86.2,29,31,8.4,2.81,0,2,6.5,74.2,23,0,8,8.0,35,2,19,2,78.3,84.4,85.8,59.4,1,0,35,1,12.5,136.4,2.9,1,3,0,1,3,0,0.0,299,9.6
Tom Brady,698,QB,NE,1,80.6,31,31,8.3,2.48,0,5,16.1,74.2,23,0,12,8.0,32,2,12,19,78.2,88.5,90.1,50.1,0,0,32,0,8.3,117.1,3.1,1,0,0,0,2,0,0.0,236,7.6
Matt Schaub,1811,QB,HST,1,77.4,31,31,9.1,2.63,0,2,6.3,64.5,20,0,12,16.7,34,4,15,13,78.9,90.2,90.7,53.3,0,0,35,0,16.7,102.4,5.9,2,1,0,0,1,0,0.0,266,8.6
Tony Romo,1693,QB,DAL,1,79.3,29,29,8.9,2.83,0,4,13.3,75.9,22,0,12,4.3,32,1,13,9,78.9,80.7,84.9,60.1,0,1,33,2,16.7,129.5,6.3,2,1,0,0,3,2,6.1,307,10.6
Joe Flacco,4332,QB,BLT,1,75.0,28,29,11.7,2.49,0,4,12.5,72.4,21,0,9,0.0,32,0,14,3,78.7,72.7,74.2,50.7,1,0,35,0,33.3,128.4,9.4,3,0,0,0,2,3,8.6,299,10.3
John Skelton,5678,QB,ARZ,1,68.2,22,28,8.7,2.65,4,1,3.3,50.0,14,0,13,6.7,30,1,8,1,26.5,38.9,41.9,58.3,2,1,32,1,7.7,51.0,3.3,1,1,0,0,0,3,9.4,149,5.3
Christian Ponder,6164,QB,MIN,1,77.8,27,27,7.6,2.67,0,3,11.1,74.1,20,0,6,4.8,30,1,14,18,26.2,58.7,63.5,41.0,0,0,31,0,33.3,105.5,6.7,2,1,0,0,0,3,9.7,270,10.0
Mark Sanchez,4928,QB,NYJ,1,80.0,25,27,10.7,2.35,0,2,7.1,70.4,19,0,6,5.0,27,1,15,22,25.7,76.3,80.4,47.5,0,1,29,0,0.0,123.4,0.0,0,0,1,1,3,2,6.9,266,9.9
Alex Smith,2218,QB,SF,1,84.0,25,26,6.8,2.72,0,0,0.0,76.9,20,0,8,4.8,33,1,13,28,79.0,65.8,67.0,55.3,0,0,37,0,50.0,125.6,12.1,4,3,0,1,2,0,0.0,211,8.1
Peyton Manning,327,QB,DEN,1,80.8,26,26,8.4,2.44,0,2,7.1,73.1,19,0,6,9.5,29,2,12,10,78.3,87.9,89.6,60.4,0,0,31,1,33.3,129.2,6.9,2,1,0,0,2,0,0.0,253,9.7
Robert Griffin III,7008,QB,WAS,1,88.0,25,26,8.3,2.86,0,2,7.1,73.1,19,0,8,13.6,30,3,13,32,41.5,79.7,81.1,61.0,0,0,32,0,25.0,139.9,6.7,2,2,0,1,2,1,3.1,320,12.3
Sam Bradford,5526,QB,SL,1,73.9,23,25,10.1,2.74,0,3,11.5,68.0,17,0,10,0.0,30,0,10,26,77.8,75.3,76.6,52.7,1,0,31,0,40.0,105.1,13.3,4,1,0,1,1,1,3.2,198,7.9
Josh Freeman,4940,QB,TB,1,81.0,21,24,5.1,3.08,2,0,0.0,66.7,16,0,15,5.9,28,1,10,30,78.8,82.4,80.2,68.4,1,0,31,0,13.3,95.5,7.1,2,2,0,0,1,0,0.0,138,5.8
Matt Hasselbeck,408,QB,TEN,1,54.5,11,11,3.5,2.36,0,0,0.0,54.5,6,0,1,0.0,11,0,3,31,72.4,42.1,43.1,,0,0,12,0,0.0,63.8,0.0,0,0,0,0,0,0,0.0,43,3.9
Kevin Kolb,3652,QB,ARZ,1,85.7,7,8,8.3,2.13,1,1,10.0,75.0,6,0,2,0.0,8,0,5,1,72.1,74.3,76.9,56.7,0,0,10,0,0.0,138.5,0.0,0,0,0,0,1,0,0.0,66,8.3
Tyrod Taylor,6332,QB,BLT,1,66.7,3,3,8.0,2.13,0,0,0.0,66.7,2,0,0,0.0,3,0,1,3,67.4,50.1,50.1,60.0,0,0,3,0,,99.3,0.0,0,0,0,0,0,0,0.0,30,10.0
