player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Aaron Rodgers,2241,QB,GB,8,340,76.7,86,89,9.2,2.33,1,10,10.0,69.7,62,27,6.1,101,29.7,4,42,,85.8,77.3,81.0,75.1,,67.6,1,2,113,37.0,121.2,9.9,10,2,0,1,12,3,2.7,659,7.4,0,12,73.9,84.7,82.7,70.3,83.7,196,208,7.5,2.88,2,17,7.5,68.8,143,61,12.8,239,70.3,21,78,,62.6,85.3,47.9,82.0,,77.7,1,2,260,29.5,100.0,7.5,18,13,2,7,9,5,1.9,1506,7.2,81.7,240,245,7.7,2.31,3,18,6.8,71.4,175,0,10.7,252,74.1,21,99,,78.4,83.5,49.6,82.6,,56.3,0,4,273,,108.1,0.0,0,7,2,0,17,7,2.6,1773,7.2,2,81.0,42,52,9.7,3.89,0,9,14.8,57.7,30,88,11.8,88,25.9,4,21,,55.2,80.8,80.5,72.6,,90.0,2,0,100,31.8,107.2,31.8,28,8,0,8,4,1,1.0,392,7.5
Matthew Stafford,4924,QB,DET,7,337,73.1,52,55,9.3,2.38,3,1,1.8,61.8,34,16,10.5,58,17.2,4,23,,81.5,65.6,78.6,65.0,,,0,1,60,18.8,72.2,5.2,3,0,0,0,0,1,1.7,346,6.3,0,11,91.0,74.3,72.4,65.9,75.9,245,258,7.8,2.76,1,16,6.0,63.6,164,66,11.8,279,82.8,22,100,,90.6,74.3,84.6,72.8,,64.6,1,6,288,16.7,84.2,3.9,11,10,2,9,8,11,3.8,1762,6.8,79.2,240,249,8.0,2.45,4,16,6.3,67.9,169,0,11.1,255,75.7,21,103,,90.4,80.2,84.2,78.1,,66.7,0,6,261,,88.5,0.0,0,6,2,3,7,9,3.4,1827,7.3,0,59.6,57,64,8.5,3.46,0,1,1.5,45.3,29,82,14.7,82,24.3,5,20,,84.0,51.8,80.0,52.1,,58.9,1,1,87,17.1,56.8,17.1,14,4,0,6,1,3,3.4,281,4.4
Tom Brady,698,QB,NE,8,336,78.4,74,77,8.5,2.24,1,6,6.8,67.5,52,20,10.3,80,23.8,6,38,,84.3,93.1,80.2,92.0,,,0,0,92,15.0,122.8,3.8,3,0,0,2,7,1,1.1,631,8.2,0,19,84.0,91.2,90.7,51.8,76.1,230,243,9.2,2.56,2,17,6.7,64.6,157,62,10.3,256,76.2,18,93,,77.8,87.1,84.3,83.9,,76.0,0,3,265,17.7,93.6,4.3,11,2,1,10,9,7,2.6,1777,7.3,79.8,248,254,8.4,2.23,2,16,5.9,70.5,179,0,9.6,254,75.6,19,110,,90.5,92.9,84.3,91.7,,,0,2,269,,107.8,0.0,0,0,1,3,13,4,1.5,2026,8.0,2,62.5,56,66,11.9,3.29,1,7,9.9,45.5,30,82,14.3,82,24.4,5,21,,51.4,72.9,80.1,69.6,,76.0,0,1,88,17.1,72.9,17.1,14,2,0,9,3,4,4.5,382,5.8
Drew Brees,802,QB,NO,7,330,70.4,108,114,10.4,2.56,2,9,7.6,59.6,68,39,10.5,121,36.7,8,47,,60.5,69.3,81.4,68.7,,58.3,1,2,126,15.4,93.6,5.0,6,1,0,3,5,6,4.8,944,8.3,0,20,82.5,78.5,78.2,41.1,77.7,179,201,7.9,2.67,6,18,8.7,59.7,120,49,13.7,209,63.3,19,72,,90.1,82.0,83.5,80.4,,56.8,1,6,216,14.3,92.6,3.3,7,1,2,13,15,8,3.7,1366,6.8,79.0,229,241,8.2,2.37,5,18,7.3,66.0,159,0,12.2,242,73.3,22,101,,90.3,85.6,84.0,83.7,,56.8,0,5,249,,103.2,0.0,0,1,2,5,16,9,3.6,1886,7.8,1,58.6,58,74,11.5,3.36,3,9,11.5,39.2,29,88,14.7,88,26.7,5,18,,51.3,57.1,80.3,57.5,,58.3,2,3,93,14.8,59.7,14.8,13,1,0,11,4,5,5.4,424,5.7
Andrew Luck,7007,QB,IND,7,325,68.8,80,89,10.9,2.77,2,8,8.0,57.3,51,48,7.3,103,31.7,4,42,,39.7,65.9,5.6,61.4,,90.4,3,3,115,18.8,86.3,8.7,9,5,0,4,5,8,7.0,678,7.6,0,14,63.2,62.5,58.3,85.1,66.1,186,199,10.0,2.87,4,11,5.3,54.8,109,69,11.4,222,68.3,14,66,,75.2,59.7,83.8,56.8,,78.5,3,5,233,13.0,69.4,4.1,9,14,4,2,3,13,5.6,1293,6.5,69.0,197,206,9.4,2.42,5,9,4.1,59.7,123,0,9.6,208,64.0,13,73,,90.1,64.5,83.5,63.2,,70.5,0,6,219,,80.4,0.0,0,2,4,0,7,13,5.9,1453,7.1,2,60.9,69,82,12.6,3.58,1,10,10.9,45.1,37,117,11.9,117,36.0,5,35,,27.9,58.1,12.8,50.2,,89.1,6,2,129,15.4,59.9,15.4,18,17,0,6,1,8,6.2,518,6.3
Brandon Weeden,7028,QB,CLV,8,317,70.5,78,94,8.4,2.53,5,5,5.2,48.9,46,37,16.4,97,30.6,9,31,,84.9,60.2,80.5,59.9,,,3,3,99,8.1,55.3,3.1,3,0,0,8,1,4,4.0,501,5.3,0,8,82.0,60.6,63.0,33.9,72.8,191,205,8.4,2.71,7,7,3.3,58.0,119,51,14.4,220,69.4,20,67,,90.2,63.2,40.7,63.9,,52.3,2,7,228,19.6,77.9,4.5,10,5,1,4,8,11,4.8,1411,6.9,75.4,211,226,8.0,2.54,10,7,3.0,59.3,134,0,15.7,229,72.2,25,76,,90.2,67.3,41.7,68.1,,45.0,0,7,234,,77.6,0.0,0,3,1,4,7,11,4.7,1555,6.9,2,60.3,58,73,10.2,2.94,2,5,6.5,42.5,31,88,11.4,88,27.8,4,22,,84.3,51.1,80.3,50.5,,66.1,5,3,93,14.8,49.9,14.8,13,2,0,8,2,4,4.3,357,4.9
Michael Vick,773,QB,PHI,7,315,64.7,85,104,9.8,2.95,5,5,4.5,50.0,52,68,5.5,121,38.4,3,43,,35.9,58.3,81.5,54.7,,82.7,4,0,128,17.6,88.9,9.9,12,5,0,10,4,5,3.9,806,7.8,0,24,26.5,60.0,62.3,46.8,75.7,152,162,9.1,3.23,2,7,4.2,64.8,105,70,8.7,194,61.6,10,56,,53.2,68.4,83.2,67.2,,64.2,2,8,200,11.4,72.0,4.1,8,24,1,5,5,10,5.0,1017,6.3,80.4,153,161,8.8,2.81,6,11,6.5,70.2,113,0,8.1,177,56.2,10,66,,70.0,83.0,82.9,81.4,,65.4,0,3,185,,103.5,0.0,0,16,1,1,8,6,3.2,1319,8.2,1,56.0,84,105,10.4,3.52,1,1,0.9,41.9,44,138,6.4,138,43.8,3,33,,27.6,39.9,81.9,36.4,,74.7,6,5,143,14.5,40.3,14.5,20,13,0,14,1,9,6.3,504,4.8
Eli Manning,1722,QB,NYG,8,305,69.9,73,78,9.6,2.35,1,8,9.5,61.5,48,23,5.9,82,26.9,3,30,,84.0,76.6,80.1,75.0,,,0,3,89,17.4,92.7,4.9,4,0,0,4,5,4,4.5,637,8.2,0,21,82.2,84.4,84.8,36.8,72.6,208,216,9.8,2.66,2,18,7.9,63.0,136,60,9.9,223,73.1,15,80,,90.2,86.5,83.8,84.5,,58.5,3,5,235,3.3,87.8,0.9,2,5,0,3,7,6,2.6,1664,7.7,73.7,217,219,10.1,2.4,2,19,8.2,65.8,144,0,10.0,222,72.8,16,90,,90.2,90.6,83.8,89.2,,56.2,0,5,235,,98.2,0.0,0,3,0,0,11,7,3.0,1794,8.2,0,65.6,64,75,8.6,3.05,1,7,8.8,53.3,40,83,4.8,83,27.2,2,20,,84.0,64.4,80.1,63.6,,62.1,3,3,89,7.2,62.5,7.2,6,2,0,7,1,3,3.4,507,6.8
Christian Ponder,6164,QB,MIN,8,300,70.7,75,84,7.0,3.0,0,6,6.5,56.0,47,47,11.3,104,34.7,6,37,,85.7,63.4,81.0,60.5,,72.9,2,2,112,25.5,82.6,11.5,12,8,0,7,5,4,3.6,483,5.8,0,18,68.7,59.1,56.7,66.4,75.9,170,178,5.9,2.63,2,9,4.8,69.7,124,39,3.9,196,65.3,5,63,,54.7,56.8,83.3,55.2,,69.0,1,5,206,17.9,87.3,3.6,7,11,0,5,5,11,5.3,1260,7.1,77.0,200,202,5.9,2.39,2,10,4.7,72.3,146,0,5.2,214,71.3,8,82,,90.2,64.7,83.7,64.4,,58.9,0,3,226,,98.5,0.5,1,11,0,0,7,10,4.4,1496,7.4,0,62.2,45,60,7.8,3.67,0,5,7.7,41.7,25,86,10.7,86,28.7,3,18,,28.1,47.5,80.2,40.6,,84.3,3,4,92,20.9,42.8,20.9,18,8,0,12,3,5,5.4,247,4.1
Tony Romo,1693,QB,DAL,7,300,69.6,92,94,8.3,2.44,1,7,7.4,66.0,62,29,3.1,96,32.0,2,39,,84.8,75.0,80.5,70.9,,84.5,0,5,98,3.4,77.0,1.0,1,1,0,1,3,4,4.1,709,7.5,0,9,69.4,70.9,70.6,58.3,74.7,186,189,10.3,2.85,0,11,5.5,65.6,124,62,10.8,204,68.0,15,67,,56.6,69.6,83.5,68.1,,68.0,0,8,215,19.4,79.8,5.9,12,3,1,2,6,11,5.1,1364,7.2,79.1,206,208,8.9,2.44,1,12,5.6,70.7,147,0,9.8,209,69.7,16,82,,90.1,82.6,83.5,78.9,,86.7,0,7,217,,88.8,0.0,0,1,1,0,6,7,3.2,1609,7.7,3,55.6,72,75,11.7,3.37,0,6,7.6,52.0,39,91,2.5,91,30.3,1,24,,28.7,50.0,80.4,49.5,,65.9,0,6,96,14.3,51.2,14.3,13,3,0,3,3,8,8.3,464,6.2
