"","Name","ID","Salary","AvgPointsPerGame","odds_open","odds_close","odds_rank","odds_delta","odds_delta_per","fpts","proj_own","ceil","floor","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","odds_per_dollar","residuals","own_change","adj_own","ownership","total_pts","date","tournament"
"1","Jon Rahm",22890808,11100,82.5,0.0887,0.0831,1,-0.00560000000000001,-0.0631,81.89,14.3,99,66,0.8562,0.0311,0.6533,0.5432,0.3687,0.2369,0.1668,0.0725,10,7.49,0.86,-9.06,5,0.2094,77.5,"2022-06-05","Memorial Tournament"
"2","Rory McIlroy",22890809,10900,87.29,0.0692,0.0667,2,-0.0025,-0.0361,80.36,16.3,98.5,63,0.8268,0.0252,0.6004,0.4804,0.3122,0.1897,0.1295,0.0524,18,6.12,-0.14,-3.02,13,0.183,72,"2022-06-05","Memorial Tournament"
"3","Patrick Cantlay",22890810,10700,81.06,0.0617,0.0597,3,-0.00199999999999999,-0.0324,76.43,12.2,94,58.92,0.8297,0.0325,0.5997,0.4781,0.3106,0.1929,0.1332,0.0545,3,5.58,-0.32,-2.05,10,0.0997,92,"2022-06-05","Memorial Tournament"
"4","Collin Morikawa",22890811,10400,81.93,0.0432,0.0421,7,-0.0011,-0.0255,67.5,9.7,87,29.5,0.7925,0.0242,0.5282,0.4076,0.2469,0.1422,0.092,0.0337,100,4.05,-1.33,-0.4,9,0.1133,21,"2022-06-05","Memorial Tournament"
"5","Xander Schauffele",22890812,10200,83.54,0.0391,0.0514,4,0.0123,0.3146,79.7,15.5,97.5,63,0.7987,0.0198,0.5289,0.4056,0.2444,0.1393,0.0887,0.0328,18,5.04,-0.01,26.8,40,0.1482,84,"2022-06-05","Memorial Tournament"
"6","Cameron Smith",22890813,9900,89.14,0.0474,0.0493,5,0.0019,0.0401,71.69,16.4,90.5,32.5,0.7878,0.0236,0.5187,0.3959,0.2383,0.1363,0.0883,0.0349,13,4.98,0.41,5.86,22,0.1479,74,"2022-06-05","Memorial Tournament"
"7","Jordan Spieth",22890814,9700,74.04,0.0363,0.0448,6,0.0085,0.2342,72,21.3,90.5,33,0.7531,0.0209,0.4526,0.3303,0.1882,0.1016,0.0642,0.0232,18,4.62,0.36,19.16,40,0.1415,65.5,"2022-06-05","Memorial Tournament"
"8","Will Zalatoris",22890815,9400,68.82,0.0259,0.0323,10,0.0064,0.2471,69.95,19.4,89,30.5,0.7496,0.0166,0.4362,0.3145,0.1732,0.0904,0.0558,0.0188,5,3.44,-0.37,14.87,34,0.111,94.5,"2022-06-05","Memorial Tournament"
"9","Viktor Hovland",22890816,9300,90.75,0.0344,0.0346,9,0.000199999999999999,0.0058,70.65,16.5,89.5,30.5,0.775,0.0174,0.4914,0.3684,0.2101,0.115,0.0732,0.0256,51,3.72,0.06,2.41,19,0.1613,57.5,"2022-06-05","Memorial Tournament"
"10","Shane Lowry",22890819,9000,72.71,0.0401,0.0371,8,-0.003,-0.0748,75.12,20.4,92.5,59,0.8069,0.0202,0.549,0.4281,0.2644,0.1542,0.0998,0.0376,32,4.12,0.88,-3.86,17,0.2059,57.5,"2022-06-05","Memorial Tournament"
"11","Sungjae Im",22890820,8900,80.66,0.0314,0.0289,11,-0.0025,-0.0796,71.44,11.9,90,33,0.7802,0.0174,0.4968,0.3732,0.2162,0.1199,0.0776,0.0286,10,3.25,0.15,-2.96,9,0.1413,66.5,"2022-06-05","Memorial Tournament"
"12","Cameron Young",22890821,8800,70.94,0.022,0.0281,12,0.0061,0.2773,67.21,19.2,87.5,28.5,0.7274,0.0178,0.4143,0.2953,0.163,0.0861,0.0538,0.0175,60,3.19,0.23,14.39,34,0.1581,54.5,"2022-06-05","Memorial Tournament"
"13","Max Homa",22890822,8700,74.46,0.0189,0.0222,14,0.0033,0.1746,65.46,17.2,85.58,28,0.7272,0.0167,0.4114,0.2955,0.1608,0.084,0.051,0.0174,5,2.55,-0.27,8.62,26,0.1513,94.5,"2022-06-05","Memorial Tournament"
"14","Davis Riley",22890823,8600,66.28,0.0139,0.0172,19,0.0033,0.2374,58.71,12.4,82,26,0.6428,0.0083,0.2871,0.1894,0.0895,0.0413,0.0243,0.007,13,2,-0.69,8.61,21,0.1041,73,"2022-06-05","Memorial Tournament"
"15","Daniel Berger",22890824,8500,71.75,0.0149,0.0149,21,0,0,67.92,6.9,87.5,30,0.7176,0.0137,0.3917,0.2746,0.1428,0.073,0.0432,0.0142,5,1.75,-0.8,1.88,9,0.0667,84,"2022-06-05","Memorial Tournament"
"16","Corey Conners",22890825,8400,67.56,0.0195,0.0179,17,-0.0016,-0.0821,69.56,10.3,88,31,0.754,0.0148,0.4497,0.3291,0.1822,0.0966,0.0595,0.0204,13,2.13,-0.29,-1.23,9,0.0936,81.5,"2022-06-05","Memorial Tournament"
"17","Joaquin Niemann",22890826,8300,74.87,0.0231,0.0242,13,0.0011,0.0476,71.22,16.6,89.5,32.5,0.7534,0.0168,0.4433,0.3214,0.1782,0.0945,0.0583,0.0188,3,2.92,0.63,4.3,21,0.2205,94,"2022-06-05","Memorial Tournament"
"18","Abraham Ancer",22890827,8200,62.82,0.0129,0.0132,24,3e-04,0.0233,58.65,8.3,81,26,0.6895,0.0124,0.3424,0.2312,0.1138,0.0554,0.0316,0.0102,32,1.61,-0.55,2.52,11,0.0427,65,"2022-06-05","Memorial Tournament"
"19","Keegan Bradley",22890828,8100,68.9,0.0179,0.0174,18,-5e-04,-0.0279,66.5,11.4,86,28,0.7361,0.0168,0.4228,0.3036,0.1646,0.0891,0.0553,0.019,37,2.15,0.11,1.02,12,0.0934,61,"2022-06-05","Memorial Tournament"
"20","Mito Pereira",22890829,8000,70.62,0.0209,0.0211,16,0.000200000000000002,0.0096,70.99,19.4,89.5,31,0.7261,0.0118,0.4036,0.2861,0.1497,0.0756,0.0455,0.0146,13,2.64,0.73,2.51,22,0.1952,82,"2022-06-05","Memorial Tournament"
"21","Seamus Power",22890830,8000,71.31,0.0155,0.0142,22,-0.0013,-0.0839,62.24,6.1,83.5,27,0.7185,0.0146,0.3932,0.2749,0.1455,0.0734,0.0434,0.0142,100,1.78,-0.13,-0.61,5,0.0928,22,"2022-06-05","Memorial Tournament"
"22","Billy Horschel",22890831,7900,72.42,0.0149,0.0137,23,-0.0012,-0.0805,60.53,5.9,82.5,27,0.7257,0.0152,0.4072,0.2895,0.152,0.0766,0.045,0.0156,1,1.73,-0.06,-0.4,6,0.0717,113,"2022-06-05","Memorial Tournament"
"23","Patrick Reed",22890832,7900,62.1,0.0131,0.0215,15,0.0084,0.6412,52.35,15.3,77,24,0.6402,0.0073,0.2834,0.184,0.0854,0.0402,0.0219,0.0062,53,2.72,0.93,19.76,35,0.1783,48.5,"2022-06-05","Memorial Tournament"
"24","Matt Kuchar",22890833,7800,72.6,0.0105,0.0131,25,0.0026,0.2476,54.99,10.7,77.5,25.5,0.7011,0.0094,0.3609,0.2487,0.1262,0.0603,0.0349,0.011,45,1.68,0.01,7.32,18,0.1258,52.5,"2022-06-05","Memorial Tournament"
"25","Bryson DeChambeau",22890834,7800,53.1,0.0108,0.0116,27,0.000799999999999999,0.0741,58.85,1.2,82,26.5,0.5326,0.0047,0.1765,0.1036,0.043,0.0184,0.0098,0.0028,100,1.49,-0.18,3.58,5,0.0376,16,"2022-06-05","Memorial Tournament"
"26","Adam Scott",22890835,7700,70.85,0.0099,0.0101,32,0.000199999999999999,0.0202,61.68,6.6,84,27,0.6716,0.0108,0.3226,0.2152,0.1037,0.05,0.0293,0.0094,67,1.31,-0.25,2.36,9,0.087,48.5,"2022-06-05","Memorial Tournament"
"27","Chris Kirk",22890836,7700,64.15,0.0179,0.0165,20,-0.0014,-0.0782,65.69,15.1,85.5,28.5,0.7286,0.0126,0.4038,0.284,0.1504,0.0794,0.0474,0.0152,53,2.14,0.58,-0.7,14,0.1385,60,"2022-06-05","Memorial Tournament"
"28","Jason Day",22890837,7600,60.79,0.0109,0.0108,29,-9.99999999999994e-05,-0.0092,55.29,5.7,79,25,0.641,0.0106,0.2875,0.1882,0.0898,0.0427,0.0244,0.0076,31,1.42,-0.03,1.8,8,0.0594,62,"2022-06-05","Memorial Tournament"
"29","Si Woo Kim",22890838,7600,66.48,0.0111,0.0105,30,-6e-04,-0.0541,58.24,9.4,81,26,0.6899,0.0104,0.3491,0.2397,0.1217,0.0599,0.0351,0.0111,13,1.38,-0.07,0.8,10,0.0759,66,"2022-06-05","Memorial Tournament"
"30","Marc Leishman",22890839,7500,75.03,0.0095,0.0094,33,-9.99999999999994e-05,-0.0105,59.31,7.9,81,26.5,0.6454,0.0098,0.2916,0.1902,0.0895,0.0421,0.0243,0.0071,100,1.25,-0.09,1.79,10,0.0873,22.5,"2022-06-05","Memorial Tournament"
"31","Alex Noren",22890840,7500,68.53,0.0121,0.011,28,-0.0011,-0.0909,61.98,10.6,83,27,0.675,0.0085,0.3319,0.2245,0.1113,0.0541,0.0318,0.0094,100,1.47,0.13,-0.16,10,0.0991,23.5,"2022-06-05","Memorial Tournament"
"32","Aaron Wise",22890841,7500,69.59,0.0127,0.0123,26,-0.000399999999999999,-0.0315,62.98,11.2,84,27,0.7009,0.0102,0.3682,0.2557,0.1304,0.0658,0.0385,0.012,2,1.64,0.3,1.25,12,0.1574,92,"2022-06-05","Memorial Tournament"
"33","Gary Woodland",22890842,7400,54.74,0.0105,0.0102,31,-3e-04,-0.0286,59.52,8.6,81.5,26.5,0.6555,0.0078,0.304,0.2009,0.0964,0.0458,0.0263,0.0079,100,1.38,0.15,1.42,10,0.0416,19,"2022-06-05","Memorial Tournament"
