"team_name","franchise_id","player_game_count","attempts","hits_allowed","hurries_allowed","pass_snaps","pbe","pressures_allowed","sacks_allowed","year","week"
"PHI",24,2,94,4,18,94,83,27,5,"2020",2
"HST",13,2,85,1,23,85,82.4,27,3,"2020",2
"CIN",7,2,110,5,30,110,82.3,37,2,"2020",2
"MIN",18,2,59,3,9,59,81.4,17,5,"2020",2
"WAS",32,2,74,11,13,74,81.1,26,2,"2020",2
"NYG",21,2,93,1,31,93,79.6,35,3,"2020",2
"NYJ",22,2,71,5,24,71,76.8,31,2,"2020",2
"GB",12,3,111,0,10,111,95.5,10,0,"2020",3
"NE",19,3,101,1,11,101,92.1,14,2,"2020",3
"NO",20,3,110,7,7,110,91.8,16,2,"2020",3
"TB",30,3,117,8,8,117,90.6,19,3,"2020",3
"IND",14,3,100,6,11,100,90.5,18,1,"2020",3
"KC",16,3,134,4,18,134,90.3,24,2,"2020",3
"LA",26,3,99,4,10,99,89.9,17,3,"2020",3
"CLV",8,3,92,3,8,92,89.7,15,4,"2020",3
"ATL",2,3,138,10,15,138,89.5,27,2,"2020",3
"TEN",31,3,112,13,7,112,89.3,22,2,"2020",3
"BLT",3,3,97,0,11,97,89.2,16,5,"2020",3
"PIT",25,3,117,5,13,117,88.9,22,4,"2020",3
"ARZ",1,3,130,1,26,130,88.8,28,1,"2020",3
"CHI",6,3,127,3,22,127,88.6,27,2,"2020",3
"MIA",17,3,110,9,15,110,88.2,25,1,"2020",3
"DAL",9,3,156,9,21,156,87.8,34,4,"2020",3
"PHI",24,3,150,4,22,150,86.7,33,7,"2020",3
"LV",23,3,108,5,20,108,86.6,27,2,"2020",3
"DET",11,3,119,4,18,119,86.6,27,5,"2020",3
"LAC",27,3,123,10,20,123,86.2,32,2,"2020",3
"BUF",4,3,127,5,26,127,86.2,33,2,"2020",3
"CAR",5,3,117,2,19,117,85.9,27,6,"2020",3
"SF",28,3,105,13,9,105,85.7,26,4,"2020",3
"JAX",15,3,127,5,16,127,85.4,29,8,"2020",3
"SEA",29,3,122,8,21,122,84.8,33,4,"2020",3
"DEN",10,3,128,10,22,128,83.6,37,5,"2020",3
"HST",13,3,118,3,27,118,83.1,35,5,"2020",3
"WAS",32,3,115,11,19,115,82.6,35,5,"2020",3
"CIN",7,3,162,8,40,162,82.1,53,5,"2020",3
"NYG",21,3,128,4,39,128,80.1,47,4,"2020",3
"NYJ",22,3,107,8,31,107,79,42,3,"2020",3
"MIN",18,3,89,7,17,89,78.7,31,7,"2020",3
"GB",12,4,146,0,18,146,93.8,18,0,"2020",4
"NE",19,4,142,3,14,142,91.9,20,3,"2020",4
"CLV",8,4,125,3,11,125,91.2,18,4,"2020",4
"NO",20,4,137,10,9,137,90.9,22,3,"2020",4
"TB",30,4,163,13,11,163,90.8,27,3,"2020",4
"KC",16,4,169,4,22,169,90.5,29,3,"2020",4
"TEN",31,3,112,13,7,112,89.3,22,2,"2020",4
"LA",26,4,133,5,16,133,89.1,25,4,"2020",4
"PIT",25,3,117,5,13,117,88.9,22,4,"2020",4
"BLT",3,4,122,1,16,122,88.9,22,5,"2020",4
"CAR",5,4,157,4,20,157,88.5,30,6,"2020",4
"IND",14,4,130,7,21,130,88.5,29,1,"2020",4
"ATL",2,4,183,11,21,183,88.5,37,5,"2020",4
"CHI",6,4,171,6,28,171,88.3,37,3,"2020",4
"ARZ",1,4,165,3,32,165,88.2,37,2,"2020",4
"MIA",17,4,162,12,25,162,88,38,1,"2020",4
"DAL",9,4,218,9,32,218,87.8,47,6,"2020",4
"BUF",4,4,162,7,31,162,87,40,2,"2020",4
"HST",13,4,158,4,28,158,86.7,37,5,"2020",4
"DET",11,4,155,8,22,155,86.5,36,6,"2020",4
"SEA",29,4,159,8,25,159,86.5,38,5,"2020",4
"LV",23,4,157,7,32,157,86.3,41,2,"2020",4
"JAX",15,4,171,7,25,171,86,40,8,"2020",4
"LAC",27,4,152,12,27,152,85.9,41,2,"2020",4
"WAS",32,4,164,15,22,164,85.1,43,6,"2020",4
"PHI",24,4,185,6,31,185,85.1,46,9,"2020",4
"SF",28,4,155,16,16,155,83.9,41,9,"2020",4
"CIN",7,4,201,11,45,201,83.6,61,5,"2020",4
"DEN",10,4,159,12,33,159,82.7,50,5,"2020",4
"MIN",18,4,115,11,18,115,80.4,37,8,"2020",4
"NYG",21,4,173,5,53,173,79.8,64,6,"2020",4
"NYJ",22,4,162,10,46,162,79,62,6,"2020",4
"GB",12,4,146,0,18,146,93.8,18,0,"2020",5
"NE",19,4,142,3,14,142,91.9,20,3,"2020",5
"CLV",8,5,165,5,12,165,91.8,22,5,"2020",5
"LA",26,5,165,5,18,165,90.6,27,4,"2020",5
"KC",16,5,220,4,34,220,90,41,3,"2020",5
"CAR",5,5,195,6,22,195,89.7,34,6,"2020",5
"ARZ",1,5,202,3,34,202,89.4,40,3,"2020",5
"NO",20,5,188,13,17,188,89.4,35,5,"2020",5
"BLT",3,5,161,2,22,161,88.8,30,6,"2020",5
"TEN",31,4,143,14,15,143,88.5,31,2,"2020",5
"MIA",17,5,193,14,30,193,88.1,45,1,"2020",5
"TB",30,5,207,18,22,207,87.9,45,5,"2020",5
"HST",13,5,196,4,34,196,87.8,43,5,"2020",5
"DAL",9,5,253,10,38,253,87.7,55,7,"2020",5
"IND",14,5,164,8,29,164,87.5,39,2,"2020",5
"SEA",29,5,200,8,32,200,87.5,45,5,"2020",5
"BUF",4,5,211,8,39,211,87.4,50,3,"2020",5
"LV",23,5,189,9,35,189,87.3,46,2,"2020",5
"PIT",25,4,152,6,23,152,87.2,34,5,"2020",5
"ATL",2,5,221,14,31,221,87.1,51,6,"2020",5
"DET",11,4,155,8,22,155,86.5,36,6,"2020",5
"JAX",15,5,227,7,37,227,86.3,53,9,"2020",5
"CHI",6,5,216,10,41,216,85.4,57,6,"2020",5
"WAS",32,5,204,15,30,204,83.6,56,11,"2020",5
"SF",28,5,195,19,23,195,83.6,53,11,"2020",5
"LAC",27,5,190,13,38,190,83.4,57,6,"2020",5
"PHI",24,5,227,9,41,227,83.3,63,13,"2020",5
"CIN",7,5,240,15,54,240,83.1,75,6,"2020",5
"DEN",10,4,159,12,33,159,82.7,50,5,"2020",5
"MIN",18,5,157,13,24,157,81.8,47,10,"2020",5
"NYJ",22,5,202,12,55,202,79.5,75,8,"2020",5
"NYG",21,5,208,6,72,208,77.9,85,7,"2020",5
"LA",26,6,204,5,23,204,91.2,32,4,"2020",6
"GB",12,5,188,3,24,188,91.2,30,3,"2020",6
"ARZ",1,6,230,3,35,230,90.4,41,3,"2020",6
"NE",19,5,176,5,18,176,90.1,29,6,"2020",6
"NO",20,5,188,13,17,188,89.4,35,5,"2020",6
"KC",16,6,254,7,40,254,89.2,51,4,"2020",6
"CLV",8,6,198,9,22,198,89.1,37,6,"2020",6
"BLT",3,6,194,3,29,194,88.7,38,6,"2020",6
"CAR",5,6,235,6,30,235,88.5,45,9,"2020",6
"TB",30,6,236,21,24,236,88.3,50,5,"2020",6
"HST",13,6,238,4,41,238,88,51,6,"2020",6
"DAL",9,6,312,12,45,312,88,66,9,"2020",6
"TEN",31,5,186,17,21,186,87.6,42,4,"2020",6
"PIT",25,5,177,6,26,177,87.6,38,6,"2020",6
"ATL",2,6,265,15,35,265,87.5,58,8,"2020",6
"SEA",29,5,200,8,32,200,87.5,45,5,"2020",6
"MIA",17,6,225,14,39,225,87.3,55,2,"2020",6
"LV",23,5,189,9,35,189,87.3,46,2,"2020",6
"DET",11,5,187,10,27,187,86.9,43,6,"2020",6
"BUF",4,6,242,10,48,242,86.8,61,3,"2020",6
"IND",14,6,209,10,42,209,86.6,54,2,"2020",6
"JAX",15,6,274,10,45,274,86.3,65,10,"2020",6
"CHI",6,6,255,15,46,255,85.7,67,6,"2020",6
"SF",28,6,229,20,25,229,85.4,56,11,"2020",6
"DEN",10,5,186,13,35,186,84.4,53,5,"2020",6
"CIN",7,6,282,18,56,282,84,82,8,"2020",6
"WAS",32,6,251,18,39,251,83.9,69,12,"2020",6
"LAC",27,5,190,13,38,190,83.4,57,6,"2020",6
"PHI",24,6,274,14,47,274,82.3,79,18,"2020",6
"MIN",18,6,194,16,33,194,81.7,60,11,"2020",6
"NYJ",22,6,249,14,62,249,81.5,84,8,"2020",6
"NYG",21,6,229,8,78,229,77.7,94,8,"2020",6
"GB",12,6,222,4,26,222,91.9,33,3,"2020",7
"ARZ",1,7,278,3,43,278,90.6,49,3,"2020",7
"LA",26,7,239,10,26,239,90.4,41,5,"2020",7
"NO",20,6,225,13,20,225,90,39,6,"2020",7
"CLV",8,7,226,10,23,226,90,39,6,"2020",7
"TB",30,7,279,22,26,279,89.6,53,5,"2020",7
"KC",16,7,283,7,43,283,89.4,55,5,"2020",7
"NE",19,6,206,5,23,206,89.3,36,8,"2020",7
"CAR",5,7,266,6,35,266,88.9,50,9,"2020",7
"BLT",3,6,194,3,29,194,88.7,38,6,"2020",7
"SEA",29,6,257,11,38,257,88.5,54,5,"2020",7
"HST",13,7,286,5,51,286,88.1,62,6,"2020",7
"TEN",31,6,219,20,25,219,87.9,49,4,"2020",7
"ATL",2,7,309,17,40,309,87.9,66,9,"2020",7
"LV",23,6,230,11,42,230,87.6,55,2,"2020",7
"DAL",9,7,344,12,53,344,87.6,75,10,"2020",7
"DET",11,6,222,14,30,222,87.4,50,6,"2020",7
"PIT",25,6,227,10,35,227,87.4,51,6,"2020",7
"MIA",17,6,225,14,39,225,87.3,55,2,"2020",7
"IND",14,6,209,10,42,209,86.6,54,2,"2020",7
"SF",28,7,256,20,27,256,86.1,59,12,"2020",7
"BUF",4,7,290,11,64,290,85.7,79,4,"2020",7
"DEN",10,6,230,13,41,230,85.7,60,6,"2020",7
"LAC",27,6,238,15,41,238,85.7,62,6,"2020",7
"JAX",15,7,310,11,57,310,85.5,79,11,"2020",7
"CIN",7,7,335,20,61,335,85.2,90,9,"2020",7
"WAS",32,7,279,18,43,279,84.4,74,13,"2020",7
"CHI",6,7,299,18,59,299,84.4,85,8,"2020",7
"PHI",24,7,322,18,61,322,81.8,98,19,"2020",7
"MIN",18,6,194,16,33,194,81.7,60,11,"2020",7
"NYJ",22,7,278,16,77,278,78.6,106,13,"2020",7
"NYG",21,7,263,10,86,263,77.9,106,10,"2020",7
"GB",12,7,265,4,34,265,91.7,41,3,"2020",8
"CLV",8,8,255,10,23,255,91.2,39,6,"2020",8
"LA",26,8,301,11,35,301,90.7,51,5,"2020",8
"ARZ",1,7,278,3,43,278,90.6,49,3,"2020",8
"KC",16,8,329,9,48,329,89.8,62,5,"2020",8
"TB",30,8,321,24,31,321,89.3,62,7,"2020",8
"NE",19,7,234,5,30,234,89.1,43,8,"2020",8
"SEA",29,7,298,11,42,298,89.1,59,6,"2020",8
"NO",20,7,268,14,31,268,89,52,7,"2020",8
"CAR",5,8,300,6,41,300,88.5,58,11,"2020",8
"HST",13,7,286,5,51,286,88.1,62,6,"2020",8
"TEN",31,7,252,22,30,252,88.1,56,4,"2020",8
"MIA",17,7,249,15,41,249,87.6,59,3,"2020",8
"ATL",2,8,345,17,50,345,87.4,77,10,"2020",8
"PIT",25,7,261,13,41,261,87.4,60,6,"2020",8
"LV",23,7,259,11,46,259,87.1,62,5,"2020",8
"IND",14,7,245,10,49,245,86.7,62,3,"2020",8
"DET",11,7,269,14,40,269,86.6,63,9,"2020",8
"DAL",9,8,390,12,68,390,86.4,93,13,"2020",8
"LAC",27,7,286,16,50,286,86.4,72,6,"2020",8
"SF",28,8,301,23,33,301,86.4,69,13,"2020",8
"BLT",3,7,230,9,37,230,86.1,55,9,"2020",8
"CIN",7,8,373,20,68,373,85.8,97,9,"2020",8
"BUF",4,8,312,14,67,312,85.7,85,4,"2020",8
"JAX",15,7,310,11,57,310,85.5,79,11,"2020",8
"DEN",10,7,273,17,52,273,84.8,76,7,"2020",8
"WAS",32,7,279,18,43,279,84.4,74,13,"2020",8
"CHI",6,8,345,19,74,345,83,105,12,"2020",8
"MIN",18,7,209,16,33,209,83,60,11,"2020",8
"PHI",24,8,357,19,63,357,82.6,103,21,"2020",8
"NYJ",22,8,312,19,82,312,79.6,114,13,"2020",8
"NYG",21,8,309,14,95,309,78.8,120,11,"2020",8
"GB",12,8,298,4,36,298,91.9,44,4,"2020",9
"CLV",8,8,255,10,23,255,91.2,39,6,"2020",9
"LA",26,8,301,11,35,301,90.7,51,5,"2020",9
"ARZ",1,8,310,5,48,310,90.5,56,3,"2020",9
"KC",16,9,376,13,54,376,89.8,72,5,"2020",9
"SEA",29,8,344,12,46,344,89.5,65,7,"2020",9
"NE",19,8,269,7,38,269,88.7,53,8,"2020",9
"CAR",5,9,351,8,51,351,88.5,70,11,"2020",9
"PIT",25,8,307,15,47,307,87.9,68,6,"2020",9
"NO",20,8,305,15,45,305,87.9,67,7,"2020",9
"IND",14,8,287,10,54,287,87.8,67,3,"2020",9
"TB",30,9,362,30,45,362,87.7,82,7,"2020",9
"BLT",3,8,259,9,38,259,87.5,56,9,"2020",9
"MIA",17,8,282,15,46,282,87.4,66,5,"2020",9
"TEN",31,8,277,25,33,277,87.4,64,6,"2020",9
"DET",11,8,316,14,45,316,87.2,70,11,"2020",9
"ATL",2,9,383,22,55,383,87.1,88,11,"2020",9
"LV",23,8,285,14,50,285,86.7,70,6,"2020",9
"HST",13,8,326,6,65,326,86.7,79,8,"2020",9
"LAC",27,8,332,20,56,332,86.4,83,7,"2020",9
"SF",28,9,337,26,40,337,86.1,80,14,"2020",9
"JAX",15,8,351,11,63,351,86,86,12,"2020",9
"CIN",7,8,373,20,68,373,85.8,97,9,"2020",9
"DAL",9,9,431,15,78,431,85.7,108,15,"2020",9
"BUF",4,9,360,14,75,360,85.4,97,8,"2020",9
"WAS",32,8,320,21,44,320,85.2,80,15,"2020",9
"DEN",10,8,328,19,66,328,84.9,92,7,"2020",9
"CHI",6,9,401,21,88,401,83.4,121,12,"2020",9
"MIN",18,8,230,17,38,230,83.3,66,11,"2020",9
"PHI",24,8,357,19,63,357,82.6,103,21,"2020",9
"NYG",21,9,348,14,102,348,79.9,128,12,"2020",9
"NYJ",22,9,338,23,88,338,79.4,125,14,"2020",9
"GB",12,9,334,5,37,334,92.2,47,5,"2020",10
"LA",26,9,343,13,36,343,91.4,54,5,"2020",10
"ARZ",1,9,349,5,50,349,91.3,58,3,"2020",10
"CLV",8,9,277,10,24,277,91.3,41,7,"2020",10
"KC",16,9,376,13,54,376,89.8,72,5,"2020",10
"CAR",5,10,384,8,54,384,89.1,73,11,"2020",10
"PIT",25,9,353,19,48,353,88.8,73,6,"2020",10
"IND",14,9,326,10,56,326,88.7,70,4,"2020",10
"SEA",29,9,395,14,61,395,88.5,83,8,"2020",10
"NE",19,9,288,8,41,288,88.4,58,9,"2020",10
"DET",11,9,350,14,47,350,88.1,72,11,"2020",10
"NO",20,9,332,16,48,332,88,72,8,"2020",10
"MIA",17,9,308,15,51,308,87.7,71,5,"2020",10
"TEN",31,9,307,29,36,307,87.5,71,6,"2020",10
"LV",23,9,312,14,54,312,87.2,74,6,"2020",10
"HST",13,9,360,6,69,360,87.1,84,9,"2020",10
"BLT",3,9,299,9,48,299,87.1,67,10,"2020",10
"LAC",27,9,368,21,60,368,87.1,88,7,"2020",10
"ATL",2,9,383,22,55,383,87.1,88,11,"2020",10
"TB",30,10,403,36,54,403,86.8,98,8,"2020",10
"SF",28,10,379,29,45,379,86.5,88,14,"2020",10
"BUF",4,10,411,15,84,411,86,107,8,"2020",10
"DEN",10,9,377,19,74,377,85.8,100,7,"2020",10
"WAS",32,9,378,26,50,378,85.7,92,16,"2020",10
"DAL",9,9,431,15,78,431,85.7,108,15,"2020",10
"JAX",15,9,389,12,74,389,85.3,100,14,"2020",10
"CIN",7,9,416,25,77,416,85.1,113,11,"2020",10
"MIN",18,9,267,18,45,267,84.1,74,11,"2020",10
"CHI",6,10,435,24,92,435,83.4,130,14,"2020",10
"PHI",24,9,398,22,68,398,82.9,113,23,"2020",10
"NYJ",22,9,338,23,88,338,79.4,125,14,"2020",10
"NYG",21,10,381,18,111,381,79.4,143,14,"2020",10
"GB",12,10,373,5,47,373,91.7,57,5,"2020",11
"LA",26,10,393,15,44,393,91.2,64,5,"2020",11
"ARZ",1,10,396,6,58,396,90.9,68,4,"2020",11
"CLV",8,10,302,11,27,302,90.7,47,9,"2020",11
"KC",16,10,424,15,61,424,89.9,81,5,"2020",11
"CAR",5,11,420,9,57,420,89.5,77,11,"2020",11
"PIT",25,10,399,21,52,399,89.3,79,6,"2020",11
"NE",19,10,330,8,44,330,88.8,63,11,"2020",11
"IND",14,10,363,13,61,363,88.4,79,5,"2020",11
"SEA",29,10,433,15,70,433,88.1,94,9,"2020",11
"NO",20,10,362,17,53,362,87.8,79,9,"2020",11
"TEN",31,10,343,32,39,343,87.6,78,7,"2020",11
"BLT",3,10,333,9,54,333,87.2,74,11,"2020",11
"HST",13,10,403,8,79,403,87,96,9,"2020",11
"DET",11,10,389,15,51,389,86.9,84,18,"2020",11
"LV",23,10,345,14,66,345,86.7,86,6,"2020",11
"TB",30,11,452,38,64,452,86.7,111,9,"2020",11
"DAL",9,10,465,16,79,465,86.6,110,15,"2020",11
"SF",28,10,379,29,45,379,86.5,88,14,"2020",11
"DEN",10,10,408,20,78,408,86.3,105,7,"2020",11
"ATL",2,10,428,28,61,428,86.3,103,14,"2020",11
"MIA",17,10,353,16,62,353,86.1,88,10,"2020",11
"WAS",32,10,405,29,50,405,86,96,17,"2020",11
"BUF",4,10,411,15,84,411,86,107,8,"2020",11
"LAC",27,10,422,25,74,422,85.9,109,10,"2020",11
"JAX",15,10,428,14,80,428,85.5,109,15,"2020",11
"CIN",7,10,466,32,85,466,84.4,131,14,"2020",11
"MIN",18,10,300,21,53,300,83.7,86,12,"2020",11
"CHI",6,10,435,24,92,435,83.4,130,14,"2020",11
"PHI",24,10,438,28,72,438,82,129,29,"2020",11
"NYJ",22,10,370,27,93,370,79.7,135,15,"2020",11
"NYG",21,10,381,18,111,381,79.4,143,14,"2020",11
"GB",12,11,404,5,53,404,91.6,63,5,"2020",12
"LA",26,11,430,18,45,430,91,70,7,"2020",12
"CLV",8,11,334,11,29,334,91,50,10,"2020",12
"ARZ",1,11,435,7,61,435,90.8,74,6,"2020",12
"PIT",25,11,450,23,54,450,90.1,83,6,"2020",12
"CAR",5,12,457,10,60,457,89.9,81,11,"2020",12
"KC",16,11,478,19,72,478,89.2,97,6,"2020",12
"NE",19,11,350,9,47,350,88.9,67,11,"2020",12
"IND",14,11,410,16,72,410,88,93,5,"2020",12
"TEN",31,11,367,32,42,367,88,81,7,"2020",12
"SEA",29,11,468,18,79,468,87.5,107,10,"2020",12
"NO",20,11,384,18,56,384,87.5,85,11,"2020",12
"DET",11,11,437,18,58,437,87.2,94,18,"2020",12
"TB",30,12,494,43,65,494,87.2,117,9,"2020",12
"HST",13,11,433,8,84,433,86.8,103,11,"2020",12
"DEN",10,11,419,20,79,419,86.5,106,7,"2020",12
"LV",23,11,390,15,78,390,86.3,100,7,"2020",12
"SF",28,11,416,32,53,416,86.2,100,15,"2020",12
"BLT",3,11,355,11,59,355,86.2,84,14,"2020",12
"ATL",2,11,469,31,72,469,86,117,14,"2020",12
"MIA",17,11,396,17,71,396,85.9,100,12,"2020",12
"DAL",9,11,506,18,88,506,85.8,125,19,"2020",12
"WAS",32,11,436,30,57,436,85.7,106,19,"2020",12
"BUF",4,11,440,18,90,440,85.5,118,10,"2020",12
"JAX",15,11,463,16,89,463,85.4,120,15,"2020",12
"LAC",27,11,477,27,93,477,84.9,132,12,"2020",12
"CHI",6,11,485,24,96,485,84.3,136,16,"2020",12
"CIN",7,11,499,33,93,499,84.2,142,16,"2020",12
"MIN",18,11,348,24,62,348,83.9,99,13,"2020",12
"PHI",24,11,492,31,78,492,82.2,142,33,"2020",12
"NYG",21,11,424,19,112,424,81.2,145,14,"2020",12
"NYJ",22,11,402,27,100,402,79.7,145,18,"2020",12
"CLV",8,12,370,11,30,370,91.8,51,10,"2020",13
"GB",12,12,440,6,58,440,91.4,70,6,"2020",13
"LA",26,12,478,23,47,478,91,78,8,"2020",13
"ARZ",1,12,476,8,69,476,90.4,84,7,"2020",13
"PIT",25,12,503,25,64,503,90,95,6,"2020",13
"CAR",5,12,457,10,60,457,89.9,81,11,"2020",13
"KC",16,12,522,21,82,522,89,109,6,"2020",13
"NE",19,12,376,10,52,376,88.8,73,11,"2020",13
"TEN",31,12,415,32,50,415,88.2,90,8,"2020",13
"IND",14,12,448,17,75,448,87.9,100,8,"2020",13
"NO",20,12,427,19,64,427,87.5,95,12,"2020",13
"SEA",29,12,522,19,87,522,87.4,119,13,"2020",13
"TB",30,12,494,43,65,494,87.2,117,9,"2020",13
"DET",11,12,481,18,70,481,87.1,106,18,"2020",13
"MIA",17,12,435,18,73,435,86.8,103,12,"2020",13
"DEN",10,12,448,22,84,448,86.6,113,7,"2020",13
"BLT",3,12,377,11,63,377,86.5,88,14,"2020",13
"DAL",9,12,555,19,95,555,86.1,134,20,"2020",13
"BUF",4,12,483,18,95,483,86,124,11,"2020",13
"HST",13,12,481,9,102,481,85.8,124,13,"2020",13
"SF",28,12,455,35,64,455,85.8,114,15,"2020",13
"LV",23,12,440,19,94,440,85.6,120,7,"2020",13
"ATL",2,12,511,34,82,511,85.5,132,16,"2020",13
"JAX",15,12,509,17,100,509,85.2,134,17,"2020",13
"WAS",32,12,485,33,72,485,84.8,126,21,"2020",13
"CHI",6,12,522,24,100,522,84.7,142,18,"2020",13
"LAC",27,12,532,33,103,532,84.4,151,15,"2020",13
"MIN",18,12,396,28,68,396,84.1,111,15,"2020",13
"CIN",7,12,533,39,99,533,83.1,159,21,"2020",13
"PHI",24,12,533,31,88,533,82.5,153,34,"2020",13
"NYG",21,12,449,19,114,449,82.1,147,14,"2020",13
"NYJ",22,12,430,29,111,430,78.8,161,21,"2020",13
"GB",12,13,477,6,62,477,91.6,74,6,"2020",14
"CLV",8,13,423,14,41,423,91.1,65,10,"2020",14
"LA",26,13,505,25,53,505,90.5,87,9,"2020",14
"ARZ",1,13,520,9,77,520,90.4,93,7,"2020",14
"PIT",25,13,541,26,69,541,90.1,101,6,"2020",14
"CAR",5,13,503,10,67,503,89.6,91,14,"2020",14
"KC",16,13,561,21,87,561,89.1,115,7,"2020",14
"IND",14,13,476,18,75,476,88.6,101,8,"2020",14
"TEN",31,13,440,36,52,440,88,97,9,"2020",14
"TB",30,13,516,44,65,516,87.7,118,9,"2020",14
"DET",11,13,525,19,73,525,87.6,111,19,"2020",14
"SEA",29,13,555,19,93,555,87.6,125,13,"2020",14
"NE",19,13,408,10,59,408,87.4,86,17,"2020",14
"NO",20,13,473,22,70,473,87.1,107,15,"2020",14
"DEN",10,13,478,25,86,478,86.7,119,8,"2020",14
"MIA",17,13,493,19,82,493,86.5,117,16,"2020",14
"LV",23,13,488,20,98,488,86.5,125,7,"2020",14
"SF",28,13,504,39,70,504,86.2,124,15,"2020",14
"DAL",9,13,580,20,103,580,85.9,143,20,"2020",14
"JAX",15,13,565,17,108,565,85.9,142,17,"2020",14
"ATL",2,13,547,36,86,547,85.6,140,18,"2020",14
"WAS",32,13,519,33,75,519,85.5,129,21,"2020",14
"BLT",3,13,406,11,73,406,85.5,101,17,"2020",14
"BUF",4,13,529,19,110,529,85.5,141,12,"2020",14
"CHI",6,13,561,24,104,561,85.2,147,19,"2020",14
"HST",13,13,524,10,117,524,84.8,143,16,"2020",14
"LAC",27,13,577,34,112,577,84.7,161,15,"2020",14
"CIN",7,13,575,41,103,575,83.7,166,22,"2020",14
"MIN",18,13,443,31,78,443,83.4,128,19,"2020",14
"PHI",24,13,566,32,96,566,82.7,162,34,"2020",14
"NYG",21,13,481,22,126,481,80.5,168,20,"2020",14
"NYJ",22,13,460,31,117,460,79.1,170,22,"2020",14
"GB",12,14,514,6,66,514,91.4,80,8,"2020",15
"CLV",8,14,458,14,44,458,91.3,69,11,"2020",15
"ARZ",1,14,560,9,83,560,90.5,99,7,"2020",15
"PIT",25,14,580,31,75,580,89.7,113,7,"2020",15
"LA",26,14,543,27,62,543,89.6,101,12,"2020",15
"CAR",5,14,545,13,78,545,88.7,107,16,"2020",15
"KC",16,14,615,24,98,615,88.6,131,9,"2020",15
"IND",14,14,506,19,80,506,88.4,108,9,"2020",15
"TEN",31,14,470,36,58,470,87.9,104,10,"2020",15
"TB",30,14,564,46,69,564,87.9,126,11,"2020",15
"SEA",29,14,585,20,100,585,87.5,133,13,"2020",15
"DET",11,14,566,20,81,566,87.5,121,20,"2020",15
"NE",19,14,440,10,65,440,87.2,94,19,"2020",15
"DEN",10,14,517,26,93,517,86.9,127,8,"2020",15
"NO",20,14,508,25,78,508,86.9,118,15,"2020",15
"MIA",17,14,523,20,86,523,86.8,122,16,"2020",15
"LV",23,14,525,20,105,525,86.8,132,7,"2020",15
"DAL",9,14,620,21,110,620,85.9,153,22,"2020",15
"SF",28,14,550,42,81,550,85.9,139,16,"2020",15
"WAS",32,14,581,34,83,581,85.8,141,24,"2020",15
"BLT",3,14,434,11,78,434,85.8,106,17,"2020",15
"ATL",2,14,600,37,99,600,85.7,154,18,"2020",15
"JAX",15,14,600,17,116,600,85.7,152,19,"2020",15
"BUF",4,14,572,21,121,572,85.5,154,12,"2020",15
"CHI",6,14,587,24,106,587,85.5,150,20,"2020",15
"HST",13,14,573,11,125,573,85,154,18,"2020",15
"LAC",27,14,612,38,125,612,84.2,178,15,"2020",15
"CIN",7,14,591,43,107,591,83.4,173,23,"2020",15
"MIN",18,14,483,36,87,483,82.7,145,22,"2020",15
"PHI",24,14,621,33,106,621,82.7,177,38,"2020",15
"NYG",21,14,515,24,134,515,80.6,179,21,"2020",15
"NYJ",22,14,495,31,131,495,79,185,23,"2020",15
"GB",12,15,542,6,67,542,91.6,82,9,"2020",16
"CLV",8,15,513,14,51,513,90.9,79,14,"2020",16
"ARZ",1,15,617,10,90,617,90.6,108,8,"2020",16
"PIT",25,15,630,31,82,630,89.8,121,8,"2020",16
"LA",26,15,595,33,68,595,89.3,114,13,"2020",16
"KC",16,15,662,27,104,662,88.7,140,9,"2020",16
"CAR",5,15,579,15,85,579,88.1,119,19,"2020",16
"IND",14,15,546,23,85,546,87.9,120,12,"2020",16
"TB",30,15,609,47,77,609,87.7,137,13,"2020",16
"DET",11,15,603,24,86,603,87.4,131,21,"2020",16
"NO",20,15,536,26,80,536,87.3,121,15,"2020",16
"TEN",31,15,500,38,66,500,87.2,116,12,"2020",16
"DEN",10,15,567,27,103,567,87.1,138,8,"2020",16
"MIA",17,15,563,22,92,563,86.7,132,18,"2020",16
"NE",19,15,466,10,72,466,86.7,103,21,"2020",16
"SEA",29,15,623,21,113,623,86.7,150,16,"2020",16
"LV",23,15,561,21,112,561,86.5,142,9,"2020",16
"JAX",15,15,638,18,117,638,86.4,154,19,"2020",16
"WAS",32,15,634,35,90,634,86.2,150,25,"2020",16
"CHI",6,15,626,24,111,626,86,155,20,"2020",16
"BLT",3,15,462,13,83,462,85.9,113,17,"2020",16
"BUF",4,15,612,21,127,612,85.9,160,12,"2020",16
"DAL",9,15,654,22,119,654,85.6,165,24,"2020",16
"SF",28,15,575,43,86,575,85.5,148,19,"2020",16
"ATL",2,15,639,44,104,639,85.4,167,19,"2020",16
"HST",13,15,610,14,130,610,85.1,163,19,"2020",16
"LAC",27,15,650,41,133,650,84.2,190,16,"2020",16
"CIN",7,15,630,45,109,630,84.1,177,23,"2020",16
"PHI",24,15,669,34,115,669,83,188,39,"2020",16
"MIN",18,15,526,39,93,526,82.9,156,24,"2020",16
"NYG",21,15,563,26,140,563,80.8,191,25,"2020",16
"NYJ",22,15,533,31,148,533,78.5,204,25,"2020",16
