"team_name","franchise_id","player_game_count","attempts","hits_allowed","hurries_allowed","pass_snaps","pbe","pressures_allowed","sacks_allowed","year","week"
"HST",13,16,665,35,114,665,84.6,177,28,"2015",17
"CHI",6,16,574,15,130,574,84.2,163,18,"2015",17
"PIT",25,16,636,21,133,636,84.1,178,24,"2015",17
"NYJ",22,16,662,35,154,662,83.9,201,12,"2015",17
"GB",12,16,662,13,140,663,83.8,184,31,"2015",17
"CLV",8,16,704,29,163,704,83.8,210,18,"2015",17
"TB",30,16,595,44,126,595,83.7,182,12,"2015",17
"PHI",24,16,671,43,123,671,83.6,193,27,"2015",17
"DEN",10,16,656,38,139,656,83.5,197,20,"2015",17
"DET",11,16,702,32,153,702,83.5,208,23,"2015",17
"JAX",15,16,683,27,152,683,83.4,203,24,"2015",17
"SL",26,16,495,53,94,496,82.9,158,11,"2015",17
"IND",14,16,688,46,152,688,82.8,217,19,"2015",17
"NYG",21,16,657,32,159,657,82.7,209,18,"2015",17
"SF",28,16,625,28,131,625,82.5,189,30,"2015",17
"KC",16,16,576,14,143,576,82,182,25,"2015",17
"NE",19,16,673,48,147,673,81.6,221,26,"2015",17
"SEA",29,16,592,32,143,592,81.5,197,22,"2015",17
"MIA",17,16,638,39,141,638,80.9,212,32,"2015",17
"TEN",31,16,619,30,133,619,80.9,200,37,"2015",17
"ARZ",1,16,590,45,147,590,80.2,213,21,"2015",17
"MIN",18,16,528,25,146,528,79.6,193,22,"2015",17
"SD",27,16,716,36,228,716,77,297,33,"2015",17
"NYG",21,1,30,0,3,30,95,3,0,"2016",1
"NYJ",22,1,37,0,4,37,94.6,4,0,"2016",1
"GB",12,1,36,0,5,36,93.1,5,0,"2016",1
"OAK",23,1,39,1,5,39,92.3,6,0,"2016",1
"NO",20,1,41,2,5,41,91.5,7,0,"2016",1
"DET",11,1,41,2,3,41,91.5,6,1,"2016",1
"PHI",24,1,40,1,4,40,91.2,6,1,"2016",1
"SD",27,1,38,0,5,38,90.8,6,1,"2016",1
"DAL",9,1,43,4,5,43,89.5,9,0,"2016",1
"SF",28,1,40,1,8,40,88.7,9,0,"2016",1
"WAS",32,1,44,1,9,44,88.6,10,0,"2016",1
"TEN",31,1,43,0,6,43,88.4,8,2,"2016",1
"JAX",15,1,42,2,6,42,88.1,9,1,"2016",1
"ATL",2,1,44,2,5,44,87.5,9,2,"2016",1
"IND",14,1,51,1,8,51,87.3,11,2,"2016",1
"PIT",25,1,38,1,7,38,86.8,9,1,"2016",1
"NE",19,1,37,1,5,37,86.5,8,2,"2016",1
"MIA",17,1,35,2,6,35,85.7,9,1,"2016",1
"KC",16,1,54,2,8,54,85.2,13,3,"2016",1
"BUF",4,1,27,1,5,27,85.2,7,1,"2016",1
"BLT",3,1,37,2,5,37,85.1,9,2,"2016",1
"SEA",29,1,48,1,12,48,84.4,14,1,"2016",1
"DEN",10,1,31,0,8,31,83.9,9,1,"2016",1
"MIN",18,1,34,4,7,34,83.8,11,0,"2016",1
"ARZ",1,1,40,1,8,40,83.7,11,2,"2016",1
"TB",30,1,33,5,6,33,83.3,11,0,"2016",1
"CAR",5,1,34,0,6,34,82.4,9,3,"2016",1
"CIN",7,1,37,2,4,37,81.1,10,4,"2016",1
"CLV",8,1,33,2,6,33,78.8,11,3,"2016",1
"LA",26,1,38,0,15,38,77.6,16,1,"2016",1
"HST",13,1,38,2,10,38,76.3,15,3,"2016",1
"CHI",6,1,35,4,10,35,71.4,17,3,"2016",1
"NYG",21,2,73,0,7,73,92.5,9,2,"2016",2
"NO",20,2,87,2,11,87,92.5,13,0,"2016",2
"WAS",32,2,93,2,11,93,91.9,14,1,"2016",2
"GB",12,2,81,0,9,81,90.7,12,3,"2016",2
"OAK",23,2,87,2,15,87,90.2,17,0,"2016",2
"PHI",24,2,78,2,10,78,89.7,14,2,"2016",2
"TEN",31,2,81,0,14,81,88.9,16,2,"2016",2
"JAX",15,2,97,2,16,97,88.7,20,2,"2016",2
"NYJ",22,2,76,0,16,76,88.2,17,1,"2016",2
"MIA",17,2,83,6,12,83,88,19,1,"2016",2
"DET",11,2,87,3,10,87,87.9,17,4,"2016",2
"DAL",9,2,78,5,8,78,87.8,16,3,"2016",2
"SF",28,2,81,1,17,81,87.7,19,1,"2016",2
"ARZ",1,2,76,3,12,76,87.5,17,2,"2016",2
"CAR",5,2,75,0,13,75,87.3,16,3,"2016",2
"ATL",2,2,79,3,11,79,87.3,17,3,"2016",2
"BLT",3,2,82,4,13,82,87.2,19,2,"2016",2
"CIN",7,2,94,3,14,94,86.7,21,4,"2016",2
"SD",27,2,67,0,12,67,86.6,15,3,"2016",2
"NE",19,2,76,3,12,76,86.2,18,3,"2016",2
"DEN",10,2,66,3,15,66,84.8,19,1,"2016",2
"HST",13,2,73,4,11,73,84.2,19,4,"2016",2
"TB",30,2,90,10,15,90,83.9,27,2,"2016",2
"BUF",4,2,59,2,15,59,83.9,18,1,"2016",2
"KC",16,2,96,5,14,96,82.8,26,7,"2016",2
"PIT",25,2,77,3,22,77,81.2,27,2,"2016",2
"LA",26,2,72,3,20,72,79.9,26,3,"2016",2
"SEA",29,2,89,8,22,89,79.8,33,3,"2016",2
"CLV",8,2,69,7,13,69,79.7,24,4,"2016",2
"CHI",6,2,67,4,16,67,79.1,24,4,"2016",2
"IND",14,2,98,3,24,98,78.1,35,8,"2016",2
"MIN",18,2,69,9,16,69,77.5,28,3,"2016",2
"NYG",21,3,113,1,11,113,91.2,16,4,"2016",3
"NO",20,3,144,4,20,144,91,25,1,"2016",3
"PHI",24,3,110,4,13,110,90.5,19,2,"2016",3
"GB",12,3,109,0,13,109,90.4,17,4,"2016",3
"TEN",31,3,117,1,18,117,90.2,21,2,"2016",3
"NYJ",22,3,121,1,22,121,89.7,24,1,"2016",3
"OAK",23,3,123,2,25,123,89,27,0,"2016",3
"WAS",32,3,129,5,18,129,88.8,26,3,"2016",3
"ATL",2,3,114,4,15,114,87.3,24,5,"2016",3
"DAL",9,3,105,5,16,105,87.1,24,3,"2016",3
"SF",28,3,108,2,24,108,87,27,1,"2016",3
"NE",19,3,98,4,16,98,86.7,23,3,"2016",3
"ARZ",1,3,131,4,19,131,86.6,29,6,"2016",3
"JAX",15,3,141,4,26,141,86.5,34,4,"2016",3
"DEN",10,3,105,4,21,105,86.2,27,2,"2016",3
"BLT",3,3,125,5,22,125,86,31,4,"2016",3
"KC",16,3,131,6,16,131,85.5,30,8,"2016",3
"DET",11,3,133,4,23,133,85.3,33,6,"2016",3
"CIN",7,3,133,3,23,133,85,33,7,"2016",3
"SD",27,3,109,2,23,109,84.9,29,4,"2016",3
"MIA",17,3,122,6,27,122,84.8,35,2,"2016",3
"TB",30,3,152,14,27,152,84.5,44,3,"2016",3
"CAR",5,3,121,2,25,121,83.9,33,6,"2016",3
"BUF",4,3,90,2,21,90,83.9,26,3,"2016",3
"HST",13,3,117,6,20,117,83.8,32,6,"2016",3
"SEA",29,3,124,8,27,124,83.5,38,3,"2016",3
"CHI",6,3,116,6,25,116,83.2,35,4,"2016",3
"LA",26,3,100,4,26,100,82,33,3,"2016",3
"MIN",18,3,99,9,22,99,80.3,35,4,"2016",3
"CLV",8,3,111,9,25,111,80.2,39,5,"2016",3
"IND",14,3,137,4,35,137,79.9,47,8,"2016",3
"PIT",25,3,126,5,36,126,79,47,6,"2016",3
"NO",20,4,182,5,21,182,91.2,29,3,"2016",4
"OAK",23,4,158,2,27,158,90.8,29,0,"2016",4
"PHI",24,3,110,4,13,110,90.5,19,2,"2016",4
"NYG",21,4,158,2,20,158,90.5,26,4,"2016",4
"GB",12,3,109,0,13,109,90.4,17,4,"2016",4
"NYJ",22,4,168,2,28,168,89.3,33,3,"2016",4
"WAS",32,4,159,5,23,159,88.7,32,4,"2016",4
"DAL",9,4,141,6,21,141,88.3,30,3,"2016",4
"TEN",31,4,150,2,27,150,88.3,32,3,"2016",4
"CIN",7,4,165,3,25,165,87.3,35,7,"2016",4
"JAX",15,4,183,4,34,183,86.9,43,5,"2016",4
"NE",19,4,132,7,22,132,86.7,32,3,"2016",4
"ATL",2,4,156,6,22,156,86.5,35,7,"2016",4
"SF",28,4,133,3,29,133,86.5,34,2,"2016",4
"ARZ",1,4,181,8,27,181,85.9,43,8,"2016",4
"DET",11,4,173,5,29,173,85.5,42,8,"2016",4
"BUF",4,4,134,4,29,134,85.4,36,3,"2016",4
"DEN",10,4,140,5,28,140,85.4,37,4,"2016",4
"CHI",6,4,154,7,30,154,84.7,42,5,"2016",4
"KC",16,4,186,6,32,186,84.4,48,10,"2016",4
"BLT",3,4,178,10,37,178,84,52,5,"2016",4
"CAR",5,4,170,7,34,170,83.8,48,7,"2016",4
"SEA",29,4,159,10,34,159,83.6,48,4,"2016",4
"TB",30,4,195,16,39,195,83.3,60,5,"2016",4
"HST",13,4,156,10,28,156,83.3,45,7,"2016",4
"MIN",18,4,137,11,27,137,83.2,42,4,"2016",4
"CLV",8,4,152,13,31,152,82.2,49,5,"2016",4
"LA",26,4,133,4,35,133,81.6,44,5,"2016",4
"PIT",25,4,155,5,39,155,81.3,51,7,"2016",4
"MIA",17,4,152,9,34,152,80.6,51,8,"2016",4
"SD",27,4,155,9,38,155,79.7,55,8,"2016",4
"IND",14,4,188,6,52,188,79.3,68,10,"2016",4
"NO",20,4,182,5,21,182,91.2,29,3,"2016",5
"GB",12,4,156,1,19,156,91,24,4,"2016",5
"OAK",23,5,203,3,38,203,89.4,42,1,"2016",5
"PHI",24,4,147,4,20,147,89.1,28,4,"2016",5
"DAL",9,5,168,6,23,168,89,33,4,"2016",5
"NYJ",22,5,210,3,35,210,89,42,4,"2016",5
"WAS",32,5,200,8,28,200,88.5,41,5,"2016",5
"TEN",31,5,182,2,36,182,87.9,41,3,"2016",5
"NE",19,5,176,9,29,176,87.5,41,3,"2016",5
"CHI",6,5,198,9,31,198,87.4,45,5,"2016",5
"JAX",15,4,183,4,34,183,86.9,43,5,"2016",5
"NYG",21,5,198,4,36,198,86.9,46,6,"2016",5
"ARZ",1,5,210,9,32,210,86.4,49,8,"2016",5
"CIN",7,5,215,4,36,215,86,50,10,"2016",5
"ATL",2,5,187,7,30,187,85.8,45,8,"2016",5
"CAR",5,5,199,7,38,199,85.2,52,7,"2016",5
"BUF",4,5,161,6,34,161,85.1,44,4,"2016",5
"KC",16,4,186,6,32,186,84.4,48,10,"2016",5
"PIT",25,5,203,5,43,203,84.2,56,8,"2016",5
"SEA",29,4,159,10,34,159,83.6,48,4,"2016",5
"TB",30,5,229,17,49,229,83.4,71,5,"2016",5
"DET",11,5,205,7,45,205,83.4,60,8,"2016",5
"CLV",8,5,192,14,38,192,83.3,58,6,"2016",5
"SF",28,5,177,4,43,177,83.3,53,6,"2016",5
"MIN",18,5,169,15,30,169,82.5,52,7,"2016",5
"LA",26,5,168,4,40,168,82.1,52,8,"2016",5
"HST",13,5,202,14,39,202,81.9,63,10,"2016",5
"BLT",3,5,229,13,53,229,81.7,75,9,"2016",5
"DEN",10,5,185,6,42,185,81.6,58,10,"2016",5
"IND",14,5,234,7,57,234,80.8,77,13,"2016",5
"SD",27,5,187,10,46,187,79.7,66,10,"2016",5
"MIA",17,5,177,12,43,177,77.1,68,13,"2016",5
"GB",12,5,201,1,21,201,92,27,5,"2016",6
"NO",20,5,232,7,30,232,90.3,41,4,"2016",6
"OAK",23,6,240,3,47,240,89.2,51,1,"2016",6
"TEN",31,6,211,2,37,211,88.9,43,4,"2016",6
"DAL",9,6,197,6,29,197,88.6,40,5,"2016",6
"JAX",15,5,219,4,38,219,88.1,47,5,"2016",6
"WAS",32,6,235,8,40,235,87.7,53,5,"2016",6
"CHI",6,6,248,10,40,248,87.5,56,6,"2016",6
"NYG",21,6,245,5,44,245,87.1,56,7,"2016",6
"ARZ",1,6,245,11,39,245,86.5,58,8,"2016",6
"NYJ",22,6,250,6,52,250,86.4,63,5,"2016",6
"ATL",2,6,233,12,32,233,86.3,54,10,"2016",6
"NE",19,6,215,11,37,215,86,54,6,"2016",6
"CAR",5,6,248,9,46,248,85.7,63,8,"2016",6
"PHI",24,5,174,6,26,174,85.6,41,9,"2016",6
"CIN",7,6,249,5,45,249,85.5,61,11,"2016",6
"KC",16,5,212,6,34,212,85.4,51,11,"2016",6
"BUF",4,6,195,7,44,195,84.9,55,4,"2016",6
"DET",11,6,240,8,49,240,84.4,66,9,"2016",6
"PIT",25,6,240,9,47,240,84.2,66,10,"2016",6
"LA",26,6,203,6,42,203,84.2,56,8,"2016",6
"SEA",29,5,201,12,45,201,83.8,61,4,"2016",6
"HST",13,6,242,17,43,242,83.5,70,10,"2016",6
"TB",30,5,229,17,49,229,83.4,71,5,"2016",6
"CLV",8,6,241,17,52,241,82.8,76,7,"2016",6
"BLT",3,6,279,15,63,279,82.8,87,9,"2016",6
"MIN",18,5,169,15,30,169,82.5,52,7,"2016",6
"SF",28,6,213,7,57,213,81.2,72,8,"2016",6
"DEN",10,6,238,10,60,238,81.1,80,10,"2016",6
"IND",14,6,275,8,73,275,80.5,94,13,"2016",6
"SD",27,6,218,10,56,218,79.8,77,11,"2016",6
"MIA",17,6,209,13,46,209,79.7,72,13,"2016",6
"GB",12,6,260,2,28,260,91.9,36,6,"2016",7
"NO",20,6,280,9,38,280,90.2,51,4,"2016",7
"OAK",23,7,278,4,54,278,89.2,59,1,"2016",7
"DAL",9,6,197,6,29,197,88.6,40,5,"2016",7
"JAX",15,6,266,5,47,266,88,58,6,"2016",7
"TEN",31,7,250,6,42,250,87.6,55,7,"2016",7
"NYG",21,7,282,8,49,282,87.4,64,7,"2016",7
"CHI",6,7,275,12,46,275,87.3,64,6,"2016",7
"PHI",24,6,202,7,28,202,86.9,44,9,"2016",7
"WAS",32,7,276,11,50,276,86.8,67,6,"2016",7
"ATL",2,7,271,16,36,271,86,64,12,"2016",7
"KC",16,6,238,8,37,238,85.9,56,11,"2016",7
"PIT",25,7,286,9,53,286,85.7,72,10,"2016",7
"CAR",5,6,248,9,46,248,85.7,63,8,"2016",7
"ARZ",1,7,299,13,48,299,85.5,74,13,"2016",7
"NE",19,7,244,13,46,244,85.5,65,6,"2016",7
"CIN",7,7,280,5,50,280,85.2,69,14,"2016",7
"NYJ",22,7,278,9,54,278,85.1,73,10,"2016",7
"LA",26,7,260,7,55,260,85,70,8,"2016",7
"CLV",8,7,280,17,57,280,83.9,82,8,"2016",7
"TB",30,6,261,21,54,261,83.7,80,5,"2016",7
"DET",11,7,274,8,61,274,83.4,80,11,"2016",7
"HST",13,7,286,18,57,286,83.4,85,10,"2016",7
"BLT",3,7,324,18,72,324,83,100,10,"2016",7
"SEA",29,6,239,17,56,239,82.6,78,5,"2016",7
"DEN",10,7,263,10,62,263,82.5,82,10,"2016",7
"BUF",4,7,233,11,58,233,82.2,76,7,"2016",7
"MIN",18,6,216,21,38,216,81.2,70,11,"2016",7
"MIA",17,7,239,14,52,239,80.8,79,13,"2016",7
"SD",27,7,267,11,62,267,80.7,88,15,"2016",7
"SF",28,7,257,8,76,257,79.4,95,11,"2016",7
"IND",14,7,318,11,92,318,79.1,118,15,"2016",7
"GB",12,7,307,2,37,307,91,47,8,"2016",8
"NO",20,7,317,9,41,317,89.9,57,7,"2016",8
"OAK",23,8,340,7,59,340,89.7,68,2,"2016",8
"TEN",31,8,277,6,47,277,87.9,60,7,"2016",8
"PHI",24,7,250,9,34,250,87.8,52,9,"2016",8
"KC",16,7,283,8,39,283,87.5,59,12,"2016",8
"NYG",21,7,282,8,49,282,87.4,64,7,"2016",8
"CHI",6,8,308,14,51,308,87.2,72,7,"2016",8
"WAS",32,8,333,12,59,333,87.2,78,7,"2016",8
"JAX",15,7,324,6,64,324,86.7,78,8,"2016",8
"DAL",9,7,242,8,45,242,86.6,59,6,"2016",8
"CAR",5,7,276,12,50,276,85.9,70,8,"2016",8
"ATL",2,8,309,16,43,309,85.9,73,14,"2016",8
"PIT",25,7,286,9,53,286,85.7,72,10,"2016",8
"CLV",8,8,335,19,63,335,85.1,91,9,"2016",8
"LA",26,7,260,7,55,260,85,70,8,"2016",8
"CIN",7,8,328,8,62,328,84.8,85,15,"2016",8
"NE",19,8,283,17,54,283,83.9,81,10,"2016",8
"ARZ",1,8,353,16,62,353,83.6,97,19,"2016",8
"NYJ",22,8,316,13,65,316,83.5,91,13,"2016",8
"TB",30,7,298,23,65,298,83.2,94,6,"2016",8
"DET",11,8,316,8,75,316,83.1,95,12,"2016",8
"DEN",10,8,302,14,66,302,83.1,91,11,"2016",8
"BLT",3,7,324,18,72,324,83,100,10,"2016",8
"SEA",29,7,277,21,64,277,82.9,90,5,"2016",8
"HST",13,8,318,18,70,318,82.4,100,12,"2016",8
"BUF",4,8,279,13,71,279,82.4,91,7,"2016",8
"MIA",17,7,239,14,52,239,80.8,79,13,"2016",8
"MIN",18,7,258,24,49,258,80.4,87,14,"2016",8
"SD",27,8,318,17,76,318,80.3,109,16,"2016",8
"SF",28,7,257,8,76,257,79.4,95,11,"2016",8
"IND",14,8,366,14,111,366,76.9,147,22,"2016",8
"GB",12,8,358,3,41,358,91.6,52,8,"2016",9
"NO",20,8,357,9,47,357,90.2,63,7,"2016",9
"OAK",23,9,374,8,64,374,89.6,75,3,"2016",9
"PHI",24,8,299,11,37,299,89,57,9,"2016",9
"TEN",31,9,319,7,57,319,87.8,71,7,"2016",9
"KC",16,8,318,8,42,318,87.4,65,15,"2016",9
"DAL",9,8,272,8,49,272,87.3,63,6,"2016",9
"CHI",6,8,308,14,51,308,87.2,72,7,"2016",9
"WAS",32,8,333,12,59,333,87.2,78,7,"2016",9
"NYG",21,8,319,9,59,319,86.8,76,8,"2016",9
"PIT",25,8,334,10,57,334,86.7,78,11,"2016",9
"JAX",15,8,371,8,73,371,86.7,90,9,"2016",9
"ATL",2,9,345,19,45,345,86.1,80,16,"2016",9
"CIN",7,8,328,8,62,328,84.8,85,15,"2016",9
"LA",26,8,310,11,64,310,84.7,85,10,"2016",9
"CAR",5,8,313,12,65,313,84.5,87,10,"2016",9
"CLV",8,9,367,21,70,367,84.3,103,12,"2016",9
"NE",19,8,283,17,54,283,83.9,81,10,"2016",9
"ARZ",1,8,353,16,62,353,83.6,97,19,"2016",9
"BLT",3,8,358,19,77,358,83.5,107,11,"2016",9
"DET",11,9,352,9,83,352,83.2,105,13,"2016",9
"TB",30,8,349,26,79,349,83,112,7,"2016",9
"BUF",4,9,325,13,83,325,82.5,105,9,"2016",9
"HST",13,8,318,18,70,318,82.4,100,12,"2016",9
"NYJ",22,9,351,14,78,351,82.3,108,16,"2016",9
"SEA",29,8,308,23,73,308,82.1,103,7,"2016",9
"DEN",10,9,341,14,84,341,81.8,111,13,"2016",9
"MIN",18,8,300,26,55,300,81.5,96,15,"2016",9
"SF",28,8,299,10,83,299,80.8,104,11,"2016",9
"SD",27,9,352,18,89,352,80.3,123,16,"2016",9
"MIA",17,8,269,19,61,269,79.6,95,15,"2016",9
"IND",14,9,408,16,121,408,77.8,159,22,"2016",9
"GB",12,9,420,4,56,420,90,72,12,"2016",10
"NO",20,9,388,11,55,388,89.7,73,7,"2016",10
"OAK",23,9,374,8,64,374,89.6,75,3,"2016",10
"PHI",24,9,338,12,48,338,88.2,70,10,"2016",10
"KC",16,9,362,8,50,362,87.6,74,16,"2016",10
"TEN",31,10,348,7,65,348,87.6,79,7,"2016",10
"PIT",25,9,382,11,62,382,87.6,84,11,"2016",10
"DAL",9,9,306,9,55,306,87.3,71,7,"2016",10
"JAX",15,9,424,9,85,424,86.6,104,10,"2016",10
"CHI",6,9,343,16,58,343,86.6,83,9,"2016",10
"WAS",32,9,367,15,70,367,86.5,92,7,"2016",10
"NYG",21,9,365,13,68,365,86.4,90,9,"2016",10
"ATL",2,10,380,22,55,380,85.4,94,17,"2016",10
"LA",26,9,345,15,66,345,84.8,93,12,"2016",10
"CAR",5,9,353,13,74,353,84.3,99,12,"2016",10
"ARZ",1,9,404,19,71,404,84.2,109,19,"2016",10
"CIN",7,9,361,8,69,361,84.1,96,19,"2016",10
"NE",19,9,318,17,62,318,83.8,91,12,"2016",10
"BLT",3,9,401,19,88,401,83.7,119,12,"2016",10
"DET",11,9,352,9,83,352,83.2,105,13,"2016",10
"CLV",8,10,403,23,85,403,83.1,122,14,"2016",10
"TB",30,9,386,30,86,386,82.9,124,8,"2016",10
"HST",13,9,349,19,77,349,82.8,108,12,"2016",10
"BUF",4,9,325,13,83,325,82.5,105,9,"2016",10
"NYJ",22,10,385,16,88,385,82.1,121,17,"2016",10
"MIN",18,9,343,27,65,343,81.9,108,16,"2016",10
"SEA",29,9,349,24,87,349,81.5,120,9,"2016",10
"DEN",10,10,389,18,98,389,81.5,130,14,"2016",10
"SF",28,9,339,13,93,339,80.5,119,13,"2016",10
"MIA",17,9,295,24,66,295,79.3,106,16,"2016",10
"SD",27,10,399,22,105,399,79.1,147,20,"2016",10
"IND",14,9,408,16,121,408,77.8,159,22,"2016",10
"GB",12,10,469,5,62,469,90.1,80,13,"2016",11
"OAK",23,10,405,8,67,405,90,78,3,"2016",11
"NO",20,10,435,11,63,435,89.7,82,8,"2016",11
"PIT",25,10,418,12,68,418,87.8,91,11,"2016",11
"PHI",24,10,385,14,58,385,87.8,83,11,"2016",11
"TEN",31,11,393,8,69,393,87.7,87,10,"2016",11
"KC",16,10,394,11,54,394,87.7,81,16,"2016",11
"DAL",9,10,345,11,60,345,87.7,78,7,"2016",11
"JAX",15,10,460,12,89,460,86.8,111,10,"2016",11
"WAS",32,10,400,15,77,400,86.2,101,9,"2016",11
"NYG",21,10,402,15,81,402,85.8,105,9,"2016",11
"CHI",6,10,377,16,68,377,85.4,97,13,"2016",11
"ATL",2,10,380,22,55,380,85.4,94,17,"2016",11
"LA",26,10,379,15,76,379,84.8,103,12,"2016",11
"CIN",7,10,405,9,76,405,84.8,104,19,"2016",11
"BLT",3,10,438,19,92,438,84.6,123,12,"2016",11
"NE",19,10,361,17,71,361,84.5,100,12,"2016",11
"CAR",5,10,388,15,80,388,84.4,108,13,"2016",11
"TB",30,10,429,32,94,429,83.4,134,8,"2016",11
"DET",11,10,389,9,92,389,83.2,116,15,"2016",11
"CLV",8,11,455,23,96,455,82.7,138,19,"2016",11
"BUF",4,10,359,14,93,359,82.6,116,9,"2016",11
"NYJ",22,10,385,16,88,385,82.1,121,17,"2016",11
"HST",13,10,392,20,92,392,82.1,126,14,"2016",11
"ARZ",1,10,447,27,92,447,82,140,21,"2016",11
"MIN",18,10,373,29,69,373,82,116,18,"2016",11
"DEN",10,10,389,18,98,389,81.5,130,14,"2016",11
"SEA",29,10,386,25,101,386,81.3,135,9,"2016",11
"SF",28,10,376,13,108,376,80.2,135,14,"2016",11
"MIA",17,10,335,24,75,335,79.9,117,18,"2016",11
"SD",27,10,399,22,105,399,79.1,147,20,"2016",11
"IND",14,10,442,21,132,442,77.3,177,24,"2016",11
"GB",12,11,510,5,70,510,90.1,88,13,"2016",12
"OAK",23,11,446,10,75,446,89.6,89,4,"2016",12
"NO",20,11,473,14,70,473,89,94,10,"2016",12
"TEN",31,12,418,8,72,418,88,90,10,"2016",12
"PIT",25,11,439,12,72,439,87.9,95,11,"2016",12
"DAL",9,11,373,11,66,373,87.8,84,7,"2016",12
"KC",16,11,444,12,66,444,87.2,96,18,"2016",12
"PHI",24,11,429,16,65,429,87.1,96,15,"2016",12
"CHI",6,11,431,17,69,431,87,99,13,"2016",12
"WAS",32,11,453,18,84,453,86.8,111,9,"2016",12
"JAX",15,11,493,13,96,493,86.7,120,11,"2016",12
"ATL",2,11,419,24,59,419,86,100,17,"2016",12
"NYG",21,11,431,17,87,431,85.8,113,9,"2016",12
"NE",19,11,411,18,77,411,85.5,107,12,"2016",12
"BLT",3,11,477,19,97,477,85.3,128,12,"2016",12
"CIN",7,11,458,10,84,458,84.9,116,22,"2016",12
"LA",26,11,413,15,88,413,83.9,118,15,"2016",12
"CAR",5,11,419,18,89,419,83.7,122,15,"2016",12
"TB",30,11,460,33,103,460,83.5,144,8,"2016",12
"DET",11,11,432,12,102,432,83.1,130,16,"2016",12
"CLV",8,12,505,25,105,505,82.8,152,22,"2016",12
"MIN",18,11,410,31,76,410,82.6,125,18,"2016",12
"BUF",4,11,386,14,98,386,82.6,123,11,"2016",12
"NYJ",22,11,419,17,95,419,82.3,130,18,"2016",12
"HST",13,11,431,24,104,431,81.4,144,16,"2016",12
"ARZ",1,11,494,33,109,494,81.2,164,22,"2016",12
"MIA",17,11,369,24,80,369,80.8,123,19,"2016",12
"DEN",10,11,431,18,112,431,80.5,149,19,"2016",12
"SF",28,11,429,16,123,429,80.3,154,15,"2016",12
"SEA",29,11,431,28,116,431,79.8,159,15,"2016",12
"SD",27,11,430,26,110,430,79.3,157,21,"2016",12
"IND",14,11,483,26,142,483,77.6,192,24,"2016",12
"GB",12,12,543,5,76,543,90,95,14,"2016",13
"OAK",23,12,481,10,79,481,89.9,93,4,"2016",13
"NO",20,12,517,16,78,517,88.8,105,11,"2016",13
"TEN",31,12,418,8,72,418,88,90,10,"2016",13
"PIT",25,12,478,13,79,478,87.9,104,12,"2016",13
"CHI",6,12,451,18,70,451,87.4,101,13,"2016",13
"KC",16,12,470,12,71,470,87.3,101,18,"2016",13
"PHI",24,12,492,23,75,492,87,113,15,"2016",13
"DAL",9,12,398,11,73,398,86.9,94,10,"2016",13
"JAX",15,12,539,19,106,539,86.4,136,11,"2016",13
"WAS",32,12,492,21,94,492,86.3,125,10,"2016",13
"NE",19,12,457,19,83,457,86.2,114,12,"2016",13
"BLT",3,12,526,20,108,526,85.6,140,12,"2016",13
"NYG",21,12,472,19,97,472,85.6,126,10,"2016",13
"ATL",2,12,459,29,68,459,85.5,115,18,"2016",13
"CIN",7,12,489,11,89,489,85.3,122,22,"2016",13
"DET",11,12,479,14,109,479,83.8,139,16,"2016",13
"TB",30,12,492,34,108,492,83.7,151,9,"2016",13
"CAR",5,12,453,21,98,453,83.6,134,15,"2016",13
"LA",26,12,449,18,100,449,82.9,136,18,"2016",13
"CLV",8,12,505,25,105,505,82.8,152,22,"2016",13
"NYJ",22,12,458,22,101,458,82.4,142,19,"2016",13
"MIN",18,12,461,35,85,461,82.2,142,22,"2016",13
"BUF",4,12,427,15,111,427,82.2,139,13,"2016",13
"HST",13,12,471,26,114,471,81.3,158,18,"2016",13
"ARZ",1,12,541,38,122,541,81,183,23,"2016",13
"MIA",17,12,411,25,94,411,80.9,138,19,"2016",13
"DEN",10,12,459,21,120,459,80.5,160,19,"2016",13
"SEA",29,12,475,28,129,475,80.1,173,16,"2016",13
"SF",28,12,453,16,134,453,79.5,168,18,"2016",13
"SD",27,12,461,28,118,461,79.2,169,23,"2016",13
"IND",14,12,516,27,148,516,78.2,200,25,"2016",13
"OAK",23,13,525,12,85,525,89.8,102,5,"2016",14
"GB",12,13,569,5,84,569,89.7,103,14,"2016",14
"PIT",25,13,509,13,82,509,88.3,107,12,"2016",14
"TEN",31,13,444,8,77,444,88.2,95,10,"2016",14
"NO",20,13,559,21,90,559,88.1,122,11,"2016",14
"CHI",6,13,484,19,76,484,87.5,108,13,"2016",14
"DAL",9,13,438,13,78,438,87.1,102,11,"2016",14
"KC",16,13,498,12,78,498,87.1,109,19,"2016",14
"PHI",24,13,543,24,85,543,86.6,127,18,"2016",14
"NE",19,13,496,22,90,496,86.3,124,12,"2016",14
"WAS",32,13,516,21,101,516,86.2,132,10,"2016",14
"BLT",3,13,581,20,116,581,86.2,148,12,"2016",14
"JAX",15,13,582,22,113,582,85.8,150,15,"2016",14
"ATL",2,13,492,30,72,492,85.4,123,21,"2016",14
"CIN",7,13,523,11,93,523,85.3,129,25,"2016",14
"NYG",21,13,503,20,105,503,85.2,137,12,"2016",14
"TB",30,13,523,35,113,523,83.9,158,10,"2016",14
