"","event_name","player_name","salary","ownership","streak_pts","bogey_free_pts","hole_in_one_pts","sub_70_pts","hole_score_pts","finish_pts","total_pts","open_odds","close_odds","odds_delta","odds_delta_per","date","make_cut","top_20","top_10","top_5","top_3","win","dg_id","round_score","sg_putt","sg_arg","sg_app","sg_ott","sg_t2g","sg_total","driving_dist","driving_acc","gir","scrambling","prox_rgh","prox_fw"
"25","The American Express","Casey, Paul",10700,0.0959,0,6,0,0,86.5,4,96.5,0.0439,0.0439,0,0,"Jan 19, 2020",0.774825,0.3934,0.24445,0.145125,0.0973,0.03765,7108,68.25,0.241,-0.6045,0.694,0.8725,0.9615,1.47625,284.4,0.75,0.722,NA,18.9195,25.407
"26","The American Express","Todd, Brendon",8800,0.0725,3,3,0,0,88.5,2,96.5,0.0225,0.0225,0,0,"Jan 19, 2020",0.558925,0.17045,0.086725,0.042075,0.025725,0.0081,12425,68.75,0.9535,-0.483,-0.347,-0.234,-1.0645,1.0345,274,0.8215,0.75,NA,26.9605,32.353
"27","The American Express","Wilkinson, Tim",6200,0.0025,6,3,0,0,81.5,4,94.5,NA,NA,NA,NA,"Jan 19, 2020",0.319325,0.0473,0.018375,0.0073,0.003775,0.0011,7097,68.25,1.488,0.466,-1.151,0.9,0.2145,1.47625,285.3,0.786,0.639,NA,23.945,32.255
"28","The American Express","McCarthy, Denny",7600,0.1791,6,0,0,0,86,1,93,0.0137,0.0137,0,0,"Jan 19, 2020",0.65965,0.249525,0.1346,0.071375,0.044875,0.014425,19870,69.25,0.403,-1.2895,0.25,-0.8335,-1.8735,0.60475,276.75,0.5715,0.6665,NA,31.64,33.4905
"29","The American Express","Harman, Brian",8600,0.1574,3,6,0,0,79.5,4,92.5,0.0225,0.0225,0,0,"Jan 19, 2020",0.6487,0.241525,0.128175,0.0677,0.04125,0.0147,8825,68.25,-1.5375,1.414,0.278,0.5485,2.24,1.47625,282.85,0.643,0.7225,NA,34.7255,29.095
"30","The American Express","Munoz, Sebastian",7400,0.0806,3,3,0,0,81.5,4,91.5,0.0137,0.0137,0,0,"Jan 19, 2020",0.633375,0.23445,0.126,0.06665,0.04125,0.01455,20770,68.25,-1.49,0.854,2.5655,-0.54,2.879,1.5345,288.5,0.607,0.722,NA,22.287,25.4975
"31","The American Express","Potter, Jr., Ted",6200,0.0085,3,0,0,0,86.5,2,91.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8769,68.75,-1.0285,0.0465,1.545,0.467,2.058,1.10475,279.15,0.643,0.7775,NA,33.5895,23.559
"32","The American Express","NeSmith, Matthew",6700,0.0108,3,0,0,0,83.5,5,91.5,NA,NA,NA,NA,"Jan 19, 2020",0.441425,0.096775,0.043225,0.0197,0.01105,0.0031,16433,68,0.808,-0.2075,2.676,0.2535,2.7215,1.85475,281.1,0.5715,0.8055,NA,33.778,27.4715
"33","The American Express","Ryder, Sam",6500,0.0389,6,0,0,0,82,3,91,NA,NA,NA,NA,"Jan 19, 2020",0.497325,0.124125,0.05755,0.02555,0.01465,0.0049,16715,68.5,1.109,0.431,0.8685,0.1215,1.4205,1.35475,280.6,0.75,0.6945,NA,28.8965,30.7205
"34","The American Express","Davis, Cameron",6900,0.0191,0,3,0,0,85,3,91,0.0091,0.0091,0,0,"Jan 19, 2020",0.435675,0.09145,0.039125,0.01685,0.0096,0.002525,17786,68.5,0.6875,1.588,-0.4765,0.5905,1.7015,1.2845,289.1,0.643,0.722,NA,39.281,26.431
"35","The American Express","Steele, Brendan",7500,0.0806,6,3,0,0,81,1,91,0.0151,0.0151,0,0,"Jan 19, 2020",0.54695,0.1599,0.07855,0.03735,0.021175,0.0066,11019,69,2.2195,-0.3185,-0.843,-0.855,-2.017,0.72625,279.35,0.5715,0.6945,NA,30.9715,29.9275
"36","The American Express","Poston, J.T.",8500,0.0774,6,0,0,0,80.5,2,88.5,NA,NA,NA,NA,"Jan 19, 2020",0.666825,0.259,0.144225,0.0764,0.04745,0.01585,21554,68.75,0.174,-0.7785,0.881,0.613,0.715,1.0345,287.45,0.5715,0.7225,NA,34.0775,28.172
"37","The American Express","Huh, John",6300,0.0012,0,3,5,0,79.5,1,88.5,NA,NA,NA,NA,"Jan 19, 2020",0.33305,0.050625,0.020025,0.0082,0.00425,0.000925,14606,69.25,-0.2495,0.4375,-0.386,0.0875,0.1385,0.5345,274.6,0.7145,0.722,NA,45.6215,32.9225
"38","The American Express","Watney, Nick",6700,0.0144,0,0,0,0,85.5,3,88.5,0.0091,0.0091,0,0,"Jan 19, 2020",0.52935,0.144625,0.067375,0.03085,0.0179,0.005975,7955,68.5,0.4225,-0.1185,1.0405,0.1855,1.107,1.35475,285.45,0.6785,0.8055,NA,40.2465,30.903
"39","The American Express","Berger, Daniel",7500,0.1222,3,0,0,5,77,3,88,0.0151,0.0151,0,0,"Jan 19, 2020",0.6138,0.214275,0.110475,0.0562,0.033875,0.011025,17606,68.5,-0.5145,-0.15,1.9315,0.436,2.217,1.22625,279.95,0.643,0.833,NA,30.418,23.3315
"40","The American Express","Whaley, Vincent",6000,4e-04,0,3,0,0,82,3,88,NA,NA,NA,NA,"Jan 19, 2020",0.329975,0.05065,0.01975,0.0078,0.0041,0.0011,25908,68.5,1.265,-1.2795,1.9815,0.4225,1.124,1.2845,287.85,0.5355,0.7225,NA,27.308,23.957
"41","The American Express","Seiffert, Chase",6300,0.0165,0,3,0,0,81,4,88,NA,NA,NA,NA,"Jan 19, 2020",0.421025,0.08775,0.03575,0.0158,0.008275,0.002,17509,68.25,0.3925,-0.388,0.2755,0.75,0.637,1.60475,279.4,0.7145,0.7225,NA,46.016,28.769
"42","The American Express","Homa, Max",6600,0.0101,3,3,0,0,80.5,1,87.5,0.0061,0.0061,0,0,"Jan 19, 2020",0.408825,0.085575,0.039225,0.017375,0.009375,0.002925,17538,69.25,-1.0345,-1.396,-0.602,0.5625,-1.436,0.60475,281.6,0.607,0.6945,NA,40.649,27.3095
"43","The American Express","Knox, Russell",8100,0.1632,3,0,0,0,82,2,87,0.0181,0.0181,0,0,"Jan 19, 2020",0.62795,0.22145,0.113375,0.0585,0.0358,0.01305,13831,68.75,-0.3845,0.23,1.2855,-0.2415,1.2735,1.0345,283.4,0.6785,0.6945,NA,36.988,24.0165
"44","The American Express","Norlander, Henrik",7100,0.0685,6,0,0,0,80.5,0,86.5,0.0091,0.0091,0,0,"Jan 19, 2020",0.545625,0.15325,0.073275,0.034975,0.0198,0.006425,11657,70.25,-0.151,-0.61,-1.5675,-1.6415,-3.8195,-0.39525,276,0.607,0.4445,NA,40.88,33.995
"45","The American Express","Martin, Ben",6300,0.0011,0,3,0,0,80.5,3,86.5,NA,NA,NA,NA,"Jan 19, 2020",0.374,0.066975,0.028425,0.01255,0.00635,0.001825,14007,68.5,1.7725,0.4625,2.099,0.5555,3.1165,1.2845,279.55,0.7855,0.778,NA,20.739,22.192
"46","The American Express","Gligic, Michael",6000,6e-04,0,3,0,0,79.5,4,86.5,NA,NA,NA,NA,"Jan 19, 2020",0.2551,0.0303,0.0112,0.003825,0.00175,0.000425,13404,68.25,1.216,0.447,0.5945,1.132,2.173,1.5345,288.85,0.6785,0.8055,NA,30.0295,29.601
"47","The American Express","Hoffman, Charley",6600,0.0074,3,0,0,0,83,0,86,NA,NA,NA,NA,"Jan 19, 2020",0.4246,0.088,0.0377,0.016175,0.0086,0.0026,5768,69.75,-0.941,-0.187,1.8065,-1.4755,0.1435,-0.02375,285.7,0.357,0.8055,NA,25.783,27.5295
"48","The American Express","McNealy, Maverick",6200,0.0348,0,0,0,0,84,2,86,NA,NA,NA,NA,"Jan 19, 2020",0.409025,0.083375,0.035425,0.014975,0.007925,0.002625,18634,68.75,-0.6655,-0.1175,0.4535,0.0325,0.368,0.97625,289.25,0.4285,0.8885,NA,30.968,20.7375
"49","The American Express","Sabbatini, Rory",7600,0.1367,3,3,0,0,78.5,1,85.5,0.0151,0.0151,0,0,"Jan 19, 2020",0.640275,0.239725,0.13045,0.067525,0.041425,0.0143,6283,69.25,-0.4145,0.6475,-0.8735,1.03,0.8035,0.5345,282.7,0.75,0.833,NA,23.7185,29.156
"50","The American Express","Burgoon, Bronson",6800,0.0313,3,0,0,0,81.5,1,85.5,NA,NA,NA,NA,"Jan 19, 2020",0.5736,0.1745,0.08655,0.042275,0.02465,0.0077,11082,69,-1.82,1.5315,0.034,0.2845,1.8495,0.85475,279.6,0.536,0.6945,NA,22.29,28.3705
"51","The American Express","Roach, Wes",6200,0.0029,0,6,0,0,79,0,85,NA,NA,NA,NA,"Jan 19, 2020",0.4041,0.080625,0.032875,0.0143,0.007625,0.00195,15720,70,-0.07,0.7975,-3.3195,-0.705,-3.2275,-0.27375,274.1,0.643,0.639,NA,54.44,34.6605
"52","The American Express","Hearn, David",6300,0.006,0,3,0,0,80,2,85,NA,NA,NA,NA,"Jan 19, 2020",0.446275,0.097575,0.043225,0.01885,0.0108,0.003675,7340,68.75,0.8425,-0.2315,1.6655,-0.0735,1.36,0.97625,278.25,0.5715,0.6945,NA,39.7355,31.559
"53","The American Express","Redman, Doc",6800,0.0207,0,0,0,0,80,3,83,NA,NA,NA,NA,"Jan 19, 2020",0.510975,0.1368,0.063575,0.02905,0.016725,0.005325,24481,68.5,1.436,-0.401,0.908,0.587,1.0935,1.35475,279.15,0.6785,0.722,NA,28.661,29.2055
"54","The American Express","Hubbard, Mark",6100,0.0149,3,0,0,0,79,1,83,NA,NA,NA,NA,"Jan 19, 2020",0.43985,0.09605,0.04,0.017925,0.0093,0.0023,16333,69,0.061,0.451,-0.698,0.5755,0.328,0.7845,274.75,0.786,0.7775,NA,30.164,27.8455
"55","The American Express","Brehm, Ryan",6100,6e-04,0,3,0,0,80,0,83,NA,NA,NA,NA,"Jan 19, 2020",0.34865,0.0588,0.0236,0.010025,0.005075,0.00115,10423,69.5,-0.44,-0.00600000000000001,-0.0685,1.0445,0.9695,0.35475,301.5,0.4645,0.778,NA,24.42,31.856
"56","The American Express","Blair, Zac",6300,0.0026,0,3,0,0,80,0,83,NA,NA,NA,NA,"Jan 19, 2020",0.40395,0.080525,0.033625,0.01435,0.00715,0.001875,17639,69.5,-0.5095,-1.2895,1.43,-1.428,-1.288,0.22625,279.35,0.5715,0.6945,NA,34.2165,22.3515
"57","The American Express","Taylor, Vaughn",7900,0.2404,3,0,0,0,78,1,82,0.02,0.02,0,0,"Jan 19, 2020",0.6803,0.27495,0.152725,0.08225,0.05295,0.018275,6930,69,-0.1775,0.2495,-1.0195,-0.163,-0.9335,0.7845,272.75,0.714,0.5555,NA,39.116,37.5795
"58","The American Express","English, Harris",7700,0.21,3,3,0,0,75,1,82,0.0181,0.0181,0,0,"Jan 19, 2020",0.6606,0.25155,0.135575,0.072675,0.04575,0.015525,14577,69.25,-0.572,0.299,-1.012,0.6745,-0.039,0.5345,281.3,0.6785,0.778,NA,25.6485,31.0935
"59","The American Express","Tringale, Cameron",7100,0.1193,3,0,0,0,77.5,1,81.5,0.0114,0.0114,0,0,"Jan 19, 2020",0.5852,0.18995,0.0952,0.04945,0.028775,0.0091,14013,69,-0.069,1.0885,-0.851,0.3615,0.5985,0.85475,284.65,0.5,0.639,NA,36.822,33.0955
"60","The American Express","Dufner, Jason",6500,0.0032,0,3,0,0,77.5,0,80.5,NA,NA,NA,NA,"Jan 19, 2020",0.4637,0.1072,0.04765,0.021825,0.011925,0.00285,7301,69.5,-1.2225,0.4485,1.5845,0.7195,2.752,0.35475,275.8,0.786,0.7225,NA,31.991,25.2525
"61","The American Express","Teater, Josh",6300,0.0021,0,0,0,0,79,0,79,NA,NA,NA,NA,"Jan 19, 2020",0.39445,0.073475,0.03115,0.013275,0.00695,0.0021,8085,70.25,-1.07,0.632,0.13,-1.489,-0.7275,-0.52375,278.6,0.75,0.722,NA,15.762,30.6325
"62","The American Express","Merritt, Troy",6400,0.012,3,3,0,0,73,0,79,NA,NA,NA,NA,"Jan 19, 2020",0.4826,0.120575,0.056225,0.02595,0.014875,0.004575,13367,70.25,-1.4395,-1.2305,0.3675,0.3325,-0.531,-0.39525,273.4,0.7855,0.7225,NA,22.774,33.0775
"63","The American Express","Lahiri, Anirban",6300,9e-04,3,0,0,0,75.5,0,78.5,NA,NA,NA,NA,"Jan 19, 2020",0.4069,0.0833,0.0358,0.01585,0.008625,0.0025,12669,70.75,-0.42,-0.4175,-1.746,-0.527,-2.691,-0.9655,284.7,0.643,0.6945,NA,30.242,29.32
"64","The American Express","Gomez, Fabian",6400,0.0031,0,0,0,0,78.5,0,78.5,NA,NA,NA,NA,"Jan 19, 2020",0.4884,0.11745,0.052725,0.02235,0.012375,0.003875,8571,69.5,0.464,-0.4185,-0.2395,0.224,-0.4345,0.35475,275.25,0.6785,0.611,NA,32.5875,31.6865
"65","The American Express","Wolff, Matthew",9000,0.2324,0,3,0,0,74,0,77,0.0256,0.0256,0,0,"Jan 19, 2020",0.631275,0.23275,0.126725,0.066275,0.040025,0.014525,25919,69.75,0.6245,-2.652,-0.8775,1.608,-1.922,-0.02375,297.7,0.6425,0.7775,NA,50.2815,27.564
"66","The American Express","Duncan, Tyler",6800,0.0042,3,3,0,0,70.5,0,76.5,NA,NA,NA,NA,"Jan 19, 2020",0.493,0.12945,0.059675,0.027175,0.0158,0.005,18187,70,-0.9725,-0.611,-0.485,-1.042,-2.1385,-0.2155,274.8,0.5,0.667,NA,31.445,32.4625
"67","The American Express","Rodgers, Patrick",6500,0.0092,3,0,0,0,73.5,0,76.5,NA,NA,NA,NA,"Jan 19, 2020",0.401875,0.081125,0.0347,0.015925,0.00865,0.002525,16283,70,1.7575,0.5775,-2.154,-0.651,-2.228,-0.14525,294.6,0.4645,0.6945,NA,26.8045,30.1045
"68","The American Express","Piercy, Scott",7400,0.0459,3,0,0,0,72,0,75,0.0114,0.0114,0,0,"Jan 19, 2020",0.49995,0.130375,0.06335,0.0304,0.017275,0.005075,7899,69.75,-0.952,-0.1055,-0.967,0.2275,-0.8455,-0.02375,275.7,0.7855,0.667,NA,17.791,33.6855
"69","The American Express","Stallings, Scott",6600,0.0129,3,3,0,0,69,0,75,NA,NA,NA,NA,"Jan 19, 2020",0.509575,0.131625,0.06155,0.028525,0.01645,0.005175,12359,69.5,-1.807,0.588,-0.738,0.3465,0.196,0.2845,281.3,0.6785,0.7225,NA,35.954,31.2945
"70","The American Express","Trahan, D.J.",6700,0.0397,0,0,0,0,74,0,74,NA,NA,NA,NA,"Jan 19, 2020",0.519825,0.1441,0.0701,0.033375,0.019,0.005725,7236,70.25,-1.961,-0.5125,0.71,0.7935,0.9905,-0.39525,282.65,0.643,0.8055,NA,18.6345,28.9885
"71","The American Express","Every, Matt",6100,0.0027,3,0,0,0,70.5,0,73.5,NA,NA,NA,NA,"Jan 19, 2020",0.40555,0.08225,0.0352,0.01605,0.009075,0.0027,10185,71.75,-1.786,-0.293,-2.808,0.7765,-2.325,-1.9655,286.45,0.6785,0.639,NA,49.5355,27.11
"72","The American Express","Stuard, Brian",7100,0.0432,0,0,0,0,71.5,0,71.5,0.0101,0.0101,0,0,"Jan 19, 2020",0.545075,0.1538,0.0728,0.034325,0.019625,0.006,13022,70.5,-0.972,0.5075,-0.758,-0.888,-1.139,-0.7155,273.4,0.6425,0.611,NA,37.7235,25.476
"73","The American Express","Higgs, Harry",6900,0.0259,3,0,0,0,68.5,0,71.5,0.0073,0.0073,0,0,"Jan 19, 2020",0.552675,0.15575,0.07415,0.035025,0.020725,0.00635,14140,69.6666666666667,-0.603,-0.126,-1.727,0.829,-1.024,-0.0890000000000002,287.3,0.643,0.722,NA,24.045,35.034
"74","The American Express","McCumber, Tyler",6100,0.0012,0,0,0,0,71,0,71,NA,NA,NA,NA,"Jan 19, 2020",0.3551,0.06165,0.0247,0.010325,0.00565,0.0015,17584,70,-1.8765,0.7595,1.1045,0.5425,2.406,-0.14525,296.05,0.5355,0.722,NA,23.8645,35.808
"75","The American Express","Streelman, Kevin",6900,0.0175,3,0,0,0,67.5,0,70.5,0.0073,0.0073,0,0,"Jan 19, 2020",0.512225,0.133675,0.063775,0.030125,0.01725,0.005325,8480,69.3333333333333,-2.438,0.913,-0.027,0.552,1.438,0.166666666666667,280.7,0.643,0.778,NA,39.122,24.653
"76","The American Express","Vegas, Jhonattan",6800,0.0211,0,0,0,0,70,0,70,0.0061,0.0061,0,0,"Jan 19, 2020",0.537725,0.15645,0.076175,0.036725,0.02115,0.0073,13508,69.5,0.044,-0.5265,-0.3355,1.2075,0.345,0.2845,289.2,0.714,0.722,NA,34.7865,30.867
"77","The American Express","Thompson, Michael",6600,0.0057,6,0,0,0,60.5,0,66.5,NA,NA,NA,NA,"Jan 19, 2020",0.471775,0.11415,0.051475,0.024325,0.014125,0.00365,12946,70,0.859,0.344,2.132,-1.335,1.141,-0.5,271,0.857,0.667,NA,23.262,25.971
"78","The American Express","Henley, Russell",6800,0.0045,9,0,0,0,57,0,66,0.0073,0.0073,0,0,"Jan 19, 2020",0.44675,0.099175,0.04345,0.0191,0.010375,0.003175,14578,69.6666666666667,0.985,0.661,-1.015,-0.258,-0.612,-0.089,277.1,0.571,0.667,NA,57.76,25.102
"79","The American Express","Laird, Martin",6400,0.0054,3,3,5,0,55,0,66,NA,NA,NA,NA,"Jan 19, 2020",0.500075,0.1281,0.061225,0.028175,0.0168,0.004575,9586,70,-1.248,-0.081,2.288,0.695,2.902,-0.328666666666667,278.2,0.714,0.722,NA,23.838,23.701
"80","The American Express","Glover, Lucas",8200,0.0758,0,3,0,0,62.5,0,65.5,0.0181,0.0181,0,0,"Jan 19, 2020",0.653725,0.2475,0.1347,0.0705,0.04365,0.014725,7399,69.3333333333333,-2.599,-1.676,-1.733,0.381,-3.028,0.244333333333333,278.1,0.714,0.611,NA,38.172,28.809
"81","The American Express","Sucher, Zack",0,0,6,0,0,0,59.5,0,65.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14036,69.6666666666667,1.537,0.317,0.55,-0.031,0.836,-0.089,287.7,0.357,0.778,NA,30.202,27.759
"82","The American Express","Ventura, Kristoffer",6000,0.0012,6,0,0,0,58.5,0,64.5,NA,NA,NA,NA,"Jan 19, 2020",0.27535,0.03585,0.01295,0.005475,0.0027,0.000525,15651,69.6666666666667,2.412,-0.613,0.602,0.599,0.588,-0.166666666666667,287.7,0.714,0.778,NA,32.541,34.857
"83","The American Express","Varner III, Harold",7000,0.0944,3,3,0,0,58,0,64,0.0091,0.0091,0,0,"Jan 19, 2020",0.6048,0.207625,0.10825,0.05425,0.032875,0.01125,16602,69.6666666666667,-0.264,0.016,1.186,1.062,2.264,-0.166666666666667,283.5,0.714,0.944,NA,29.142,25.166
"84","The American Express","Oppenheim, Rob",6400,0.0035,3,0,0,0,60.5,0,63.5,NA,NA,NA,NA,"Jan 19, 2020",0.42885,0.088775,0.038675,0.01735,0.00925,0.002875,8002,70,0.065,3.175,-0.453,0.586,3.308,-0.422333333333333,281.8,0.714,0.5,NA,25.346,35.032
"85","The American Express","Baker, Chris",6000,3e-04,0,0,0,0,63.5,0,63.5,NA,NA,NA,NA,"Jan 19, 2020",0.342525,0.05455,0.021325,0.008575,0.004525,0.00105,13971,69.6666666666667,1.033,-0.471,-0.039,0.85,0.34,-0.089,276.6,0.857,0.722,NA,20.102,33.345
"86","The American Express","Swafford, Hudson",6700,0.0089,3,0,0,0,60,0,63,NA,NA,NA,NA,"Jan 19, 2020",0.3798,0.0673,0.026875,0.011175,0.00575,0.00165,14706,70,-0.803,-0.694,-1.775,0.272,-2.197,-0.5,275.2,0.714,0.667,NA,19.783,29.165
"87","The American Express","Sloan, Roger",6500,0.0021,3,0,0,0,60,0,63,NA,NA,NA,NA,"Jan 19, 2020",0.445775,0.102475,0.045575,0.02105,0.012,0.0033,14050,69.6666666666667,-1.047,0.285,-0.822,0.957,0.42,-0.089,280.8,0.786,0.778,NA,26.111,41
"88","The American Express","Haas, Bill",6700,0.0062,3,0,0,0,59.5,0,62.5,NA,NA,NA,NA,"Jan 19, 2020",0.388025,0.070325,0.02955,0.0118,0.00645,0.00165,7900,70.3333333333333,-2.325,-0.064,-0.87,-1.741,-2.675,-0.833333333333333,277.6,0.5,0.667,NA,35.989,20.608
"89","The American Express","Van Pelt, Bo",6000,3e-04,6,0,0,0,56.5,0,62.5,NA,NA,NA,NA,"Jan 19, 2020",0.1491,0.00965,0.003025,0.000925,0.000475,1e-04,6457,69.6666666666667,-0.147,1.32,-1.928,0.755,0.147,-0.166666666666667,274.1,0.857,0.556,NA,35.657,35.237
"90","The American Express","Clark, Wyndham",6900,0.0168,3,3,0,0,56.5,0,62.5,0.0073,0.0073,0,0,"Jan 19, 2020",0.54275,0.157625,0.07675,0.03735,0.02145,0.006275,23604,69.6666666666667,0.388,0.482,-0.268,-0.602,-0.388,-0.166666666666667,282.4,0.357,0.667,NA,29.619,29.62
"91","The American Express","Walker, Jimmy",6600,0.0044,6,0,0,0,56,0,62,NA,NA,NA,NA,"Jan 19, 2020",0.41165,0.083,0.035275,0.015,0.0079,0.002225,7293,69.3333333333333,-0.745,-0.285,1.22,-0.536,0.399,0.338,273.7,0.357,0.667,NA,33.751,28.446
"92","The American Express","Stroud, Chris",6200,0.0011,0,0,0,0,61.5,0,61.5,NA,NA,NA,NA,"Jan 19, 2020",0.357475,0.06085,0.024625,0.0108,0.005625,0.00135,9604,70,1.703,0.956,-1.081,-1.205,-1.33,-0.422333333333333,272,0.5,0.667,NA,42.959,22.004
"93","The American Express","Werenski, Richy",6800,0.0129,6,0,0,0,55,0,61,NA,NA,NA,NA,"Jan 19, 2020",0.513675,0.13495,0.063075,0.02965,0.01705,0.00515,19364,70.6666666666667,-0.267,-0.69,-0.318,-1.352,-2.36,-1.089,273.2,0.429,0.667,NA,50.626,26.535
"94","The American Express","Percy, Cameron",6400,0.0024,0,3,0,0,58,0,61,NA,NA,NA,NA,"Jan 19, 2020",0.477525,0.11355,0.051825,0.023975,0.013625,0.004025,5874,69.3333333333333,-2.672,-0.765,0.187,-0.096,-0.674,0.338,277.1,0.429,0.611,NA,22.581,43.651
"95","The American Express","Kizzire, Patton",6600,0.002,3,0,0,0,57,0,60,NA,NA,NA,NA,"Jan 19, 2020",0.3379,0.056425,0.021125,0.008125,0.004225,0.001075,13470,70,0.752,-1.715,1.77,0.193,0.248,-0.5,278.7,0.643,0.722,NA,33.787,26.134
"96","The American Express","Garnett, Brice",6900,0.0055,3,0,0,0,57,0,60,NA,NA,NA,NA,"Jan 19, 2020",0.57995,0.183425,0.093775,0.047825,0.028,0.008975,11451,70.6666666666667,-0.175,0.387,-2.339,-4.219,-6.171,-0.995333333333334,272.3,0.357,0.667,NA,56.925,27.776
"97","The American Express","Taylor, Ben",6000,4e-04,0,0,0,0,60,0,60,NA,NA,NA,NA,"Jan 19, 2020",0.292925,0.040225,0.015375,0.0063,0.00335,0.000975,19948,69.3333333333333,-0.625,-0.138,1.648,-1.231,0.279,0.338,275.5,0.286,0.667,NA,42.584,20.012
"98","The American Express","Gay, Brian",7000,0.027,6,0,0,0,54,0,60,NA,NA,NA,NA,"Jan 19, 2020",0.49655,0.1215,0.053925,0.02455,0.013625,0.003925,5951,70.6666666666667,-1.162,-0.586,-2.241,-1.357,-4.184,-0.995333333333333,276.2,0.5,0.5,NA,38.198,28.082
"99","The American Express","Salinda, Isaiah",6100,0.0026,3,0,0,0,57,0,60,NA,NA,NA,NA,"Jan 19, 2020",0.243625,0.0286,0.01085,0.00425,0.002,0.000275,27183,69.6666666666667,-0.273,1.13,-1.374,0.89,0.646,-0.089,282.6,0.643,0.722,NA,30.063,32.197
"100","The American Express","Armour, Ryan",7000,0.0114,3,0,0,0,56.5,0,59.5,0.0073,0.0073,0,0,"Jan 19, 2020",0.54175,0.158125,0.076175,0.036925,0.020225,0.00565,8469,71.3333333333333,-1.706,1.452,-3.734,-0.639,-2.921,-1.75566666666667,269.8,0.714,0.611,NA,32.798,29.777
