player_id,team,opp,pos,name,fpts,proj_own,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1210,,,G,Peter Malnati,45.08,2.7,45.98,70.5,22.5,0,0,6900,,34908,1210
907,,,G,Arjun Atwal,44.24,0.29,11.63,70,22.5,0,0,6100,,35074,907
2046,,,G,Jason Dufner,49.49,1.1,43.88,73.5,23.5,0,0,6400,,34756,2046
2178,,,G,Pat Perez,55.87,3.3,73.59,77.5,25.5,0,0,7500,,36099,2178
2068,,,G,Derek Ernst,,0,,,,0,0,6000,,34966,2068
697202,,,G,Isidro Benitez,18.59,0.48,9,24,12,0,0,6000,,1156735,697202
1562,,,G,Curtis Thompson,45.44,0.99,36.51,70,22.5,0,0,6700,,2959180,1562
1112,,,G,Robert Streb,47.91,3.9,46.02,72.5,23,0,0,7000,,34814,1112
2168,,,G,Kevin Tway,42.58,1.8,37.27,68.5,22,0,0,6500,,35139,2168
755459,,,G,Turk Pettit,38.48,0.03,20.21,65,21,0,0,6300,,3083537,755459
2125,,,G,Tony Finau,73.7,21.9,88.25,90.5,55.5,0,0,10400,,34873,2125
1179,,,G,Brandon Hagy,44.6,2.8,34.96,70.5,22.5,0,0,6400,,36079,1179
2026,,,G,Bo Van Pelt,45.33,0.08,35.02,71.5,22.5,0,0,6200,,1303898,2026
696566,,,G,Brandon Wu,42.84,2.6,49.49,69,22,0,0,7300,,1074861,696566
1883,,,G,Danny Lee,48.93,7.9,54.17,74,23.5,0,0,7100,,34784,1883
1663,,,G,Chez Reavie,51.36,0.54,47.66,74.58,24,0,0,6800,,34927,1663
1455,,,G,Ryan Armour,58.3,4.5,66.13,79,25.5,0,0,6900,,36068,1455
1477,,,G,Sung Kang,37.34,0.58,31.34,63.5,20.5,0,0,6600,,34893,1477
1499,,,G,D.J. Trahan,43.53,0.61,29.81,69,22,0,0,6200,,35003,1499
700813,,,G,Patrick Flavin,38.15,3.9,9,65,20.5,0,0,6500,,1623417,700813
404847,,,G,Sahith Theegala,57.67,8.1,68.6,79.5,26,0,0,8800,,37149,404847
2016,,,G,Scott Brown,51.83,4.3,46.77,75.5,24.43,0,0,6400,,34856,2016
670398,,,G,Greyson Sigg,53.16,8.7,66.57,76,24.5,0,0,7300,,37979,670398
1950,,,G,D.A. Points,28.3,0.11,15.93,48.08,17,0,0,6000,,34991,1950
1961,,,G,Scott Stallings,55.97,11.7,65.46,77,25,0,0,7700,,34999,1961
1741,,,G,Dawie Van der Walt,47.26,0.09,27.93,73,23.5,0,0,6100,,34946,1741
