player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Ryan Schraeder,8496,T,ATL,6,0,2,56.4,100.0,21,11.9,21,73.2,1,100.0,177,177,76.4,100.0,131,74.0,131
Chris Chester,3001,G,ATL,6,0,2,76.2,100.0,21,11.9,21,80.5,1,100.0,177,177,78.9,100.0,131,74.0,131
Russell Bodine,8746,C,CIN,6,0,7,61.8,100.0,73,41.5,73,63.8,1,100.0,176,176,57.8,100.0,82,46.6,82
Kevin Zeitler,7032,G,CIN,6,1,7,56.6,100.0,73,41.7,73,65.9,2,100.0,175,175,69.2,100.0,81,46.3,81
Clint Boling,6253,G,CIN,6,0,7,59.6,100.0,73,41.7,73,70.1,0,100.0,175,175,72.7,100.0,81,46.3,81
Matt Slauson,5117,G,CHI,6,0,6,56.2,100.0,70,40.9,70,56.0,0,100.0,171,171,59.7,100.0,96,56.1,96
Vladimir Ducasse,5586,G,CHI,6,0,6,63.8,100.0,70,40.9,70,66.6,2,100.0,171,171,66.8,100.0,96,56.1,96
Kyle Long,7801,T,CHI,6,0,6,58.2,100.0,70,40.9,70,69.7,2,100.0,171,171,73.8,100.0,96,56.1,96
Brandon Scherff,9438,G,WAS,6,0,32,59.4,100.0,56,32.7,56,62.3,0,100.0,171,171,67.1,100.0,102,59.6,102
Morgan Moses,8701,T,WAS,6,0,32,71.6,100.0,56,32.9,56,66.0,2,100.0,170,170,59.0,100.0,102,60.0,102
Ben Jones,7099,C,HST,6,0,13,66.2,100.0,39,23.2,39,66.2,0,100.0,168,168,65.3,100.0,111,66.1,111
Kirk Cousins,7102,QB,WAS,6,0,32,60.0,98.2,55,32.7,56,60.0,0,98.2,168,171,60.0,100.0,102,60.7,102
