player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Julian Edelman,5156,WR,NE,2,31,0,19,0,-2.5,1,100.0,,0,0,0.0,0,0,0,84.5,93.7,0,19,0.0,0,5,2,100.0,5,95.8,2,6.5,0,14,19,9.5,7.0,2.8,6.1,0,76.5,,0,0,13.3,2,4,0,62.3,79.9,0,12,2.0,1,49,13,91.8,45,105.3,17,54.8,1,81,33,2.5,6.2,1.8
Julio Jones,6158,WR,ATL,2,25,0,2,0,-2.7,2,100.0,,0,0,0.0,0,3,0,91.6,96.9,0,13,0.0,0,11,7,81.8,9,128.3,7,28.0,1,37,56,8.0,5.3,4.11,-1.0,1,83.3,,0,0,0.0,0,2,0,86.1,91.3,0,13,0.0,0,18,5,83.3,15,88.2,6,24.0,0,31,42,8.4,6.2,2.07
Demaryius Thomas,5547,WR,DEN,2,24,0,10,0,0.0,0,50.0,,0,0,0.0,0,0,0,78.7,59.8,0,7,0.0,0,2,1,100.0,2,58.3,2,8.3,0,7,6,6.0,7.0,3.5,10.4,0,60.0,,0,0,0.0,0,2,0,83.2,77.7,1,20,0.0,0,12,3,100.0,12,43.3,5,20.8,0,37,4,1.3,12.3,3.08
DeAndre Hopkins,7808,WR,HST,2,24,0,13,0,,0,,,0,0,,0,0,0,,46.2,0,0,0.0,0,10,0,100.0,10,0.0,0,0.0,0,0,0,,,0.0,6.7,0,66.7,,0,0,33.3,1,1,0,63.2,73.4,0,17,0.0,0,22,2,100.0,22,92.4,3,12.5,0,25,6,3.0,12.5,1.14
Emmanuel Sanders,5606,WR,DEN,2,24,0,10,0,,0,,,0,0,,0,0,0,,50.2,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,6.0,0,100.0,,0,0,0.0,0,2,0,82.7,81.6,0,13,0.0,0,16,2,100.0,16,106.3,2,8.3,0,19,7,3.5,9.5,1.19
Michael Crabtree,4933,WR,OAK,2,23,0,23,0,,0,,,0,0,,0,0,0,,46.3,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,6.6,3,87.5,,0,0,0.0,0,6,0,86.9,90.1,1,12,0.0,0,29,7,96.6,28,51.6,8,34.8,0,47,25,3.6,6.7,1.68
Calvin Johnson,3618,WR,DET,2,22,0,11,0,,0,,,0,0,,0,0,0,,45.6,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,9.5,0,66.7,,0,0,0.0,0,2,0,61.3,70.4,0,28,0.0,0,10,4,100.0,10,91.7,6,27.3,0,49,22,5.5,12.3,4.9
Antonio Brown,5718,WR,PIT,2,22,0,25,0,-2.0,2,100.0,,0,0,0.0,0,1,0,90.6,91.2,0,17,0.0,0,13,5,92.3,12,94.2,5,22.7,0,33,43,8.6,6.6,2.75,12.5,0,100.0,,0,0,0.0,0,1,0,53.3,92.3,0,37,0.0,0,13,2,69.2,9,118.8,2,9.1,0,40,15,7.5,20.0,4.44
Steve Smith,837,WR,BLT,2,22,0,3,0,,0,,,0,0,,0,0,0,,52.1,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,15.7,0,33.3,,0,0,0.0,0,1,1,52.5,59.6,0,23,0.0,0,17,1,94.1,16,61.8,3,13.6,0,23,3,3.0,23.0,1.44
Jordan Matthews,8677,WR,PHI,2,22,0,24,0,-3.0,2,100.0,,0,0,0.0,0,1,0,84.5,74.8,0,19,0.0,0,9,2,88.9,8,112.5,2,9.1,0,22,28,14.0,11.0,2.75,8.0,3,72.7,,0,0,15.8,3,9,0,29.3,65.9,1,32,0.0,0,84,16,92.9,78,93.4,22,100.0,1,182,99,6.2,11.4,2.33
