player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Adam Vinatieri,226,K,IND,14,0,4,3,75.0,7,7,100.0,14,75.7,0,0,,30,28,93.3,0,4,4,100.0,23,21,91.3,8,7,87.5
Phil Dawson,422,K,SF,14,0,3,3,100.0,6,5,83.3,28,74.2,0,0,,18,17,94.4,0,5,5,100.0,21,19,90.5,7,6,85.7
Sebastian Janikowski,595,K,OAK,14,0,4,3,75.0,8,5,62.5,23,70.8,0,0,,36,35,97.2,0,5,4,80.0,23,18,78.3,6,6,100.0
Shayne Graham,730,K,ATL,3,0,1,1,100.0,2,2,100.0,2,75.0,0,0,,4,4,100.0,0,3,3,100.0,8,8,100.0,2,2,100.0
Matt Bryant,1223,K,ATL,10,0,0,0,,9,6,66.7,2,59.4,1,1,100.0,26,26,100.0,0,4,3,75.0,18,14,77.8,4,4,100.0
Josh Brown,1520,K,NYG,14,0,3,3,100.0,9,7,77.8,21,74.4,1,1,100.0,40,39,97.5,0,11,11,100.0,28,26,92.9,4,4,100.0
Josh Scobee,1858,K,PIT,4,0,0,0,,7,3,42.9,25,30.6,0,0,,7,6,85.7,0,1,1,100.0,10,6,60.0,2,2,100.0
Mike Nugent,2264,K,CIN,14,0,1,0,0.0,12,10,83.3,7,82.7,0,0,,44,43,97.7,0,6,5,83.3,25,21,84.0,6,6,100.0
Robbie Gould,2607,K,CHI,13,0,8,6,75.0,8,6,75.0,6,54.2,1,1,100.0,25,24,96.0,0,10,8,80.0,33,27,81.8,6,6,100.0
Nick Novak,2726,K,HST,11,0,2,0,0.0,4,4,100.0,13,56.8,0,0,,24,22,91.7,0,5,5,100.0,15,13,86.7,4,4,100.0
Stephen Gostkowski,3063,K,NE,14,0,5,4,80.0,12,11,91.7,19,91.0,0,0,,49,49,100.0,0,9,9,100.0,32,30,93.8,6,6,100.0
Matt Prater,3471,K,DET,14,0,4,4,100.0,6,6,100.0,11,65.5,0,0,,34,31,91.2,0,5,4,80.0,18,17,94.4,3,3,100.0
Nick Folk,3794,K,NYJ,7,0,2,2,100.0,6,3,50.0,22,65.2,0,0,,19,19,100.0,0,6,6,100.0,16,13,81.3,2,2,100.0
Mason Crosby,3809,K,GB,14,0,5,4,80.0,10,7,70.0,12,72.2,1,1,100.0,35,35,100.0,0,4,4,100.0,26,22,84.6,6,6,100.0
Stephen Hauschka,4655,K,SEA,14,0,4,4,100.0,8,7,87.5,29,81.9,0,0,,38,35,92.1,0,6,6,100.0,26,25,96.2,8,8,100.0
Dan Carpenter,4697,K,BUF,14,0,5,3,60.0,7,6,85.7,4,46.7,0,0,,36,32,88.9,0,7,6,85.7,23,19,82.6,4,4,100.0
Connor Barth,4777,K,TB,10,0,4,3,75.0,6,3,50.0,30,61.7,0,0,,22,21,95.5,0,7,7,100.0,26,22,84.6,9,9,100.0
Ryan Succop,5180,K,TEN,13,0,3,1,33.3,6,6,100.0,31,60.6,0,0,,28,26,92.9,0,3,3,100.0,15,13,86.7,3,3,100.0
Graham Gano,5443,K,CAR,14,0,4,2,50.0,14,11,78.6,5,78.0,1,1,100.0,53,50,94.3,0,4,3,75.0,33,27,81.8,10,10,100.0
Dan Bailey,6796,K,DAL,14,0,5,5,100.0,6,5,83.3,9,85.7,0,0,,22,22,100.0,0,10,10,100.0,29,28,96.6,8,8,100.0
Kai Forbath,6860,K,NO,9,0,2,2,100.0,4,2,50.0,20,77.4,0,0,,28,27,96.4,0,2,1,50.0,10,7,70.0,2,2,100.0
Randy Bullock,7154,K,NYJ,9,0,1,0,0.0,9,7,77.8,22,46.7,1,1,100.0,21,18,85.7,0,4,4,100.0,19,16,84.2,4,4,100.0
