player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Charles Woodson,330,S,OAK,9,2,11.1,64.3,99.5,43.3,27.9,0,1,3,21.4,23,89.4,84.2,83.9,57.3,55.8,46.0,5,40,16.1,5,3,0,51.5,9,426,428,5,24,14,0,119,54,0.3,13.2
Julius Peppers,1010,ED,GB,9,1,1.0,100.0,9.8,7.0,7.0,1,0,0,0.0,12,51.3,61.4,53.7,70.5,50.8,38.3,0,14,42.9,3,0,2,142.7,4,28,286,8,3,4,1,35,32,1.3,8.8
Dwight Freeney,1019,ED,ARZ,4,0,,,6.5,,,0,0,0,,1,60.6,69.8,83.9,68.0,60.0,72.7,0,,,0,0,0,0.0,0,5,77,2,0,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,9,1,4.2,83.3,23.3,10.2,8.5,0,0,0,0.0,25,73.5,77.1,39.8,77.1,66.4,82.9,0,15,20.0,1,0,2,86.8,5,52,223,4,3,6,0,29,34,0.6,5.8
Terence Newman,1321,CB,MIN,9,2,10.9,56.6,100.0,10.7,6.0,0,1,7,13.2,18,74.9,78.2,84.5,,85.0,76.9,2,55,7.4,2,6,1,59.8,30,340,340,4,23,53,0,334,110,1.0,11.1
Terrell Suggs,1326,ED,BLT,1,0,,,20.6,,,0,0,0,,3,75.1,62.5,77.6,64.3,44.8,,0,,,0,0,0,0.0,0,7,34,0,0,0,0,0,0,0.0,
Calvin Pace,1334,ED,NYJ,9,0,2.2,66.7,19.9,9.5,6.3,0,0,1,16.7,22,67.6,67.9,87.4,65.0,60.3,36.8,0,12,50.0,1,1,0,79.2,4,40,201,2,1,6,0,31,23,0.8,7.8
Charles Tillman,1351,CB,CAR,9,1,14.3,53.7,98.4,12.3,6.6,0,1,5,9.3,5,58.7,62.0,87.3,49.4,77.8,73.7,1,48,6.7,2,5,1,71.3,29,374,380,5,27,54,0,417,112,1.2,14.4
Rashean Mathis,1355,CB,DET,7,2,8.3,80.0,99.2,7.4,6.0,0,0,3,7.5,11,62.5,63.6,85.9,54.7,64.7,68.8,1,50,7.7,2,2,1,107.6,32,248,250,9,22,40,1,413,173,1.7,12.9
Robert Mathis,1447,ED,IND,8,0,2.0,100.0,14.1,23.0,23.0,0,0,0,0.0,14,60.3,53.3,35.1,64.8,33.5,59.8,0,40,0.0,0,0,2,118.8,1,26,185,4,1,1,0,40,38,1.7,40.0
