player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Ben Jones,7099,C,HST,5,100.0,0,13,71.7,82.0,66.4,0,5,254,100.0,100.0,99.0,1,5,0,404,404,0,0,404,267,267,0,0,137,0
Derek Newton,6366,T,HST,5,100.0,0,13,58.7,58.8,59.6,4,16,252,100.0,100.0,95.6,2,21,1,398,0,85,0,398,265,265,47,266,133,0
Chris Chester,3001,G,ATL,5,100.0,0,2,80.5,75.6,76.9,0,5,199,100.0,100.0,98.2,0,6,1,373,0,0,0,373,217,217,373,0,156,0
Ryan Schraeder,8496,T,ATL,5,100.0,0,2,74.9,73.0,75.7,1,4,199,100.0,100.0,97.7,2,7,2,373,0,0,0,373,217,217,0,373,156,0
Trent Williams,5529,T,WAS,5,100.0,0,32,76.8,90.1,66.5,1,5,192,100.0,100.0,98.4,3,6,0,368,0,0,368,368,212,212,0,0,156,0
Kory Lichtensteiger,4422,C,WAS,5,100.0,1,32,49.8,37.6,53.4,2,11,192,100.0,100.0,95.6,2,15,2,368,368,0,0,368,212,212,0,0,156,0
Brandon Scherff,9438,G,WAS,5,100.0,1,32,65.3,64.3,62.1,1,7,191,100.0,100.0,97.9,1,8,0,367,0,0,0,367,211,211,367,0,156,0
Morgan Moses,8701,T,WAS,5,100.0,1,32,66.3,73.6,62.7,1,6,192,100.0,100.0,98.2,4,7,0,366,0,0,0,366,211,211,0,366,155,0
Jake Matthews,8641,T,ATL,5,100.0,0,2,81.7,78.8,79.0,1,7,199,100.0,100.0,98.0,2,8,0,360,0,0,360,360,217,217,0,0,143,0
Zach Strief,3155,T,NO,5,100.0,0,20,72.3,74.2,69.6,1,4,223,100.0,100.0,96.6,3,10,5,360,0,0,0,360,240,240,0,359,120,0
Andy Levitre,4974,G,ATL,5,100.0,0,2,64.7,79.0,55.7,1,8,199,100.0,100.0,97.2,2,10,1,360,0,360,0,360,217,217,0,0,143,0
Rick Wagner,7950,T,BLT,5,100.0,0,3,55.9,60.3,50.3,4,11,202,100.0,100.0,96.3,1,15,0,360,0,0,0,360,220,220,0,359,140,0
Max Unger,4972,C,NO,5,100.0,0,20,67.7,80.7,62.0,0,5,223,100.0,100.0,98.4,1,6,1,359,359,0,0,359,240,240,0,0,119,0
Marshal Yanda,3702,G,BLT,5,99.7,0,3,91.0,85.8,88.7,0,5,201,99.5,99.5,98.8,0,5,0,359,0,0,0,360,219,220,356,0,140,1
Jeremy Zuttah,4397,C,BLT,5,100.0,1,3,74.1,79.9,71.2,0,3,201,100.0,100.0,99.3,3,3,0,359,359,0,0,359,219,219,0,0,140,0
Brandon Brooks,7078,G,HST,5,100.0,0,13,79.2,86.0,69.9,0,4,235,100.0,100.0,98.3,1,6,2,357,0,0,0,357,247,247,357,0,110,0
Kelechi Osemele,7062,G,BLT,5,100.0,1,3,74.0,56.8,83.0,2,7,200,100.0,100.0,97.2,4,10,1,354,0,350,0,354,218,218,3,0,136,0
Manuel Ramirez,3733,G,DET,5,100.0,0,11,72.4,84.1,62.6,1,6,244,100.0,100.0,98.2,1,8,1,348,0,93,0,348,260,260,255,0,88,0
Riley Reiff,7029,T,DET,5,100.0,0,11,75.8,72.9,77.9,3,12,244,100.0,100.0,95.7,4,18,3,348,0,0,348,348,260,260,0,0,88,0
Travis Swanson,8711,C,DET,5,100.0,0,11,58.2,64.9,51.6,1,6,244,100.0,100.0,98.6,1,7,0,348,348,0,0,348,260,260,0,0,88,0
Mitchell Schwartz,7041,T,CLV,5,100.0,0,8,73.8,78.3,64.7,3,6,216,100.0,100.0,97.0,2,11,2,347,0,0,0,347,234,234,0,347,113,0
Joe Thomas,3619,T,CLV,5,100.0,0,8,90.9,89.9,83.8,0,6,216,100.0,100.0,98.1,0,7,1,347,0,0,347,347,234,234,0,0,113,0
Alex Mack,4944,C,CLV,5,100.0,0,8,61.7,77.6,57.0,3,3,216,100.0,100.0,97.7,3,8,2,347,347,0,0,347,234,234,0,0,113,0
Joel Bitonio,8670,G,CLV,5,100.0,0,8,74.2,78.8,72.1,2,6,216,100.0,100.0,97.7,4,9,1,347,0,347,0,347,234,234,0,0,113,0
Tim Lelito,8189,G,NO,5,100.0,0,20,69.7,50.4,78.3,2,6,212,100.0,100.0,97.6,2,9,1,346,0,345,0,346,229,229,0,0,117,0
Marshall Newhouse,5692,T,NYG,5,100.0,0,21,54.9,62.1,46.2,3,16,205,100.0,100.0,95.4,4,19,0,345,0,0,0,345,218,218,0,344,127,1
