player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Ben Jones,7099,C,HST,6,100.0,0,13,70.5,78.4,66.2,1,7,292,100.0,100.0,98.6,1,8,0,476,476,0,0,476,308,308,0,0,168,0
Derek Newton,6366,T,HST,6,100.0,0,13,64.1,58.9,68.1,4,17,290,100.0,100.0,96.0,3,22,1,470,0,85,0,470,306,306,119,266,164,0
Ryan Schraeder,8496,T,ATL,6,100.0,0,2,75.2,75.3,73.2,1,5,250,100.0,100.0,98.0,3,8,2,446,0,0,0,446,269,269,0,446,177,0
Chris Chester,3001,G,ATL,6,100.0,0,2,81.5,70.7,80.5,0,7,250,100.0,100.0,97.0,1,11,4,446,0,0,0,446,269,269,446,0,177,0
Joe Barksdale,6244,T,SD,6,100.0,1,27,73.1,77.0,71.5,3,9,277,100.0,100.0,97.1,4,14,2,437,0,0,77,437,290,290,0,360,147,0
Rick Wagner,7950,T,BLT,6,100.0,0,3,56.4,64.4,48.4,4,12,254,100.0,100.0,96.9,2,16,0,436,0,0,0,436,274,274,0,435,162,0
Jeremy Zuttah,4397,C,BLT,6,100.0,1,3,73.0,78.3,69.8,0,7,253,100.0,100.0,98.6,3,7,0,435,435,0,0,435,273,273,0,0,162,0
Marshal Yanda,3702,G,BLT,6,99.8,0,3,90.2,86.8,85.6,1,5,253,99.6,99.6,98.8,0,6,0,435,0,0,0,436,273,274,432,0,162,1
Jake Matthews,8641,T,ATL,6,100.0,0,2,80.9,80.7,75.1,1,8,250,100.0,100.0,97.8,2,10,1,433,0,0,433,433,269,269,0,0,164,0
Andy Levitre,4974,G,ATL,6,100.0,0,2,66.4,79.7,58.8,1,10,250,100.0,100.0,97.4,3,12,1,433,0,433,0,433,269,269,0,0,164,0
Zach Strief,3155,T,NO,6,100.0,0,20,72.8,73.1,70.7,2,6,264,100.0,100.0,96.6,3,13,5,432,0,0,0,432,281,281,0,431,151,0
Max Unger,4972,C,NO,6,100.0,0,20,67.8,79.4,62.4,0,6,264,100.0,100.0,98.5,1,7,1,431,431,0,0,431,281,281,0,0,150,0
Brandon Scherff,9438,G,WAS,6,100.0,1,32,62.4,54.6,62.3,3,11,237,100.0,100.0,96.6,1,15,1,430,0,0,0,430,258,258,430,0,172,0
Kelechi Osemele,7062,G,BLT,6,100.0,1,3,75.1,61.4,82.1,2,9,252,100.0,100.0,97.4,4,12,1,430,0,426,0,430,272,272,3,0,158,0
Morgan Moses,8701,T,WAS,6,100.0,1,32,67.7,71.1,66.0,2,8,238,100.0,100.0,97.5,4,11,1,429,0,0,0,429,258,258,0,429,171,0
Travis Swanson,8711,C,DET,6,100.0,0,11,58.2,62.0,53.4,1,9,293,100.0,100.0,98.0,1,11,1,429,429,0,0,429,313,313,0,0,116,0
Brandon Brooks,7078,G,HST,6,100.0,0,13,78.0,87.1,67.6,1,4,273,100.0,100.0,98.4,2,7,2,429,0,72,0,429,288,288,357,0,141,0
Riley Reiff,7029,T,DET,6,100.0,0,11,76.1,73.4,76.2,3,17,293,100.0,100.0,95.6,4,23,3,429,0,0,429,429,313,313,0,0,116,0
Joe Thomas,3619,T,CLV,6,100.0,0,8,90.9,91.3,83.5,0,8,260,100.0,100.0,97.7,1,10,2,427,0,0,427,427,282,282,0,0,145,0
Joel Bitonio,8670,G,CLV,6,100.0,0,8,73.9,81.0,69.8,2,8,260,100.0,100.0,97.7,4,11,1,427,0,427,0,427,282,282,0,0,145,0
Mitchell Schwartz,7041,T,CLV,6,100.0,0,8,74.4,79.5,63.7,3,7,260,100.0,100.0,97.3,2,12,2,427,0,0,0,427,282,282,0,427,145,0
Alex Mack,4944,C,CLV,6,100.0,0,8,66.1,80.0,61.4,3,3,260,100.0,100.0,97.7,3,9,3,427,427,0,0,427,282,282,0,0,145,0
John Greco,4379,G,CLV,6,100.0,0,8,71.9,77.9,66.1,2,12,258,100.0,100.0,97.3,1,14,0,425,0,0,0,425,280,280,425,0,145,0
Allen Barbre,3735,G,PHI,6,100.0,1,24,61.2,68.9,56.9,2,13,239,100.0,100.0,96.9,3,15,0,423,0,423,0,423,260,260,0,0,163,0
Jason Kelce,6343,C,PHI,6,100.0,1,24,68.3,72.9,67.3,2,1,239,100.0,100.0,99.4,7,3,0,423,423,0,0,423,260,260,0,0,163,0
Lane Johnson,7786,T,PHI,6,100.0,2,24,69.6,71.7,68.7,1,8,239,100.0,100.0,96.9,4,12,3,423,0,0,2,423,260,260,0,420,163,0
Kyle Long,7801,T,CHI,6,100.0,0,6,66.8,60.3,69.7,0,14,235,100.0,100.0,95.7,3,17,3,422,0,0,0,422,251,251,0,422,171,0
Matt Slauson,5117,G,CHI,6,100.0,0,6,63.0,78.8,56.0,0,2,235,100.0,100.0,99.6,1,2,0,422,75,347,0,422,251,251,0,0,171,0
Vladimir Ducasse,5586,G,CHI,6,100.0,1,6,62.2,61.7,66.6,1,13,235,100.0,100.0,96.6,7,15,1,422,0,0,0,422,251,251,422,0,171,0
Khaled Holmes,7903,C,IND,6,100.0,0,14,62.1,57.2,64.9,3,16,265,100.0,100.0,95.7,2,21,2,419,419,0,0,419,289,289,0,0,130,0
Jack Mewhort,8694,G,IND,6,100.0,1,14,77.6,82.3,76.2,2,7,265,100.0,100.0,98.3,3,9,0,419,0,280,0,419,289,289,1,134,130,4
Stefen Wisniewski,6200,C,JAX,6,100.0,1,15,68.1,74.5,65.6,0,8,268,100.0,100.0,98.1,2,9,1,419,419,0,0,419,288,288,0,0,131,0
Anthony Castonzo,6174,T,IND,6,100.0,0,14,68.5,75.7,57.5,4,10,265,100.0,100.0,96.6,6,16,2,419,0,0,414,419,289,289,0,0,130,5
Zane Beadles,5570,G,JAX,6,100.0,0,15,59.1,66.3,52.0,1,10,268,100.0,100.0,96.1,0,16,5,419,0,419,0,419,288,288,0,0,131,0
Jermey Parnell,5426,T,JAX,6,100.0,0,15,64.8,60.7,75.0,10,16,268,100.0,100.0,94.8,5,27,1,419,0,0,0,419,288,288,0,419,131,0
Weston Richburg,8678,C,NYG,6,100.0,0,21,75.7,81.2,70.3,0,5,247,100.0,100.0,99.0,2,5,0,413,413,0,0,413,264,264,0,0,149,0
Marshall Newhouse,5692,T,NYG,6,100.0,1,21,53.6,59.3,48.2,4,18,247,100.0,100.0,95.5,6,22,0,413,0,0,0,413,264,264,0,412,149,1
Justin Pugh,7800,G,NYG,6,100.0,0,21,77.5,81.7,72.0,1,8,246,100.0,100.0,97.8,1,10,1,411,0,303,108,411,262,262,0,0,149,0
Geoff Schwartz,4555,G,NYG,6,100.0,1,21,76.4,74.5,72.0,1,8,246,100.0,100.0,97.0,1,12,3,410,0,0,0,410,263,263,406,0,147,4
Russell Bodine,8746,C,CIN,6,100.0,0,7,61.2,59.6,63.8,0,10,212,100.0,100.0,97.2,6,11,1,406,406,0,0,406,230,230,0,0,176,0
Louis Vasquez,5001,G,DEN,6,100.0,0,10,70.6,83.1,62.0,0,4,248,100.0,100.0,98.8,2,5,1,406,0,0,0,406,262,262,406,0,144,0
Matt Paradis,8841,C,DEN,6,100.0,0,10,73.0,73.8,69.8,2,8,248,100.0,100.0,98.0,1,10,0,406,406,0,0,406,262,262,0,0,144,0
Clint Boling,6253,G,CIN,6,100.0,0,7,75.7,77.7,70.1,1,8,211,100.0,100.0,97.9,0,9,0,404,0,403,0,404,229,229,0,0,175,1
Kevin Zeitler,7032,G,CIN,6,100.0,1,7,71.8,80.1,65.9,1,4,211,100.0,100.0,98.8,2,5,0,404,0,0,0,404,229,229,404,0,175,0
Ben Grubbs,3645,G,KC,6,100.0,3,16,65.7,58.3,68.5,2,11,255,100.0,100.0,95.5,3,18,5,396,0,396,0,396,271,271,0,0,125,0
Mitch Morse,9482,C,KC,6,100.0,0,16,65.7,68.9,61.9,0,7,255,100.0,100.0,97.8,1,9,2,396,396,0,0,396,271,271,0,0,125,0
Richie Incognito,2298,G,BUF,6,100.0,0,4,77.5,83.8,69.8,3,3,213,100.0,100.0,98.6,2,6,0,393,0,393,0,393,232,232,0,0,161,0
Eric Wood,4951,C,BUF,6,100.0,0,4,72.5,79.6,66.9,0,6,213,100.0,100.0,98.6,1,6,0,393,393,0,0,393,232,232,0,0,161,0
Donald Stephenson,7076,T,KC,6,100.0,0,16,65.6,64.6,68.1,2,19,254,100.0,100.0,95.1,3,23,2,393,0,0,391,393,270,270,0,0,123,2
Garry Gilliam,9137,T,SEA,6,100.0,0,29,56.2,55.8,57.0,5,17,233,100.0,100.0,94.0,1,25,3,392,0,0,0,392,239,239,0,392,153,0
Andrew Whitworth,3000,T,CIN,6,100.0,0,7,86.9,87.1,77.8,0,4,212,100.0,100.0,99.1,4,4,0,392,0,1,361,392,230,230,0,1,162,23
Corey Linsley,8796,C,GB,6,100.0,1,12,72.7,73.5,73.5,0,7,216,99.5,99.6,97.9,2,8,1,392,392,0,0,392,244,245,0,0,148,0
Justin Britt,8699,G,SEA,6,100.0,0,29,45.7,40.2,49.6,2,11,233,100.0,100.0,96.4,3,15,2,392,0,392,0,392,239,239,0,0,153,0
David Bakhtiari,7891,T,GB,6,100.0,0,12,63.7,74.5,57.4,2,13,216,99.5,99.6,95.1,5,18,3,392,0,0,392,392,244,245,0,0,148,0
Josh Sitton,4449,G,GB,6,100.0,0,12,70.7,91.6,62.5,0,1,216,99.5,99.6,99.3,3,2,1,392,0,392,0,392,244,245,0,0,148,0
Russell Okung,5531,T,SEA,6,100.0,0,29,67.1,70.8,62.3,2,15,233,100.0,100.0,95.5,4,19,2,392,0,0,392,392,239,239,0,0,153,0
J.R. Sweezy,7209,G,SEA,6,100.0,0,29,65.7,65.1,66.4,0,9,232,100.0,100.0,96.8,2,12,3,391,0,0,0,391,238,238,391,0,153,0
