player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Charles Woodson,330,S,OAK,7,2,11.5,61.5,99.7,39.5,24.3,0,0,2,15.4,23,90.6,88.5,82.6,60.0,47.1,52.8,5,40,12.5,3,2,0,50.0,8,347,348,4,19,13,0,113,53,0.4,14.1
Julius Peppers,1010,ED,GB,7,1,0.0,100.0,9.1,21.0,21.0,0,0,0,0.0,12,55.2,63.9,65.5,72.7,47.0,50.0,0,14,50.0,2,0,1,118.8,1,21,232,6,1,1,0,14,14,0.7,14.0
Dwight Freeney,1019,ED,ARZ,3,0,,,6.9,,,0,0,0,,1,60.3,69.5,82.9,68.1,60.0,72.7,0,,,0,0,0,0.0,0,4,58,2,0,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,8,1,4.2,83.3,20.2,7.8,6.5,0,0,0,0.0,25,73.4,79.3,34.7,79.7,67.5,82.1,0,15,20.0,1,0,2,86.8,5,40,198,4,3,6,0,29,34,0.7,5.8
Terence Newman,1321,CB,MIN,7,2,10.4,60.5,100.0,11.4,6.9,0,0,4,10.5,18,62.8,66.9,83.9,,80.8,74.3,0,28,8.3,2,3,1,77.6,23,283,283,3,20,38,0,229,83,0.9,10.0
Terrell Suggs,1326,ED,BLT,1,0,,,20.6,,,0,0,0,,3,75.1,62.5,77.6,64.3,44.8,,0,,,0,0,0,0.0,0,7,34,0,0,0,0,0,0,0.0,
Calvin Pace,1334,ED,NYJ,7,0,3.3,50.0,17.8,14.5,7.3,0,0,1,25.0,22,74.7,60.4,86.6,54.2,57.0,48.2,0,12,,0,1,0,62.5,2,30,169,1,0,4,0,18,10,0.6,9.0
Charles Tillman,1351,CB,CAR,7,0,13.9,52.5,98.6,13.1,6.9,0,1,4,10.0,5,62.6,63.2,86.5,52.6,62.9,70.7,1,48,5.3,1,4,0,63.0,21,290,294,3,18,40,0,265,81,1.0,12.6
Rashean Mathis,1355,CB,DET,7,2,8.3,80.0,99.2,7.4,6.0,0,0,3,7.5,11,62.5,63.6,85.9,54.7,64.7,68.8,1,50,7.7,2,2,1,107.6,32,248,250,9,22,40,1,413,173,1.7,12.9
Robert Mathis,1447,ED,IND,7,0,2.0,100.0,13.8,19.0,19.0,0,0,0,0.0,14,59.6,53.9,29.1,65.9,35.4,59.8,0,40,0.0,0,0,2,118.8,1,22,160,4,1,1,0,40,38,2.1,40.0
Chris Clemons,1585,ED,JAX,7,1,1.0,100.0,2.7,3.0,3.0,0,0,0,0.0,15,55.1,44.2,52.3,53.2,42.5,28.5,0,14,33.3,1,0,2,116.7,2,6,223,1,1,2,0,24,22,4.0,12.0
Cullen Jenkins,1637,DI,NYG,8,1,,,3.0,,,0,0,0,,21,55.9,62.3,69.1,61.5,61.9,56.8,0,,33.3,1,0,2,0.0,0,8,265,2,1,0,0,0,0,0.0,
DeAngelo Hall,1729,CB,WAS,3,1,15.6,66.7,100.0,10.5,7.0,0,0,1,8.3,32,66.9,68.7,80.4,,71.7,84.8,0,40,0.0,0,1,0,127.1,8,90,90,4,13,12,1,120,10,1.4,15.0
Jason Babin,1748,ED,BLT,2,0,-3.0,100.0,11.1,3.0,3.0,0,0,0,0.0,3,40.1,28.1,0.0,53.5,61.2,27.7,0,16,100.0,1,0,3,118.8,1,3,27,0,0,1,0,16,19,5.3,16.0
Karlos Dansby,1754,LB,CLV,8,1,1.4,80.0,84.4,12.3,9.8,0,0,0,0.0,8,70.4,70.2,88.3,67.6,62.1,70.3,2,19,0.0,0,0,0,64.2,20,259,307,10,17,25,0,185,178,0.8,9.3
Daryl Smith,1760,LB,BLT,8,4,4.5,84.8,84.0,9.8,8.3,0,1,2,6.1,3,63.9,67.6,88.0,59.7,68.0,56.8,0,35,17.1,6,2,0,98.7,28,294,350,11,25,33,0,254,144,0.9,9.1
Dwan Edwards,1772,DI,CAR,5,0,5.0,0.0,2.3,,3.0,0,0,0,0.0,5,64.6,47.9,82.6,54.4,36.2,71.9,0,,0.0,0,0,0,39.6,0,3,132,2,1,1,0,0,0,0.0,
