player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
DeAndre Hopkins,7808,WR,HST,9,14.9,4,58.2,,0,0,2,5.3,4,57,13,1,75.7,48.5,89.4,,89.0,0.0,0,3,34,0.0,0,440,5,71,95.0,418,16.4,72,91.1,122,7,83.6,368,927,128,1.8,13.1,2.22
Julio Jones,6158,WR,ATL,9,9.0,12,70.8,,0,0,0,7.0,6,50,2,2,69.4,32.0,91.6,,91.3,0.3,1,1,54,0.0,0,381,1,80,92.9,354,30.4,116,113.0,113,6,69.3,264,1029,392,4.9,12.9,2.91
Antonio Brown,5718,WR,PIT,10,11.8,12,70.5,,0,0,0,6.0,5,48,25,0,79.7,62.2,92.3,,92.1,0.0,0,4,59,0.0,0,394,0,79,90.6,357,17.3,68,103.3,112,5,82.2,324,1141,438,5.5,14.4,3.2
Odell Beckham Jr.,8647,WR,NYG,10,10.8,9,61.8,0.0,0,1,0,3.1,2,41,21,1,84.4,56.2,81.5,,82.7,0.0,0,3,87,0.0,0,420,1,63,92.6,389,23.8,100,102.7,102,8,75.0,315,863,356,5.7,13.7,2.22
Demaryius Thomas,5547,WR,DEN,9,10.8,9,66.7,,0,0,0,6.8,5,42,10,1,62.2,42.1,83.7,,82.9,0.6,2,6,47,0.0,0,355,2,68,94.4,335,23.7,84,69.7,102,1,75.8,269,816,247,3.6,12.0,2.44
Brandon Marshall,3064,WR,NYJ,9,12.9,10,60.0,,0,0,0,10.9,7,39,22,3,49.3,20.8,76.5,,77.9,0.0,0,7,58,0.0,0,356,5,57,96.1,342,26.4,94,75.5,95,6,73.6,262,753,228,4.0,13.2,2.2
Keenan Allen,7857,WR,SD,8,8.0,9,77.9,,0,0,0,6.9,5,34,27,0,69.2,51.6,79.2,,78.8,0.3,1,2,38,0.0,0,359,3,67,93.3,335,17.8,64,107.6,86,4,81.9,294,725,249,3.7,10.8,2.16
Allen Robinson II,8696,WR,JAX,9,16.5,3,52.3,,0,0,0,8.2,4,33,15,0,54.6,78.8,81.6,,80.2,0.0,0,2,52,0.0,0,389,1,45,93.6,364,13.9,54,99.9,86,7,86.1,335,758,137,3.0,16.8,2.08
Mike Evans,8642,WR,TB,8,14.4,2,47.1,,0,0,0,21.6,11,32,30,1,28.1,78.4,77.6,,79.1,0.0,0,3,68,0.0,0,275,3,40,89.5,246,17.8,49,63.0,85,1,82.2,226,662,162,4.1,16.6,2.69
Julian Edelman,5156,WR,NE,9,7.6,15,71.8,,0,0,0,10.3,7,38,19,1,55.5,55.4,84.7,70.2,82.9,0.3,1,2,59,0.8,3,370,3,61,92.4,342,50.5,187,113.5,85,7,49.2,182,692,315,5.2,11.3,2.02
