player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Phil Dawson,422,K,SF,1,1,1,4.38,47.0,48.0,1.0,0,0,0,0,28,60.0,0,48,0,0,100.0,1,1,1,4.38,47,0,48
Shane Lechler,673,P,HST,10,63,63,4.49,38.9,47.57,10.2,0,0,5,9,13,65.5,20,64,2,0,63.5,406,40,63,282.75,2451,7,2997
Mike Scifres,1458,P,SD,10,43,43,4.24,36.67,44.4,11.1,0,0,4,7,27,48.2,8,68,3,0,65.1,312,28,43,182.18,1577,1,1909
Andy Lee,1906,P,CLV,10,49,49,4.47,42.31,47.78,7.2,0,0,4,12,8,69.8,21,67,3,0,53.1,188,26,49,218.99,2073,4,2341
Donnie Jones,1939,P,PHI,10,53,53,4.43,42.7,47.04,5.0,0,1,7,14,24,66.5,20,60,1,1,49.1,130,26,56,234.95,2263,5,2493
Dustin Colquitt,2316,P,KC,10,48,48,4.5,42.88,46.21,5.6,0,0,8,12,16,85.6,25,62,7,0,37.5,100,18,48,216.15,2058,3,2218
Nick Novak,2726,K,HST,1,1,1,4.27,16.0,36.0,,0,0,0,0,13,60.0,0,36,0,0,0.0,0,0,1,4.27,16,1,36
Sam Koch,3148,P,BLT,10,45,45,4.37,44.84,47.91,5.3,0,0,7,8,3,87.9,17,62,3,0,57.8,138,26,45,196.83,2018,0,2156
Jon Ryan,3493,P,SEA,10,49,49,4.45,38.02,45.63,14.4,0,0,4,17,29,74.2,21,69,4,0,38.8,273,19,49,218.09,1863,5,2236
Steve Weatherford,3552,P,NYJ,1,4,4,4.1,30.75,40.25,12.7,0,0,1,0,22,53.0,0,50,0,0,75.0,38,3,4,16.38,123,0,161
Brandon Fields,3841,P,NO,2,10,10,3.99,35.1,41.2,10.5,0,0,2,1,20,54.4,4,57,3,0,20.0,21,2,10,39.87,351,2,412
Brett Kern,4580,P,TEN,10,53,53,4.49,38.34,46.55,16.6,0,0,5,14,31,83.9,22,61,7,0,47.2,415,25,53,238.01,2032,1,2467
Kevin Huber,5066,P,CIN,10,41,41,4.44,41.29,44.78,8.6,0,0,10,12,7,61.9,18,67,4,0,29.3,103,12,42,182.05,1693,2,1836
Thomas Morstead,5088,P,NO,8,33,33,4.42,41.12,45.91,8.1,0,0,2,7,20,69.4,13,58,6,0,51.5,138,17,33,145.79,1357,1,1515
Pat McAfee,5146,P,IND,10,53,53,4.69,43.85,48.89,7.5,0,0,5,14,14,88.6,17,61,5,0,47.2,187,25,53,248.37,2324,4,2591
Britton Colquitt,5192,P,DEN,10,53,53,4.41,40.06,43.89,8.2,0,0,12,11,10,74.2,17,62,8,0,37.7,163,20,53,233.49,2123,2,2326
Tim Masthay,5510,P,GB,10,50,50,4.23,38.1,42.22,5.4,0,0,4,6,12,53.6,14,56,9,0,54.0,146,27,50,211.43,1905,3,2111
Matt Bosher,6344,P,ATL,9,39,39,4.54,42.82,48.74,9.6,0,0,3,12,2,80.6,16,69,1,0,56.4,211,22,40,177.17,1670,1,1901
Spencer Lanning,6566,P,CHI,1,3,3,3.97,36.0,45.67,9.7,0,0,0,0,6,60.1,1,52,0,0,100.0,29,3,3,11.9,108,0,137
Chris Jones,6798,P,DAL,10,42,42,4.5,41.95,45.19,9.7,0,0,5,16,9,85.2,19,60,6,0,33.3,136,14,42,189.18,1762,0,1898
Bryan Anger,7072,P,JAX,10,55,55,4.47,37.84,46.11,13.2,0,0,4,17,15,68.5,21,63,1,0,54.5,395,30,55,245.61,2081,3,2536
Brad Nortman,7192,P,CAR,10,49,49,4.43,39.29,45.59,8.8,0,0,1,13,5,68.3,14,65,5,1,53.1,229,26,49,217.1,1925,4,2234
Johnny Hekker,7252,P,SL,10,61,61,4.48,43.36,47.95,7.1,0,0,8,13,26,77.5,28,63,5,0,50.8,220,31,61,273.11,2645,3,2925
Drew Butler,7302,P,ARZ,10,33,33,4.59,37.73,42.0,8.4,0,0,5,13,1,63.7,14,55,1,0,36.4,101,12,34,151.61,1245,2,1386
Marquette King,7410,P,OAK,10,46,46,4.27,39.74,43.7,5.7,0,0,12,9,23,66.9,21,70,3,0,39.1,102,18,46,196.52,1828,4,2010
Ryan Quigley,7573,P,NYJ,9,48,48,4.5,37.92,43.52,10.9,0,0,6,12,22,67.7,20,68,6,0,43.8,229,21,49,216.1,1820,2,2089
Jeff Locke,7937,P,MIN,10,43,43,4.37,38.09,41.7,4.2,0,0,4,15,18,47.6,19,61,2,0,41.9,75,18,43,187.96,1638,4,1793
Sam Martin,7947,P,DET,10,54,54,4.55,41.26,46.15,7.2,0,0,9,8,11,78.1,18,66,3,0,57.4,224,31,54,245.93,2228,2,2492
Colton Schmidt,8104,P,BUF,10,53,53,4.43,41.92,46.98,9.2,0,0,7,13,4,71.7,13,65,5,0,50.9,248,27,53,234.53,2222,1,2490
Ryan Allen,8242,P,NE,9,36,36,4.35,41.19,44.83,5.3,0,0,2,9,19,72.9,19,67,3,0,58.3,111,21,36,156.48,1483,1,1614
Brad Wing,8256,P,NYG,10,44,44,4.41,38.93,44.84,10.0,0,0,7,14,21,65.4,19,64,1,1,45.5,200,20,44,194.03,1713,3,1973
Tress Way,8358,P,WAS,10,40,40,4.43,39.75,46.1,12.9,0,0,11,8,32,65.4,11,63,2,0,37.5,194,15,41,177.33,1590,3,1844
Brandon McManus,8437,K,DEN,1,1,1,4.27,1.0,21.0,,0,0,0,0,10,60.0,0,21,0,0,0.0,0,0,1,4.27,1,1,21
Pat O'Donnell,8826,P,CHI,9,41,41,4.56,38.8,44.39,11.8,0,0,3,12,6,71.3,15,63,6,0,39.0,189,16,41,186.84,1591,2,1820
Zach Hocker,8862,K,NO,1,1,1,4.62,43.0,43.0,,0,0,0,1,20,60.0,1,43,0,0,0.0,0,0,1,4.62,43,0,43
Jacob Schum,9373,P,TB,10,34,34,4.57,38.35,42.47,5.0,0,0,5,6,30,72.7,12,56,2,0,58.8,100,20,34,155.4,1304,2,1444
Bradley Pinion,9598,P,SF,10,56,56,4.34,39.95,43.86,6.6,0,0,7,8,28,62.5,16,60,11,0,48.2,179,27,56,242.78,2237,2,2456
Matt Darr,9812,P,MIA,10,53,53,4.21,41.26,48.26,8.7,0,0,6,11,17,58.4,20,70,3,1,54.7,251,29,53,222.92,2187,6,2558
Jordan Berry,10236,P,PIT,10,42,42,4.43,37.88,41.93,9.4,0,0,9,13,25,66.3,21,66,3,0,38.1,150,16,42,186.16,1591,1,1761
