player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Charles Woodson,330,S,OAK,3,0,17.1,42.9,99.3,42.7,18.3,0,0,1,14.3,23,77.7,70.7,79.3,60.0,34.9,31.5,1,40,18.2,2,1,0,49.4,3,142,143,1,9,7,0,86,38,0.7,28.7
Julius Peppers,1010,ED,GB,3,0,,,5.0,,,0,0,0,,12,45.4,60.7,40.1,66.5,58.4,54.7,0,,50.0,1,0,1,0.0,0,5,101,3,1,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,3,0,8.8,75.0,20.9,4.7,3.5,0,0,0,0.0,25,48.1,54.9,25.1,64.3,57.4,77.2,0,12,33.3,1,0,1,81.3,3,14,67,1,2,4,0,16,11,1.1,5.3
Terence Newman,1321,CB,MIN,3,2,6.3,64.7,100.0,11.9,7.7,0,0,1,5.9,18,69.5,73.4,81.3,,83.4,73.4,0,10,9.1,1,1,1,75.4,11,138,138,2,8,17,0,79,31,0.6,7.2
Terrell Suggs,1326,ED,BLT,1,0,,,20.6,,,0,0,0,,3,75.1,62.5,77.6,64.3,44.8,,0,,,0,0,0,0.0,0,7,34,0,0,0,0,0,0,0.0,
Calvin Pace,1334,ED,NYJ,3,0,,,12.1,,,0,0,0,,22,64.7,51.3,83.5,48.7,53.6,28.1,0,,,0,0,0,0.0,0,8,66,0,0,0,0,0,0,0.0,
Charles Tillman,1351,CB,CAR,3,0,13.9,66.7,99.3,10.4,6.9,0,1,2,11.1,5,64.0,67.1,84.8,59.0,77.1,85.0,0,48,0.0,0,2,0,93.5,12,135,136,3,11,18,0,155,36,1.2,12.9
Rashean Mathis,1355,CB,DET,3,1,4.7,80.0,99.1,5.3,4.2,0,0,2,8.0,11,69.5,70.3,83.0,60.0,68.8,72.5,0,20,11.8,2,1,0,89.5,20,109,110,8,14,25,0,137,61,1.3,6.9
Robert Mathis,1447,ED,IND,2,0,,,16.1,,,0,0,0,,14,62.7,75.0,79.5,68.6,60.0,71.4,0,,,0,0,0,0.0,0,5,31,1,0,0,0,0,0,0.0,
Chris Clemons,1585,ED,JAX,3,0,5.0,100.0,1.0,1.0,1.0,0,0,0,0.0,15,60.0,46.0,85.4,59.6,31.4,71.2,0,10,,0,0,0,108.3,1,1,98,1,0,1,0,10,5,10.0,10.0
Cullen Jenkins,1637,DI,NYG,3,1,,,2.7,,,0,0,0,,21,60.9,57.4,44.1,56.4,63.4,72.4,0,,0.0,0,0,1,0.0,0,3,113,1,0,0,0,0,0,0.0,
DeAngelo Hall,1729,CB,WAS,3,1,15.6,66.7,100.0,10.5,7.0,0,0,1,8.3,32,66.9,68.7,80.4,,71.7,84.8,0,40,0.0,0,1,0,127.1,8,90,90,4,13,12,1,120,10,1.4,15.0
Karlos Dansby,1754,LB,CLV,3,0,3.9,100.0,87.3,13.0,13.0,0,0,0,0.0,8,49.5,61.9,83.6,72.6,69.9,69.3,0,19,0.0,0,0,0,118.8,7,96,110,2,4,7,0,89,62,1.0,12.7
Daryl Smith,1760,LB,BLT,3,2,4.8,83.3,84.3,11.0,9.2,0,1,2,16.7,3,63.4,64.1,84.3,49.2,66.1,49.0,0,15,27.3,3,2,0,93.8,10,118,140,1,6,12,0,78,42,0.7,7.8
Dwan Edwards,1772,DI,CAR,3,0,,,1.0,,,0,0,0,,5,62.2,42.9,81.7,52.5,33.6,70.7,0,,0.0,0,0,0,0.0,0,1,100,2,1,0,0,0,0,0.0,
Randy Starks,1792,DI,CLV,3,0,,,3.2,,,0,0,0,,8,61.1,60.4,81.0,61.0,56.9,29.8,0,,50.0,1,0,0,0.0,0,2,62,0,1,0,0,0,0,0.0,
Will Allen,1832,S,PIT,3,0,6.6,75.0,97.5,12.7,9.5,0,0,0,0.0,25,75.6,72.0,7.6,73.6,55.7,27.4,1,75,18.2,2,0,1,115.6,9,119,122,4,9,12,2,133,100,1.2,14.8
Jared Allen,1847,ED,CHI,3,0,7.7,33.3,10.7,6.0,2.0,0,0,0,0.0,6,61.4,63.0,27.3,63.2,64.7,75.2,1,9,0.0,0,0,1,2.8,1,6,56,0,1,3,0,9,8,1.5,9.0
Mike Adams,1972,S,IND,3,2,11.9,90.0,97.4,11.4,10.3,0,0,0,0.0,14,58.0,56.7,81.0,54.6,55.1,48.8,1,35,20.0,3,0,0,79.2,9,112,115,1,10,10,0,157,72,1.5,17.4
Adam Jones,2223,CB,CIN,3,0,4.3,73.7,100.0,8.1,6.0,1,1,1,5.3,7,84.3,85.7,5.3,,90.1,70.3,1,24,15.8,3,1,1,69.0,14,124,124,8,16,19,0,125,68,1.1,8.9
Antrel Rolle,2225,S,CHI,3,0,4.3,88.9,99.0,11.1,9.9,0,0,0,0.0,6,63.2,67.7,77.1,60.0,72.1,63.7,0,22,16.7,2,0,0,95.4,8,98,99,5,10,9,0,62,27,0.7,7.8
DeMarcus Ware,2228,ED,DEN,3,0,-1.0,100.0,7.1,3.5,3.5,0,0,0,0.0,10,62.0,79.3,45.3,89.2,49.5,77.3,0,12,0.0,0,0,1,79.2,2,7,99,5,3,2,0,6,8,0.9,3.0
Thomas Davis Sr.,2231,LB,CAR,3,1,5.7,68.8,89.1,10.5,7.3,0,0,0,0.0,5,63.0,59.4,6.2,53.9,59.5,63.7,1,19,26.7,4,0,1,59.9,11,123,138,4,10,16,0,102,58,0.9,9.3
