player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
DeAndre Hopkins,7808,WR,HST,9,122,0,13,0,,0,,,0,0,,0,0,0,,41.0,0,0,0.0,0,24,0,95.8,23,0.0,0,0.0,0,0,0,,,0.0,19.9,0,46.2,,0,0,14.3,1,3,0,89.5,87.1,0,24,0.0,0,72,6,94.4,68,67.5,13,10.7,0,84,22,3.7,14.0,1.24
Julio Jones,6158,WR,ATL,9,113,0,2,0,-2.8,5,100.0,,0,0,0.0,0,3,0,92.4,96.6,0,13,0.0,0,23,12,87.0,20,118.4,12,10.6,1,69,102,8.5,5.8,3.45,6.6,5,66.7,,0,0,12.0,3,10,1,80.6,90.7,1,45,0.0,0,116,22,92.2,107,96.3,33,29.2,2,246,168,7.6,11.2,2.3
Antonio Brown,5718,WR,PIT,10,112,0,25,0,-2.5,3,100.0,,0,0,0.0,0,1,0,92.0,69.9,0,17,0.0,0,43,11,95.3,41,82.2,11,9.8,0,41,68,6.2,3.7,1.0,11.1,1,60.0,,0,0,7.7,1,5,0,83.8,91.2,1,39,0.0,0,68,12,86.8,59,90.6,20,17.9,2,125,63,5.3,10.4,2.12
Odell Beckham Jr.,8647,WR,NYG,10,102,0,21,0,-3.0,0,100.0,,0,0,0.0,0,1,0,88.7,60.5,0,5,0.0,0,24,3,91.7,22,118.8,3,2.9,1,5,14,4.7,1.7,0.23,8.8,3,71.4,,0,0,4.8,1,11,0,82.2,87.8,1,31,0.0,0,100,20,91.0,91,91.8,28,27.5,1,223,78,3.9,11.2,2.45
Demaryius Thomas,5547,WR,DEN,9,102,0,10,0,0.1,2,90.9,,0,0,0.0,0,2,0,91.8,72.8,0,17,0.0,0,25,10,100.0,25,89.8,11,10.8,0,61,59,5.9,6.1,2.44,9.1,6,59.3,,0,0,15.8,3,10,0,59.7,84.2,4,30,0.0,0,84,16,95.2,80,40.6,27,26.5,0,186,59,3.7,11.6,2.33
Brandon Marshall,3064,WR,NYJ,9,95,0,22,0,-1.3,0,100.0,,0,0,0.0,0,1,1,88.7,38.9,0,10,0.0,0,34,3,97.1,33,79.2,3,3.2,0,8,12,4.0,2.7,0.24,14.0,2,48.1,,0,0,23.5,4,8,2,28.7,76.1,2,28,0.0,0,94,13,96.8,91,47.9,27,28.4,1,157,45,3.5,12.1,1.73
Keenan Allen,7857,WR,SD,8,86,0,27,0,-1.3,0,100.0,,0,0,0.0,0,1,0,90.6,49.3,0,20,0.0,0,50,4,96.0,48,90.6,4,4.7,0,23,28,7.0,5.8,0.48,5.3,3,73.3,,0,0,8.3,1,4,0,76.4,74.9,0,21,0.0,0,64,11,93.8,60,87.4,15,17.4,0,87,55,5.0,7.9,1.45
Allen Robinson II,8696,WR,JAX,9,86,0,15,0,-2.0,1,100.0,,0,0,0.0,0,1,0,88.7,52.9,0,11,0.0,0,35,3,97.1,34,83.3,3,3.5,0,12,18,6.0,4.0,0.35,19.4,0,46.2,,0,0,0.0,0,5,0,39.2,67.0,0,46,0.0,0,54,6,92.6,50,121.5,13,15.1,2,129,14,2.3,21.5,2.58
Mike Evans,8642,WR,TB,8,85,0,30,0,,0,,,0,0,,0,0,0,,41.8,0,0,0.0,0,29,0,93.1,27,0.0,0,0.0,0,0,0,,,0.0,14.2,0,55.6,,0,0,16.7,1,5,0,28.4,81.3,0,26,0.0,0,49,5,83.7,41,95.1,9,10.6,0,101,26,5.2,20.2,2.46
Julian Edelman,5156,WR,NE,9,85,0,19,0,-2.5,1,83.3,,0,0,0.0,0,1,0,90.6,68.8,0,19,0.0,0,38,5,97.4,37,94.4,6,7.1,0,40,51,10.2,8.0,1.08,6.6,6,76.2,,0,0,13.5,5,18,0,41.4,82.7,1,59,1.1,2,187,32,93.6,175,131.2,42,49.4,5,362,163,5.1,11.3,2.07
Larry Fitzgerald,1724,WR,ARZ,9,83,0,1,0,-1.5,2,90.9,,0,0,9.1,1,5,0,56.2,91.8,0,44,0.0,0,30,10,100.0,30,142.4,11,13.3,1,120,133,13.3,12.0,4.0,10.1,1,84.2,,0,0,3.0,1,19,1,90.8,90.5,0,29,0.0,0,210,32,91.0,191,121.2,38,45.8,1,417,103,3.2,13.0,2.18
Emmanuel Sanders,5606,WR,DEN,9,82,0,10,0,-2.0,1,100.0,,0,0,0.0,0,0,0,90.2,59.1,0,8,0.0,0,25,4,96.0,24,79.2,4,4.9,0,9,17,4.3,2.3,0.38,7.7,0,60.0,,0,0,0.0,0,3,0,66.8,74.7,0,13,0.0,0,69,6,95.7,66,67.9,10,12.2,0,38,24,4.0,6.3,0.58
Michael Crabtree,4933,WR,OAK,9,82,0,23,0,-1.8,2,100.0,,0,0,0.0,0,1,0,90.2,77.9,0,25,0.0,0,23,4,100.0,23,143.8,4,4.9,1,36,43,10.8,9.0,1.57,8.3,6,78.6,,0,0,8.3,2,15,0,79.7,86.5,1,38,0.0,0,98,22,99.0,97,100.0,28,34.1,1,244,86,3.9,11.1,2.52
Calvin Johnson,3618,WR,DET,9,82,0,11,0,,0,,,0,0,,0,0,0,,40.3,0,0,0.0,0,39,0,100.0,39,0.0,0,0.0,0,0,0,,,0.0,12.8,0,75.0,,0,0,0.0,0,5,0,77.9,83.0,0,46,0.0,0,50,9,88.0,44,113.5,12,14.6,0,141,56,6.2,15.7,3.2
Jarvis Landry,8698,WR,MIA,9,81,0,17,0,-3.5,3,86.7,,0,0,7.1,1,2,0,68.4,89.5,0,11,0.0,0,31,13,100.0,31,79.4,15,18.5,0,46,93,7.2,3.5,1.48,6.8,8,71.2,,0,0,9.8,4,20,0,64.5,82.2,2,50,0.0,0,240,37,96.3,231,83.0,52,64.2,1,390,191,5.2,10.5,1.69
T.Y. Hilton,7092,WR,IND,9,81,0,14,0,-2.3,2,85.7,,0,0,0.0,0,1,0,90.9,71.9,0,16,0.0,0,23,6,100.0,23,91.7,7,8.6,0,42,56,9.3,7.0,1.83,10.6,2,53.1,,0,0,0.0,0,10,0,83.2,77.2,2,87,0.0,0,126,17,98.4,124,65.2,32,39.5,1,265,124,7.3,15.6,2.14
Brandin Cooks,8655,WR,NO,10,78,0,20,0,-1.8,1,100.0,,0,0,0.0,0,1,0,91.4,66.4,0,21,0.0,0,47,8,97.9,46,95.3,8,10.3,0,55,69,8.6,6.9,1.2,13.7,0,70.0,,0,0,0.0,0,7,1,68.2,65.7,0,46,0.8,1,124,14,89.5,111,122.1,20,25.6,1,216,75,5.4,15.4,1.95
Amari Cooper,9437,WR,OAK,9,77,0,23,0,-2.8,3,90.9,,0,0,9.1,1,2,0,56.2,86.0,0,52,0.0,0,25,10,100.0,25,132.6,11,14.3,1,94,121,12.1,9.4,3.76,8.2,3,70.0,,0,0,12.5,2,8,0,28.9,75.6,0,40,0.0,0,54,14,100.0,54,133.3,20,26.0,2,190,93,6.6,13.6,3.52
Travis Benjamin,7100,WR,CLV,10,76,0,8,0,-0.3,2,100.0,,0,0,0.0,0,1,0,88.7,53.5,0,10,0.0,0,29,3,89.7,26,84.7,3,3.9,0,13,14,4.7,4.3,0.5,11.2,0,60.0,,0,0,0.0,0,2,1,77.5,70.3,0,15,0.0,0,40,3,97.5,39,82.1,5,6.6,0,36,23,7.7,12.0,0.92
A.J. Green,6156,WR,CIN,9,75,0,7,0,-0.5,0,50.0,,0,0,33.3,1,1,0,25.7,42.2,0,6,0.0,0,37,2,91.9,34,56.3,4,5.3,0,11,14,7.0,5.5,0.32,13.7,1,86.7,,0,0,0.0,0,9,0,86.7,89.7,0,80,0.0,0,67,13,97.0,65,158.3,15,20.0,3,238,101,7.8,18.3,3.66
Jordan Matthews,8677,WR,PHI,9,75,0,24,0,-2.4,3,100.0,,0,0,0.0,0,1,0,90.6,64.4,0,19,0.0,0,33,5,97.0,32,97.5,5,6.7,0,37,49,9.8,7.4,1.16,8.4,10,66.7,,0,0,11.1,6,23,1,37.4,59.4,2,41,0.0,0,316,48,93.4,295,86.1,72,96.0,2,532,269,5.6,11.1,1.8
Randall Cobb,6216,WR,GB,9,74,0,12,0,-1.4,0,100.0,,0,0,0.0,0,2,0,91.6,79.9,0,12,0.0,0,41,8,92.7,38,93.2,8,10.8,0,51,62,7.8,6.4,1.34,8.6,5,61.3,,0,0,7.3,3,24,0,52.9,71.3,0,53,0.0,0,346,38,89.3,309,112.0,62,83.8,5,476,224,5.9,12.5,1.54
Rob Gronkowski,5567,TE,NE,9,72,0,19,0,,0,,,0,0,,0,0,0,,40.1,0,0,28.9,11,38,0,68.4,26,0.0,0,0.0,0,0,0,,,0.0,9.0,0,81.8,,0,0,0.0,0,11,0,91.0,80.8,0,52,10.1,17,169,18,83.4,141,133.9,22,30.6,1,296,141,7.8,16.4,2.1
Gary Barnidge,4455,TE,CLV,10,71,0,8,0,,0,,,0,0,,0,0,0,,32.1,0,0,30.0,9,30,0,63.3,19,0.0,0,0.0,0,0,0,,,0.0,10.9,1,58.5,,0,0,7.7,2,16,0,53.6,72.4,0,40,0.4,1,257,24,91.1,234,99.4,41,57.7,2,318,110,4.6,13.3,1.36
