player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Trent Williams,5529,T,WAS,4,0,32,66.3,100.0,43,32.8,43,63.2,0,100.0,131,131,59.4,100.0,79,60.3,79
Brandon Scherff,9438,G,WAS,4,0,32,55.2,100.0,43,32.8,43,62.0,0,100.0,131,131,70.0,100.0,79,60.3,79
Kory Lichtensteiger,4422,C,WAS,4,1,32,43.7,100.0,43,32.8,43,56.4,1,100.0,131,131,68.2,100.0,79,60.3,79
Morgan Moses,8701,T,WAS,4,0,32,60.3,100.0,43,33.1,43,52.6,2,100.0,130,130,49.9,100.0,79,60.8,79
Kirk Cousins,7102,QB,WAS,4,0,32,60.0,97.7,42,32.6,43,60.0,0,98.5,129,131,60.0,100.0,79,61.2,79
Mike Person,6391,C,ATL,4,0,2,62.1,100.0,14,11.1,14,62.0,0,100.0,126,126,64.9,100.0,93,73.8,93
Chris Chester,3001,G,ATL,4,0,2,78.3,100.0,14,11.1,14,72.5,0,100.0,126,126,71.5,100.0,93,73.8,93
Ryan Schraeder,8496,T,ATL,4,0,2,55.7,100.0,14,11.1,14,73.6,0,100.0,126,126,76.7,100.0,93,73.8,93
Greg Olsen,3647,TE,CAR,4,0,5,61.7,100.0,57,47.5,57,62.5,1,100.0,120,120,60.8,100.0,47,39.2,47
Ryan Kalil,3675,C,CAR,4,0,5,71.0,100.0,57,47.5,57,71.8,0,100.0,120,120,62.5,100.0,47,39.2,47
Kevin Zeitler,7032,G,CIN,4,1,7,58.4,100.0,47,39.2,47,61.6,2,100.0,120,120,61.2,100.0,60,50.0,60
Mike Remmers,7431,T,CAR,4,0,5,66.8,100.0,57,47.5,57,63.6,0,100.0,120,120,61.0,100.0,47,39.2,47
Michael Oher,4946,T,CAR,4,0,5,46.0,100.0,57,47.5,57,48.4,0,100.0,120,120,57.1,100.0,47,39.2,47
Andrew Norwell,9126,G,CAR,4,0,5,59.0,100.0,57,47.5,57,62.1,0,100.0,120,120,63.1,100.0,47,39.2,47
Russell Bodine,8746,C,CIN,4,0,7,63.6,100.0,47,39.2,47,64.6,1,100.0,120,120,59.0,100.0,60,50.0,60
Clint Boling,6253,G,CIN,4,0,7,63.4,100.0,47,39.5,47,71.5,0,100.0,119,119,72.4,100.0,59,49.6,59
Trai Turner,8727,G,CAR,4,0,5,71.4,100.0,55,46.6,55,76.0,0,100.0,118,118,67.6,100.0,47,39.8,47
Breno Giacomini,4464,T,NYJ,4,0,22,50.6,100.0,41,35.3,41,52.8,1,100.0,116,116,57.4,100.0,61,52.6,61
