player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Ben Jones,7099,C,HST,4,100.0,0,13,71.3,83.0,66.1,0,3,211,100.0,100.0,99.3,1,3,0,328,328,0,0,328,219,219,0,0,109,0
Derek Newton,6366,T,HST,4,100.0,0,13,56.7,55.3,60.2,4,12,210,100.0,100.0,95.7,2,17,1,327,0,85,0,327,218,218,47,195,109,0
Brandon Scherff,9438,G,WAS,4,100.0,1,32,64.0,60.3,62.0,0,6,159,100.0,100.0,98.1,1,6,0,307,0,0,0,307,175,175,307,0,132,0
Trent Williams,5529,T,WAS,4,100.0,0,32,74.3,90.9,63.2,0,5,159,100.0,100.0,98.4,2,5,0,307,0,0,307,307,175,175,0,0,132,0
Kory Lichtensteiger,4422,C,WAS,4,100.0,1,32,51.7,35.3,56.4,2,9,159,100.0,100.0,95.3,2,13,2,307,307,0,0,307,175,175,0,0,132,0
Morgan Moses,8701,T,WAS,4,100.0,1,32,59.6,73.5,52.6,1,4,159,100.0,100.0,98.4,4,5,0,305,0,0,0,305,174,174,0,305,131,0
Ryan Schraeder,8496,T,ATL,4,100.0,0,2,70.9,69.0,73.6,1,4,152,100.0,100.0,97.7,2,6,1,293,0,0,0,293,167,167,0,293,126,0
Chris Chester,3001,G,ATL,4,100.0,0,2,77.8,78.3,72.5,0,2,152,100.0,100.0,98.7,0,3,1,293,0,0,0,293,167,167,293,0,126,0
Mike Person,6391,C,ATL,4,100.0,0,2,66.7,74.6,62.0,2,2,152,100.0,100.0,98.7,0,4,0,293,293,0,0,293,167,167,0,0,126,0
Zach Strief,3155,T,NO,4,100.0,0,20,68.6,71.2,67.2,1,3,175,100.0,100.0,96.6,3,8,4,291,0,0,0,291,192,192,0,290,99,0
Tim Lelito,8189,G,NO,4,100.0,0,20,65.5,44.9,75.3,1,5,175,100.0,100.0,97.7,2,7,1,291,0,290,0,291,192,192,0,0,99,0
Max Unger,4972,C,NO,4,100.0,0,20,65.6,79.5,60.5,0,3,175,100.0,100.0,98.6,1,4,1,290,290,0,0,290,192,192,0,0,98,0
Rick Wagner,7950,T,BLT,4,100.0,0,3,52.0,58.3,45.4,4,8,166,100.0,100.0,96.4,1,12,0,290,0,0,0,290,182,182,0,289,108,0
Marshal Yanda,3702,G,BLT,4,99.7,0,3,92.6,87.0,91.2,0,3,165,99.4,99.5,99.1,0,3,0,289,0,0,0,290,181,182,286,0,108,1
Jeremy Zuttah,4397,C,BLT,4,100.0,1,3,75.1,77.6,73.9,0,3,165,100.0,100.0,99.1,3,3,0,289,289,0,0,289,181,181,0,0,108,0
Terron Armstead,7856,T,NO,4,100.0,0,20,92.4,89.6,90.5,1,6,171,100.0,100.0,98.0,0,7,0,286,0,0,285,286,187,187,0,0,99,0
James Hurst,9001,T,BLT,4,100.0,0,3,42.2,36.1,47.7,4,18,162,100.0,100.0,92.6,2,23,1,284,0,3,280,284,178,178,0,0,106,0
Kelechi Osemele,7062,G,BLT,4,100.0,1,3,61.6,51.6,70.7,2,7,164,100.0,100.0,97.3,4,9,0,284,0,280,0,284,180,180,3,0,104,0
Brandon Brooks,7078,G,HST,4,100.0,0,13,78.8,84.8,70.1,0,2,192,100.0,100.0,98.4,1,4,2,281,0,0,0,281,199,199,281,0,82,0
Andy Levitre,4974,G,ATL,4,100.0,0,2,59.8,84.0,48.2,1,3,152,100.0,100.0,98.0,2,5,1,280,0,280,0,280,167,167,0,0,113,0
Jake Matthews,8641,T,ATL,4,100.0,0,2,82.1,78.2,81.2,0,4,152,100.0,100.0,98.7,2,4,0,280,0,0,280,280,167,167,0,0,113,0
D'Brickashaw Ferguson,2949,T,NYJ,4,100.0,0,22,66.1,72.9,58.3,3,10,154,100.0,100.0,95.8,1,13,0,279,0,0,276,279,163,163,0,0,116,3
Stefen Wisniewski,6200,C,JAX,4,100.0,1,15,67.0,72.4,65.4,0,7,168,100.0,100.0,97.9,2,7,0,279,279,0,0,279,182,182,0,0,97,0
Breno Giacomini,4464,T,NYJ,4,100.0,1,22,57.8,66.0,52.8,1,7,154,100.0,100.0,97.4,3,8,0,279,0,0,0,279,163,163,0,279,116,0
Zane Beadles,5570,G,JAX,4,100.0,0,15,65.0,67.1,60.9,1,8,168,100.0,100.0,96.7,0,10,1,279,0,279,0,279,182,182,0,0,97,0
Jermey Parnell,5426,T,JAX,4,100.0,0,15,68.8,60.0,79.4,7,8,168,100.0,100.0,94.9,3,16,1,279,0,0,0,279,182,182,0,279,97,0
Nick Mangold,2974,C,NYJ,4,100.0,0,22,71.1,75.5,67.1,0,3,153,100.0,100.0,99.0,1,3,0,278,278,0,0,278,162,162,0,0,116,0
T.J. Lang,5032,G,GB,4,100.0,1,12,73.0,89.1,67.2,0,3,144,100.0,100.0,99.0,2,3,0,277,0,0,0,277,166,166,277,0,111,0
Corey Linsley,8796,C,GB,4,100.0,1,12,74.7,77.2,73.3,0,5,144,100.0,100.0,98.3,1,5,0,277,277,0,0,277,166,166,0,0,111,0
Josh Sitton,4449,G,GB,4,100.0,0,12,65.3,91.3,58.6,0,1,144,100.0,100.0,99.7,3,1,0,277,0,277,0,277,166,166,0,0,111,0
David Bakhtiari,7891,T,GB,4,100.0,0,12,57.9,69.6,55.7,1,12,144,100.0,100.0,94.1,5,15,2,277,0,0,277,277,166,166,0,0,111,0
Anthony Castonzo,6174,T,IND,4,100.0,0,14,70.1,74.0,58.0,0,6,180,100.0,100.0,97.2,2,8,2,276,0,0,273,276,195,195,0,0,81,3
Jack Mewhort,8694,G,IND,4,100.0,1,14,72.5,78.3,73.7,2,4,180,100.0,100.0,98.3,3,6,0,276,0,137,0,276,195,195,1,134,81,4
Khaled Holmes,7903,C,IND,4,100.0,0,14,62.4,56.1,63.8,2,13,180,100.0,100.0,95.3,1,16,1,276,276,0,0,276,195,195,0,0,81,0
Ben Grubbs,3645,G,KC,4,100.0,2,16,69.1,69.5,68.4,1,4,179,100.0,100.0,96.4,2,9,4,276,0,276,0,276,190,190,0,0,86,0
James Carpenter,6177,G,NYJ,4,100.0,0,22,67.3,75.4,60.9,4,3,154,100.0,100.0,97.7,0,7,0,276,0,276,0,276,163,163,0,0,113,0
Mitch Morse,9482,C,KC,4,100.0,0,16,64.5,75.0,57.5,0,2,179,100.0,100.0,98.3,0,4,2,276,276,0,0,276,190,190,0,0,86,0
Donald Stephenson,7076,T,KC,4,100.0,0,16,65.2,64.8,70.7,2,13,178,100.0,100.0,94.7,2,17,2,273,0,0,271,273,189,189,0,0,84,2
Logan Mankins,2249,G,TB,4,100.0,0,30,63.1,86.1,56.2,0,3,155,100.0,100.0,99.0,4,3,0,272,0,272,0,272,168,168,0,0,104,0
Donovan Smith,9467,T,TB,4,100.0,1,30,56.5,55.6,55.9,1,10,155,100.0,100.0,95.2,3,13,2,272,0,0,272,272,168,168,0,0,104,0
Gosder Cherilus,4331,T,TB,4,100.0,2,30,54.3,59.5,55.5,3,11,155,100.0,100.0,93.5,4,17,3,272,0,0,0,272,168,168,0,272,104,0
Ali Marpet,9494,G,TB,4,100.0,0,30,70.0,66.3,67.5,0,6,155,100.0,100.0,97.4,0,7,1,272,0,0,0,272,168,168,272,0,104,0
Russell Okung,5531,T,SEA,4,100.0,0,29,67.8,69.2,67.4,2,10,164,100.0,100.0,95.1,2,14,2,271,0,0,271,271,168,168,0,0,103,0
Drew Nowak,7369,C,SEA,4,100.0,0,29,63.1,76.5,61.5,0,4,164,100.0,100.0,98.2,2,5,1,271,271,0,0,271,168,168,0,0,103,0
Garry Gilliam,9137,T,SEA,4,100.0,0,29,59.3,57.5,59.6,3,10,164,100.0,100.0,94.8,0,15,2,271,0,0,0,271,168,168,0,271,103,0
Justin Britt,8699,G,SEA,4,100.0,0,29,47.5,32.3,53.3,2,7,164,100.0,100.0,96.6,2,10,1,271,0,271,0,271,168,168,0,0,103,0
Richie Incognito,2298,G,BUF,4,100.0,0,4,74.9,77.7,69.4,2,3,143,100.0,100.0,98.3,2,5,0,270,0,270,0,270,157,157,0,0,113,0
J.R. Sweezy,7209,G,SEA,4,100.0,0,29,64.4,56.1,70.4,0,7,163,100.0,100.0,96.0,2,10,3,270,0,0,0,270,167,167,270,0,103,0
Eric Wood,4951,C,BUF,4,100.0,0,4,71.9,80.8,66.2,0,4,143,100.0,100.0,98.6,1,4,0,270,270,0,0,270,157,157,0,0,113,0
Joe Barksdale,6244,T,SD,4,100.0,1,27,69.2,75.3,68.3,1,6,159,100.0,100.0,97.2,3,8,1,270,0,0,18,270,166,166,0,252,104,0
Michael Oher,4946,T,CAR,4,100.0,1,5,60.0,72.6,48.4,0,7,139,100.0,100.0,96.0,1,9,2,269,0,0,262,269,149,149,0,0,120,7
Mike Remmers,7431,T,CAR,4,100.0,0,5,67.6,74.5,63.6,1,7,139,100.0,100.0,97.1,2,8,0,269,0,0,0,269,149,149,0,265,120,4
Andrew Norwell,9126,G,CAR,4,100.0,0,5,70.8,83.9,62.1,0,4,139,100.0,100.0,97.8,0,5,1,269,0,269,0,269,149,149,0,0,120,0
Ryan Kalil,3675,C,CAR,4,100.0,0,5,76.2,80.5,71.8,0,3,139,100.0,100.0,98.2,1,4,1,269,269,0,0,269,149,149,0,0,120,0
Justin Pugh,7800,G,NYG,4,100.0,0,21,76.5,81.5,71.6,0,4,150,100.0,100.0,98.0,1,5,1,267,0,159,108,267,160,160,0,0,107,0
Weston Richburg,8678,C,NYG,4,100.0,0,21,69.2,81.7,62.2,0,1,150,100.0,100.0,99.7,2,1,0,267,267,0,0,267,160,160,0,0,107,0
Marshall Newhouse,5692,T,NYG,4,100.0,0,21,55.0,67.5,43.5,2,9,150,100.0,100.0,96.3,2,11,0,267,0,0,0,267,160,160,0,266,107,1
Jonathan Cooper,7788,G,ARZ,4,100.0,0,1,65.6,69.4,60.6,1,8,140,100.0,100.0,96.1,1,10,1,267,0,0,0,267,156,156,267,0,111,0
Seantrel Henderson,8871,T,BUF,4,100.0,0,4,59.3,59.9,58.0,3,5,140,100.0,100.0,97.1,1,8,0,267,0,0,0,267,154,154,0,267,113,0
Trai Turner,8727,G,CAR,4,100.0,0,5,82.2,83.0,76.0,0,5,138,100.0,100.0,98.2,1,5,0,266,0,0,0,266,148,148,266,0,118,0
Geoff Schwartz,4555,G,NYG,4,100.0,1,21,76.4,77.6,71.0,0,5,149,100.0,100.0,97.7,1,6,1,265,0,0,0,265,159,159,262,0,106,3
Ryan Harris,3686,T,DEN,4,100.0,0,10,56.9,52.0,60.9,5,4,164,100.0,100.0,96.0,1,11,2,264,0,0,57,264,172,172,0,207,92,0
Matt Paradis,8841,C,DEN,4,100.0,0,10,71.6,70.2,69.9,0,7,164,100.0,100.0,97.9,1,7,0,264,264,0,0,264,172,172,0,0,92,0
Lyle Sendlein,4062,C,ARZ,4,100.0,0,1,61.5,64.2,58.7,0,7,140,100.0,100.0,97.5,0,7,0,264,264,0,0,264,156,156,0,0,108,0
