player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Shane Lechler,673,P,HST,6,31,31,4.56,36.45,45.65,11.8,0,0,2,5,13,69.7,10,60,2,0,61.3,225,19,31,141.35,1130,3,1415
Mike Scifres,1458,P,SD,6,24,24,4.32,35.46,45.04,12.4,0,0,3,1,27,52.4,4,68,2,0,70.8,210,17,24,103.67,851,1,1081
Andy Lee,1906,P,CLV,6,28,28,4.49,43.82,49.32,7.1,0,0,2,6,8,67.4,13,67,2,0,57.1,114,16,28,125.61,1227,2,1381
Donnie Jones,1939,P,PHI,6,31,31,4.48,43.03,47.94,5.4,0,1,3,8,24,63.0,8,60,0,1,54.8,92,17,33,138.87,1334,3,1486
Dustin Colquitt,2316,P,KC,6,31,31,4.45,42.45,47.13,6.1,0,0,2,6,16,78.5,14,62,6,0,45.2,85,14,31,137.88,1316,3,1461
Nick Novak,2726,K,HST,1,1,1,4.27,16.0,36.0,,0,0,0,0,13,60.0,0,36,0,0,0.0,0,0,1,4.27,16,1,36
Sam Koch,3148,P,BLT,6,25,25,4.33,44.92,49.2,7.1,0,0,3,4,3,84.1,8,59,3,0,60.0,107,15,25,108.15,1123,0,1230
Jon Ryan,3493,P,SEA,6,32,32,4.43,37.41,46.81,18.4,0,0,2,11,29,70.6,13,69,3,0,37.5,221,12,32,141.63,1197,4,1498
Brandon Fields,3841,P,NO,2,10,10,3.99,35.1,41.2,10.5,0,0,2,1,20,54.4,4,57,3,0,20.0,21,2,10,39.87,351,2,412
Brett Kern,4580,P,TEN,5,24,24,4.49,34.92,44.79,18.1,0,0,3,6,31,74.6,8,61,1,0,50.0,217,12,24,107.66,838,1,1075
Kevin Huber,5066,P,CIN,6,23,23,4.5,42.61,47.39,10.0,0,0,6,6,7,68.1,12,67,1,0,30.4,70,7,23,103.47,980,2,1090
Thomas Morstead,5088,P,NO,4,13,13,4.34,39.38,43.15,9.8,0,0,1,4,20,59.9,6,55,3,0,38.5,49,5,13,56.4,512,0,561
Pat McAfee,5146,P,IND,6,27,27,4.77,46.48,48.0,3.4,0,0,1,11,14,86.8,9,57,3,0,44.4,41,12,27,128.85,1255,0,1296
Britton Colquitt,5192,P,DEN,6,32,32,4.41,39.22,44.91,11.8,0,0,7,5,10,74.4,9,62,6,0,37.5,142,12,32,141.05,1255,2,1437
Tim Masthay,5510,P,GB,6,24,24,4.26,36.63,41.63,4.3,0,0,0,2,12,65.1,5,53,4,0,58.3,60,14,24,102.2,879,3,999
Matt Bosher,6344,P,ATL,6,23,23,4.6,42.3,50.87,10.4,0,0,2,3,2,77.0,5,69,0,0,73.9,177,17,24,105.7,973,1,1170
Spencer Lanning,6566,P,CHI,1,3,3,3.97,36.0,45.67,9.7,0,0,0,0,6,60.1,1,52,0,0,100.0,29,3,3,11.9,108,0,137
Chris Jones,6798,P,DAL,5,23,23,4.49,41.7,46.43,9.9,0,0,2,7,9,83.9,11,60,2,0,47.8,109,11,23,103.22,959,0,1068
Bryan Anger,7072,P,JAX,6,33,33,4.46,37.33,45.61,14.6,0,0,3,11,15,68.7,13,63,0,0,48.5,233,16,33,147.04,1232,2,1505
Brad Nortman,7192,P,CAR,5,24,24,4.4,35.38,45.88,12.8,0,0,1,5,5,68.3,6,65,0,0,62.5,192,15,24,105.6,849,3,1101
Johnny Hekker,7252,P,SL,5,26,26,4.5,40.23,46.27,8.4,0,0,0,8,26,76.3,9,57,1,0,53.8,117,14,26,116.88,1046,2,1203
Drew Butler,7302,P,ARZ,6,21,21,4.56,34.0,39.19,11.5,0,0,5,7,1,59.7,10,49,1,0,28.6,69,6,21,95.85,714,2,823
Marquette King,7410,P,OAK,5,21,21,4.37,41.86,46.29,7.6,0,0,5,7,23,70.6,10,70,0,0,33.3,53,7,21,91.84,879,2,972
Ryan Quigley,7573,P,NYJ,5,22,22,4.62,33.95,42.41,23.7,0,0,1,8,22,67.8,9,54,4,0,31.8,166,7,23,101.63,747,1,933
Jeff Locke,7937,P,MIN,5,20,20,4.38,39.95,42.35,4.0,0,0,2,9,18,55.9,11,60,1,0,35.0,28,7,20,87.59,799,1,847
Sam Martin,7947,P,DET,6,30,30,4.6,40.07,45.97,9.1,0,0,5,5,11,78.8,12,66,2,0,50.0,137,15,30,137.88,1202,2,1379
Colton Schmidt,8104,P,BUF,6,33,33,4.51,41.64,47.76,9.6,0,0,2,8,4,68.8,8,65,3,0,57.6,182,19,33,148.92,1374,1,1576
Ryan Allen,8242,P,NE,4,14,14,4.47,42.93,47.07,5.4,0,0,1,4,19,71.8,7,67,1,0,50.0,38,7,14,62.54,601,1,659
