player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Charles Woodson,330,S,OAK,6,2,0,54.5,0,0,23,89.3,83.2,81.9,60.0,46.0,47.7,0,0,4,40,20.6,7,2,0,44.7,6,0,64,4,293,425,10,0,0,10,0,306,415,1,131,41,4,25,11,0,0,97,38,16.2
Julius Peppers,1010,ED,GB,6,5,0,100.0,0,1,12,55.0,64.8,61.6,71.6,50.8,48.5,5,11,0,14,16.7,2,0,1,118.8,1,6,16,0,20,288,269,4,29,196,40,0,19,184,84,3,9,5,1,22,0,14,14,14.0
Dwight Freeney,1019,ED,ARZ,2,1,0,,0,0,1,60.2,65.9,80.9,65.3,58.8,71.6,2,3,0,,0.0,0,0,0,0.0,0,1,1,0,2,46,45,0,0,45,0,0,1,34,10,0,1,0,0,6,0,0,0,
James Harrison,1251,ED,PIT,7,4,0,83.3,0,1,25,73.4,79.4,29.0,81.9,65.6,81.8,6,17,0,15,5.9,1,0,2,86.8,5,2,24,0,38,276,237,0,0,236,1,0,39,137,101,14,11,12,6,25,0,29,34,5.8
Terence Newman,1321,CB,MIN,6,5,0,58.6,0,0,18,65.3,68.5,83.5,,77.7,68.3,0,0,0,27,8.3,2,3,1,72.9,17,0,37,322,246,367,4,0,0,4,0,1,363,0,121,3,3,17,29,0,0,153,54,9.0
Kevin Williams,1325,DI,NO,7,1,1,,0,1,20,,61.9,54.3,62.9,61.0,44.8,1,8,0,,14.3,1,0,1,0.0,0,0,0,0,0,209,209,7,196,0,6,0,0,105,104,0,4,5,0,9,0,0,0,
Terrell Suggs,1326,ED,BLT,1,0,0,,0,0,3,75.1,62.5,77.6,64.3,44.8,,0,1,0,,,0,0,0,0.0,0,0,0,0,7,48,48,0,0,48,0,0,0,27,14,0,0,0,0,1,0,0,0,
Calvin Pace,1334,ED,NYJ,6,0,0,33.3,0,0,22,74.9,60.8,86.3,55.7,54.8,42.3,2,6,0,12,33.3,1,1,0,46.5,1,1,7,0,29,228,216,0,0,213,3,0,12,125,74,5,2,2,3,9,0,12,5,12.0
Charles Tillman,1351,CB,CAR,6,4,0,54.5,0,0,5,58.0,59.7,85.9,54.7,66.0,77.7,0,0,0,48,4.0,1,3,0,75.4,18,0,26,301,241,350,4,0,0,4,0,2,346,3,106,16,6,20,33,0,0,221,70,12.3
Rashean Mathis,1355,CB,DET,7,2,0,80.0,0,0,11,62.5,63.6,85.9,54.7,64.7,68.8,0,0,1,50,11.1,4,2,1,107.6,32,0,28,388,248,434,4,0,0,4,0,1,430,2,184,13,13,30,40,0,1,413,173,12.9
Cory Redding,1381,DI,ARZ,7,2,0,,1,0,1,67.3,62.3,3.9,54.5,64.1,24.0,0,4,1,,33.3,2,0,2,0.0,0,0,1,0,0,121,120,13,95,7,5,0,1,82,39,0,2,2,0,4,0,0,0,
Robert Mathis,1447,ED,IND,6,0,0,,0,0,14,67.4,60.2,16.9,69.5,37.8,74.8,4,6,0,,0.0,0,0,2,0.0,0,2,6,0,21,160,149,0,0,149,0,0,11,107,32,5,4,3,0,12,0,0,0,
