player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Philip Rivers,1725,QB,SD,9,413,76.3,118,124,6.8,2.15,3,2,1.6,69.4,86,62,4.4,133,32.2,4,49,,,,,62.9,60.0,81.7,59.7,,,1,2,137,14.5,108.8,6.8,9,0,0,2,8,4,2.9,1017,8.2,0,27,77.2,71.4,71.5,35.3,81.1,238,266,6.8,2.34,4,10,3.4,68.8,183,89,5.2,280,67.8,10,95,,,,,90.7,76.8,84.9,75.4,,57.9,4,5,308,13.5,96.9,4.3,12,1,1,19,11,6,1.9,2016,7.6,79.8,243,261,6.2,2.12,5,8,2.9,70.9,185,0,4.6,262,63.4,9,94,,,,,90.5,72.9,84.5,71.6,,,0,4,278,,103.0,0.0,0,0,1,12,14,9,3.2,1901,7.3,3,78.8,113,129,8.0,2.55,2,4,2.8,65.1,84,151,5.6,151,36.6,5,50,,,,,67.5,67.6,82.5,67.0,,57.9,5,3,167,13.9,96.1,13.9,21,1,0,9,5,1,0.6,1132,8.8
Matt Ryan,4317,QB,ATL,9,382,70.8,113,119,7.0,2.31,5,2,1.6,59.7,71,50,11.3,128,33.5,9,45,,,,,87.1,77.8,81.7,77.7,,47.1,1,1,136,14.0,80.8,5.5,7,2,0,0,2,1,0.7,767,6.4,0,2,68.6,81.8,80.6,55.1,79.2,226,238,7.8,2.59,7,6,2.3,70.6,168,70,6.1,254,66.5,11,91,,,,,67.7,80.8,84.4,77.7,,77.2,0,6,274,14.3,98.3,3.9,10,6,0,5,10,9,3.3,1935,8.1,78.0,246,257,7.3,2.27,10,6,2.2,69.3,178,0,7.3,262,68.6,14,95,,,,,90.5,86.2,84.5,84.6,,55.0,0,5,278,,96.3,0.0,0,5,0,1,10,7,2.5,1953,7.6,0,72.0,93,100,8.2,2.99,2,2,1.8,61.0,61,120,9.0,120,31.4,6,41,,,,,43.9,67.7,81.6,65.0,,76.2,1,2,132,14.2,82.5,14.2,17,3,0,4,2,3,2.3,749,7.5
Drew Brees,802,QB,NO,8,364,71.4,84,94,8.0,2.46,3,5,4.8,59.6,56,38,6.7,104,28.6,4,33,,,,,58.8,71.0,81.0,69.9,,,1,2,114,26.3,93.0,9.6,10,0,0,6,5,3,2.6,730,7.8,0,20,63.3,77.8,76.4,59.3,79.8,243,248,8.1,2.54,0,14,5.4,73.4,182,63,6.2,260,71.4,12,91,,,,,63.0,77.7,84.4,76.2,,58.3,2,5,273,17.5,106.5,4.2,11,1,0,3,13,13,4.8,2033,8.2,81.5,259,263,7.3,2.32,2,17,6.2,75.3,198,0,6.2,263,72.3,13,99,,,,,90.5,92.4,84.4,91.3,,,0,4,273,,112.7,0.0,0,0,0,2,14,5,1.8,2304,8.8,1,63.2,68,79,10.8,3.04,1,2,2.2,50.6,40,101,7.0,101,27.7,3,25,,,,,25.4,32.1,81.0,34.1,,58.3,3,3,114,20.8,69.5,20.8,21,1,0,7,4,11,9.6,459,5.8
Eli Manning,1722,QB,NYG,9,357,75.4,57,62,6.5,2.05,1,0,0.0,66.1,41,16,4.7,65,18.2,2,21,,,,,46.0,59.6,79.4,58.0,,65.6,0,1,74,12.5,88.2,3.1,2,1,0,4,1,3,4.1,482,7.8,0,21,51.8,65.5,64.5,70.6,76.8,263,278,7.7,2.47,2,12,4.1,65.8,183,88,9.4,292,81.8,19,98,,,,,54.2,67.0,84.9,66.0,,64.3,7,5,310,11.4,98.9,3.4,10,4,0,6,18,15,4.8,1857,6.7,77.0,244,248,7.4,2.16,1,9,3.4,69.8,173,0,8.0,253,70.9,15,89,,,,,77.7,74.5,84.3,72.7,,68.0,1,6,269,,99.6,0.4,1,4,0,2,14,11,4.1,1827,7.4,5,75.0,76,92,7.8,2.97,2,3,2.9,55.4,51,104,10.5,104,29.1,6,30,,,,,25.6,44.9,81.1,45.1,,63.3,6,0,115,10.6,89.6,10.6,11,1,0,8,5,7,6.1,512,5.6
Blake Bortles,8638,QB,JAX,8,350,64.2,95,103,12.5,2.68,2,6,5.5,55.3,57,67,6.6,122,34.9,4,43,,,,,86.7,69.0,81.5,66.3,,74.0,0,3,130,19.4,89.5,10.7,13,6,0,6,7,4,3.1,761,7.4,0,15,66.2,70.0,66.0,82.4,69.3,192,208,10.1,2.79,4,11,5.0,56.7,118,74,11.3,228,65.1,15,74,,,,,60.4,68.6,83.9,64.4,,90.1,3,7,243,16.2,80.0,5.3,12,8,2,7,10,18,7.4,1432,6.9,72.6,201,206,10.1,2.33,3,11,5.1,63.1,130,0,11.0,209,59.7,16,81,,,,,90.1,82.5,83.6,78.8,,84.1,0,6,221,,96.8,0.0,0,3,2,0,14,11,5.0,1562,7.6,1,55.8,86,105,12.8,3.37,3,6,5.3,42.9,45,141,6.3,141,40.3,3,36,,,,,43.5,48.8,82.1,44.1,,83.1,3,4,152,17.7,56.5,17.7,25,11,0,13,3,11,7.2,631,6.0
Tom Brady,698,QB,NE,8,350,84.4,77,84,7.2,1.92,3,4,4.4,65.5,55,28,15.4,90,25.7,10,40,,,,,84.6,90.2,80.4,88.6,,58.3,0,1,97,17.9,116.5,5.6,5,1,0,4,8,1,1.0,666,7.9,0,19,88.4,92.6,91.7,69.5,79.1,234,244,7.5,2.27,3,15,5.7,69.7,170,74,8.1,260,74.3,15,94,,,,,82.8,91.4,84.5,90.3,,66.0,2,1,278,18.9,112.4,5.4,14,2,0,5,14,3,1.1,2043,8.4,82.6,241,247,6.1,1.89,4,9,3.4,72.1,178,0,10.6,248,70.9,21,98,,,,,90.5,91.2,84.3,90.2,,58.3,0,2,264,,111.1,0.0,0,1,0,2,15,4,1.5,1903,7.7,1,72.9,70,81,12.0,2.87,2,10,11.2,58.0,47,102,7.8,102,29.1,4,36,,,,,65.8,90.6,80.9,88.6,,66.1,2,0,111,18.6,120.7,18.6,19,2,0,7,7,0,0.0,806,10.0
Joe Flacco,4332,QB,BLT,8,338,60.4,96,101,8.8,2.42,0,6,5.4,54.5,55,39,5.2,109,32.2,3,35,,,,,86.2,45.0,81.2,45.9,,,1,5,120,20.5,65.9,7.3,8,0,0,4,4,9,7.5,628,6.2,0,3,59.2,65.2,65.4,41.7,80.5,200,223,7.6,2.67,3,14,5.9,67.3,150,69,6.8,229,67.8,11,62,,,,,72.4,77.8,83.9,76.4,,58.3,4,3,243,7.2,90.4,2.2,5,1,3,13,6,8,3.3,1548,6.9,76.1,222,229,8.4,2.32,3,15,6.2,69.0,158,0,6.5,230,68.0,11,78,,,,,90.3,78.3,84.0,76.9,,58.3,0,3,244,,95.4,0.0,0,1,3,1,6,11,4.5,1790,7.8,1,67.6,74,95,6.8,3.18,0,5,4.7,49.5,47,108,6.0,108,32.0,3,19,,,,,53.6,40.1,81.2,41.3,,,5,5,119,12.0,52.3,12.0,13,0,0,16,4,6,5.0,386,4.1
Andrew Luck,7007,QB,IND,7,333,61.4,101,112,12.0,2.66,2,8,6.8,51.8,58,58,6.5,123,36.9,4,40,,,,,62.2,65.3,81.5,66.1,,51.0,4,4,130,10.3,86.3,4.9,6,5,0,5,8,11,8.5,865,7.7,0,14,71.8,48.9,47.9,60.1,67.3,165,181,9.0,2.97,6,4,2.1,57.5,104,76,6.3,210,63.1,7,64,,,,,73.9,38.6,83.6,37.9,,61.9,2,8,223,11.8,67.8,4.3,9,20,2,6,7,14,6.3,1016,5.6,72.2,176,187,9.8,2.56,6,7,3.6,65.2,122,0,3.9,199,59.8,5,74,,,,,90.0,66.1,83.3,65.5,,61.0,0,6,208,,91.9,0.0,0,12,2,3,10,9,4.3,1391,7.4,1,51.1,90,106,10.8,3.3,2,5,4.4,37.7,40,134,13.0,134,40.2,6,30,,,,,41.3,28.8,81.9,28.9,,56.3,6,6,145,11.2,44.9,11.2,15,13,0,8,5,16,11.0,490,4.6
Matthew Stafford,4924,QB,DET,8,332,71.0,62,70,8.0,2.3,1,2,2.7,60.0,42,42,4.5,83,25.0,2,28,,,,,84.1,49.0,80.1,47.5,,69.8,2,2,89,28.6,80.8,14.5,12,1,0,5,2,7,7.9,522,7.5,0,11,83.3,49.0,50.2,50.4,74.8,214,229,7.0,2.64,3,6,2.5,65.9,151,88,5.6,249,75.0,9,76,,,,,77.6,50.7,48.8,53.2,,42.7,4,9,267,11.4,85.1,4.0,10,10,0,8,11,13,4.9,1561,6.8,81.0,189,195,6.1,2.3,3,4,1.9,74.4,145,0,5.2,202,60.8,8,78,,,,,90.1,63.4,83.5,64.4,,47.1,0,6,216,,95.5,0.0,0,7,0,3,7,10,4.6,1513,7.8,2,58.6,87,104,9.5,2.95,1,4,3.7,46.2,48,130,5.9,130,39.2,3,26,,,,,63.4,31.1,21.2,32.8,,61.8,6,5,140,16.9,62.6,16.9,22,4,0,10,6,10,7.1,570,5.5
Sam Bradford,5526,QB,PHI,8,331,70.7,41,46,5.5,2.55,0,0,0.0,52.2,24,20,17.2,47,14.2,5,8,,,,,80.5,49.5,78.0,50.5,,58.3,1,0,51,0.0,69.7,0.0,0,1,0,4,1,0,0.0,187,4.1,0,24,75.6,68.1,68.2,51.5,77.8,248,264,7.7,2.67,8,13,4.6,64.8,171,84,11.4,284,85.8,22,85,,,,,80.4,73.1,84.8,71.6,,64.8,4,10,304,16.7,81.2,4.9,14,6,1,3,9,9,3.0,1874,7.1,79.1,211,221,6.7,2.42,8,8,3.4,67.9,150,0,10.2,227,68.6,17,68,,,,,90.3,74.4,83.9,72.9,,64.8,0,5,240,,86.7,0.0,0,6,1,1,6,4,1.7,1507,6.8,2,70.5,78,89,9.3,3.16,0,5,5.2,50.6,45,104,18.2,104,31.4,10,25,,,,,59.0,56.0,81.1,56.3,,58.3,5,5,115,13.5,61.7,13.5,14,1,0,6,4,5,4.3,554,6.2
