player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Julio Jones,6158,WR,ATL,14,171,0,2,0,-2.9,5,100.0,,0,0,0.0,0,3,0,92.7,94.7,0,13,0.0,0,31,14,87.1,27,112.8,14,8.2,1,75,115,8.2,5.4,2.78,6.6,5,72.3,,0,0,8.1,3,17,2,90.5,90.9,1,45,0.0,0,165,34,91.5,151,105.9,47,27.5,3,351,202,5.9,10.3,2.32
DeAndre Hopkins,7808,WR,HST,14,165,0,13,0,,0,,,0,0,,0,0,0,,40.0,0,0,0.0,0,31,0,93.5,29,0.0,0,0.0,0,0,0,,,0.0,16.8,0,52.6,,0,0,9.1,1,5,0,78.3,88.3,0,28,1.0,1,100,10,94.0,94,74.7,19,11.5,0,131,34,3.4,13.1,1.39
Antonio Brown,5718,WR,PIT,14,162,0,25,0,-1.9,3,100.0,,0,0,0.0,0,1,0,92.4,68.2,0,17,0.0,0,63,14,96.8,61,84.5,14,8.6,0,60,86,6.1,4.3,0.98,12.3,2,60.0,,0,0,6.3,1,7,0,90.6,91.4,1,48,0.0,0,105,15,90.5,95,95.1,25,15.4,2,198,68,4.5,13.2,2.08
Demaryius Thomas,5547,WR,DEN,14,149,0,10,0,-0.1,3,88.2,,0,0,0.0,0,4,1,92.5,68.4,0,17,0.0,0,39,15,97.4,38,90.0,17,11.4,0,95,95,6.3,6.3,2.5,8.7,6,54.1,,0,0,23.1,6,13,0,38.2,76.5,4,30,0.0,0,137,20,93.4,128,50.6,37,24.8,2,222,73,3.7,11.1,1.73
Odell Beckham Jr.,8647,WR,NYG,14,146,0,21,0,-3.0,0,100.0,,0,0,0.0,0,1,0,88.7,50.9,0,5,0.0,0,39,3,87.2,34,118.8,3,2.1,1,5,14,4.7,1.7,0.15,8.8,6,76.9,,0,0,3.2,1,18,0,88.1,91.3,1,72,0.0,0,146,30,91.8,134,119.6,39,26.7,2,440,212,7.1,14.7,3.28
Brandon Marshall,3064,WR,NYJ,14,144,0,22,0,-1.3,0,100.0,,0,0,0.0,0,1,1,88.7,38.1,0,10,0.0,0,54,3,98.1,53,79.2,3,2.1,0,8,12,4.0,2.7,0.15,12.6,2,57.6,,0,0,17.4,4,9,2,29.5,78.9,2,28,0.0,0,130,19,96.9,126,70.1,33,22.9,2,199,52,2.7,10.5,1.58
Jarvis Landry,8698,WR,MIA,14,134,0,17,0,-3.5,4,86.4,,0,0,9.5,2,3,0,51.4,85.9,0,16,0.0,0,45,19,97.8,44,79.9,22,16.4,0,70,139,7.3,3.7,1.59,7.6,14,70.6,,0,0,6.3,4,32,0,82.3,83.9,2,50,0.0,0,361,60,96.4,348,89.5,85,63.4,2,623,293,4.9,10.4,1.79
Mike Evans,8642,WR,TB,13,129,0,30,0,,0,,,0,0,,0,0,0,,39.8,0,0,0.0,0,42,0,92.9,39,0.0,0,0.0,0,0,0,,,0.0,16.8,0,47.4,,0,0,25.0,3,9,0,27.3,77.3,0,26,0.0,0,89,9,88.8,79,95.3,19,14.7,1,165,32,3.6,18.3,2.09
Larry Fitzgerald,1724,WR,ARZ,14,128,0,1,0,-1.3,4,95.7,,0,0,4.3,1,9,0,90.5,93.5,0,44,1.9,1,53,22,98.1,52,116.1,23,18.0,1,193,221,10.0,8.8,3.71,9.5,1,79.7,,0,0,4.1,2,29,2,90.7,89.9,1,29,0.6,2,322,47,89.8,289,104.9,59,46.1,1,562,166,3.5,12.0,1.94
Michael Crabtree,4933,WR,OAK,14,128,0,23,0,-1.3,3,100.0,,0,0,0.0,0,1,1,90.9,71.9,0,25,0.0,0,33,6,100.0,33,138.2,6,4.7,1,46,54,9.0,7.7,1.39,7.4,7,68.3,,0,0,15.2,5,17,0,67.1,78.2,2,38,0.0,0,143,28,97.2,139,74.6,41,32.0,1,274,96,3.4,9.8,1.97
