player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Adam Vinatieri,226,K,IND,12,0,4,3,75.0,7,7,100.0,14,75.0,0,0,,28,26,92.9,0,3,3,100.0,19,17,89.5,5,4,80.0
Phil Dawson,422,K,SF,12,0,3,3,100.0,4,4,100.0,28,82.1,0,0,,15,14,93.3,0,5,5,100.0,19,18,94.7,7,6,85.7
Sebastian Janikowski,595,K,OAK,12,0,4,3,75.0,7,5,71.4,23,74.4,0,0,,33,32,97.0,0,4,3,75.0,20,16,80.0,5,5,100.0
Shayne Graham,730,K,ATL,2,0,1,1,100.0,1,1,100.0,2,72.1,0,0,,2,2,100.0,0,1,1,100.0,5,5,100.0,2,2,100.0
Matt Bryant,1223,K,ATL,10,0,0,0,,9,6,66.7,2,59.4,1,1,100.0,26,26,100.0,0,4,3,75.0,18,14,77.8,4,4,100.0
Josh Brown,1520,K,NYG,12,0,3,3,100.0,8,7,87.5,21,76.2,1,1,100.0,31,30,96.8,0,10,10,100.0,26,25,96.2,4,4,100.0
Josh Scobee,1858,K,PIT,4,0,0,0,,7,3,42.9,25,30.6,0,0,,7,6,85.7,0,1,1,100.0,10,6,60.0,2,2,100.0
Mike Nugent,2264,K,CIN,12,0,0,0,,11,9,81.8,7,84.6,0,0,,39,38,97.4,0,6,5,83.3,21,18,85.7,4,4,100.0
Robbie Gould,2607,K,CHI,11,0,6,5,83.3,8,6,75.0,6,56.7,1,1,100.0,20,19,95.0,0,10,8,80.0,31,26,83.9,6,6,100.0
Nick Novak,2726,K,HST,9,0,1,0,0.0,2,2,100.0,13,56.9,0,0,,23,21,91.3,0,3,3,100.0,9,8,88.9,3,3,100.0
Stephen Gostkowski,3063,K,NE,12,0,5,4,80.0,7,7,100.0,19,91.1,0,0,,43,43,100.0,0,7,7,100.0,25,24,96.0,6,6,100.0
