player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Marqueston Huff,8757,S,TEN,1,1,,1.0,31,0,39.6,0,1,0,0,0,0.0
Jonathan Newsome,8801,ED,IND,1,1,,1.0,14,0,39.6,0,1,0,0,0,0.0
Walt Aikens,8760,S,MIA,2,4,,4.0,17,0,39.6,0,1,0,0,0,0.0
Jerry Hughes,5556,ED,BUF,1,3,,3.0,4,0,39.6,0,1,0,0,0,0.0
Roman Harper,2988,S,CAR,2,8,,8.0,5,0,39.6,0,1,0,0,0,0.0
Will Blackmon,3060,CB,WAS,1,4,,4.0,32,0,39.6,0,1,0,0,0,0.0
Jimmie Ward,8665,CB,SF,2,21,,10.5,28,0,39.6,0,2,0,0,0,0.0
Sheldon Price,8479,CB,IND,1,1,,1.0,14,0,39.6,0,1,0,0,0,0.0
Paul Posluszny,3650,LB,JAX,2,12,,12.0,15,0,39.6,0,1,0,0,0,0.0
Tony Jefferson,8361,S,ARZ,2,11,,11.0,1,1,0.0,0,1,0,0,0,0.0
Bacarri Rambo,7972,S,BUF,1,4,,4.0,4,0,39.6,0,1,0,0,0,0.0
A.J. Klein,7930,LB,CAR,1,2,,2.0,5,0,39.6,0,1,0,0,0,0.0
Jelani Jenkins,7886,LB,MIA,2,8,,8.0,17,0,39.6,0,1,0,0,0,0.0
Desmond Trufant,7803,CB,ATL,2,3,,3.0,2,0,39.6,0,1,0,0,0,0.0
Neiko Thorpe,7716,CB,OAK,1,3,,1.5,23,0,39.6,0,2,0,0,0,0.0
Harrison Smith,7641,S,MIN,2,15,,15.0,18,0,39.6,0,1,0,0,0,0.0
Steven Johnson,7298,LB,TEN,1,4,,2.0,31,0,39.6,0,2,0,0,0,0.0
Tashaun Gipson Sr.,7288,S,CLV,2,9,,4.5,8,1,0.0,0,2,0,0,0,0.0
Keenan Robinson,7119,LB,WAS,1,4,,4.0,32,0,39.6,0,1,0,0,0,0.0
Jerrell Freeman,4888,LB,IND,2,4,,4.0,14,0,39.6,0,1,0,0,0,0.0
Zach Brown,7055,LB,TEN,2,6,,6.0,31,0,39.6,0,1,0,0,0,0.0
Mike Mitchell,4970,S,PIT,2,2,,2.0,25,0,39.6,0,1,0,0,0,0.0
Jerraud Powers,5015,CB,ARZ,2,9,,9.0,1,0,39.6,0,1,0,0,0,0.0
Michael Wilhoite,6989,LB,SF,2,3,,3.0,28,0,39.6,0,1,0,0,0,0.0
Colin Jones,6342,S,CAR,1,6,,6.0,5,0,39.6,0,1,0,0,0,0.0
T.J. Ward,5563,S,DEN,1,10,,10.0,10,0,39.6,0,1,0,0,0,0.0
Delvin Breaux,10251,CB,NO,2,7,,7.0,20,0,39.6,0,1,0,0,0,0.0
Derrick Johnson,2232,LB,KC,1,2,,1.0,16,0,39.6,0,2,0,0,0,0.0
Brandon Browner,2512,CB,NO,2,12,,12.0,20,0,39.6,0,1,0,0,0,0.0
A.J. Hawk,2950,LB,CIN,1,4,,4.0,7,0,39.6,0,1,0,0,0,0.0
Ronald Darby,9483,CB,BUF,2,6,,3.0,4,0,39.6,0,2,0,0,0,0.0
Chad Greenway,2962,LB,MIN,2,4,,4.0,18,0,39.6,0,1,0,0,0,0.0
Shaq Thompson,9458,LB,CAR,2,8,,8.0,5,0,39.6,0,1,0,0,0,0.0
K'Waun Williams,9332,CB,CLV,2,42,42.0,14.0,8,0,90.3,1,3,1,15,0,0.36
Kyshoen Jarrett,9614,S,WAS,1,27,27.0,27.0,32,0,91.7,1,1,0,6,10,0.22
Tarell Brown,3763,CB,NE,2,25,25.0,12.5,19,0,79.2,1,2,0,17,0,0.68
Nigel Bradham,7105,LB,BUF,2,25,25.0,25.0,4,0,118.8,1,1,0,28,11,1.12
Corey Graham,3784,S,BUF,1,22,22.0,11.0,4,0,75.0,1,2,0,15,6,0.68
Brice McCain,5112,CB,MIA,2,42,21.0,7.0,17,1,9.7,2,6,0,28,24,0.67
Peyton Thompson,7235,CB,JAX,1,20,20.0,10.0,15,0,66.7,1,2,0,11,13,0.55
Quintin Demps,4431,S,HST,2,17,17.0,8.5,13,0,68.8,1,2,0,12,2,0.71
Patrick Chung,4957,S,NE,2,15,15.0,5.0,19,0,42.4,1,3,0,7,1,0.47
Phillip Gaines,8722,CB,KC,2,71,14.2,7.9,16,0,78.9,5,9,0,66,16,0.93
Coty Sensabaugh,7115,CB,TEN,2,42,14.0,8.4,31,1,32.5,3,5,0,24,34,0.57
Eric Berry,5530,S,KC,2,14,14.0,7.0,16,0,79.2,1,2,0,17,2,1.21
Patrick Robinson,5557,CB,SD,2,37,12.3,6.2,27,1,17.4,3,6,0,19,32,0.51
Kurt Coleman,5767,S,CAR,2,12,12.0,12.0,5,0,79.2,1,1,0,3,4,0.25
Captain Munnerlyn,5140,CB,MIN,2,59,11.8,7.4,18,0,75.0,5,8,0,40,3,0.68
Justin Rogers,6358,CB,WAS,1,34,11.3,8.5,32,0,83.3,3,4,0,18,24,0.53
Leon Hall,3634,CB,CIN,2,56,11.2,7.0,7,0,66.7,5,8,0,19,11,0.34
Will Hill III,6999,S,BLT,2,11,11.0,3.7,3,0,42.4,1,3,0,6,9,0.55
Paul Worrilow,8141,LB,ATL,2,21,10.5,7.0,2,0,85.4,2,3,0,20,17,0.95
Sherrick McManis,5667,CB,CHI,2,41,10.3,10.3,6,0,132.3,4,4,1,25,20,0.61
Malcolm Jenkins,4937,S,PHI,2,51,10.2,6.4,24,0,67.2,5,8,0,25,14,0.49
Thomas Davis Sr.,2231,LB,CAR,2,10,10.0,5.0,5,0,56.3,1,2,0,5,6,0.5
James Ihedigbo,4147,S,DET,2,10,10.0,10.0,11,0,87.5,1,1,0,5,10,0.5
Phillip Adams,5747,CB,ATL,2,66,9.4,7.3,2,0,101.4,7,9,0,75,44,1.14
Buster Skrine,6289,CB,NYJ,2,56,9.3,5.1,22,0,67.2,6,11,0,52,21,0.93
Justin Durant,3664,LB,ATL,2,9,9.0,4.5,2,0,56.3,1,2,0,5,1,0.56
Will Allen,1832,S,PIT,2,18,9.0,9.0,25,0,93.8,2,2,0,13,16,0.72
Chris Harris Jr.,6457,CB,DEN,2,36,9.0,7.2,10,1,45.4,4,5,0,22,16,0.61
Devon Kennard,8809,LB,NYG,2,9,9.0,9.0,21,0,118.8,1,1,0,13,14,1.44
Casey Hayward Jr.,7064,CB,GB,2,43,8.6,6.1,12,0,145.2,5,7,1,74,11,1.72
Marcus Gilchrist,6202,S,NYJ,2,17,8.5,5.7,22,1,48.6,2,3,0,22,15,1.29
William Moore,4978,S,ATL,2,17,8.5,5.7,2,0,78.5,2,3,0,15,13,0.88
Telvin Smith Sr.,8779,LB,JAX,2,8,8.0,4.0,15,0,58.3,1,2,0,7,4,0.88
Jonathan Casillas,5422,LB,NYG,2,8,8.0,4.0,21,0,56.3,1,2,0,4,0,0.5
Perry Riley,5627,LB,WAS,1,8,8.0,4.0,32,0,66.7,1,2,0,11,2,1.38
Marcus Burley,8142,CB,SEA,1,39,7.8,5.6,29,0,90.2,5,7,0,48,16,1.23
Josh Wilson,3671,CB,DET,2,39,7.8,7.8,11,0,118.8,5,5,0,68,50,1.74
Aaron Williams,6186,S,BUF,2,31,7.8,7.8,4,1,89.6,4,4,1,22,2,0.71
Logan Ryan,7864,CB,NE,2,31,7.8,6.2,19,1,59.6,4,5,0,39,31,1.26
Nickell Robey-Coleman,8483,CB,BUF,2,61,7.6,5.1,4,0,87.2,8,12,0,85,42,1.39
Bene Benwikere,8783,CB,CAR,2,82,7.5,5.1,5,0,78.9,11,16,0,75,26,0.91
Ron Parker,6625,S,KC,2,15,7.5,7.5,16,0,118.8,2,2,0,29,14,1.93
Richard Sherman,6306,CB,SEA,2,15,7.5,7.5,29,0,118.8,2,2,0,35,3,2.33
Tyrann Mathieu,7850,CB,ARZ,2,59,7.4,5.9,1,0,127.1,8,10,1,65,39,1.1
Kareem Jackson,5545,CB,HST,2,42,7.0,6.0,13,0,103.0,6,7,0,61,32,1.45
Trumaine McBride,3837,CB,NYG,2,49,7.0,4.5,21,1,70.6,7,11,1,61,57,1.24
Calvin Pryor,8653,S,NYJ,2,7,7.0,7.0,22,0,118.8,1,1,0,13,8,1.86
Brandon Meriweather,3640,S,NYG,2,7,7.0,3.5,21,0,60.4,1,2,0,8,5,1.14
Jimmy Wilson,6387,S,SD,2,7,7.0,7.0,27,0,95.8,1,1,0,7,4,1.0
Eric Weddle,3653,S,SD,2,7,7.0,3.5,27,0,56.3,1,2,0,1,4,0.14
Damian Swann,9600,CB,NO,2,33,6.6,5.5,20,0,106.3,5,6,0,57,17,1.73
Aaron Colvin,8749,CB,JAX,2,33,6.6,6.6,15,0,108.3,5,5,0,50,19,1.52
Dwight Lowery,4427,S,IND,2,13,6.5,6.5,14,0,81.3,2,2,0,7,7,0.54
Micah Hyde,7941,S,GB,2,26,6.5,5.2,12,0,142.9,4,5,1,44,9,1.69
Quandre Diggs,9633,CB,DET,2,13,6.5,6.5,11,0,118.8,2,2,0,39,39,3.0
Lamarcus Joyner,8676,CB,SL,2,39,6.5,6.5,26,0,99.3,6,6,0,47,27,1.21
Tramaine Brock Sr.,5903,CB,SF,2,25,6.3,5.0,28,0,90.8,4,5,0,29,20,1.16
Tyler Patmon,9135,CB,DAL,2,56,6.2,3.3,9,0,73.9,9,17,0,113,76,2.02
Bobby Wagner,7050,LB,SEA,2,6,6.0,3.0,29,0,79.2,1,2,0,17,15,2.83
Trenton Robinson,7170,S,WAS,1,6,6.0,3.0,32,0,95.8,1,2,0,27,2,4.5
Tahir Whitehead,7135,LB,DET,2,6,6.0,6.0,11,0,118.8,1,1,0,22,7,3.67
Jason Verrett,8660,CB,SD,2,6,6.0,3.0,27,0,56.3,1,2,0,6,0,1.0
Anthony Barr,8644,LB,MIN,2,12,6.0,6.0,18,0,79.2,2,2,0,6,6,0.5
David Bruton,5037,S,DEN,2,6,6.0,3.0,10,0,95.8,1,2,0,29,22,4.83
