player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Matt Forte,4358,HB,CHI,3,59,7,4,33.3,92,0,276,1,1,7,143,28.5,7,13,6,0,30,84.4,60.5,82.2,,54.4,60.3,60.4,60.2,27,0,69,9,67,65,0,0,14,68,1,276,143,2.42,4.7,1.03,28
Adrian Peterson,3623,HB,MIN,3,59,11,4,37.1,108,0,291,0,3,11,157,58.2,8,14,18,2,35,23.5,72.3,79.7,,24.0,71.4,72.9,60.0,43,0,79,5,40,65,0,0,5,64,2,291,157,2.66,4.9,1.98,20
Carlos Hyde,8692,HB,SF,3,54,15,2,13.4,35,0,262,0,3,15,175,95.6,10,16,28,0,6,84.2,82.8,77.7,,69.7,77.6,79.3,60.2,18,0,42,7,39,69,0,0,7,61,2,262,175,3.24,4.9,1.08,48
Chris Johnson,4338,HB,ARZ,3,52,8,2,20.5,45,0,219,1,0,8,119,34.5,4,10,1,0,39,83.3,53.0,75.4,,48.3,44.4,55.9,60.0,30,0,40,1,21,55,0,0,4,53,2,219,119,2.29,4.2,1.9,13
Devonta Freeman,8738,HB,ATL,3,52,8,3,26.6,49,0,184,2,6,8,97,40.8,4,12,2,0,5,83.9,69.5,80.0,,64.2,66.4,68.9,60.0,17,0,115,12,65,55,0,0,16,64,4,184,97,1.87,3.5,1.77,42
Latavius Murray,7962,HB,OAK,3,52,10,2,29.8,74,0,248,0,5,10,149,68.2,3,9,23,0,18,83.8,76.1,81.2,,51.6,69.0,76.4,60.0,54,0,68,11,61,56,0,0,11,63,2,248,149,2.87,4.8,1.11,31
Alfred Morris,7165,HB,WAS,3,49,2,1,17.6,35,0,199,0,0,2,115,9.2,5,8,32,0,15,83.1,62.9,76.1,,74.8,61.0,61.6,60.0,35,0,13,2,22,55,0,0,2,51,0,199,115,2.35,4.1,0.59,32
Jonathan Stewart,4327,HB,CAR,3,49,12,1,12.9,22,0,170,0,1,12,96,47.2,5,5,5,0,27,82.9,61.1,80.7,,89.2,61.4,56.7,69.6,22,0,22,5,53,64,0,0,5,54,0,170,96,1.96,3.5,0.42,22
Joseph Randle,7933,HB,DAL,3,48,9,4,49.3,100,0,203,0,0,9,159,55.2,4,9,9,1,17,46.2,71.0,76.1,,54.7,87.4,66.0,60.0,37,0,74,6,21,51,0,0,6,54,3,203,159,3.31,4.2,3.52,31
T.J. Yeldon,9469,HB,JAX,3,48,7,0,0.0,0,0,154,1,2,7,88,29.5,4,5,15,0,16,83.1,60.9,81.2,,79.6,58.8,59.2,60.0,14,0,38,8,58,52,0,0,11,56,0,154,88,1.83,3.2,0.66,30
Jamaal Charles,4387,HB,KC,3,48,10,1,14.7,34,0,231,0,2,10,104,41.9,8,12,16,2,30,26.6,68.7,83.7,,80.3,59.1,69.8,60.0,34,0,81,14,80,58,0,0,18,62,4,231,104,2.17,4.8,1.01,16
Doug Martin,7035,HB,TB,3,46,11,2,21.0,37,0,176,0,0,11,115,56.1,7,5,30,1,18,44.8,75.6,77.0,,86.0,60.6,73.8,60.0,20,0,22,3,30,51,0,0,3,49,0,176,115,2.5,3.8,0.73,27
Alfred Blue,8816,HB,HST,3,45,6,1,10.7,20,0,187,0,0,6,109,30.9,5,10,13,1,5,41.5,61.4,77.8,,67.0,49.5,63.6,60.0,20,0,11,2,35,49,0,0,3,47,1,187,109,2.42,4.2,0.31,37
Melvin Gordon III,9448,HB,SD,3,44,8,3,38.4,73,0,190,0,2,8,120,56.8,5,10,27,1,4,42.0,70.9,79.6,,73.7,67.2,68.7,60.0,27,0,26,4,31,49,0,0,4,48,0,190,120,2.73,4.3,0.84,29
