player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Phil Dawson,422,K,SF,1,1,1,4.38,47.0,48.0,1.0,0,0,0,0,28,60.0,0,48,0,0,100.0,1,1,1,4.38,47,0,48
Shane Lechler,673,P,HST,13,81,81,4.4,38.09,46.48,10.4,0,0,8,14,13,61.0,25,64,2,0,56.8,480,46,81,356.16,3085,10,3765
Mike Scifres,1458,P,SD,13,57,57,4.22,37.98,45.3,11.0,0,0,6,10,27,48.1,13,68,4,0,63.2,397,36,58,240.63,2165,1,2582
Andy Lee,1906,P,CLV,13,61,61,4.45,39.8,46.92,10.7,0,0,5,13,8,70.7,25,67,6,0,54.1,354,33,61,271.68,2428,4,2862
Donnie Jones,1939,P,PHI,13,73,73,4.42,42.86,47.44,5.1,0,1,9,18,24,65.9,26,64,1,1,52.1,194,38,76,323.0,3129,7,3463
Dustin Colquitt,2316,P,KC,13,60,60,4.45,42.22,45.65,5.7,0,0,11,15,16,81.5,29,62,8,0,36.7,126,22,60,267.15,2533,4,2739
Nick Novak,2726,K,HST,1,1,1,4.27,16.0,36.0,,0,0,0,0,13,60.0,0,36,0,0,0.0,0,0,1,4.27,16,1,36
Sam Koch,3148,P,BLT,13,59,59,4.36,44.32,47.8,5.5,0,0,8,13,3,87.2,24,67,5,0,50.8,165,30,59,257.31,2615,2,2820
Jon Ryan,3493,P,SEA,13,60,60,4.42,37.37,45.37,13.8,0,0,6,18,29,71.4,24,69,4,0,43.3,360,26,60,265.46,2242,6,2722
Steve Weatherford,3552,P,NYJ,1,4,4,4.1,30.75,40.25,12.7,0,0,1,0,22,53.0,0,50,0,0,75.0,38,3,4,16.38,123,0,161
Brandon Fields,3841,P,NO,2,10,10,3.99,35.1,41.2,10.5,0,0,2,1,20,54.4,4,57,3,0,20.0,21,2,10,39.87,351,2,412
Brett Kern,4580,P,TEN,13,68,68,4.46,38.85,46.71,14.7,0,0,6,18,31,82.7,26,61,7,0,51.5,514,35,68,303.53,2642,1,3176
Kevin Huber,5066,P,CIN,13,48,48,4.43,41.33,44.83,7.5,0,0,11,13,7,63.1,19,67,4,0,35.4,128,17,49,212.5,1984,2,2152
Thomas Morstead,5088,P,NO,11,48,48,4.43,40.54,45.31,8.0,0,0,2,11,20,69.6,19,58,11,0,43.8,169,21,48,212.68,1946,3,2175
Pat McAfee,5146,P,IND,13,68,68,4.69,41.94,48.43,11.4,0,0,8,17,14,90.8,23,63,7,0,44.1,341,30,68,318.81,2852,5,3293
Britton Colquitt,5192,P,DEN,13,70,70,4.36,39.11,43.36,7.8,0,0,15,12,10,68.4,19,62,11,0,40.0,217,28,70,304.96,2738,4,3035
Tim Masthay,5510,P,GB,13,67,67,4.22,38.96,42.64,4.5,0,0,4,11,12,51.5,18,62,13,0,49.3,147,33,67,282.67,2610,5,2857
Matt Bosher,6344,P,ATL,12,50,50,4.54,41.7,48.4,9.8,0,0,3,15,2,78.0,19,69,2,0,52.0,255,26,51,227.13,2085,4,2420
Spencer Lanning,6566,P,CHI,1,3,3,3.97,36.0,45.67,9.7,0,0,0,0,6,60.1,1,52,0,0,100.0,29,3,3,11.9,108,0,137
Chris Jones,6798,P,DAL,13,56,56,4.47,42.52,45.18,7.1,0,0,5,19,9,81.1,25,60,9,0,37.5,149,21,56,250.25,2381,0,2530
Bryan Anger,7072,P,JAX,13,66,66,4.47,38.21,46.18,12.1,0,0,5,19,15,69.5,23,63,1,0,56.1,446,37,66,294.71,2522,4,3048
Brad Nortman,7192,P,CAR,13,58,58,4.47,39.48,45.24,7.9,0,0,2,14,5,67.5,16,65,6,1,55.2,254,32,58,259.37,2290,4,2624
Johnny Hekker,7252,P,SL,13,80,80,4.44,43.66,48.38,7.3,0,0,13,16,26,77.6,38,68,7,0,47.5,277,38,80,354.81,3493,5,3870
Drew Butler,7302,P,ARZ,13,46,46,4.54,36.39,42.13,8.0,0,0,6,15,1,61.0,17,58,1,0,39.1,144,18,47,209.04,1674,6,1938
Marquette King,7410,P,OAK,13,64,64,4.32,40.05,43.69,6.7,0,0,14,17,23,70.9,32,70,5,0,35.9,153,23,64,276.41,2563,4,2796
Ryan Quigley,7573,P,NYJ,12,61,61,4.44,36.9,44.02,13.4,0,0,6,12,22,71.0,25,68,11,0,45.9,374,28,62,271.1,2251,3,2685
Jeff Locke,7937,P,MIN,13,54,54,4.28,38.11,41.85,4.9,0,0,7,16,18,48.7,22,61,2,0,46.3,122,25,54,231.22,2058,4,2260
Sam Martin,7947,P,DET,13,71,71,4.58,41.82,46.07,6.5,0,0,10,16,11,75.2,22,66,4,0,52.1,242,37,71,325.03,2969,3,3271
Colton Schmidt,8104,P,BUF,13,69,69,4.4,41.17,46.32,9.2,0,0,9,18,4,72.0,19,65,7,0,46.4,295,32,69,303.77,2841,3,3196
Ryan Allen,8242,P,NE,12,58,58,4.31,39.98,45.36,8.2,1,0,5,11,19,67.6,28,67,7,0,56.9,272,33,59,250.16,2319,2,2631
Brad Wing,8256,P,NYG,13,60,60,4.37,39.3,45.22,9.8,0,0,11,18,21,61.1,26,64,1,1,43.3,255,26,60,262.17,2358,5,2713
Tress Way,8358,P,WAS,13,56,56,4.41,38.96,45.3,11.1,0,0,13,10,32,66.8,17,64,4,0,41.1,255,23,57,246.95,2182,5,2537
Brandon McManus,8437,K,DEN,1,1,1,4.27,1.0,21.0,,0,0,0,0,10,60.0,0,21,0,0,0.0,0,0,1,4.27,1,1,21
Pat O'Donnell,8826,P,CHI,12,60,60,4.49,39.1,43.72,8.6,0,0,9,16,6,64.8,25,63,6,0,38.3,197,23,60,269.6,2346,4,2623
Zach Hocker,8862,K,SL,1,1,1,4.62,43.0,43.0,,0,0,0,1,26,60.0,1,43,0,0,0.0,0,0,1,4.62,43,0,43
Jacob Schum,9373,P,TB,13,45,45,4.55,38.09,42.31,5.4,0,0,6,10,30,71.8,14,56,3,0,53.3,130,24,45,204.6,1714,3,1904
Bradley Pinion,9598,P,SF,13,76,76,4.39,38.89,44.0,8.3,0,0,8,15,28,66.4,24,62,11,0,48.7,308,37,76,333.7,2956,4,3344
Matt Darr,9812,P,MIA,13,76,76,4.17,39.75,47.5,10.2,0,0,10,13,17,59.4,28,70,5,1,55.3,429,42,76,317.27,3021,8,3610
Jordan Berry,10236,P,PIT,13,47,47,4.46,38.4,42.02,9.4,0,0,10,16,25,69.5,23,66,4,0,34.0,150,16,47,209.41,1805,1,1975
